Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Nets,Coordination,Last update,YSF Digital Enabled,DG-ID,Mixed-Mode,Web links,Features,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,Affiliate,Links,EchoLink,Colorado,Northern Colorado,Downlink Tone,Notes,On-air,D-STAR Enabled,Node,Sources,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Commands,Worldwide,English,TAC 310,Mountain Reg USA,IRLP,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,AllStar,Southern Colorado,Denver Regional,Feed,Location Photo
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,178.2,S,,147.18,147.78,100,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,,CCARC,,,,,,E-power (solar).,,,,,,,,,,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,178.2,S,,446.95,441.95,,Teller,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,RMHAM,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,178.5,SE,,446.7375,441.7375,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,,CCARC,,,,,,,,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,RMHam,,,1,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,178.5,S,,1287.7,1267.7,67,Teller,Testing,,WB0WDF,,CCARC,,,,,,,,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,178.5,S,,224.94,223.34,67,Teller,Testing,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,178.5,S,,145.46,144.86,67,Teller,On-Air,,WB0WDF,,CCARC,,,,,,"E-power, 100% Solar",,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,178.5,S,,447.4,442.4,67,Teller,On-Air,,WB0WDF,,CCARC,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,178.5,S,,147.015,147.615,107.2,Teller,On-Air,,Mountain ARC,MARC/PCRC: Tue at 19:30.,CCARC,,,,,,E-power.,,,,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,178.8,SE,,146.955,146.355,,Phillips,,,PCARC,,CCARC,,,,,,E-power.,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,179.2,SSE,,448.725,443.725,123,El Paso,On-Air,,KA0TTF,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,179.4,SE,,147.06,147.66,103.5,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,Big Sandy Net: Wed 19:00,CCARC,,,Open ↑ / Open ↓,Yes; analog capable.,http://www.bigsandyradio.com/,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,,,,,,,,,791116,,,,,,,,,,,,,,,,,,,3794,,,,,,,,,,,42740,,,,
146.475,0,146.2,W0FUI,Hot Springs,SD,OPEN,I,181.4,NE,,146.475,146.475,146.2,Fall River,On-Air,More info on the coverage area would be helpful.,W0FUI,,,,,,,,IRLP,,,,,,,,,,,,,146.2,Turns itself off every night. More control info on the website.,,,,,,,,,,"IRLP: 
Connect- [node nbr] / Disconnect- 73.",,,,,7976,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,181.5,SSE,,445.0625,440.0625,,El Paso,Off-Air,,Rocky Mountain Ham Radio,,CCARC,,,,,,The DMR-MARC Worldwide Network,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,181.5,SSE,,145.13,144.53,88.5,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",CCARC,,,,,,9,,,,,,,,,Full-time to the  Colorado Connection System .,,,,123,Linked into the Colorado Connection System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,181.5,SSE,,145.375,144.77,,El Paso,On-Air,wide area,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,181.5,SSE,,53.13,51.43,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,,,,http://www.cmrg.org,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,181.5,SSE,,927.85,902.85,D114,Teller,On-Air,,CMRG,,CCARC,,,,,http://www.cmrg.org,9,,,,,,,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,181.5,SSE,,446.9125,441.9125,,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,181.8,SSE,,145.16,144.56,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,,CCARC,,,,,http://www.w0cra.org/info/cosprgs.html#145160,"Closed autopatch, e-power.",,,,,,,,CRA VHF Link System,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,,,107.2,Switch to this repeater at mile marker 170 on I-25.,,,,,,,,,,,,,,,3990,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,181.8,SSE,,147.345,147.945,107.2,El Paso,On-Air,Wide area.,,,CCARC,,,,,http://www.cmrg.org/,"Closed autopatch, e-power.",,,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,107.2,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,181.8,SSE,,448,443,107.2,El Paso,On-Air,,,,CCARC,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,181.8,SSE,,146.76,146.16,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group,,CCARC,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,181.8,SSE,,448.1,443.1,107.2,El Paso,On-Air,Wide area.,,,CCARC,,,,,CMRG Repeaters,"Closed autopatch, e-power.",,,,,,,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,182.4,S,,146.745,146.145,100,Chaffee,Off-Air,,CLARA,,CCARC,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,182.4,SW,,449.8,444.8,107.2,Garfield,On-Air,,,,CCARC,,,,,GMRA Repeaters,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,183,W,,146.94,146.34,100,Sweetwater,On-Air,Wide area.,Sweetwater ARC,,WRCG,,,,,,,,,,,,,,,Full-time to the  HERC System .,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.4,1.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,E,183,W,,222.4,224,123,Sweetwater,On-Air,Wide Area,DRAWZM,,,,,,,,,,,,,,,,Mountain West Radio Group,,824055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,183,W,,146.61,146.01,100,Sweetwater,On-Air,Wide area: SW Wyoming,Sweetwater RACES,Sun at 19:30.,WRCG,,,,,http://wy7u.angelfire.com,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,146.2,K0HS,"Hot Springs, Battle Mountain",SD,OPEN,,183.3,NE,,146.7,146.1,146.2,Fall River,On-Air,,Hot Springs Amateur Radio Club,,SouDak,,,,,,E-power.,,,,,,,,,,,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,D261,N7HYF,"Lander, Limestone Mountain",WY,PRIVATE,,183.3,WNW,,449.9,444.9,D261,Fremont,On-Air,,N7HYF,,WRCG,,,,,,,,,,,,,,,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .",,,,D261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,184.1,SSE,,145.265,144.665,100,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,,CCARC,,,Open ↑ / Open ↓,Yes; analog capable.,PPFMA Repeaters,"Closed autopatch, e-power.",,,,,,,,,,,,,100,Repeater has been moved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,184.1,SSE,,448.8,443.8,100,El Paso,Off-Air,,Pikes Peak FM Assoc,,CCARC,,,Open ↑ / Open ↓,Yes; analog capable.,PPFMA Repeaters,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,K0FOP,"Riverton, Griffey Hill",WY,OPEN,E,185.5,NW,,145.115,144.515,100,Fremont,On-Air,Wide area:,Wyoming Amateur Monitoring Enthusiasts Club (WYAME),Wyoming DX association Net,WRCG,,,,,,,,,,,,,,,,161145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,127.3,N7HYF,"Riverton, Griffy Hill",WY,OPEN,,185.5,NW,,449.975,444.975,127.3,Fremont,On-Air,35,WYAME Amatuer Radio Club.,,WRCG,,,,,,E-power (batt),,,,,,,,Fremont County DSTAR Digital Group.,,,,,CSQ,"Antenna Decibal 4-Bay Dipole,60 watt input to Antenna(9dBd Gain,Omni,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,188,W,,146.655,146.055,107.2,Sweetwater,On-Air,Wide area. 100 mi radius.,Sweetwater Amateur Radio Club,,,,,Open ↑ / Open ↓,Yes; analog capable.,http://wy7u.angelfire.com,,,,,,,,,,,865361,,,107.2,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1125,-5,CC11,K7DRA,Rock Springs,WY,OPEN,,188,W,,447.1125,442.1125,,Sweetwater,On-Air,Rock Springs,,,WRCG,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.205,-0.6,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,W,188,W,,145.205,144.605,123,Sweetwater,On-Air,"Rock Springs, Green River and Sweetwater County",,,,,,Open ↑ / Open ↓,Yes; analog capable.,http://alcomdra.com,,,,,,,,,Mountain West Radio Group Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,21322,,,,,,,,
448.025,-5,123,K7DRA,"Rock Springs, Aspen Mtn",WY,OPEN,,188,W,,448.025,443.025,123,Sweetwater,On-Air,Wide area.,DRAWZM Communications,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,Mountain West Radio Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,188,W,,448.875,443.875,123,Sweetwater,On-Air,,,,,,,,Yes; analog capable.,,DMRPlus,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,1,,2,,,1,1,,2,,,,,,,,,,,,,,,,
147.3,0.6,,KA7PJK,Rock Springs,WY,OPEN,,188,W,,147.3,147.9,,Sweetwater,Testing,,ka7PJk,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.67,5,CSQ,N7DMO,"Riverton, Griffy Hill",WY,OPEN,E,188.4,NW,,441.67,446.67,,Fremont,On-Air,"DSTAR/C4FM/APRS Crossbander repeater 120 miles around Riverton Wy,",,,,,,Open ↑ / Open ↓,,,Also Linked Controlled to Pinedale (146.880) Casper K7PLA (145.460).,,,,,,,,"N7DMO Link,to 52.525 Mhz, Simplex,",,161145,,,,,,,N7DMO (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
449.475,-5,,KI7BER,Rock Springs,WY,OPEN,,188.7,W,,449.475,444.475,,Sweetwater,On-Air,Rock Springs / Green River an Interstate 80 from mile post 110 to 38.,K7DRA,,,,,,,http://www.alcomdra.com,,,,,,,,,Mountain West Radio Group Wyoming,,,,,,,,,KI7BER (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,189.1,W,,444.5,449.5,123,Sweetwater,On-Air,,Sweetwater ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,189.9,SW,,449.5,444.5,107.2,Mesa,Off-Air,,Grand Mesa Repeater Association (GMRA),,CCARC,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,123,K7DRA,Rock Springs,WY,OPEN,EW,190.9,W,,444.7,449.7,123,Sweetwater,On-Air,Rock Springs,,,,,,,,,,,,,,,,,Mountain West Radio Group,,824055,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,191.7,SE,,447,442,103.5,Kit Carson,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),,,,,Open ↑ / Open ↓,Yes; analog capable.,,APRS repeater &amp; i-gate / Weather station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30534,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,192,S,,449,444,67,Fremont,On-Air,,WB0WDF,,CCARC,,,,,Mega Link,"E-power (Solar, Wind)",,,,,,,,,Full-time to the  Mega-Link System .,,,,67,North of the Royal Gorge Bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,D261,N7HYF,Lander,WY,OPEN,,192.3,NW,,53.03,52.03,D261,Fremont,On-Air,Wide area,WYAME/N7HYF,"WY Dxers assoc. 
WYAME Nets.",WRCG,,,,,,,,,,,,,,,"Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .
 


Full-time to  
        449.90000 (N7HYF) at Lander, Limestone Mountain, WY .",,,,D261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,100,W7BEQ,"Shoshoni, Copper Mtn",WY,OPEN,,192.7,NW,,146.805,146.205,100,Fremont,On-Air,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,193.1,S,,446.975,441.975,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,CCARC,,,,,KD0QPG,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,193.1,S,,446.8125,441.8125,,Chaffee,On-Air,,RMHAM,,,,,,,,,,0,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,193.2,SSW,,447.65,442.65,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,,CCARC,,,,,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,197.1,SSE,,449.9,444.9,107.2,Lincoln,On-Air,,,,CCARC,,,,,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,197.2,WSW,,449.7,444.7,136.5,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",W7BYU,,UVHFS,,,,,,8,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,197.2,WSW,,147.1,147.7,136.5,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",""">Borderline ARC",,UVHFS,,,,,,"Autopatch, e-power.",,,,,,,,,"Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",458414,,,,8,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,3577,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,197.3,WSW,,146.92,146.32,136.5,Duchesne,Off-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,UVHFS,,,,,,E-power.,,,,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,146.2,WN6QJN,"Custer, Water Tank Hill",SD,OPEN,,197.6,NNE,,147.09,147.69,146.2,Custer,On-Air,"US-16, US-16A 20 mi radius.",Hot Springs Amateur Radio Club,,SouDak,,,,,,Autopatch.,,,,,,,,,,,,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,197.9,SSW,,145.325,144.725,100,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,198.1,S,,447.75,442.75,103.5,Fremont,On-Air,,RGARC,,CCARC,,,,,Royal Gorge Amateur Radio Club,E-power (Bat),,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,3081,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,198.1,S,,927.7,902.7,D114,Fremont,On-Air,,Royal Gorge ARC,,CCARC,,,,,,,,,,,,,,,,,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,198.1,S,,446.7375,441.7375,,Fremont,On-Air,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,,CCARC,,,,,http://www.k0jsc.com,IPSC Link to the Colorado network on Talk Slot 2.,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,1,,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,,,,,,,,,,,,,,DM78ii,,,,,,,,,,,2,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,198.1,S,,447.25,442.25,100,Fremont,On-Air,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",CCARC,,,,,K0JSC dot Com,,,,,,,,,,Full-time to the  The Fun Machine System .,363976,,,100,,,,,,,,,,,,,,,,7301,DM78ik,,,,,,,,,,28368,,,Listen Live,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,198.1,S,,145.49,144.89,103.5,Fremont,On-Air,,Royal Gorge Amateur Radio Club,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",CCARC,,,,,Royal Gorge Amateur Radio Club,E-power (Bat),,,,,,,,Colorado ARES Region 5 District 1,,,,,103.5,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,198.1,S,,223.96,222.36,103.5,Fremont,On-Air,"Wide area. 
   Repeater Coverage Map",RGARC,,CCARC,,,,,,"E-power (Bat), Remote Base",,,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,198.1,S,,53.03,51.33,88.5,Fremont,On-Air,,WB0WDF,,CCARC,,,,,Http://www.qsl.net/rghc,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,,,,RGARC,,,,,88.5,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,198.3,S,,145.295,144.695,107.2,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,CCARC,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,
