Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtscRxCode,DtcsPolarity,Mode,TStep,Comment,Distance,Downlink,Uplink,Uplink Tone,County,Call,Use,On-air,Coverage,Sponsor,Features,Coordination,Last update,,Links,Nets,Op Status,Downlink Tone,Notes,Feed,Web links,Affiliate,AllStar,EchoLink,IRLP,Commands,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,WIRES-X,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA
166,EVARC 146.685,146.685,-,0.6,Tone,123,88.5,23,23,NN,FM,5,,49.3,146.6850,146.0850,123.0,Larimer,N0FH,OPEN,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,E-power.,CCARC,2017-08-05,,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,On-Air,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,625757 N0FH-R,"7268 
          n/a","The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,CARN 449.325,449.325,-,5,,88.5,88.5,23,23,NN,DIG,5,,49.5,449.3250,"444.3250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Weld,WR0AEN,OPEN,,,Colorado Amateur Repeater Network (CARN),,CCARC,"2012-11-12   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
168,WARS 448.475,448.475,-,5,Tone,100,88.5,23,23,NN,FM,5,,49.5,448.4750,"443.4750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Weld,KC0KWD,OPEN,,,Weld Amateur Radio Society (WARS),,CCARC,2015-06-07,,,,On-Air,,,,http://www.warsco.org/,,,,"3839 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,WARS 147.000,147,+,0.6,TSQL,100,100,23,23,NN,DIG,5,,49.5,147.0000,147.6000,100.0,Weld,KC0KWD,OPEN,,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",CCARC,2017-05-06,,,,On-Air,100.0,,,,,,,"3839 
          n/a",,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
170,MARC 448.650,448.65,-,5,Tone,107.2,88.5,23,23,NN,FM,5,,51.6,448.6500,"443.6500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Teller,NX0G,OPEN,,,Mountain ARC (MARC),E-power.,CCARC,2016-11-17,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,On-Air,,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,MARC 927.900,927.9,-,25,DTCS,88.5,88.5,205,205,NN,FM,5,,51.6,927.9000,"902.9000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",D205,Teller,KA0WUC,OPEN,,,MARC,,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,On-Air,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,MARC 449.025,449.025,-,5,Tone,141.3,88.5,23,23,NN,FM,5,,51.6,449.0250,"444.0250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",141.3,Teller,KA0WUC,OPEN,Unknown,,Mountain Amateur Radio Club (MARC),Linked.,CCARC,"2012-11-10   
     Please help us confirm this repeater!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,ARMC 449.325,449.325,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,,51.6,449.3250,"444.3250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",103.5,Teller,KA4EPS,OPEN,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,E-power. Allstar Node 27976,CCARC,2015-06-29,,,"Sunday 1500 MST
Tuesday 1730 MST",On-Air,103.5,Node # 27976,,,Amateur Radio Motorcycle Club,"27976 
   
     n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,MARC 145.415,145.415,-,0.6,Tone,179.9,88.5,23,23,NN,FM,5,,51.6,145.4150,144.8150,179.9,Teller,KA0WUC,OPEN,Unknown,,MARC,"Closed autopatch, e-power.",CCARC,"2012-11-12   
     Please help us confirm this repeater!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,MARC 447.675,447.675,-,5,TSQL,179.9,179.9,23,23,NN,FM,5,,51.6,447.6750,"442.6750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",179.9,Teller,KA0WUC,OPEN,,,Mountain Amateur Radio Club (MARC),E-power.,CCARC,"2014-05-22   
     Please help us confirm this repeater!",,,,On-Air,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,MARC 146.820,146.82,-,0.6,Tone,107.2,88.5,23,23,NN,FM,5,,51.6,146.8200,146.2200,107.2,Teller,NX0G,OPEN,,,Mountain ARC,E-power.,CCARC,2016-11-17,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,TFM 447.625,447.625,-,5,TSQL,100,100,23,23,NN,FM,5,,52.2,447.6250,"442.6250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,El Paso,KD0MDP,OPEN,,,KD0MDP,Linked.,,2015-06-02,,Full-time to the  The Fun Machine System .,,On-Air,100.0,,,,The Fun Machine,"28299 
   
     n/a",363976 CANONCTY,"7301 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,EVARC 449.800,449.8,-,5,Tone,123,88.5,23,23,NN,FM,5,,52.3,449.8000,"444.8000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",123.0,Larimer,N0FH,OPEN,,,Estes Valley ARC,E-Power,CCARC,2017-08-05,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,On-Air,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,625757 N0FH-R,"7268 
          n/a","The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,K1TJRS 1283.550,1283.55,-,20,Tone,100,88.5,23,23,NN,FM,5,,54.3,1283.5500,"1263.5500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Larimer,K1TJ,OPEN,,Northern Colorado Front Range,K1TJ Repeater System,,CCARC,"2013-01-01   
     Please help us confirm this repeater!",,,,On-Air,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,N0AOLNCCBN 446.738,446.7375,-,5,,88.5,88.5,23,23,NN,DIG,5,,54.3,446.7375,"441.7375  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Larimer,N0AOL,OPEN,,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,CCARC,2017-03-11,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",On-Air,,Repeater ID: 310803,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,,,,,,,,,,,,,,,,,,,,2,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,1,2,1,1,2,,,
181,KC0RBT 447.450,447.45,-,5,Tone,123,88.5,23,23,NN,FM,5,,54.3,447.4500,"442.4500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",123.0,Larimer,KC0RBT,OPEN,,,,,CCARC,2016-02-01,,,,On-Air,,,,,,,447450 KC0RBT-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,CMRGR 147.360,147.36,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,,55.2,147.3600,147.9600,107.2,Park,KC0CVU,OPEN,,Wide area.,,E-power.,CCARC,2018-01-15,,,,On-Air,107.2,,,CMRG Repeaters,,,,"3854 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,MARC 146.685,146.685,-,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,,55.2,146.6850,146.0850,107.2,Park,NX0G,OPEN,,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,2016-11-17,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,On-Air,107.2,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,KT0LNCCBN 147.390,147.39,+,0.6,,88.5,88.5,23,23,NN,DIG,5,,55.7,147.3900,147.9900,,Larimer,W0DMR,OPEN,,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,,CCARC,2017-03-11,,,Tac 310 Net: Sun at 18:00.,On-Air,,,,Documentation,,,,,,,,,,,,,,,,,,,,,,,2,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,2,,1,1,,1,1
185,GCARA 146.820,146.82,-,0.6,Tone,123,88.5,23,23,NN,FM,5,,55.7,146.8200,146.2200,123.0,Grand,KA0YDW,OPEN,Unknown,,GCARA,E-power.,CCARC,"2014-09-06   
     Please help us confirm this repeater!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,CMRG 449.700,449.7,-,5,Tone,107.2,88.5,23,23,NN,FM,5,,56,449.7000,"444.7000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",107.2,Park,,OPEN,Unknown,,CMRG,,CCARC,"2012-11-12   
     Please help us confirm this repeater!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,BR 147.390,147.39,+,0.6,TSQL,88.5,123,23,23,NN,FM,5,,56,147.3900,147.9900,88.5,Summit,KB0VJJ,OPEN,,Wide area.,Colorado Connection,"12,700', e-power.",CCARC,"2015-01-30   
     Please help us confirm this repeater!",,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",On-Air,123.0,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",,Breckenridge Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,RMHR 446.750,446.75,-,5,,88.5,88.5,23,23,NN,DIG,5,,56.1,446.7500,"441.7500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Larimer,K7PFJ,OPEN,,,Rocky Mountain Ham Radio,,CCARC,"2013-12-01   
     Please help us confirm this repeater!",,Full-time to the  Colorado TRBO System .,,On-Air,,See website for complete info on color codes/time slot assignment.,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,
189,BN 145.265,145.265,-,0.6,,88.5,88.5,23,23,NN,DIG,5,,56.1,145.2650,144.6650,,Larimer,KB0VGD,OPEN,,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,CCARC,2017-01-11,,,,On-Air,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,http://www.w0dmr.org/,Brandmeister Network,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,,,,2,,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,1,2,,,2,1,1,
190,RMHR 445.087,445.0875,-,5,,88.5,88.5,23,23,NN,DIG,5,,56.1,445.0875,440.0875,,Fremont,N0SZ,OPEN,,,K2AD,,,2018-02-01,,,,On-Air,,,,http://www.rmham.org/,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
191,NCARC 145.115,145.115,-,0.6,TSQL,100,100,23,23,NN,FM,5,,56.4,145.1150,144.5150,100.0,Larimer,W0UPS,OPEN,,Wide area.,Northern Colorado ARC,"7,230', 120 watts, e-power, closed autopatch.",CCARC,2016-10-25,,,,On-Air,100.0,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,NCARC 224.520,224.52,-,1.6,TSQL,100,100,23,23,NN,FM,5,,56.4,224.5200,222.9200,100.0,Larimer,W0UPS,OPEN,,,Northern Colorado ARC,E-power.,CCARC,2018-03-21,,,,Off-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,NCARC 447.275,447.275,-,5,TSQL,100,100,23,23,NN,FM,5,,56.4,447.2750,"442.2750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Larimer,W0UPS,OPEN,,Wide area.,Northern Colorado ARC,"Closed autopatch, e-power.",CCARC,2017-05-31,,,,On-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,AB0SF 927.825,927.825,-,25,TSQL,100,100,23,23,NN,FM,5,,56.4,927.8250,"902.8250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Larimer,AB0SF,OPEN,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",AB0SF,,CCARC,"2013-11-12   
     Please help us confirm this repeater!",,,,On-Air,100.0,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,K1TJRS 927.950,927.95,-,25,TSQL,100,100,23,23,NN,FM,5,,56.4,927.9500,"902.9500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Larimer,K1TJ,OPEN,,Northern Front Range,K1TJ Repeater System,"25 watt repeater, omnidirectional antenna on the roof of one of the buildings at Horsetooth.",CCARC,"2013-11-12   
     Please help us confirm this repeater!",,,,On-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,COSUARC 147.360,147.36,+,0.6,TSQL,100,100,23,23,NN,FM,5,,57.6,147.3600,147.9600,100.0,Larimer,W0QEY,OPEN,,Map,CO State Univ ARC,Closed autopatch.,CCARC,2017-03-11,,,,On-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,W0QEYCSU 446.813,446.8125,-,5,,88.5,88.5,23,23,NN,DIG,5,,58.2,446.8125,"441.8125  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Larimer,W0QEY,OPEN,,Fort Collins Local Area,W0QEY CSU,D-Star Gateway,CCARC,2017-05-31,,,,On-Air,,Free Star,,,,,,,,,,,,,,,,,,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,
198,N6RFI 447.200,447.2,-,5,Tone,82.5,88.5,23,23,NN,FM,5,,58.3,447.2000,"442.2000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",82.5,Weld,N6RFI,OPEN,,,N6RFI,,CCARC,2017-03-11,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,GRARC 146.700,146.7,-,0.6,Tone,107.2,88.5,23,23,NN,FM,5,,58.5,146.7000,146.1000,107.2,Summit,WB0QMR,OPEN,,,GRARC,E-power.,CCARC,"2013-01-07   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,"3972 
          n/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,W7RF 927.925,927.925,-,25,DTCS,88.5,88.5,114,114,NN,FM,5,,58.7,927.9250,"902.9250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",D114,Larimer,W7RF,OPEN,,"Fort Collins, Loveland, Northern Colorado",W7RF,,CCARC,"2013-05-13   
     Please help us confirm this repeater!",,,,Testing,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,W7RF 447.725,447.725,-,5,Tone,131.8,88.5,23,23,NN,FM,5,,58.7,447.7250,"442.7250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",131.8,Larimer,W7RF,OPEN,,,W7RF,,CCARC,"2013-01-04   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,COSUARC 449.850,449.85,-,5,TSQL,100,100,23,23,NN,FM,5,,58.7,449.8500,"444.8500  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Larimer,W0QEY,OPEN,,Map,CO State Univ ARC,Closed autopatch.,CCARC,"2012-11-16   
     Please help us confirm this repeater!",,,,On-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,W0DMR 446.775,446.775,-,5,,88.5,88.5,23,23,NN,DIG,5,,59.1,446.7750,"441.7750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Larimer,W0DMR,OPEN,,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,,CCARC,2017-01-11,,,,On-Air,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,W0DMR,Brandmeister Network,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,,,,2,,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,1,2,,,2,1,1,
204,GGARC 447.200,447.2,-,5,,88.5,88.5,23,23,NN,DIG,5,,59.3,447.2000,"442.2000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,El Paso,,OPEN,,"Falcon, Black Forest, Peyton Areas",GGARC,,,2015-11-11,,,,Testing,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
205,CRA 147.105,147.105,+,0.6,TSQL,107.2,107.2,23,23,NN,FM,5,,59.7,147.1050,147.7050,107.2,Elbert,WA0DE,OPEN,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,CCARC,2017-07-19,,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,On-Air,107.2,,,http://www.w0cra.org/,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,WA6IMI 927.875,927.875,-,25,DTCS,88.5,88.5,114,114,NN,FM,5,,59.8,927.8750,"902.8750  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",D114,Larimer,N0ZUQ,OPEN,,,WA6IMI,,CCARC,2017-03-11,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,Off-Air,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,N0ZUQ 449.425,449.425,-,5,Tone,94.8,88.5,23,23,NN,FM,5,,59.8,449.4250,"444.4250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",94.8,Larimer,N0ZUQ,OPEN,,,,,,2018-02-25,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,NCARC 447.700,447.7,-,5,TSQL,100,100,23,23,NN,FM,5,,62.8,447.7000,"442.7000  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",100.0,Larimer,W0UPS,OPEN,,Wide Area Coverage,Northern Colorado Amateur Radio Club,,,"2014-09-02   
     Please help us confirm this repeater!",,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,On-Air,100.0,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,NCARC 224.840,224.84,-,1.6,TSQL,100,100,23,23,NN,FM,5,,63.2,224.8400,223.2400,100.0,Larimer,W0UPS,OPEN,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,"E-power, 25 watts.",,"2013-11-12   
     Please help us confirm this repeater!",,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,On-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,NCARC 146.625,146.625,-,0.6,TSQL,100,100,23,23,NN,FM,5,,63.2,146.6250,146.0250,100.0,Larimer,W0UPS,OPEN,,Wide area: Northern front range.,Northern Colorado ARC,E-power.,CCARC,2017-03-11,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,On-Air,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,WZ0N 447.125,447.125,-,5,TSQL,103.5,103.5,23,23,NN,FM,5,,64.6,447.1250,"442.1250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",103.5,Park,WZ0N,OPEN,,,WZ0N,,CCARC,"2013-07-05   
     Please help us confirm this repeater!",,,,On-Air,103.5,Identifies with an 'S' following WZ0N callsign which identifies the site as Sacramento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,WB7UPS 448.325,448.325,-,5,Tone,110.9,88.5,23,23,NN,FM,5,,66.7,448.3250,"443.3250  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",110.9,Larimer,WB7UPS,OPEN,,,,,CCARC,"2012-11-16   
     Please help us confirm this repeater!",,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,RMHAM 446.762,446.7625,-,5,,88.5,88.5,23,23,NN,DIG,5,,67,446.7625,"441.7625  a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Park,N0SZ,OPEN,,,K7PFJ,,,2017-03-11,,,,On-Air,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,0,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,
