Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,EchoLink,Coordination,Last update,IRLP,Notes,Web links,Downlink Tone,On-air,Affiliate,Features,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Denver Regional,Links,WIRES-X,Grid,Commands,Northern Colorado,D-STAR Enabled,Node,Sources,Feed,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,Southern Colorado,Talkgroup Network,English,Kansas,Bandwidth,Local or Reflector,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,Local Network,Location Photo,BYRG,Wyoming,WyLOCAL
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,172.8,WSW,yes,446.7375,441.7375,,Fremont,On-Air,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,,CCARC,yes,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,http://www.k0jsc.com,,,Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Full-time to the  Colorado TRBO System .,,DM78ii,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,yes,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,172.8,WSW,yes,447.25,442.25,100,Fremont,On-Air,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,363976,CCARC,yes,7301,,K0JSC dot Com,100,,,,,,,28368,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,Full-time to the  The Fun Machine System .,,DM78ik,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,172.8,WNW,yes,145.31,144.71,88.5,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,,CCARC,yes,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,123,,,10,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,172.8,WNW,yes,449.225,444.225,141.3,Gilpin,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),,CCARC,yes,,"Emcomm Affiliated, Open repeater",,141.3,,,Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,172.8,WSW,yes,53.03,51.33,88.5,Fremont,On-Air,,WB0WDF,,CCARC,yes,,Split site Fremont peak transmitter and 8 mile mountain reciever.,Http://www.qsl.net/rghc,88.5,,RGARC,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,172.8,WSW,yes,145.49,144.89,103.5,Fremont,On-Air,,Royal Gorge Amateur Radio Club,,CCARC,yes,,,Royal Gorge Amateur Radio Club,103.5,,Colorado ARES Region 5 District 1,E-power (Bat),,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,172.8,WSW,yes,223.96,222.36,103.5,Fremont,On-Air,"Wide area. 
   Repeater Coverage Map",RGARC,,CCARC,yes,,,,103.5,,,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,172.8,WSW,yes,447.75,442.75,103.5,Fremont,On-Air,,RGARC,,CCARC,yes,3081,,Royal Gorge Amateur Radio Club,103.5,,,E-power (Bat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
444.55,5,141.3,K0ECT,Dodge City,KS,OPEN,,172.9,SE,yes,444.55,449.55,141.3,Ford,On-Air,,SKECT,,Kansas Repeater Council,yes,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,173.1,W,yes,449,444,136.5,Clear Creek,On-Air,,CARN,,CCARC,yes,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,173.3,WNW,yes,449.85,444.85,100,Larimer,On-Air,Map,CO State Univ ARC,,CCARC,yes,,,,100,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,173.5,W,yes,147.3,147.9,103.5,Clear Creek,On-Air,Wide area.,Denver PD EEB,,CCARC,yes,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,173.5,W,yes,448.675,443.675,100,Denver,On-Air,Wide area.,W0CFI,,CCARC,yes,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,173.5,WNW,yes,446.8125,441.8125,,Larimer,On-Air,Fort Collins Local Area,W0QEY CSU,,CCARC,yes,,Free Star,,,,,D-Star Gateway,,,,,,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,173.7,W,yes,146.67,146.07,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,,CCARC,yes,,,,100,,,11,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,173.7,W,yes,145.145,144.545,107.2,Clear Creek,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,,CCARC,yes,,,http://www.w0cra.org/info/squaw.html#145145,107.2,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,173.7,W,yes,447.575,442.575,107.2,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),347088,CCARC,yes,3291,,http://www.w0cra.org,107.2,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,173.7,W,yes,145.49,144.89,100,Jefferson,On-Air,,"KB0VIU,  Denver Radio Club",,CCARC,yes,,,DRC Repeaters,100,,,E-power.,,,,,DRC: Sun at 20:30.,,,,,,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,173.7,W,yes,449.35,444.35,100,Clear Creek,On-Air,Wide area.,Denver Radio Club,4140,CCARC,yes,,,DRC Repeaters,100,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,173.8,W,yes,449.45,444.45,103.5,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,,CCARC,yes,,,Repeater,127.3,,,11,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,173.8,W,yes,446.9375,441.9375,,Clear Creek,On-Air,,Rocky Mountain Ham Radio,,CCARC,yes,,See the website for programming information.,Rocky Mountain Ham Radio,,,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,Full-time to the  Colorado TRBO System .,,,,2,,,,,,,,,,,2,RMHAM,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,173.8,W,yes,448.225,443.225,141.3,Clear Creek,On-Air,,Rocky Mountain Ham Radio,,CCARC,yes,,,,141.3,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,173.8,W,yes,146.94,146.34,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,,CCARC,yes,,,Repeater,103.5,,,11,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,Autopatch: 911* / Off 0*.,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,173.8,WSW,yes,449,444,67,Fremont,On-Air,,WB0WDF,,CCARC,yes,,North of the Royal Gorge Bridge.,Mega Link,67,,,"E-power (Solar, Wind)",,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,173.9,WNW,yes,1283.55,1263.55,100,Larimer,On-Air,Northern Colorado Front Range,K1TJ Repeater System,,CCARC,yes,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,173.9,WNW,yes,447.45,442.45,123,Larimer,On-Air,,,447450,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,173.9,WNW,yes,446.7375,441.7375,,Larimer,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,,CCARC,yes,,Repeater ID: 310803,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,DMR-MARC World Wide Network,,,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,1,1,2,,,1,,,,,,,,,,,1,,2,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,174.2,NW,yes,448.325,443.325,110.9,Larimer,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,174.6,W,yes,147.36,147.96,107.2,Park,On-Air,Wide area.,,,CCARC,yes,3854,,CMRG Repeaters,107.2,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,174.6,W,yes,146.685,146.085,107.2,Park,On-Air,,Mountain ARC (MARC),,CCARC,yes,,,,107.2,,,"Closed autopatch, e-power.",,,,,MARC/PCRC: Tue at 19:30.,,,,,,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,174.8,NNW,yes,147.165,147.765,114.8,Laramie,On-Air,,Shy-Wy Amateur Radio Club,,WRCG,yes,,,,,,,E-power.,,,,,,,,,,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,175,WNW,yes,146.91,147.51,123,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,yes,,There is a MOU With BCARES for repeater use.,http://goldhilltown.com/,127.3,,"Town of Gold Hill, Colorado",,,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,175.5,W,yes,449.05,444.05,107.2,Denver,On-Air,Wide area.,WG0N,,CCARC,yes,,,,107.2,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,176.1,WNW,yes,446.75,441.75,,Larimer,On-Air,,Rocky Mountain Ham Radio,,CCARC,yes,,See website for complete info on color codes/time slot assignment.,http://www.rmham.org,,,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Full-time to the  Colorado TRBO System .,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,176.1,WNW,yes,145.265,144.665,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,CCARC,yes,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",http://www.w0dmr.org/,,,Brandmeister Network,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,1,2,,BrandMeister US,,,,,,,,,,,,,1,2,,1,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,176.9,WNW,yes,927.825,902.825,100,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",AB0SF,,CCARC,yes,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,176.9,WNW,yes,145.115,144.515,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,4236,CCARC,yes,,,,100,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,176.9,WNW,yes,224.52,222.92,100,Larimer,Off-Air,,Northern Colorado ARC,,CCARC,yes,,,,100,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,176.9,WNW,yes,447.275,442.275,100,Larimer,On-Air,Wide area.,Northern Colorado ARC,,CCARC,yes,,,,100,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,177,WNW,yes,927.95,902.95,100,Larimer,On-Air,Northern Front Range,K1TJ Repeater System,,CCARC,yes,,,,100,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,177.1,WNW,yes,224.6,223,100,Gilpin,,,W0RM,,CCARC,yes,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,178.5,S,yes,147.35,147.95,88.5,Cimarron,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",CAPROCK / DUST BOWL INTERTIE,,,yes,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,179.9,WSW,yes,449.625,444.625,107.2,Custer,On-Air,,,,CCARC,yes,,,CMRG Repeaters,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,179.9,WSW,yes,224.32,222.72,88.5,Custer,Off-Air,,Pueblo Ham Club,,CCARC,yes,,,PHC repeaters,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,179.9,WSW,yes,447.175,442.175,88.5,Pueblo,Off-Air,Wide area: Southeast Colorado.,Pueblo HC,,CCARC,yes,,,Pueblo Ham Club,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,180.2,WNW,yes,147.03,147.63,100,Boulder,On-Air,,KI0HG,,CCARC,yes,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,181.3,NNW,yes,444.125,449.125,114.8,Scotts Bluff,On-Air,Wide area,SBCEMA,,,yes,,,,,,,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,182.2,WNW,yes,449.425,444.425,94.8,Larimer,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,182.2,WNW,yes,927.875,902.875,D114,Larimer,Off-Air,,WA6IMI,,CCARC,yes,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,183.5,NW,yes,449.9375,444.9375,,Laramie,On-Air,,,,WRCG,yes,,,https://www.rmham.org/wordpress/,,,,,,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Full-time to the  Rocky Mountain Ham System .,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,183.8,WNW,yes,146.685,146.085,123,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,625757,CCARC,yes,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,E-power.,,,,,ARES D-10: Thu at 19:00.,,,,,,,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,184,NW,yes,146.775,146.175,114.8,Laramie,On-Air,,Shy-Wy Amateur Radio Club,,WRCG,yes,,,,,,,"E-power, WX.",,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,184.8,NW,yes,145.235,144.635,114.8,Laramie,On-Air,Local: Cheyenne.,N7GT,,WRCG,yes,,25,,,,,,,,,,,,,,,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,184.8,NW,yes,147.105,147.705,114.8,Laramie,On-Air,,ShyWyArc,,WRCG,yes,,,,91.5,,,,,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,184.8,NW,yes,449.9,444.9,100,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,,,yes,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.475,5,CC7 131.8,N7JYS,Russell,KS,OPEN,,184.9,ESE,yes,442.475,447.475,131.8,Russell,On-Air,35,N7JYS,,Kansas Repeater Council,yes,,MMDVM Mixed-Mode repeater.,,131.8,,Western Kansas Intertie,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    Kansas  1  3120  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    KansasLink  2  31203  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Full-time internet linked to the  CKRG System . Full-time internet linked to the  KansasLink System .,,,,,,,,,yes,293,yes,,,2,,,,1,,1,1,2,,,,,,,,,,,,,,,
442.85,5,141.3,KC0HFA,Russell,KS,OPEN,,185,ESE,yes,442.85,447.85,141.3,Russell,On-Air,Local. I-70,KC0HFA,,Kansas Repeater Council,yes,,,,141.3,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,CC1,KB0SJR,Russell,KS,OPEN,,185.2,ESE,yes,442,447,,Russell,On-Air,City of Russell,,,,yes,,Click here for current TG Info,http://www.ckrgclub.com,,,CKRG,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Full-time internet linked to the  CKRG System .,,,,,,,,,,,,,,2,,,,,,1,1,,,,,,,,,,,,,,,,
