Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Last update,Downlink Tone,Coverage,AllStar,Sponsor,Notes,Coordination,Grid,Affiliate,Links,Web links,Features,EchoLink,IRLP,Nets,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,On-air,Location Photo,Feed,Denver Regional,Mixed-Mode,Commands,YSF Digital Enabled,DG-ID,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
446.85,-5,,K0PRA,Franktown,CO,OPEN,,149.2,NE,yes,446.85,441.85,,Douglas,On-Air,yes,,,,Parker Radio Association,,CCARC,,,,http://parkerradio.org,D-Star B module,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,149.3,NNE,yes,447.85,442.85,141.3,Clear Creek,On-Air,yes,141.3,Wide area at 9500',29571,AC0KQ,,CCARC,,Rocky Mountain Ham Radio,,,AllStar node repeater providing wide area coverage along the Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,149.5,SSW,yes,443,448,100,Sandoval,On-Air,yes,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,149.6,NNE,yes,449.05,444.05,107.2,Denver,On-Air,yes,107.2,Wide area.,,WG0N,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,149.8,NNE,yes,447.525,442.525,203.5,Douglas,On-Air,yes,146.2,"Denver metropolitan area, front range foothills",,EmComm Colorado,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",CCARC,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,150.8,NNE,yes,53.17,51.47,107.2,Jefferson,On-Air,yes,CSQ,"I-70,I-76,I-25,I-225",29883,N6LXX,,CCARC,,N6LXX,Full-time to the  N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,150.8,NNE,yes,447.875,442.875,107.2,Jefferson,On-Air,yes,107.2,"I-70,I-76,I-25,I-225",29913,N6LXX,,CCARC,,N6LXX,Full-time to the  N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,151.4,NE,yes,445.075,440.075,,Douglas,On-Air,yes,,,,Parker Radio Association,Mixed Mode,CCARC,,,,http://www.parkerradio.org,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,,Mondays 20:30 MST,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,152.4,SE,yes,147.175,147.775,141.3,Union,On-Air,yes,,,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,152.4,SE,yes,444.8,449.8,77,Union,Off-Air,yes,,Wide area.,,Sierra Grande Repeater Club,,NMFCC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,152.4,SE,yes,146.85,146.25,100,Union,Off-Air,yes,,Wide area.,,Sierra Grande RC,,NMFCC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,152.7,NW,yes,147.105,147.705,,Mesa,On-Air,yes,,,,K0SSI,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,152.7,NW,yes,147.39,147.99,107.2,Mesa,,yes,,,,KE0TY,,CCARC,,,,,Linked.,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,152.7,NW,yes,449,444,,Mesa,On-Air,yes,107.2,,,KB0SW,,CCARC,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,152.7,NW,yes,146.82,146.22,107.2,Mesa,On-Air,yes,,Wide area: North Western Colorado - South to Montrose and East on I-70.,28515,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,152.7,NW,yes,447.5,442.5,114.8,Mesa,,yes,,,,KC0ARV,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,152.7,NW,yes,446.775,441.775,,Mesa,On-Air,yes,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,152.7,NW,yes,449.775,444.775,173.8,Mesa,On-Air,yes,88.5,,,,,CCARC,,,,,,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,152.7,NW,yes,145.22,144.62,107.2,Mesa,,yes,,,,KE0TY,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,152.8,NW,yes,147.355,146.755,88.5,Mesa,On-Air,yes,123,,,Colorado Connection,,CCARC,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,153,NNE,yes,449.525,444.525,CSQ,Jefferson,On-Air,yes,,,,KE0SJ,,CCARC,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,153,NNE,yes,449.775,444.775,100,Jefferson,On-Air,yes,100,Metro Denver,,Denver Radio Club,,CCARC,,,,Denver Radio Club,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,153,NNE,yes,146.64,146.04,100,Jefferson,On-Air,yes,,"Wide area. 
   Repeater Coverage Map",,Denver Radio League,8,CCARC,,,,DRL Repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,153,NNE,yes,147.33,147.93,100,Jefferson,On-Air,yes,,Metro Denver and the foothills.,,Denver Radio Club,Not recommeded to use tone squelch on this repeater.,CCARC,,,,DRC Repeaters,E-power.,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,153,NNE,yes,224.38,222.78,100,Jefferson,On-Air,yes,100,,,Denver Radio Club,,CCARC,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,153,NNE,yes,145.28,144.68,100,Jefferson,On-Air,yes,,Wide area.,,,"PL is usually off, allowing use by older transceivers.",CCARC,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,"Closed autopatch, e-power, linked.",,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,153,NNE,yes,146.985,146.385,100,Denver,On-Air,yes,100,,,El Jebel RADOPS,,CCARC,,,,,E-power.,,3346,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,153,NNE,yes,448.625,443.625,100,Jefferson,On-Air,yes,100,Denver metro area.,,Denver Radio Club,,CCARC,,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",DRC Repeaters,E-power.,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,153.1,NW,yes,449.8,444.8,107.2,Garfield,On-Air,yes,,,,,,CCARC,,,,GMRA Repeaters,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,153.4,NNE,yes,53.09,51.39,107.2,Jefferson,On-Air,yes,,Metro Denver area.,,Denver Radio Club,,CCARC,,,,DRC Repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,153.7,NNE,yes,446.7875,441.7875,,Jefferson,On-Air,yes,,,,Denver Radio Club,,CCARC,,Brandmeister Network,,http://www.w0tx.org/,,,,,,,,yes,1,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,153.7,NNE,yes,927.8375,902.025,,Jefferson,On-Air,yes,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,45770,,The offset is -25.8125,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,153.8,NW,yes,145.175,144.575,107.2,Mesa,On-Air,yes,,Greater grand Junction area.,,,,CCARC,,,,,"E-power,",,3161,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,154.1,NNE,yes,449.625,444.625,141.3,Jefferson,On-Air,yes,141.3,,,Rocky Mountain Ham Radio,,CCARC,,,,,E-power,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,154.1,NNE,yes,446.9625,441.9625,,Jefferson,On-Air,yes,,,,Colorado D-Star,,CCARC,,,,Colorado D-Star,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,154.1,NNE,yes,446.8375,441.8375,,Jefferson,On-Air,yes,,,,WA2YZT,See website for more info on CC/TS/TG programming.  www.rmham.org,CCARC,,,Full-time to the  Colorado TRBO System .,,200,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,154.1,NNE,yes,1283.9625,1263.9625,,Jefferson,On-Air,yes,,,,Colorado D-Star,,CCARC,,,,Colorado D-Star,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,154.1,NNE,yes,145.37,144.77,,Jefferson,On-Air,yes,,,,Rocky Mountain Ham Radio,See the website for programming information.,CCARC,,,,Rocky Mountain Ham Radio,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,154.1,NNE,yes,145.25,144.65,,Jefferson,On-Air,yes,,,,Colorado D-Star,,CCARC,,,,Colorado D-Star,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,154.1,NNE,yes,1299.9,1299.9,,Jefferson,On-Air,yes,,,,Colorado D-Star,,,,,,Colorado D-Star,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,154.7,NNE,yes,448.7,443.7,146.2,Douglas,On-Air,yes,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,154.9,NNE,yes,448.75,443.75,100,Jefferson,On-Air,yes,100,Local.,,,,CCARC,,N0ELY,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,155.1,NNE,yes,448.85,443.85,88.5,Jefferson,On-Air,yes,88.5,"Denver metro, central front range",,Aurora Repeater Assoc,,CCARC,,,,ARA Repeaters,e-power.,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,155.1,NNE,yes,224,222.4,103.5,Jefferson,On-Air,yes,103.5,,,Rocky Mountain Radio League,,CCARC,,,,Repeater,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,155.1,NNE,yes,147.15,147.75,100,Jefferson,On-Air,yes,100,"Denver metro, central front range",,Aurora Repeater Assoc (ARA),,CCARC,,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA Repeaters,e-power,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,155.2,NNE,yes,449.75,444.75,103.5,Jefferson,On-Air,yes,103.5,,,Rocky Mtn Radio League,,CCARC,,,,Repeater,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,155.2,NNE,yes,224.74,223.14,88.5,Jefferson,On-Air,yes,88.5,,,Aurora Repeater Assoc,,CCARC,,,,ARA Repeaters,e-power,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,155.2,NNE,yes,145.22,144.62,103.5,Jefferson,On-Air,yes,103.5,Wide area.,,Rocky Mtn Radio League,Talk-Group of $FFFF.,CCARC,,,,Repeater,8,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,155.5,NNE,yes,447.825,442.825,D073,Jefferson,On-Air,yes,D073,,,Denver Radio Club,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,155.7,ESE,yes,446.75,441.75,,Otero,On-Air,yes,,La Junta,,,Please use Busy Channel LockOut,,,KC0ITF,,,E-power.,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",yes,0,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,155.7,ESE,yes,147.36,147.96,,Otero,On-Air,yes,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,Digital Wires-X,,,KC0ITF,,,E-power,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,11360,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,155.8,NNE,yes,147.285,147.885,88.5,Grand,On-Air,yes,123,,,Colorado Connection,,CCARC,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,155.9,NNE,yes,448.975,443.975,123,Jefferson,On-Air,yes,,Wide area.,42845,FRG,,CCARC,,,,,Linkable VHF/UHF Remote Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,155.9,NNE,yes,927.7875,902.7875,156.7,Jefferson,On-Air,yes,,Golden and Denver.,,N0PYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,155.9,NNE,yes,448.125,443.125,107.2,Jefferson,On-Air,yes,,,,Denver PD EEB,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,157.1,SSE,yes,145.45,144.85,,San Miguel,Off-Air,yes,,Wide area.,,KB5WEZ,,NMFCC,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,157.8,NNE,yes,147.21,147.81,100,Jefferson,On-Air,yes,100,,,Denver Water Amateur Radio Club,,,,,,http://www.dwarc.com,,,3241,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,157.8,NNE,yes,448.35,443.35,,Jefferson,On-Air,yes,,Denver Metro and surrounding,,Denver Water Amateur Radio Club (DWARC),,CCARC,,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,157.9,NNE,yes,446.975,441.975,,Jefferson,On-Air,yes,,Denver Metro Area,,W0DMR,,,,,,http://www.w0dmr.org/,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,yes,0,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,159.1,NNE,yes,145.4,144.6,100,Arapahoe,On-Air,yes,,Greater Denver area.,,Castle Rock Repeater Group,,CCARC,,,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,159.6,N,yes,447.45,442.45,103.5,Grand,On-Air,yes,,,,W0IG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,159.8,NNE,yes,145.19,144.59,151.4,Arapahoe,On-Air,yes,131.8,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,N0OBA,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,Autopatch (please contact trustee).,10079,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,160.1,NNE,yes,449.425,444.425,D023,Arapahoe,Off-Air,yes,D023,,29791,K0PWO,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,160.2,NNE,yes,447.925,442.925,100,Denver,On-Air,yes,100,,,RADOPS El Jebel Shriners,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,160.2,NNE,yes,449.675,444.675,,Denver,On-Air,yes,,,,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,7708,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,160.2,NNE,yes,449.65,444.65,,Denver,On-Air,yes,,,,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,160.2,NNE,yes,447.9,442.9,CSQ,Denver,Off-Air,yes,,,,WB0TPT,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,160.4,NNE,yes,448.075,443.075,123,Denver,On-Air,yes,,,,W0IG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,160.4,NNE,yes,146.715,146.115,123,Denver,On-Air,yes,123,,,EARS,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,160.4,NNE,yes,448.55,443.55,82.5,Denver,Off-Air,yes,,,,HPRA,,CCARC,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,160.4,NNE,yes,145.475,144.875,100,Jefferson,On-Air,yes,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,Intermountain Repeater Group,,CCARC,,,,Intermountain Repeater Group,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,160.6,NE,yes,927.8375,902.025,,Douglas,On-Air,yes,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,160.6,NNE,yes,145.31,144.71,88.5,Gilpin,On-Air,yes,123,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,Colorado Connection,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",CCARC,,,Full-time to the  Colorado Connection System .,,10,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,160.6,NNE,yes,449.225,444.225,141.3,Gilpin,On-Air,yes,141.3,Wide area.,,Rocky Mountain Ham Radio (RMHR),"Emcomm Affiliated, Open repeater",CCARC,,,,,Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,161.3,NNE,yes,447.175,442.175,100,Denver,On-Air,yes,100,,29997,W0JRL,,CCARC,,,,,,201712,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,161.3,NW,yes,449.575,444.575,131.8,Mesa,On-Air,yes,131.8,Grand Junction,,,Closed IRLP out,CCARC,,Grand Mesa Repeater Assoc,,GMRA Repeaters,e-power. Linked to GMRA Open System,,3710,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,161.3,NNE,yes,224.6,223,100,Gilpin,,yes,,,,W0RM,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
