Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Downlink Tone,Grid,Affiliate,Links,AllStar,Features,Web links,Coverage,On-air,IRLP,Nets,DMR Enabled,Color Code,Wide Network,EchoLink,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Commands,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,150.9,WNW,yes,146.9,146.3,88.5,Grand,On-Air,Sinbad Desert ARC,,UVHFS,yes,,,,,,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",http://sdarc.us/repeaters/moab.html,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,151.3,NNE,yes,449.05,444.05,107.2,Denver,On-Air,WG0N,,CCARC,yes,107.2,,,,,E-power.,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,151.4,SE,yes,147.28,147.88,100,Colfax,On-Air,,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,8,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,152,NNE,yes,447.85,442.85,141.3,Clear Creek,On-Air,AC0KQ,,CCARC,yes,141.3,,Rocky Mountain Ham Radio,,29571,AllStar node repeater providing wide area coverage along the Front Range,,Wide area at 9500',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,153.2,SW,yes,145.25,144.65,100,Apache,On-Air,San Juan Connection,,ARCA,yes,,,,Full-time to the  San Juan Connection System .,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,153.2,SW,yes,146.82,146.22,100,Apache,On-Air,Totah ARC,,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,154,NNE,yes,147.285,147.885,88.5,Grand,On-Air,Colorado Connection,,CCARC,yes,123,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,155.4,N,yes,147.075,147.675,88.5,Grand,On-Air,Colorado Connection,Part of the Colorado Connection system of Repeaters,CCARC,yes,123,,,Full-time to the  Colorado Connection System .,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,155.7,S,yes,443,448,100,Sandoval,On-Air,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,141.3,NM5EM,"Santa Fe, Tesuque Peak",NM,OPEN,,156,SSE,yes,147.02,147.62,141.3,Santa Fe,On-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,156.1,NE,yes,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,,CCARC,yes,107.2,,N6LXX,Full-time to the  N6LXX System .,29913,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,156.1,NE,yes,53.17,51.47,107.2,Jefferson,On-Air,N6LXX,,CCARC,yes,CSQ,,N6LXX,Full-time to the  N6LXX System .,29883,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.825,5,131.8,KB5ZQE,"Santa Fe, Tesuque Peak",NM,OPEN,,156.1,SSE,yes,442.825,447.825,131.8,Santa Fe,On-Air,Santa Fe ARC,,NMFCC,yes,,,,"Full-time to  
        146.82000 (W5SF) at Santa Fe,  Tesuque Peak, NM .",,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,162.2,W5SF,"Santa Fe,  Tesuque Peak",NM,OPEN,,156.1,SSE,yes,146.82,146.22,162.2,Santa Fe,On-Air,Santa Fe ARC,,NMFCC,yes,,,,"Full-time to  
        442.82500 (KB5ZQE) at Santa Fe, Tesuque Peak, NM .",,"Autopatch, e-power.",SFARC Repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,156.3,NNE,yes,449.525,444.525,CSQ,Jefferson,On-Air,KE0SJ,,CCARC,yes,,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,E-power.,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,156.3,NNE,yes,146.985,146.385,100,Denver,On-Air,El Jebel RADOPS,,CCARC,yes,100,,,,,E-power.,,,,3346,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,156.3,NNE,yes,448.625,443.625,100,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,100,,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,E-power.,DRC Repeaters,Denver metro area.,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,156.3,NNE,yes,145.28,144.68,100,Jefferson,On-Air,,"PL is usually off, allowing use by older transceivers.",CCARC,yes,,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,"Closed autopatch, e-power, linked.",Intermountain Repeater Group,Wide area.,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,156.3,NNE,yes,146.64,146.04,100,Jefferson,On-Air,Denver Radio League,8,CCARC,yes,,,,,,E-power.,DRL Repeaters,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,156.8,NNE,yes,927.8375,902.025,,Jefferson,On-Air,,The offset is -25.8125,CCARC,yes,,,,,45770,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,156.8,NE,yes,449.95,444.95,77,Douglas,On-Air,W9SL Owner,,CCARC,yes,77,,,,,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,156.8,NNE,yes,446.7875,441.7875,,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,,,Brandmeister Network,,,,http://www.w0tx.org/,,,,,yes,1,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,157.2,NNE,yes,447.45,442.45,103.5,Grand,On-Air,W0IG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,158.6,NNE,yes,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,CCARC,yes,88.5,,,,,e-power,ARA Repeaters,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,158.6,NNE,yes,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,CCARC,yes,103.5,,,,,8,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,158.6,NNE,yes,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),,CCARC,yes,100,,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,e-power,ARA Repeaters,"Denver metro, central front range",,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,158.6,NNE,yes,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,,CCARC,yes,103.5,,,,,8,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,158.6,NNE,yes,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,CCARC,yes,88.5,,,,,e-power.,ARA Repeaters,"Denver metro, central front range",,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,158.6,NNE,yes,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,Talk-Group of $FFFF.,CCARC,yes,103.5,,,,,8,Repeater,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,293,yes,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,158.7,NE,yes,449.625,444.625,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,141.3,,,,,E-power,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,158.8,NE,yes,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,See the website for programming information.,CCARC,yes,,,,,,,Rocky Mountain Ham Radio,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,158.8,NE,yes,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,yes,,,,,,,Colorado D-Star,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,158.8,NE,yes,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,,CCARC,yes,,,,,,,Colorado D-Star,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,158.8,NE,yes,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,,CCARC,yes,,,,,,,Colorado D-Star,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,158.8,NE,yes,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,,CCARC,yes,,,,,,,Colorado D-Star,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,158.8,NE,yes,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,See website for more info on CC/TS/TG programming.  www.rmham.org,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,200,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,158.9,NE,yes,53.09,51.39,107.2,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,,,,,,E-power.,DRC Repeaters,Metro Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,159,NE,yes,224.38,222.78,100,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,100,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,159,NE,yes,449.775,444.775,100,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,100,,,,,,Denver Radio Club,Metro Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,159,NE,yes,147.33,147.93,100,Jefferson,On-Air,Denver Radio Club,Not recommeded to use tone squelch on this repeater.,CCARC,yes,,,,,,E-power.,DRC Repeaters,Metro Denver and the foothills.,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,159.1,SSE,yes,145.19,144.59,162.2,Bernalillo,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,159.1,SSE,yes,444.575,449.575,,Santa Fe,On-Air,W5SF,Soon to move to a better location,,yes,,,Santa Fe Amateur Radio CLub,,,,,Local Santa Fe,,,,,,,,,,,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,159.1,SSE,yes,145.21,144.61,,Santa Fe,On-Air,W5SF,Soon to move to a better location.,,yes,,,Santa Fe Amateur Radio Club,,,,,Local Santa Fe,,,,,,,,,,,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,160.1,NE,yes,447.525,442.525,203.5,Douglas,On-Air,EmComm Colorado,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",CCARC,yes,146.2,,Colorado ARES,,,,,"Denver metropolitan area, front range foothills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,160.4,SSE,yes,449.275,444.275,146.2,Santa Fe,On-Air,Fred Homuth,,,yes,,,,,,,,,,3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,160.6,NE,yes,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,160.6,NE,yes,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,,yes,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,160.6,NE,yes,448.975,443.975,123,Jefferson,On-Air,FRG,,CCARC,yes,,,,,42845,Linkable VHF/UHF Remote Base,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,160.8,NE,yes,448.75,443.75,100,Jefferson,On-Air,,,CCARC,yes,100,,N0ELY,,,E-power.,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,160.8,SSE,yes,447.775,442.775,100,Santa Fe,On-Air,,,,yes,,,,,,,,Santa Fe,,7326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,160.8,SSE,yes,147.2,147.8,162.2,Santa Fe,On-Air,Santa Fe ARC,,NMFCC,yes,,,,,,E-power. Full time link to Tesuque Peak.,SFARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,161.2,NE,yes,447.825,442.825,D073,Jefferson,On-Air,Denver Radio Club,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",CCARC,yes,D073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,161.7,NE,yes,446.85,441.85,,Douglas,On-Air,Parker Radio Association,,CCARC,yes,,,,,,D-Star B module,http://parkerradio.org,,,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,162,NW,yes,447,442,107.2,Garfield,On-Air,,,CCARC,yes,,,,,,8,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,162.1,NNE,yes,224.6,223,100,Gilpin,,W0RM,,CCARC,yes,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,162.3,NNE,yes,145.31,144.71,88.5,Gilpin,On-Air,Colorado Connection,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",CCARC,yes,123,,,Full-time to the  Colorado Connection System .,,10,,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,162.3,NNE,yes,449.225,444.225,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),"Emcomm Affiliated, Open repeater",CCARC,yes,141.3,,,,,Emergency Power,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,162.4,NE,yes,446.975,441.975,,Jefferson,On-Air,W0DMR,,,yes,,,,,,,http://www.w0dmr.org/,Denver Metro Area,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",yes,0,,,,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,162.7,SSE,yes,147.3,147.9,162.2,San Miguel,On-Air,Santa Fe ARC,,NMFCC,yes,,,,,,"E-power, linked.",SFARC Repeaters,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,162.7,SSE,yes,147.26,147.86,67,San Miguel,On-Air,,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,11,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,163.1,NE,yes,445.075,440.075,,Douglas,On-Air,Parker Radio Association,Mixed Mode,CCARC,yes,,,,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,http://www.parkerradio.org,,,,Mondays 20:30 MST,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,163.4,NNE,yes,446.875,441.875,,Clear Creek,On-Air,,,,yes,,,RMHAM,,,,http://www.rmham.org,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,163.4,NE,yes,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,yes,100,,,,,,http://www.dwarc.com,,,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,163.4,NE,yes,448.35,443.35,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,CCARC,yes,,,,,,,http://www.DWARC.com,Denver Metro and surrounding,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,163.4,NNE,yes,146.82,146.22,123,Grand,,GCARA,,CCARC,yes,,,,,,E-power.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,164.8,NE,yes,448.7,443.7,146.2,Douglas,On-Air,,,,yes,,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,167.2,NE,yes,449.675,444.675,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,7708,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,167.2,NE,yes,449.65,444.65,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,167.2,NE,yes,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,167.2,NE,yes,447.925,442.925,100,Denver,On-Air,RADOPS El Jebel Shriners,,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,167.3,NE,yes,448.075,443.075,123,Denver,On-Air,W0IG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,167.3,NE,yes,448.55,443.55,82.5,Denver,Off-Air,HPRA,,CCARC,yes,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,167.3,NE,yes,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,,CCARC,yes,,,,,,E-power.,Intermountain Repeater Group,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,167.3,NE,yes,146.715,146.115,123,Denver,On-Air,EARS,,CCARC,yes,123,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,168.1,NE,yes,447.175,442.175,100,Denver,On-Air,W0JRL,,CCARC,yes,100,,,,29997,,,,,,,,,,201712,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,168.8,SW,yes,448.2,443.2,100,McKinley,On-Air,,,NMFCC,yes,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,168.8,SW,yes,147.22,147.82,67,McKinley,On-Air,New Mexico Mega Link Assoc,,NMFCC,yes,,,,Full-time to the  Mega-Link System .,,"Closed autopatch, e-power.",,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,169.2,NE,yes,145.4,144.6,100,Arapahoe,On-Air,Castle Rock Repeater Group,,CCARC,yes,,,,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,"Autopatch, e-power.",,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
