Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Mixed-Mode,IRLP,AllStar,Coordination,Last update,Coverage,Sponsor,Features,Talkgroups,Colorado,Southern Colorado,Affiliate,Links,Web links,Notes,Nets,Feed,EchoLink,Grid,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Location Photo,On-air,WIRES-X,Talkgroup Network,Denver Regional,Northern Colorado,Commands,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Europe,Southwest USA,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,133.7,SW,yes,146.76,146.16,67,,,,,Taos,On-Air,,,,,yes,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",Taos ARC,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,133.7,SW,yes,145.175,144.575,141.3,,,,,Taos,Off-Air,,,,NMFCC,yes,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,134.8,N,yes,448.8,443.8,88.5,88.5,,,,Boulder,On-Air,,,,CCARC,yes,,Longmont ARC,30,,,,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,134.8,N,yes,448.525,443.525,151.4,,,,,Boulder,On-Air,,,,CCARC,yes,,N0EPA,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,134.8,NW,yes,224.8,223.2,,,,,,Eagle,Off-Air,,,,CCARC,yes,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,134.8,NW,yes,449.9,444.9,107.2,107.2,,,,Eagle,Off-Air,,,,CCARC,yes,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,134.8,N,yes,147.27,147.87,100,100,,,,Boulder,On-Air,,,,CCARC,yes,Wide area: Northern Colorado.,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",,,,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,135,SSW,yes,147.34,147.94,100,,,,,Colfax,On-Air,,,,NMFCC,yes,Wide area.,Taos ARC,E-power.,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,135.6,WNW,yes,447.05,442.05,136.5,136.5,,,,Pitkin,On-Air,,,,CCARC,yes,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,136.9,WSW,yes,449.525,444.525,100,100,,,,Mineral,On-Air,,,43265,,yes,,N0PKT,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,,,,,DM67lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,137.3,NW,yes,445.075,440.075,,,yes,7,,Eagle,On-Air,,,,CCARC,yes,,K2AD,,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,138.7,NW,yes,147.345,147.945,88.5,123,,,,Eagle,On-Air,,,,CCARC,yes,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,Colorado Connection,9,,,,,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,140.3,NNW,yes,147.03,147.63,100,,,,,Boulder,On-Air,,,,CCARC,yes,,KI0HG,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,141.9,WNW,yes,146.67,146.07,107.2,,,,,Pitkin,On-Air,,,,CCARC,yes,Wide area.,Ski Country ARC,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,142.4,SW,yes,147.08,147.68,162.2,,,,,Rio Arriba,On-Air,,,,NMFCC,yes,,SFARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,144.5,NNE,yes,448.2,443.2,,,yes,7,,Morgan,On-Air,,,,CCARC,yes,,,Mixed Mode,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,NEAHR,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,145.2,NNW,yes,446.875,441.875,,,yes,,,Clear Creek,On-Air,,,,,yes,,,,,,,RMHAM,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,145.2,NNW,yes,146.82,146.22,123,,,,,Grand,,,,,CCARC,yes,,GCARA,E-power.,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,147.8,W,yes,147.135,146.535,123,,,,,Hinsdale,On-Air,,,,CCARC,yes,,,E-power (solar),,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,148.6,N,yes,146.85,146.25,100,100,,,,Weld,On-Air,,,,CCARC,yes,,Northern Colorado ARC,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,148.6,N,yes,449.725,444.725,127.3,,,,,Weld,On-Air,,,,CCARC,yes,,K0OJ,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,149.9,N,yes,448.475,443.475,100,,,,,Weld,On-Air,,3839,,CCARC,yes,,Weld Amateur Radio Society (WARS),,,,,,,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,149.9,N,yes,449.325,444.325,,,,,,Weld,On-Air,,,,CCARC,yes,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,149.9,N,yes,147,147.6,100,100,,,,Weld,On-Air,Yes; analog capable.,3839,,CCARC,yes,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,150.1,SSW,yes,147.12,147.72,67,,,,,Taos,On-Air,,,,NMFCC,yes,Wide area.,Taos Amateur Radio Club,E-power.,,,,ARRL,,http://taosarc.org/,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,150.2,N,yes,224.32,222.72,100,100,,,,Larimer,Off-Air,,,,CCARC,yes,,KN6VV,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,150.2,N,yes,449.575,444.575,100,,,,,Larimer,On-Air,,,,CCARC,yes,,Loveland Rptr Assoc,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,150.2,SSW,yes,224.4,222.8,225.7,,,,,Taos,On-Air,,,,NMFCC,yes,,Taos ARC,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,150.2,SSW,yes,51.5,51.5,100,,,,,Taos,On-Air,,,,,yes,,Taos ARC,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,150.2,SSW,yes,449.875,444.875,123,,,,,Taos,Off-Air,,,,NMFCC,yes,,Taos ARC,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,150.7,N,yes,147.195,147.795,100,,,,,Larimer,On-Air,,,,CCARC,yes,,Loveland Repeater Assoc,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,151.4,NNE,yes,448.175,443.175,,,yes,7,,Morgan,On-Air,,,,CCARC,yes,,W0FT,,,,,Rocky Mountain Ham Radio,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,151.4,NNE,yes,145.4,144.8,88.5,123,,,,Washington,On-Air,,,,CCARC,yes,Northeastern plains of Colorado.,Colorado Connection,,,,,,Full-time to the  Colorado Connection System .,,Part of the Colorado Connection system of repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,152.3,NNW,yes,146.685,146.085,123,,,,,Larimer,On-Air,,7268,,CCARC,yes,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,E-power.,,,,,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,625757,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,152.6,N,yes,448.025,443.025,100,100,,,,Larimer,On-Air,Yes; analog capable.,,,CCARC,yes,,Northern Colorado ARC,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,154.6,NNW,yes,449.8,444.8,123,,,,,Larimer,On-Air,,7268,,CCARC,yes,,Estes Valley ARC,E-Power,,,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,625757,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,154.6,WSW,yes,146.61,146.01,123,,,,,Archuleta,On-Air,,,,CCARC,yes,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,154.7,ESE,yes,444,449,141.3,141.3,,,,Hamilton,On-Air,,,,Kansas Repeater Council,yes,,SKECT,E-power.,,,,,Full-time to the  SKECT System .,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,155.2,S,yes,444.4,449.4,100,,,,,Mora,Off-Air,,,,NMFCC,yes,,Mora ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,155.4,ESE,yes,442.175,447.175,156.7,,,,,Greeley,On-Air,,,,,yes,,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,155.9,SE,yes,147.35,147.95,88.5,88.5,,,,Cimarron,On-Air,,,,,yes,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",CAPROCK / DUST BOWL INTERTIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,156.4,WNW,yes,447.15,442.15,136.5,,,,,Garfield,On-Air,,,,,yes,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,156.4,ESE,yes,146.775,146.175,,,,,,Hamilton,On-Air,,,,Kansas Repeater Council,yes,Local. 20 mi radius.,KA0TAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,156.9,N,yes,447.725,442.725,131.8,,,,,Larimer,On-Air,,,,CCARC,yes,,W7RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,156.9,NW,yes,147.075,147.675,88.5,123,,,,Grand,On-Air,,,,CCARC,yes,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,,,,,,Full-time to the  Colorado Connection System .,,Part of the Colorado Connection system of Repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,157.7,S,yes,145.37,144.77,141.3,,,,,Mora,Off-Air,,,,NMFCC,yes,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,157.7,S,yes,147.2,147.8,67,,,,,Mora,On-Air,,,,,yes,,,8,,,,,Full-time to the  Mega-Link System .,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,158.5,SSW,yes,147.18,147.78,100,100,,,,Rio Arriba,On-Air,,,,NMFCC,yes,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,158.8,N,yes,1283.55,1263.55,100,,,,,Larimer,On-Air,,,,CCARC,yes,Northern Colorado Front Range,K1TJ Repeater System,,,,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,158.8,N,yes,446.7375,441.7375,,,yes,2,,Larimer,On-Air,,,,CCARC,yes,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,158.8,N,yes,447.45,442.45,123,,,,,Larimer,On-Air,,,,CCARC,yes,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,159.2,N,yes,147.39,147.99,,,yes,2,,Larimer,On-Air,,,,CCARC,yes,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,Documentation,,Tac 310 Net: Sun at 18:00.,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,159.5,SW,yes,145.43,144.83,136.5,,,,,Rio Arriba,On-Air,,,,NMFCC,yes,,SJC EMCOMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,160.7,N,yes,446.75,441.75,,,yes,7,,Larimer,On-Air,,,,CCARC,yes,,Rocky Mountain Ham Radio,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,Full-time to the  Colorado TRBO System .,http://www.rmham.org,See website for complete info on color codes/time slot assignment.,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,160.7,N,yes,145.265,144.665,,,yes,2,,Larimer,On-Air,,,,CCARC,yes,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,Brandmeister Network,,http://www.w0dmr.org/,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,,,,1,2,,,,BrandMeister US,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,2,1,,1,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,161,N,yes,447.275,442.275,100,100,,,,Larimer,On-Air,,,,CCARC,yes,Wide area.,Northern Colorado ARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,161,N,yes,927.825,902.825,100,100,,,,Larimer,On-Air,,,,CCARC,yes,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",AB0SF,,,,,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,161,N,yes,145.115,144.515,100,100,,,,Larimer,On-Air,,,,CCARC,yes,Wide area.,Northern Colorado ARC,7,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,161,N,yes,927.95,902.95,100,100,,,,Larimer,On-Air,,,,CCARC,yes,Northern Front Range,K1TJ Repeater System,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,161,N,yes,224.52,222.92,100,100,,,,Larimer,Off-Air,,,,CCARC,yes,,Northern Colorado ARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,161.5,N,yes,447.2,442.2,82.5,,,,,Weld,On-Air,,,,CCARC,yes,,N6RFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,162,N,yes,147.36,147.96,100,100,,,,Larimer,On-Air,,,,CCARC,yes,Map,CO State Univ ARC,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,162.5,N,yes,446.775,441.775,,,yes,2,,Larimer,On-Air,,,,CCARC,yes,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,Brandmeister Network,,W0DMR,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,,,,,1,2,,,,BrandMeister US,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,2,1,,1,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,162.6,N,yes,446.8125,441.8125,,,,,,Larimer,On-Air,,,,CCARC,yes,Fort Collins Local Area,W0QEY CSU,D-Star Gateway,,,,,,,Free Star,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,163,N,yes,449.85,444.85,100,100,,,,Larimer,On-Air,,,,CCARC,yes,Map,CO State Univ ARC,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,164.4,NNW,yes,927.875,902.875,D114,,,,,Larimer,Off-Air,,,,CCARC,yes,,WA6IMI,,,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,164.4,NNW,yes,449.425,444.425,94.8,,,,,Larimer,On-Air,,,,,yes,,,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
