Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Sponsor,Affiliate,Web links,Coverage,Features,Links,Notes,Nets,Grid,IRLP,Commands,EchoLink,AllStar,Feed,D-STAR Enabled,Node,Sources,On-air,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local Network,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,North America,Local/Cluster,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,84.1,SE,yes,224.06,222.46,,,El Paso,,CCARC,yes,,,,,,,,,,Pikes Peak FM Association (PPFMA),,,Wide area.,"E-power, linked.",,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,84.1,SE,yes,449.575,444.575,,,El Paso,On-Air,CCARC,yes,,,,,,,,,,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,84.1,SE,yes,447.025,442.025,123,,El Paso,Off-Air,CCARC,yes,,,,,,,,,,Colorado Springs ARA,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,84.1,SE,yes,447.475,442.475,107.2,,El Paso,,CCARC,yes,,,,,,,,,,Mountain ARC (MARC),,,,"Closed autopatch, e-power.","Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 1930.,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,84.4,SE,yes,53.13,51.43,107.2,107.2,El Paso,On-Air,CCARC,yes,,,,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,84.4,SE,yes,145.13,144.53,88.5,123,El Paso,On-Air,CCARC,yes,,,,,,,,,,Colorado Connection,,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,9,Full-time to the  Colorado Connection System .,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,84.4,SE,yes,145.375,144.77,,,El Paso,Off-Air,CCARC,yes,,,,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,http://www.cmrg.org,wide area,,,Repeater off air for now.,,,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,84.4,SE,yes,927.85,902.85,D114,,Teller,On-Air,CCARC,yes,,,,,,,,,,CMRG,,http://www.cmrg.org,,9,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,84.4,SE,yes,446.9125,441.9125,,,El Paso,On-Air,,yes,,,,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,84.4,SE,yes,445.0625,440.0625,,,El Paso,Off-Air,CCARC,yes,yes,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,Rocky Mountain Ham Radio,,,,The DMR-MARC Worldwide Network,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,84.6,E,yes,448.275,443.275,156.7,,Arapahoe,On-Air,CCARC,yes,,,,,,,,,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,84.6,E,yes,448.4,443.4,94.8,,Arapahoe,On-Air,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,84.6,E,yes,448.825,443.825,,,Arapahoe,On-Air,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,30584,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,84.7,E,yes,448.5,443.5,100,,Denver,On-Air,CCARC,yes,,,,,,,,,,Castle Rock Repeater Group,,,Greater Denver area.,E-power.,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,84.9,E,yes,449.15,444.15,,,Arapahoe,On-Air,CCARC,yes,,,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,85,SE,yes,147.135,147.735,100,,El Paso,On-Air,CCARC,yes,,,,,,,,,,AA0L,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,85.9,E,yes,145.19,144.59,151.4,131.8,Arapahoe,On-Air,,yes,,,,,,,,,,N0OBA,,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,86,ESE,yes,445.075,440.075,,,Douglas,On-Air,CCARC,yes,yes,1,,,,,,,,Parker Radio Association,,http://www.parkerradio.org,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,Mixed Mode,Mondays 20:30 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,86.4,E,yes,145.4,144.6,100,,Arapahoe,On-Air,CCARC,yes,,,,,,,,,,Castle Rock Repeater Group,,,Greater Denver area.,"Autopatch, e-power.","Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,87,ESE,yes,446.85,441.85,,,Douglas,On-Air,CCARC,yes,,,,,,,,,,Parker Radio Association,,http://parkerradio.org,,D-Star B module,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,87.1,E,yes,449.425,444.425,D023,D023,Arapahoe,Off-Air,,yes,,,,,,,,,,K0PWO,,,,,,Colorado SNP (Shared non-protected pair),,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,87.9,NNE,yes,449.8,444.8,123,,Larimer,On-Air,CCARC,yes,,,,,,,,,,Estes Valley ARC,,,,E-Power,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,88.7,NNE,yes,146.685,146.085,123,,Larimer,On-Air,CCARC,yes,,,,,,,,,,Estes Valley ARC,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),E-power.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,89,W,yes,449.65,444.65,151.4,151.4,Mesa,On-Air,CCARC,yes,,,,,,,,,,Keri Washburn,,,Wide area coverage,NWS weather alert system.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,8162,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,89,W,yes,145.355,144.755,88.5,123,Mesa,On-Air,CCARC,yes,,,,,,,,,,Colorado Connection,,,"Rifle to the east, several miles east of Green River, Utah to the west.",E-power.,Full-time to the  Colorado Connection System .,Colorado Connection system of repeaters,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,89.1,SSE,yes,147.06,147.66,77,77,Custer,On-Air,CCARC,yes,,,,,,,,,,http://www.qsl.net/rghc,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,89.1,SSE,yes,927.775,902.775,D116,D116,Custer,On-Air,CCARC,yes,,,,,,,,,,Royal Gorge Amateur Radio Club,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,89.1,SSE,yes,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,CCARC,yes,,,,,,,,,,Pueblo HC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,89.1,SSE,yes,448.15,443.15,103.5,103.5,Custer,On-Air,CCARC,yes,,,,,,,,,,Royal George ARC,,http://www.qsl.net/rghc,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,89.1,SSE,yes,448.325,443.325,100,100,Custer,On-Air,,yes,,,,,,,,,,,The Fun Machine,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,89.3,W,yes,449.5,444.5,107.2,,Mesa,Off-Air,CCARC,yes,,,,,,,,,,Grand Mesa Repeater Association (GMRA),,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,89.6,NE,yes,448.8,443.8,88.5,88.5,Boulder,On-Air,CCARC,yes,,,,,,,,,,Longmont ARC,,,,30,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,89.6,NE,yes,448.525,443.525,151.4,,Boulder,On-Air,CCARC,yes,,,,,,,,,,N0EPA,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,89.6,NE,yes,147.27,147.87,100,100,Boulder,On-Air,CCARC,yes,,,,,,,,,,Longmont ARC (LARC),,http://w0eno.org/?q=node/11,Wide area: Northern Colorado.,"Closed autopatch, e-power, EchoLink.","Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,89.9,NNW,yes,147.21,147.81,107.2,107.2,Routt,On-Air,CCARC,yes,,,,,,,,,,SSARC,,,,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,89.9,NNW,yes,449.625,444.625,123,123,Routt,On-Air,,yes,,,,,,,,,,"Colorado Connection Repeaters, Inc.",,http://colcon.org,Local Steamboat Area,Statewide Linked System,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,89.9,NNW,yes,147.165,147.765,88.5,123,Routt,On-Air,,yes,,,,,,,,,,Colorado Connection,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,90.5,E,yes,448.15,443.15,141.3,141.3,Denver,On-Air,CCARC,yes,,,,,,,,,,K0GUR,,k0jsc.com,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",E-power (batt).  2 meter and 70cm channel steerable remote bases.,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",DM79pt,,,24340,29436,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,90.9,WSW,yes,147.195,147.795,107.2,,Delta,,,yes,,,,,,,,,,,Colorado District 25 ARES,,Local.,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,90.9,WSW,yes,147.36,147.96,100,,Delta,,CCARC,yes,,,,,,,,,,W0ALC,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,90.9,WSW,yes,449.825,444.825,100,,Delta,,CCARC,yes,,,,,,,,,,W0ALC,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,91.4,ESE,yes,447.625,442.625,100,100,El Paso,On-Air,,yes,,,,,,,,,,KD0MDP,The Fun Machine,,,Linked.,Full-time to the  The Fun Machine System .,,,,7301,,363976,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,91.8,W,yes,447.35,442.35,107.2,,Delta,,CCARC,yes,,,,,,,,,,Grand Mesa Repeater Assoc (GMRA),,GMRA Repeaters,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,92.9,SE,yes,447.2,442.2,,,El Paso,Testing,,yes,,,,,,,,,,GGARC,Garden of the Gods Amateur Radio Club,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,94.2,E,yes,927.8375,902.025,,,Douglas,On-Air,CCARC,yes,,,,,,,,,,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,95,W,yes,449.8,444.8,107.2,,Garfield,On-Air,CCARC,yes,,,,,,,,,,,,GMRA Repeaters,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,95.3,SW,yes,447.2,442.2,107.2,107.2,Montrose,On-Air,CCARC,yes,,,,,,,,,,,Grand Mesa Repeater Assoc,GMRA Repeaters,Delta/Montrose,9,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control op,RACES Net Wed at 1930 Hrs.,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,95.3,SW,yes,448.65,443.65,,151.4,Montrose,On-Air,,yes,,,,,,,,,,KB0YNA,,,Wide area.,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,96.3,NE,yes,447.3,442.3,107.2,,Weld,On-Air,CCARC,yes,,,,,,,,,,,,,,,,,,,3887,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,96.7,N,yes,145.16,144.56,88.5,123,Jackson,On-Air,CCARC,yes,,,,,,,,,,Colorado Connection,,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",8,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of repeaters.,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,97.5,NE,yes,224.96,223.36,CSQ,,Weld,On-Air,CCARC,yes,,,,,,,,,,AC0KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,98.8,E,yes,447.625,442.625,100,,Adams,On-Air,,yes,,,,,,,,,,Intermountain Repeater Group,,Intermountain Repeater Group,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,100.5,WSW,yes,146.91,146.31,107.2,107.2,Montrose,On-Air,CCARC,yes,,,,,,,,,,,,,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,100.5,WSW,yes,146.79,146.19,107.2,107.2,Montrose,On-Air,CCARC,yes,,,,,,,,,,KC0UXX,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,100.6,NE,yes,147.195,147.795,100,,Larimer,On-Air,CCARC,yes,,,,,,,,,,Loveland Repeater Assoc,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,100.8,SSW,yes,147.135,146.535,123,,Hinsdale,On-Air,CCARC,yes,,,,,,,,,,,,http://www.sjcham.com,,E-power (solar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,102.3,NE,yes,449.575,444.575,100,,Larimer,On-Air,CCARC,yes,,,,,,,,,,Loveland Rptr Assoc,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,102.3,NE,yes,224.32,222.72,100,100,Larimer,Off-Air,CCARC,yes,,,,,,,,,,KN6VV,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,102.7,E,yes,449.925,444.925,114.8,114.8,Weld,On-Air,CCARC,yes,,,,,,,,,,KD0RG,K0UPS Club,,,,,,,DN70,,,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,102.7,SSW,yes,146.925,146.325,,,Mineral,Off-Air,CCARC,yes,,,,,,,,,,Creede ARC,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,102.8,SE,yes,224.32,222.72,88.5,,Custer,Off-Air,CCARC,yes,,,,,,,,,,Pueblo Ham Club,,PHC repeaters,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,102.8,SE,yes,449.625,444.625,107.2,,Custer,On-Air,CCARC,yes,,,,,,,,,,,,CMRG Repeaters,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,102.8,SE,yes,447.175,442.175,88.5,,Pueblo,Off-Air,CCARC,yes,,,,,,,,,,Pueblo HC,,Pueblo Ham Club,Wide area: Southeast Colorado.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,104,S,yes,146.64,146.04,77,77,Rio Grande,On-Air,,yes,,,,,,,,,,,,,Low level local coverage,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,104.1,S,yes,447.1,442.1,77,,Saguache,On-Air,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,104.2,W,yes,446.9125,441.9125,,,Mesa,On-Air,,yes,yes,1,,,,,,,,Bill Frost,,,"Grand Junction, I70",,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,106,W,yes,449.3,444.3,107.2,107.2,Mesa,On-Air,CCARC,yes,,,,,,,,,,,,http://www.gmra.org/,Wide Area I-70 West Rifle to Western Utah,e-power Linked to GMRA Open System,,Closed IRLP out,RACES Wed 1930 hrs,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,106,NNE,yes,927.875,902.875,D114,,Larimer,Off-Air,CCARC,yes,,,,,,,,,,WA6IMI,,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,106,NNE,yes,449.425,444.425,94.8,,Larimer,On-Air,,yes,,,,,,,,,,,,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,106.3,NNE,yes,224.52,222.92,100,100,Larimer,Off-Air,CCARC,yes,,,,,,,,,,Northern Colorado ARC,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,106.3,NNE,yes,927.825,902.825,100,100,Larimer,On-Air,CCARC,yes,,,,,,,,,,AB0SF,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,106.3,NNE,yes,447.275,442.275,100,100,Larimer,On-Air,CCARC,yes,,,,,,,,,,Northern Colorado ARC,,,Wide area.,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,106.3,NNE,yes,927.95,902.95,100,100,Larimer,On-Air,CCARC,yes,,,,,,,,,,K1TJ Repeater System,,,Northern Front Range,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
