Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,EchoLink,IRLP,Notes,Nets,Coverage,Downlink Tone,Links,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Commands,Talkgroups,Colorado,Northern Colorado,YSF Digital Enabled,DG-ID,Grid,Mixed-Mode,D-STAR Enabled,Node,Sources,Denver Regional,AllStar,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,TAC 310,Mountain Reg USA,WIRES-X,Worldwide,English,Feed,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Wyoming,WyLOCAL,Local Network,Southern Colorado,Bandwidth,Local or Reflector,CKRG,KansasLink,Kansas,Location Photo,BYRG
927.0375,-25,131.8,KD0EZQ,"Hays, Catherine Road",KS,OPEN,IA,211,SE,yes,927.0375,902.0375,131.8,Ellis,,N7JYS,Emergency power,,yes,On-Air,,3917,Allstar 2578,,,,,,,,Western Kansas Intertie,,,,,,,,,,,,,,2578,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,
147.045,0.6,CC7 131.8,N7JYS,Hays,KS,OPEN,I,211,SE,yes,147.045,147.645,131.8,Ellis,,N7JYS,E-power,Kansas Repeater Council,yes,On-Air,,3917,MMDVM Mixed-mode.,,"Ellis, Hays, Wakeeney. 35 mi radius.",131.8,Full-time internet linked to the  CKRG System . Full-time internet linked to the  KansasLink System . Linkable to the  Western Kansas Intertie System .,yes,7,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    KansasLink  2  31203  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,2,,,,,,,,yes,293,yes,,,,,,,,,,,1,1,2,,,
224.28,-1.6,131.8,N7JYS,Hays,KS,OPEN,A,211,SE,yes,224.28,222.68,131.8,Ellis,,N7JYS,Internet linking,,yes,On-Air,,,,,50,131.8,,,,,Western Kansas Intertie,,,,,,,,,,,,,,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,162.2,N7JYS,"Hays, K-Link",KS,OPEN,A,211,SE,yes,442.45,447.45,162.2,Ellis,,N7JYS,E-Power.,Kansas Repeater Council,yes,On-Air,,,,ARES: Sat at 21:00.,Click for coverage map.  35 mi radius.,162.2,"Full-time to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Full-time to  
        443.57500 (K0HAM) at Ransom, K-Link, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,,,Affiliate of the K-Link Repeater Network,K-Link Repeater Network,,,,,,,,,,,,,42940,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
444,5,CC1,K0USY,Hays,KS,OPEN,,211.4,SE,yes,444,449,,Ellis,,,,Kansas Repeater Council,yes,On-Air,,,Click here for DMR TG info.,,15,,Full-time internet linked to the  KS-DMR (3120) System .,yes,1,,K0USY Group,http://k0usy.strikingly.com/,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  English  1  13      Kansas  2  3120    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,212.1,NW,yes,147.15,147.75,,Converse,,,,,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.875,5,146.2,KB0GRP,O'Neill,NE,OPEN,,212.3,E,yes,444.875,449.875,146.2,Holt,,,,,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,146.2,KC0BXH,"Custer, Bear Mountain",SD,OPEN,,212.9,NNW,yes,146.85,146.25,146.2,Pennington,,Northern Hills ARC,WX,,yes,On-Air,,,"Linked system covers the Black Hills, Rapid City, Sturgis, Custer, Hot Springs, Newcastle and Sundance, WY.","Black Hills Club: Nightly Weather Net at 21:00 MT. 
SD Link: Wed at 21:00 CT/20:00 MT.","Wide area coverage, Sitting at 7200 ASL this repeater covers out 100 miles in most directions except north where the Black Hills block it some.  100 mi radius.",,Full-time to the  Black Hills Repeater System .,,,,,NHARC Repeaters,Black Hills Repeater System is hot all the time. When you key up one repeater the other key up. To tie in the SD Link repeaters for a short time use 7* to bring it up and 8* to bring it down. Bring it down when you're done using it.,,,,,,DN83du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE0KIY,Hays,KS,OPEN,,212.9,SE,yes,147.18,147.78,100,Ellis,,ELLIS CO,"Autopatch, e-power.",Kansas Repeater Council,yes,On-Air,,,,,Local 35 mi radius.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,114.8,N0ECQ,Hays,KS,OPEN,,213.2,SE,yes,444.825,449.825,114.8,Ellis,,,,Kansas Repeater Council,yes,On-Air,,,,,Local,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6725,5,CC1,K0USY,Hays,KS,OPEN,,214.4,SE,yes,444.6725,449.6725,,Ellis,,,,,yes,On-Air,,,,,18,,Full-time internet linked to the  KS-DMR (3120) System .,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,214.6,SW,yes,449.7,444.7,107.2,Park,Unknown,CMRG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,162.2,NZ0M,"Osborne, K-Link",KS,OPEN,,215.7,SE,yes,147.375,147.975,162.2,Osborne,,ORUG,"K-Link. 
RF Linked to Beloit 442.800.",Kansas Repeater Council,yes,On-Air,,,,"RACES, ARES",Click for coverage map.  35 mi radius.,CSQ,Full-time to the  K-Link System .,,,,Affiliate of the K-Link Repeater Network,K-Link Repeater Network,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,216.8,SW,yes,146.79,146.19,88.5,Pueblo,,Pueblo HC,E-power.,CCARC,yes,On-Air,,,,,Wide area.,CSQ,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,216.8,SW,yes,224.26,222.66,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,yes,Off-Air,,,,,Wide area.,CSQ,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,216.8,SW,yes,447.95,442.95,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,yes,On-Air,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,Wide area.,,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,217.9,SW,yes,147.36,147.96,107.2,Park,,,E-power.,CCARC,yes,On-Air,,3854,,,Wide area.,107.2,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,217.9,SW,yes,146.685,146.085,107.2,Park,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,yes,On-Air,,,,MARC/PCRC: Tue at 19:30.,,107.2,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,218.7,SW,yes,447.4,442.4,67,Teller,,WB0WDF,"E-power, Solar, Remote Base",CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,218.8,SW,yes,147.015,147.615,107.2,Teller,,Mountain ARC,E-power.,CCARC,yes,On-Air,,,,MARC/PCRC: Tue at 19:30.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,218.8,SW,yes,1287.7,1267.7,67,Teller,,WB0WDF,,CCARC,yes,Testing,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,218.8,SW,yes,145.46,144.86,67,Teller,,WB0WDF,"E-power, 100% Solar",CCARC,yes,On-Air,,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,218.8,SW,yes,224.94,223.34,67,Teller,,,,CCARC,yes,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,131.8,KB0GRP,O'Neill,NE,OPEN,I,219.5,E,yes,146.61,146.01,131.8,Holt,,,,,yes,On-Air,,3457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.87,-1.7,141.3,WA0OQA,Garden City,KS,OPEN,,221.2,SSE,yes,52.87,51.17,141.3,Finney,,SHARC,,,yes,On-Air,,,200,,30,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,222.6,WSW,yes,445.0875,440.0875,,Fremont,,K2AD,,,yes,On-Air,,,,,,,,yes,7,,Rocky Mountain Ham Radio,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,222.7,WSW,yes,147.39,147.99,88.5,Summit,,Colorado Connection,12,CCARC,yes,On-Air,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Wide area.,123,Full-time to the  Colorado Connection System .,,,,,Breckenridge Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,223.7,SW,yes,147,147.6,,Pueblo,,Carl Higbee,,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,224.6,WSW,yes,146.7,146.1,107.2,Summit,,GRARC,E-power.,CCARC,yes,On-Air,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,226.4,SW,yes,146.655,146.055,123,Pueblo,,K0ST,,CCARC,yes,On-Air,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,226.4,SW,yes,447.7,442.7,210.7,Pueblo,,,,CCARC,yes,Off-Air,,7389,,,,210.7,,yes,0,,,,,,,,,,,Yes; analog capable.,,,,,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,226.4,SW,yes,449.725,444.725,100,El Paso,,N0PWZ,,CCARC,yes,On-Air,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,226.4,SW,yes,145.115,144.515,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,226.4,SW,yes,146.88,146.28,88.5,Pueblo,,Pueblo HC,E-power.,CCARC,yes,On-Air,,,,,Wide area.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,227.3,SW,yes,448.975,443.975,100,Pueblo,,,,CCARC,yes,On-Air,363976,7301,Off air.  Will return to service,,,100,Full-time to the  The Fun Machine System .,,,,,http://www.k0jsc.com,,,,,,,,,,,,,28368,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,227.8,SW,yes,446.9875,441.9875,,Pueblo,,,,CCARC,yes,Off-Air,,,,,,,Full-time to the  Colorado TRBO System .,yes,6,,RMHAM,Rocky Mountain Ham Radio,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,227.8,SW,yes,447.275,442.275,100,Pueblo,,,,CCARC,yes,On-Air,,,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,100,Full-time to the  The Fun Machine System .,,,,The Fun Machine,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,227.8,SW,yes,147.24,147.84,103.5,Pueblo,,TARA,,CCARC,yes,Off-Air,,,,,Pueblo and Fremont Counties,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,131.8,KC0HMN,Spencer,NE,OPEN,,228.5,NE,yes,147.33,147.93,131.8,Boyd,,,,WB0CMC,yes,On-Air,,,,,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.85,5,141.3,KC0HFA,Russell,KS,OPEN,,231.1,SE,yes,442.85,447.85,141.3,Russell,,KC0HFA,Linked.,Kansas Repeater Council,yes,On-Air,,,,,Local. I-70,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,CC1,KB0SJR,Russell,KS,OPEN,,231.7,SE,yes,442,447,,Russell,,,,,yes,On-Air,,,Click here for current TG Info,,City of Russell,,Full-time internet linked to the  CKRG System .,yes,1,,CKRG,http://www.ckrgclub.com,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,1,,,,
442.475,5,CC7 131.8,N7JYS,Russell,KS,OPEN,,231.7,SE,yes,442.475,447.475,131.8,Russell,,N7JYS,,Kansas Repeater Council,yes,On-Air,,,MMDVM Mixed-Mode repeater.,,35,131.8,Full-time internet linked to the  CKRG System . Full-time internet linked to the  KansasLink System .,yes,7,,Western Kansas Intertie,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    Kansas  1  3120  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    KansasLink  2  31203  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,yes,Open ↑ / Open ↓,,Yes; analog capable.,,,,,,,,,,2,,,,,,,,yes,293,yes,,,,,,,,,,,1,1,2,1,,
147.285,0.6,162.2,AB0UO,Russell,KS,OPEN,,232.8,SE,yes,147.285,147.885,162.2,Russell,,Russell County EM,E-power (batt/gen).,Kansas Repeater Council,yes,On-Air,,,"CSQ = local only.  Link access requires PL 162.2. 
Can be linked to K-Link by a control operator.","ARES: Wed at 21:00. 
ARES: Sat at 21:00.",Repeater Coverage Map,162.2,"Linkable to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Linkable to  
        444.85000 (KS0LNK) at Minneapolis, K-Link, KS .",,,,,K-Link Repeater Network,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
444.95,5,162.2,AB0UO,"Russell, K-Link",KS,OPEN,,232.8,SE,yes,444.95,449.95,162.2,Russell,,Russell County EM,"K-Link Repeater Network. 
E-power",Kansas Repeater Council,yes,On-Air,,,,,Click for coverage map.  35 mi radius.,162.2,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Linkable to  
        147.28500 (AB0UO) at Russell, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,,,K-Link Repeater System,K-Link Repeater Network,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,233.2,SW,yes,446.7625,441.7625,,Park,,K7PFJ,,,yes,On-Air,,,,,,,,yes,0,,RMHAM,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,234.6,SW,yes,449.975,444.975,100,Fremont,,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,CCARC,yes,On-Air,,,,,,100,Full-time to the  The Fun Machine System .,,,,The Fun Machine,http://www.k0jsc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,235.5,SW,yes,449,444,67,Fremont,,WB0WDF,"E-power (Solar, Wind)",CCARC,yes,On-Air,,,North of the Royal Gorge Bridge.,,,67,Full-time to the  Mega-Link System .,,,,,Mega Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,236.4,WSW,yes,447.125,442.125,103.5,Park,,KC0UFO,Emergency automatic generator.,CCARC,yes,On-Air,,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.","Covers Fairplay, Alma, and western South Park.",103.5,,,,,"Park County Radio Club, AB0PC",,,,,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,236.9,SW,yes,447.975,442.975,100,Fremont,,K0JSC,Autopatch.,CCARC,yes,On-Air,363976,7301,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.","Canon City area. 
   Repeater Coverage Map",100,Full-time to the  The Fun Machine System .,,,,,http://www.k0jsc.com,,,,,,,,,,,,,28368,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,237.6,SW,yes,927.7,902.7,D114,Fremont,,Royal Gorge ARC,,CCARC,yes,On-Air,,,,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,237.7,SW,yes,446.7375,441.7375,,Fremont,,,IPSC Link to the Colorado network on Talk Slot 2.,CCARC,yes,On-Air,,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,Full-time to the  Colorado TRBO System .,yes,7,,Rocky Mountain Ham Radio,http://www.k0jsc.com,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,DM78ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,yes,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,237.7,SW,yes,447.25,442.25,100,Fremont,,,,CCARC,yes,On-Air,363976,7301,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.","Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",100,Full-time to the  The Fun Machine System .,,,,,K0JSC dot Com,,,,,,,DM78ik,,,,,,28368,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,yes,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,237.7,SW,yes,53.03,51.33,88.5,Fremont,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",CCARC,yes,On-Air,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,88.5,,,,,RGARC,Http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,237.7,SW,yes,145.49,144.89,103.5,Fremont,,Royal Gorge Amateur Radio Club,E-power (Bat),CCARC,yes,On-Air,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,103.5,,,,,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,237.7,SW,yes,223.96,222.36,103.5,Fremont,,RGARC,"E-power (Bat), Remote Base",CCARC,yes,On-Air,,,,,"Wide area. 
   Repeater Coverage Map",103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,237.7,SW,yes,447.75,442.75,103.5,Fremont,,RGARC,E-power (Bat),CCARC,yes,On-Air,,3081,,,,103.5,,,,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,238.3,WSW,yes,145.445,144.845,88.5,Lake,,Colorado Connection,E-power (solar).,CCARC,yes,On-Air,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,238.7,WSW,yes,445.05,440.05,,Lake,,K2AD,,CCARC,yes,On-Air,,,,,,,,yes,7,,Rocky Mountain Ham Radio,http://www.rmham.org/,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,2,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
146.94,-0.6,146.2,N0NPO,Reliance,SD,OPEN,,241.4,NNE,yes,146.94,146.34,146.2,Lyman,,SDARC,E-power.,,yes,On-Air,,,"Linked to other SDARC repeaters across the state along interstates I-29 and I-90. 
The 10 largest towns in South Dakota are covered by the SD Link.",SD Link: Wed at 21:00CT/20:00 MT.,50,,Full-time to the  SD Link System .,,,,W0RTD,http://www.sdlink.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
