Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Sponsor,Features,Mixed-Mode,Last update,EchoLink,IRLP,AllStar,Nets,Web links,Coordination,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Denver Regional,Affiliate,Notes,Downlink Tone,Commands,Links,P25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,On-air,Northern Colorado,Worldwide,North America,Local/Cluster,Feed,Southern Colorado,Talkgroup Network,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,English,Wyoming,WyLOCAL
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,138.6,NW,,449.8,444.8,123,,,,Larimer,,On-Air,,Estes Valley ARC,E-Power,,,625757,7268,,ARES D-10: Thu at 19:00.,,CCARC,,,,,,,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.","Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,139.1,ESE,,444.3,449.3,141.3,,,,Logan,,On-Air,,SKECT,E-power.,,,,,,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,141.3,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,139.3,W,,146.7,146.1,107.2,,,,Summit,,On-Air,,GRARC,E-power.,,,,3972,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,140.1,SW,,145.355,144.755,100,,,,Huerfano,,On-Air,,N0JPX,"E-power, linked.",,,,3974,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,140.3,W,,447.125,442.125,103.5,,,,Park,DM69wf,On-Air,"Covers Fairplay, Alma, and western South Park.",KC0UFO,Emergency automatic generator.,,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,CCARC,,,,,,,"Park County Radio Club, AB0PC","Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,141.4,NNW,,449.3,444.3,,,Open ↑ / Open ↓,,Laramie,,On-Air,,WU7G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,141.5,SE,,146.7,146.1,141.3,,Open ↑ / Open ↓,,Scott,DM98,On-Air,"Scott, Finney and Kearny counties",Sand Hills ARC,E-power.,Yes; analog capable.,,,,48589,Tue at 20:30.,,Kansas Repeater Council,,,,,,,,Comet GP-6 @ 125'.,141.3,,"Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,141.6,NW,,447.7,442.7,100,,,,Larimer,,On-Air,Wide Area Coverage,Northern Colorado Amateur Radio Club,,,,,,,,http://ncarc.net/,,,,,,,,,,100,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,142,NW,,224.84,223.24,100,,,,Larimer,,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",Northern Colorado ARC,"E-power, 25 watts.",,,,,,,,,,,,,,,,,100,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,142,NW,,146.625,146.025,100,,,,Larimer,,On-Air,Wide area: Northern front range.,Northern Colorado ARC,E-power.,,,,,,,,CCARC,,,,,,,,,100,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,142.3,WSW,,446.975,441.975,,,,,Chaffee,,On-Air,,Crestone Amateur Radio Emergency Services,,,,,,,,KD0QPG,CCARC,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,142.3,WSW,,446.8125,441.8125,,,,,Chaffee,,On-Air,,RMHAM,,,,,,,,,,,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,144.4,SE,,444.95,449.95,100,,,,Scott,,On-Air,Click for coverage map.  35 mi radius.,SHARC,"Linked to K-Link Repeater Network 
IRLP node 7356.",,,,7356,,,http://ks0lnk.net,,,,,,,,,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",100,,Full-time to the  K-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,144.6,WSW,,147.285,147.885,88.5,,,,Chaffee,,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,11,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,CCARC,,,,,,,,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,144.6,WSW,,145.295,144.695,107.2,,,,Chaffee,DM78ik,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,,,,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,144.9,WSW,,449.975,444.975,100,,,,Chaffee,DM68xk,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,,,363976,7301,28368,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",K0JSC.COM,CCARC,,,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,100,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,145.1,WSW,,449.65,444.65,107.2,,,,Chaffee,,On-Air,Wide area.,,E-power.,,,,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,145.1,WSW,,449.925,444.925,103.5,,,,Chaffee,,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,E-power (Bat),,,,,,,,CCARC,,,,,,,Colorado ARES,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,145.2,SE,,146.985,146.385,156.7,,,,Kearney,,On-Air,"Kearny, Finney and Scott Counties",N0OMC,E-power,,,,,,,,Kansas Repeater Council,,,,,,,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,145.5,W,,445.05,440.05,,,,,Lake,,On-Air,,K2AD,,,,,,,,http://www.rmham.org/,CCARC,,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,Rocky Mountain Ham Radio,,,,,,,,,,,,2,,,,,2,RMHAM,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,145.7,W,,145.445,144.845,88.5,,,,Lake,,On-Air,,Colorado Connection,E-power (solar).,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,CCARC,,,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,146.9,WNW,,146.82,146.22,123,,,,Grand,,,,GCARA,E-power.,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,146.9,WNW,,446.875,441.875,,,,,Clear Creek,,On-Air,,,,,,,,,,http://www.rmham.org,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,147,SSW,,447.375,442.375,100,,Open ↑ / Open ↓,,Las Animas,,On-Air,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,E-power (batt).,Yes; analog capable.,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,147,SSW,,449.6,444.6,107.2,,,,Las Animas,,Off-Air,Wide area.,Cheyenne Mtn Rptr Grp,E-power.,,,,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,147,SSW,,147.375,147.975,100,,,,Las Animas,,Off-Air,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,,,,,,,,CCARC,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,149.6,W,,146.745,146.145,100,,,,Chaffee,,Off-Air,,CLARA,E-power.,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,150,SW,,449.75,444.75,100,,,,Las Animas,,On-Air,,N0ZSN,,,,363976,7301,28368,,The Fun Machine,CCARC,,,,,,,The Fun Machine,,100,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,150,SSW,,446.775,441.775,,,,,Las Animas,,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,CCARC,,,,,,,,,,,,,,,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,151.4,W,,147.24,147.84,156.7,,,,Lake,,Off-Air,,,,,,,,,,,CCARC,,,,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,152.4,NNW,,449.9375,444.9375,,,,,Laramie,,On-Air,,,,,,,,,,https://www.rmham.org/wordpress/,WRCG,,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,Full-time to the  Rocky Mountain Ham System .,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,154.7,NNW,,146.775,146.175,114.8,,,,Laramie,,On-Air,,Shy-Wy Amateur Radio Club,"E-power, WX.",,,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,WRCG,,,,,,,,,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,155.7,NNW,,449.9,444.9,100,,,,Laramie,,On-Air,From 5 miles to 25 miles,N7JJY,,,,,,,,,,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,155.7,NNW,,145.235,144.635,114.8,,,,Laramie,,On-Air,Local: Cheyenne.,N7GT,,,,,,,,,WRCG,,,,,,,,25,,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,155.7,NNW,,147.105,147.705,114.8,,,,Laramie,DN71,On-Air,,ShyWyArc,,,,,,,,,WRCG,,,,,,,,,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,156.5,NNW,,448.95,443.95,151.4,,,,Laramie,,On-Air,Local,,,,,,,,,,WRCG,,15,,,,,,Brandmiester and analog.,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,157.1,SE,,147.06,147.66,,,,,Grant,,On-Air,Local,SKECT,,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,157.4,SSW,,145.43,144.83,107.2,,,,Las Animas,,On-Air,,Cheyenne Mountain Repeater Group,,,,,,,,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,157.5,WNW,,146.61,146.01,107.2,,,,Eagle,,On-Air,,ECHO,11,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,157.9,SSW,,446.775,441.775,,,,,Colfax,,On-Air,,Cheyenne Mountain Repeater Group,,,,,,,,http://www.cmrg.org/,NMFCC,,,,,,,,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,158.9,WNW,,224.8,223.2,,,,,Eagle,,Off-Air,,ECHO,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,158.9,SE,,442.5,447.5,141.3,,,,Finney,,On-Air,,SKECT,E-power.,,,,3885,,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,141.3,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,158.9,WNW,,449.9,444.9,107.2,,,,Eagle,,Off-Air,,ECHO,,,,,,,,,CCARC,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,160.8,WSW,,145.325,144.725,100,,,,Chaffee,,On-Air,wide area,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,161.1,NNW,,147.165,147.765,114.8,,,,Laramie,,On-Air,,Shy-Wy Amateur Radio Club,E-power.,,,,,,,,WRCG,,,,,,,,,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,161.7,SE,,146.91,146.31,141.3,,,,Finney,,On-Air,"Finney, Scott and Kearney counties.",Sand Hills ARC,E-power.,,,,,48588,Tue at 20:30.,,Kansas Repeater Council,,,,,,,,Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,141.3,,"Full-time to  
        146.70000 (WA0OQA) at Scott City, KS .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,162.7,WNW,,445.075,440.075,,,,,Eagle,,On-Air,,K2AD,,,,,,,,http://www.rmham.org/,CCARC,,7,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,163,SSW,,147.28,147.88,100,,,,Colfax,,On-Air,Wide area.,,8,,,,,,,,NMFCC,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,163.3,N,,147,146.4,103.5,,,,Banner,,On-Air,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,163.5,WNW,,147.345,147.945,88.5,,,,Eagle,,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,Colorado Connection,9,,,,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,CCARC,,,,,,,,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,KB0DZB,Oberlin,KS,OPEN,,163.8,E,,145.19,144.59,,,,,Decatur,,On-Air,Local,TRI-STATE.,Linked.,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,165.3,S,,444.8,449.8,77,,,,Union,,Off-Air,Wide area.,Sierra Grande Repeater Club,E-power.,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,165.3,S,,146.85,146.25,100,,,,Union,,Off-Air,Wide area.,Sierra Grande RC,E-power.,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,165.3,S,,147.175,147.775,141.3,,,,Union,,On-Air,,NMEMA ARC,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,165.8,NNE,,146.76,146.16,123,,,,Keith,,On-Air,,Charlie Allen,,,,751985,7349,,"Sun at 19:30. 
Wed at 20:00.",,,,,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,166.7,SE,,444.525,449.525,141.3,,,,Grant,,On-Air,,SKECT,E-power.,,,,,,,http://skect.org/default.aspx,Kansas Repeater Council,,,,,,,,,141.3,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,167.2,NNW,,448.15,443.15,100,,,,Laramie,,Off-Air,,KB7SWR,,,,,,,,,WRCG,,,,,,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,167.9,WNW,,147.075,147.675,88.5,,,,Grand,,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,CCARC,,,,,,,,Part of the Colorado Connection system of Repeaters,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,168.1,E,,444.8,449.8,162.2,,,,Red Willow,,On-Air,50,N7UVW,Link Com RLC-1 Controller,,,,,,,,,,,,,,,Dirt Truckin,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,168.1,E,,444.5,449.5,151.4,,,,Frontier,,On-Air,20,dirt,link comm rlc 1,,,,,,,,,,,,,,,Dirt Truckin,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,168.3,E,,147.27,147.87,,,,,Red Willow,,On-Air,50,McCook ARA,Fusion Repeater,,,,,,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,169.2,WSW,,447.65,442.65,151.4,,,,Gunnison,,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,,,,CCARC,,,,,,,,,151.4,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,171.8,WSW,,146.64,146.04,77,,,,Rio Grande,,On-Air,Low level local coverage,,,,,,,28781,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,172.2,WSW,,447.1,442.1,77,,,,Saguache,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,174.3,SSE,,147.35,147.95,88.5,,,,Cimarron,,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",CAPROCK / DUST BOWL INTERTIE,,,,,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.87,-1.7,141.3,WA0OQA,Garden City,KS,OPEN,,177.3,SE,,52.87,51.17,141.3,,,,Finney,,On-Air,30,SHARC,,,,,,,,,,,,,,,,,200,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,177.6,N,,444.125,449.125,114.8,,,,Scotts Bluff,,On-Air,Wide area,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,136.5,K0VQ,"Aspen, Aspen Mountain",CO,OPEN,,180,W,,447.05,442.05,136.5,,,,Pitkin,,On-Air,Aspen-Snowmass areas.,Roaring Fork Amateur Repeater Cooperative,,,,,,,,,CCARC,,,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,180,NW,,447.225,442.225,,,,,Albany,,On-Air,Wide area.,Laramie County EM,,,,,,,,,WRCG,,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,1,2
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,183.1,NW,,53.03,52.03,,,,,Albany,,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,8,,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,185.8,W,,146.67,146.07,107.2,,,,Pitkin,,On-Air,Wide area.,Ski Country ARC,Linked.,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
