Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Op Status,Coverage,EchoLink,IRLP,Notes,Nets,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Downlink Tone,Links,Talkgroups,Colorado,Northern Colorado,Denver Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Commands,WIRES-X,Grid,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,TAC 310,Mountain Reg USA,P25 Digital Enabled,NAC,Default Reflector,Feed,Worldwide,English,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Wyoming,WyLOCAL,Southern Colorado,Bandwidth,Local or Reflector,CKRG,KansasLink,Kansas,Location Photo,BYRG
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,186.2,SW,,145.13,144.53,88.5,El Paso,,Colorado Connection,9,CCARC,,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,186.2,SW,,53.13,51.43,107.2,El Paso,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,On-Air,,,,,,,,,,http://www.cmrg.org,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,186.2,SW,,927.85,902.85,D114,Teller,,CMRG,9,CCARC,,On-Air,,,,,,,,,,http://www.cmrg.org,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,186.5,WSW,,146.895,146.295,100,Park,,AB0RR,25,CCARC,,On-Air,285,,,,Wed at 19:30.,,,,,Park County Radio Club (PCRC),100,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,186.9,NW,,147.33,147.93,,Niobrara,,,,,,On-Air,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,187.3,SW,,145.16,144.56,107.2,El Paso,,Colorado Repeater Association,"Closed autopatch, e-power.",CCARC,,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",347086,3990,Switch to this repeater at mile marker 170 on I-25.,,,,,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,107.2,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,187.3,SW,,146.76,146.16,107.2,El Paso,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",CCARC,,On-Air,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,187.3,SW,,448.1,443.1,107.2,El Paso,,,"Closed autopatch, e-power.",CCARC,,On-Air,Wide area.,,,,,,,,,CMRG Repeaters,107.2,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,187.3,SW,,147.345,147.945,107.2,El Paso,,,"Closed autopatch, e-power.",CCARC,,On-Air,Wide area.,,3854,,,,,,,http://www.cmrg.org/,107.2,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,187.3,SW,,448,443,107.2,El Paso,,,,CCARC,,On-Air,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,188.8,WSW,,147.285,147.885,88.5,Grand,,Colorado Connection,,CCARC,,On-Air,,,,,,,,,,,123,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,189,SW,,448.45,443.45,100,El Paso,,Pikes Pk FM Assoc,E-power.,CCARC,,On-Air,Wide area.,,,,,,,,,PPFMA Repeaters,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,189,SW,,146.97,146.37,100,El Paso,,Pikes Peak FM Assoc,"Closed autopatch, e-power.",CCARC,,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,PPFMA Repeaters,123,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,123,W0WWV,"Campbell, Mid-Rivers E911 Dispatch Center",NE,OPEN,I,189,ESE,,444.475,449.475,123,Franklin,,Amateur Radio Association of Nebraska,E-power.,WB0CMC,,On-Air,Wide Area,,7438,"KerChunk filter. Key up and hold for one second before speaking, or you will be cut off. No hang time, no courtesy tone.","ARAN: Tues &amp; Thurs 20:30 local time. Severe Weather Nets as needed, linked to WX0GID, National Weather Service office in Hastings/Grand Island.",,,,,Amateur Radio Asscociation of Nebraska,123,"Full-time to  
        443.20000 (W0WWV) at Hastings, Hastings Dog-Walk Park, NE .
 


Full-time to  
        146.61000 (N0LL) at Smith Center, KS .
 


Full-time to  
        145.13000 (W0WWV) at Hastings, KCNT Tower, NE .
 


Full-time to  
        146.82000 (W0WWV) at Heartwell, KGIN TV Tower , NE .
 


Full-time to  
        147.21000 (W0WWV) at Nelson, NE .
 


Full-time to the  W0WWV System .",,,,,,,,,"No special codes for IRLP, just dial the 4 digit node you wish to call. To disconnect, dial 73.",,EN00ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,189.3,WSW,,447.45,442.45,103.5,Grand,,W0IG,,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,189.9,SW,,145.265,144.665,100,El Paso,,Pikes Peak FM Association,"Closed autopatch, e-power.",CCARC,,Off-Air,Local. Good coverage of I25 in Colorado Springs.,,,Repeater has been moved.,,,,,,PPFMA Repeaters,100,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,189.9,SW,,448.8,443.8,100,El Paso,,Pikes Peak FM Assoc,,CCARC,,Off-Air,,,,,,,,,,PPFMA Repeaters,100,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,190.1,SW,,927.725,902.725,D114,Teller,,WA6IFI,12,CCARC,,On-Air,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",,,,,,,,,Yahoo Group,D114,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,190.1,SW,,147.18,147.78,100,El Paso,,AA0SP,E-power (solar).,CCARC,,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,190.1,SW,,446.95,441.95,,Teller,,Rocky Mountain Ham Radio,,,,On-Air,Monument Hill through Pueblo.,,,,,,7,,RMHAM,,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .","Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,190.3,SSW,,147.36,147.96,,Otero,,,E-power,,,On-Air,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,Digital Wires-X,,,,,KC0ITF,,123,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,11360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,190.3,SSW,,446.75,441.75,,Otero,,,E-power.,,,On-Air,La Junta,,,Please use Busy Channel LockOut,,,0,,KC0ITF,,,,,,,,,Open ↑ / Open ↓,,,,,,,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,191.2,SSE,,146.985,146.385,156.7,Kearney,,N0OMC,E-power,Kansas Repeater Council,,On-Air,"Kearny, Finney and Scott Counties",,,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,193.3,SW,,224.26,222.66,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,,Off-Air,Wide area.,,,,,,,,,PHC repeaters,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.6,5,100,KE0KIY,Hays,KS,OPEN,,193.3,SE,,443.6,448.6,100,Ellis,,ECHO ARC,,Kansas Repeater Council,,On-Air,Local.,,,,,,,,,,CSQ,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,193.3,SW,,146.79,146.19,88.5,Pueblo,,Pueblo HC,E-power.,CCARC,,On-Air,Wide area.,,,,,,,,,Pueblo Ham Club,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,193.3,SW,,447.95,442.95,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,,On-Air,Wide area.,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,194.6,W,,146.82,146.22,123,Grand,Unknown,GCARA,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,194.6,W,,446.875,441.875,,Clear Creek,,,,,,On-Air,,,,,,,,,RMHAM,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,167.9,N0IP,Wood River,NE,OPEN,,194.6,ESE,,444.7,449.7,,Hall,,,,WB0CMC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,N0IP (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,195.3,WNW,,147.015,147.615,146.2,Albany,,"Albany County ARES/RACES, University Amateur Radio",,,,On-Air,Albany County,82070,,,,,,,,http://www.uwyo.edu/uarc/,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.0375,-25,131.8,KD0EZQ,"Hays, Catherine Road",KS,OPEN,IA,195.3,SE,,927.0375,902.0375,131.8,Ellis,,N7JYS,Emergency power,,,On-Air,,,3917,Allstar 2578,,,,,Western Kansas Intertie,,,,,,,,,,,2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,
224.28,-1.6,131.8,N7JYS,Hays,KS,OPEN,A,195.3,SE,,224.28,222.68,131.8,Ellis,,N7JYS,Internet linking,,,On-Air,50,,,,,,,,Western Kansas Intertie,,131.8,,,,,,,,,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,CC7 131.8,N7JYS,Hays,KS,OPEN,I,195.3,SE,,147.045,147.645,131.8,Ellis,,N7JYS,E-power,Kansas Repeater Council,,On-Air,"Ellis, Hays, Wakeeney. 35 mi radius.",,3917,MMDVM Mixed-mode.,,,7,,,,131.8,Full-time internet linked to the  CKRG System . Full-time internet linked to the  KansasLink System . Linkable to the  Western Kansas Intertie System .,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    KansasLink  2  31203  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,2,,,,,293,,,,,,,,,,,,,,,1,1,2,,,
444,5,CC1,K0USY,Hays,KS,OPEN,,195.4,SE,,444,449,,Ellis,,,,Kansas Repeater Council,,On-Air,15,,,Click here for DMR TG info.,,,1,,K0USY Group,http://k0usy.strikingly.com/,,Full-time internet linked to the  KS-DMR (3120) System .,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  English  1  13      Kansas  2  3120    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,
442.45,5,162.2,N7JYS,"Hays, K-Link",KS,OPEN,A,195.4,SE,,442.45,447.45,162.2,Ellis,,N7JYS,E-Power.,Kansas Repeater Council,,On-Air,Click for coverage map.  35 mi radius.,,,,ARES: Sat at 21:00.,,,,Affiliate of the K-Link Repeater Network,K-Link Repeater Network,162.2,"Full-time to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Full-time to  
        443.57500 (K0HAM) at Ransom, K-Link, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,,,,,,,42940,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,196,SSE,,146.91,146.31,141.3,Finney,,Sand Hills ARC,E-power.,Kansas Repeater Council,,On-Air,"Finney, Scott and Kearney counties.",,,Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,Tue at 20:30.,,,,,,141.3,"Full-time to  
        146.70000 (WA0OQA) at Scott City, KS .",,,,,,,,48588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,196.4,WSW,,449.7,444.7,107.2,Park,Unknown,CMRG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE0KIY,Hays,KS,OPEN,,196.4,SE,,147.18,147.78,100,Ellis,,ELLIS CO,"Autopatch, e-power.",Kansas Repeater Council,,On-Air,Local 35 mi radius.,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,114.8,N0ECQ,Hays,KS,OPEN,,197.2,SE,,444.825,449.825,114.8,Ellis,,,,Kansas Repeater Council,,On-Air,Local,,,,,,,,,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.87,-1.7,141.3,WA0OQA,Garden City,KS,OPEN,,197.6,SSE,,52.87,51.17,141.3,Finney,,SHARC,,,,On-Air,30,,,200,,,,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6725,5,CC1,K0USY,Hays,KS,OPEN,,198.7,SE,,444.6725,449.6725,,Ellis,,,,,,On-Air,18,,,,,,1,,,,,Full-time internet linked to the  KS-DMR (3120) System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,198.8,SW,,147.015,147.615,107.2,Teller,,Mountain ARC,E-power.,CCARC,,On-Air,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,198.8,SW,,224.94,223.34,67,Teller,,,,CCARC,,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,198.8,SW,,447.4,442.4,67,Teller,,WB0WDF,"E-power, Solar, Remote Base",CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,198.8,SW,,145.46,144.86,67,Teller,,WB0WDF,"E-power, 100% Solar",CCARC,,On-Air,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,198.8,SW,,1287.7,1267.7,67,Teller,,WB0WDF,,CCARC,,Testing,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,CSQ,N0LL,Smith Center,KS,OPEN,,199.1,SE,,146.61,146.01,CSQ,Smith,,USCARC,,Kansas Repeater Council,,On-Air,Local,,,,ARES: MON @ 21:00 local,,,,,,,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,200.1,SW,,147,147.6,,Pueblo,,Carl Higbee,,CCARC,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,200.7,WSW,,146.685,146.085,107.2,Park,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,,On-Air,,,,,MARC/PCRC: Tue at 19:30.,,,,,,107.2,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,200.7,WSW,,147.36,147.96,107.2,Park,,,E-power.,CCARC,,On-Air,Wide area.,,3854,,,,,,,CMRG Repeaters,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,123,W0CUO,Elba,NE,OPEN,I,200.8,E,,147.24,147.84,123,Howard,,Grand Island Amateur Radio Society (GIARS),"E-power, linked.",,,On-Air,,,7479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,123,W0CUO,"Grand Island, Nebraska State Fair",NE,OPEN,,202.2,ESE,,145.415,144.815,123,Hall,,Grand Island Amateur Radio Society (GIARS),,WB0CMC,,On-Air,Hall County / Nebraska State Fair,,,,,,,,,,,,,,,,,23,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,202.7,SW,,145.115,144.515,88.5,Pueblo,,Pueblo Ham Club,E-power.,CCARC,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,202.7,SW,,447.7,442.7,210.7,Pueblo,,,,CCARC,,Off-Air,,,7389,,,,0,,,,210.7,,,,,,,,Yes; analog capable.,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,202.7,SW,,449.725,444.725,100,El Paso,,N0PWZ,,CCARC,,On-Air,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,202.7,SW,,146.88,146.28,88.5,Pueblo,,Pueblo HC,E-power.,CCARC,,On-Air,Wide area.,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,202.7,SW,,146.655,146.055,123,Pueblo,,K0ST,,CCARC,,On-Air,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,204,SW,,147.24,147.84,103.5,Pueblo,,TARA,,CCARC,,Off-Air,Pueblo and Fremont Counties,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,204,SW,,446.9875,441.9875,,Pueblo,,,,CCARC,,Off-Air,,,,,,,6,,RMHAM,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,204,SW,,447.275,442.275,100,Pueblo,,,,CCARC,,On-Air,,,,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,The Fun Machine,The Fun Machine,100,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,204.1,SW,,448.975,443.975,100,Pueblo,,,,CCARC,,On-Air,,363976,7301,Off air.  Will return to service,,,,,,http://www.k0jsc.com,100,Full-time to the  The Fun Machine System .,,,,,,,,28368,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,
444.925,5,100,N0IP,St Libory,NE,OPEN,,204.2,E,,444.925,449.925,100,Howard,,Brian Schmidt,E-power,WB0CMC,,On-Air,"Hall, Howard, and Merrick Counties Interstate 80, HWY 30, HWY 281",,,Replaced repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.48,0,88.5,W0WWV,"Hastings, Hastings Museum",NE,OPEN,I,205.3,ESE,,147.48,147.48,88.5,Adams,,KB0ASQ,,,,On-Air,Hastings Area Simplex IRLP Node,,3258,,,,,,Amateur Radio Association of Nebraska,http://w0wwv.org/,88.5,,,,,,,,,,"No special codes. 4-digits to connect, 73 to disconnect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
