Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,On-air,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Commands,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Wyoming,WyLOCAL
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,118.3,NE,yes,145.28,144.68,100,Jefferson,On-Air,,"Closed autopatch, e-power, linked.",CCARC,yes,,,Wide area.,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,118.3,NE,yes,449.525,444.525,CSQ,Jefferson,On-Air,KE0SJ,E-power.,CCARC,yes,,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,118.3,NE,yes,146.64,146.04,100,Jefferson,On-Air,Denver Radio League,E-power.,CCARC,yes,,,"Wide area. 
   Repeater Coverage Map",,DRL Repeaters,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,118.7,NE,yes,927.8375,902.025,,Jefferson,On-Air,,,CCARC,yes,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,The offset is -25.8125,,,,45770,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,118.7,NE,yes,446.7875,441.7875,,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,,,,,http://www.w0tx.org/,Brandmeister Network,,,,,,,,,,yes,1,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,118.8,NNE,yes,146.82,146.22,123,Grand,,GCARA,E-power.,CCARC,yes,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,118.8,NNE,yes,446.875,441.875,,Clear Creek,On-Air,,,,yes,,,,,http://www.rmham.org,RMHAM,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,119.8,ESE,yes,448.975,443.975,100,Pueblo,On-Air,,,CCARC,yes,,100,,Full-time to the  The Fun Machine System .,http://www.k0jsc.com,,7301,Off air.  Will return to service,,,363976,28368,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,120.2,NE,yes,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,,CCARC,yes,,107.2,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,N6LXX,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,120.2,NE,yes,53.17,51.47,107.2,Jefferson,On-Air,N6LXX,,CCARC,yes,,CSQ,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,N6LXX,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,120.6,NE,yes,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power.,CCARC,yes,,88.5,"Denver metro, central front range",,ARA Repeaters,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,120.6,NE,yes,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),e-power,CCARC,yes,,100,"Denver metro, central front range","Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA Repeaters,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,120.6,NE,yes,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,8,CCARC,yes,,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,120.7,NE,yes,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,CCARC,yes,,103.5,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,120.7,NE,yes,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,CCARC,yes,,103.5,Wide area.,,Repeater,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,yes,293,yes,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,120.7,NE,yes,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power,CCARC,yes,,88.5,,,ARA Repeaters,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,121.3,SSW,yes,147.06,147.66,100,San Juan,On-Air,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,121.6,NE,yes,224.6,223,100,Gilpin,,W0RM,,CCARC,yes,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,122,NE,yes,449.625,444.625,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,E-power,CCARC,yes,,141.3,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,122.2,NE,yes,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,200,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,yes,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,,CCARC,yes,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,yes,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,,CCARC,yes,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,yes,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,yes,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,yes,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,,CCARC,yes,,,,,Rocky Mountain Ham Radio,,,See the website for programming information.,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,yes,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,,CCARC,yes,,,,,Colorado D-Star,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,122.5,SW,yes,146.79,146.19,127.3,Montezuma,On-Air,KD5LWU,,CCARC,yes,,127.3,,,,,,,4,,24336,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,122.5,SW,yes,449.175,444.175,127.3,Montezuma,Off-Air,KD5LWU,,CCARC,yes,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,122.6,NE,yes,449.225,444.225,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,yes,,141.3,Wide area.,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,122.6,NE,yes,145.31,144.71,88.5,Gilpin,On-Air,Colorado Connection,10,CCARC,yes,,123,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Full-time to the  Colorado Connection System .,,,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,123,NE,yes,53.09,51.39,107.2,Jefferson,On-Air,Denver Radio Club,E-power.,CCARC,yes,,,Metro Denver area.,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,123.7,NE,yes,147.33,147.93,100,Jefferson,On-Air,Denver Radio Club,E-power.,CCARC,yes,,,Metro Denver and the foothills.,,DRC Repeaters,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,123.7,NE,yes,449.775,444.775,100,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,,100,Metro Denver,,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,123.7,NE,yes,224.38,222.78,100,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,,100,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,123.8,NE,yes,448.975,443.975,123,Jefferson,On-Air,FRG,Linkable VHF/UHF Remote Base,CCARC,yes,,,Wide area.,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,123.8,NE,yes,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,123.8,NE,yes,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,,yes,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,125.3,NE,yes,446.975,441.975,,Jefferson,On-Air,W0DMR,,,yes,,,Denver Metro Area,,http://www.w0dmr.org/,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,yes,0,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,125.5,NE,yes,448.75,443.75,100,Jefferson,On-Air,,E-power.,CCARC,yes,,100,Local.,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,125.7,NE,yes,447.825,442.825,D073,Jefferson,On-Air,Denver Radio Club,,CCARC,yes,,D073,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,125.9,ESE,yes,147,147.6,,Pueblo,On-Air,Carl Higbee,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,126.4,E,yes,449.95,444.95,77,Douglas,On-Air,W9SL Owner,,CCARC,yes,,77,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,126.5,SSW,yes,147.36,147.96,100,San Juan,On-Air,,,NMFCC,yes,,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,126.6,SSE,yes,146.76,146.16,67,Rio Arriba,On-Air,Taos ARC,11,,yes,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,126.6,SSE,yes,147.22,147.82,100,Rio Arriba,On-Air,New Mexico Mega Link Assoc,10,NMFCC,yes,,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,126.8,SE,yes,145.355,144.755,100,Huerfano,On-Air,N0JPX,"E-power, linked.",CCARC,yes,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,127,ESE,yes,146.655,146.055,123,Pueblo,On-Air,K0ST,,CCARC,yes,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,127,ESE,yes,449.725,444.725,100,El Paso,On-Air,N0PWZ,,CCARC,yes,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,127,ESE,yes,146.88,146.28,88.5,Pueblo,On-Air,Pueblo HC,E-power.,CCARC,yes,,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,127,ESE,yes,447.7,442.7,210.7,Pueblo,Off-Air,,,CCARC,yes,,210.7,,,,,7389,,,,,29228,,,,yes,0,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,127,ESE,yes,145.115,144.515,88.5,Pueblo,Off-Air,Pueblo Ham Club,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,127.2,ESE,yes,446.9875,441.9875,,Pueblo,Off-Air,,,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,Rocky Mountain Ham Radio,RMHAM,,,,,,,,,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,127.2,ESE,yes,147.24,147.84,103.5,Pueblo,Off-Air,TARA,,CCARC,yes,,CSQ,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,127.2,ESE,yes,447.275,442.275,100,Pueblo,On-Air,,,CCARC,yes,,100,,Full-time to the  The Fun Machine System .,The Fun Machine,The Fun Machine,,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,127.5,NE,yes,448.35,443.35,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,CCARC,yes,,,Denver Metro and surrounding,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,127.5,NE,yes,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,yes,,100,,,http://www.dwarc.com,,3241,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,127.7,E,yes,447.2,442.2,,El Paso,Testing,GGARC,,,yes,,,"Falcon, Black Forest, Peyton Areas",,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,128.7,ESE,yes,224.26,222.66,88.5,Pueblo,Off-Air,Pueblo Ham Club,E-power.,CCARC,yes,,CSQ,Wide area.,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,128.7,ESE,yes,146.79,146.19,88.5,Pueblo,On-Air,Pueblo HC,E-power.,CCARC,yes,,CSQ,Wide area.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,128.7,ESE,yes,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Ham Club,E-power.,CCARC,yes,,,Wide area.,,Pueblo Ham Club,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,129.4,E,yes,447.625,442.625,100,El Paso,On-Air,KD0MDP,Linked.,,yes,,100,,Full-time to the  The Fun Machine System .,,The Fun Machine,7301,,,,363976,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,129.5,W,yes,146.76,146.16,88.5,Grand,On-Air,Sinbad Desert ARC,,UVHFS,yes,,,Moab and immediate surroundings.,,http://www.sdarc.us/repeaters/bald.html,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,129.7,W,yes,449.1,444.1,107.2,Grand,On-Air,Grand Mesa Repeater Association (GMRA),8,UVHFS,yes,,107.2,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,GMRA Repeaters,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,129.9,E,yes,447.525,442.525,203.5,Douglas,On-Air,EmComm Colorado,,CCARC,yes,,146.2,"Denver metropolitan area, front range foothills",,,Colorado ARES,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,130.2,NW,yes,447,442,107.2,Garfield,On-Air,,8,CCARC,yes,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,132.4,NE,yes,146.7,146.1,100,Boulder,On-Air,Boulder Co ARC,6,CCARC,yes,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,132.5,NE,yes,146.91,147.51,123,Boulder,On-Air,,,,yes,,127.3,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,http://goldhilltown.com/,"Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,132.6,NE,yes,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,132.6,SSW,yes,442.25,447.25,,San Juan,On-Air,,,NMFCC,yes,,,,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,AZ-TrboNet,,,,,,,,,1,1,,,,,1,2,2,2,2,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,132.6,NE,yes,146.61,146.01,100,Boulder,Off-Air,Boulder Amateur Radio Club,,CCARC,yes,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,132.6,NE,yes,448.9,443.9,100,Boulder,On-Air,Boulder ARC,6,CCARC,yes,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,132.6,NE,yes,447.925,442.925,100,Denver,On-Air,RADOPS El Jebel Shriners,,CCARC,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,132.6,SSW,yes,146.74,146.14,100,San Juan,On-Air,Totah ARC,"Closed autopatch, e-power.",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,132.6,SSW,yes,146.88,146.28,100,San Juan,On-Air,,,NMFCC,yes,,,,Full-time to the  San Juan Connection System .,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,132.6,SSW,yes,447.45,442.45,107.2,San Juan,On-Air,KB5ITS,"E-power, remote base.",NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
