Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,On-air,Coverage,Affiliate,Features,Sponsor,EchoLink,IRLP,Notes,Downlink Tone,Links,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Commands,Grid,Location Photo,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,Feed,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Local,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,N. Colorado
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,242.2,NE,,449.775,444.775,100,Jefferson,On-Air,Denver Radio Club,CCARC,,,Metro Denver,,,Denver Radio Club,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,242.2,NE,,224.38,222.78,100,Jefferson,On-Air,DRC Repeaters,CCARC,,,,,,Denver Radio Club,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,242.2,NE,,147.33,147.93,100,Jefferson,On-Air,DRC Repeaters,CCARC,,,Metro Denver and the foothills.,,E-power.,Denver Radio Club,,,Not recommeded to use tone squelch on this repeater.,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WST,Saratoga Springs,UT,OPEN,,242.5,NW,,447.05,442.05,,Utah,On-Air,http://www.dmr-utah.net,UVHFS,,,North Utah County,,,KC7WSU,,,,,,,,,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 311  1  311      USA  1  1776      Parrott  1  9998      Audio Test  1  9999      Utah Statewide 2  1  13149      Europe  2  2      TAC 310  2  310      DCI Bridge  2  3100      Utah  2  3149      Mountain Reg USA  2  3177      All TG's Off  2  111111      All TG's On  2  222222      Local  2  314900      Utah  2  314901      Local  2  314902    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,1,2,2,2,,,,,,,,,,,,,,,,1,,1,1,2,2,,,,1,1,2,2,2,,,,,,,,
147.18,0.6,100,K7JL,"Snowbird, Hidden Peak",UT,OPEN,,242.5,NW,,147.18,147.78,100,Utah,On-Air,,UVHFS,,,"Wide area: Northern Utah, extreme Southwestern Wyoming, Southeastern Idaho, spotty coverage into Western Colorado and Eastern Nevada.  Map",Intermountain Intertie,E-power.,K7JL,,,11,,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to  
        146.86000 (K7JL) at Evanston, Medicine Butte, WY .
 


Full-time to the  Intermountain Intertie System .",,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,242.8,NE,,446.975,441.975,,Jefferson,On-Air,http://www.w0dmr.org/,,,,Denver Metro Area,,,W0DMR,,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,0,,,,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,100,AC7DU,Saratoga Springs,UT,OPEN,,243.3,NW,,447.675,442.675,100,Utah,On-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DN40aj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,131.8,K7JL,"Brighton, Scott's Peak",UT,OPEN,,243.5,NW,,449.525,444.525,131.8,Salt Lake,On-Air,http://utahvhfs.org/snowlink.html,UVHFS,,,"Wide area: Western Salt Lake Valley up to Malad, East to Evanston and Vernal.",Intermountain Intertie,,K7JL,,,10,131.8,"Full-time to  
        147.20000 (N7ZOI) at Midway, Wilson Peak, UT .
 


Full-time to the  Intermountain Intertie System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,100,K7JL,"Brighton, Scotts Peak",UT,OPEN,,243.5,NW,,145.27,144.67,100,Salt Lake,On-Air,http://utahvhfs.org/snowlink.html,UVHFS,,,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",Intermountain Intertie,E-power.,,,,10,,Full-time to the  Intermountain Intertie System .,,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,243.9,NE,,448.75,443.75,100,Jefferson,On-Air,,CCARC,,,Local.,N0ELY,E-power.,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,244,NE,,447.825,442.825,D073,Jefferson,On-Air,,CCARC,,,,,,Denver Radio Club,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",D073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,245.6,NE,,448.35,443.35,,Jefferson,On-Air,http://www.DWARC.com,CCARC,,,Denver Metro and surrounding,,,Denver Water Amateur Radio Club (DWARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,245.6,NE,,147.21,147.81,100,Jefferson,On-Air,http://www.dwarc.com,,,,,,,Denver Water Amateur Radio Club,,3241,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,,KC7OXI,"Draper,  South Mountain",UT,OPEN,,245.7,NW,,448.35,443.35,,Salt Lake,Off-Air,,UVHFS,,,Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,,5,Rocky Mtn RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,KA7SLC,Bountiful,UT,CLOSED,,245.8,NW,,448.8,443.8,88.5,Davis,Off-Air,,UVHFS,,,North Salt Lake to South Ogden.,,"Remote base, 5,100'.",Rocky Mtn RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.9,-1.6,156.7,N7IMF,"Draper, Point of the Mountain",UT,CLOSED,,245.8,NW,,224.9,223.3,156.7,Utah,On-Air,,UVHFS,,,,,,UHDARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,246,NE,,146.91,147.51,123,Boulder,On-Air,http://goldhilltown.com/,,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Town of Gold Hill, Colorado",,,,,There is a MOU With BCARES for repeater use.,127.3,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,127.3,KO7R,"Cedar Fort, Internet Mountain",UT,OPEN,,246.5,NW,,449.7,444.7,127.3,Utah,On-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,247.8,NE,,146.7,146.1,100,Boulder,On-Air,BARC Repeaters,CCARC,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,6,Boulder Co ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,88.5,KE7QGT,Draper,UT,OPEN,,247.9,NW,,447,442,88.5,Salt Lake,Off-Air,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,100,KG7EGM,"Draper, Fire Station",UT,OPEN,,247.9,NW,,447.1,442.1,100,Salt Lake,On-Air,http://draperhamradio.wordpress.com,,,,Wide area.,,,DHRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,248,NE,,146.61,146.01,100,Boulder,Off-Air,,CCARC,,,,,,Boulder Amateur Radio Club,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,248,NE,,448.9,443.9,100,Boulder,On-Air,,CCARC,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,6,Boulder ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,100,W7EO,"Vernon,  Vernon Hills",UT,OPEN,,248.1,NW,,449.95,444.95,100,Tooele,,,UVHFS,,Unknown,Tooele Valley and communities from Grantsville down toward Vernon.,,5,"Tooele County ARES, West Desert ARC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,,WA7GIE,"Riverton, Flat Top",UT,CLOSED,,248.2,NW,,448.625,443.625,,Salt Lake,Off-Air,,UVHFS,,,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Cactus-Intertie,Remote base.,Desert ARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,WA7GIE,"Vernon, Black Crook Peak",UT,CLOSED,,248.4,NW,,448.975,443.975,,Tooele,Off-Air,,UVHFS,,,Wide area: Tooele Valley and communities from Grantsville down toward Vernon.,Cactus-Intertie,9,Desert ARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,W7EO,"Vernon, Black Crook Peak",UT,OPEN,,248.4,NW,,145.39,144.79,100,Tooele,On-Air,,UVHFS,,,West-central Utah around Delta. Tooele Valley and communities from Grantsville down toward Vernon.,,"Autopatch, 9,274'.","Tooele County ARES, West Desert ARC",,,,,"Full-time to  
        146.98000 (W7EO) at Tooele, Black Mountain, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,248.5,NE,,147.03,147.63,100,Boulder,On-Air,,CCARC,,,,Boulder County Amateur Radio Emergency Service,,KI0HG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,248.7,NE,,447.75,442.75,141.3,Boulder,On-Air,,CCARC,,,,,,Rocky Mountain Ham Radio,,3450,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,248.7,NE,,446.9875,441.9875,,Boulder,On-Air,,,,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,Rocky Mountain Ham Radio,,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,248.7,NE,,145.46,144.86,107.2,Boulder,On-Air,,CCARC,,,Boulder/Denver Metro,CRA VHF Link System,"Closed autopatch, e-power.",Colorado Repeater Association (CRA),347086,3990,,107.2,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,248.7,NE,,224.02,222.42,,Boulder,On-Air,RMVHS repeaters,CCARC,,,Denver metro area.,,8,Rocky Mtn VHF Soc,217336,,,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,248.7,NE,,445.05,440.05,,Boulder,On-Air,,CCARC,,,Wide area,,BrandMeister Network,Rocky Mountain Ham Radio,,,,,,,,,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,248.7,NE,,447.975,442.975,107.2,Boulder,On-Air,,CCARC,,,Wide area: Boulder/Longmont area.,,Closed autopatch.,Colorado Repeater Association (CRA),,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,249.7,NE,,1299.5,1279.5,,Boulder,On-Air,,CCARC,,,,,E-power.,Boulder County ARES,,,,,,,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,249.7,NE,,449.55,444.55,100,Boulder,On-Air,,CCARC,,,Denver metro area.,,8,Rocky Mtn VHF Soc,217336,,,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,249.7,NE,,446.8625,441.8625,,Boulder,On-Air,,CCARC,,,,,,Boulder County ARES,,,,,,,,,,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,249.7,NE,,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,,,Wide area.,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Full-time to the  Colorado TRBO System .,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,249.7,NE,,449.4,444.4,91.5,Boulder,Off-Air,http://www.ked-wireless.com/products1.htm,CCARC,,,,,2,BARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.375,-5,100,W7ROY,Sandy,UT,OPEN,,250,NW,,448.375,443.375,100,Salt Lake,On-Air,,UVHFS,,,Salt Lake Valley communities from Salt Lake City to Draper.,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,251.3,NE,,447.9,442.9,CSQ,Denver,Off-Air,,CCARC,,,,,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,D125,KE7GHK,"Salt Lake, Carrigan Ridge",UT,OPEN,,251.3,NW,,145.41,144.81,D125,Salt Lake,,,UVHFS,,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,251.3,NE,,449.65,444.65,,Denver,On-Air,,CCARC,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,251.3,NE,,447.925,442.925,100,Denver,On-Air,,CCARC,,,,,,RADOPS El Jebel Shriners,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,251.3,NE,,449.675,444.675,,Denver,On-Air,,CCARC,,,,,,Colorado Amateur Repeater Network (CARN),,7708,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,251.4,NE,,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,CCARC,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,E-power.,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,251.4,NE,,448.075,443.075,123,Denver,On-Air,,CCARC,,,,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,251.4,NE,,146.715,146.115,123,Denver,On-Air,,CCARC,,,,,E-power.,EARS,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,251.4,NE,,448.55,443.55,82.5,Denver,Off-Air,,CCARC,,,,,E-power.,HPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,251.9,NE,,447.175,442.175,100,Denver,On-Air,,CCARC,,,,,,W0JRL,201712,,,100,,29997,,,,,,,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,252.3,NE,,145.3875,144.7875,,Boulder,On-Air,http://bouldercountyares.org/technical/d-star,CCARC,,,20,,E-power.,Boulder County ARES,,,,,,,,,,,,,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,252.3,NE,,1283.8625,1263.8625,,Boulder,On-Air,,CCARC,,,20,,E-power.,Boulder County ARES,,,,,,,,,,,,,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,252.6,NE,,146.73,146.13,91.5,Boulder,Off-Air,http://www.ked-wireless.com/products1.htm,CCARC,,,Local,,12,BARC,115482,,,91.5,,,,,,,,,,,,,,,,,,,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,252.7,NE,,449.3,444.3,100,Adams,On-Air,,CCARC,,,,,,N1UPS,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,253.3,SE,,145.45,144.85,,San Miguel,Off-Air,,NMFCC,,,Wide area.,,"E-power, linked.",KB5WEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,253.8,NE,,449.825,444.825,103.5,Boulder,On-Air,Repeater,CCARC,,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,6,Rocky Mountain Radio League,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,253.8,NE,,448.925,443.925,131.8,Boulder,On-Air,,CCARC,,,,,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,118.8,N7HRC,"Herriman, High School",UT,OPEN,,254.2,NW,,449.25,444.25,118.8,Salt Lake,On-Air,,UVHFS,,,,,,Herriman Amateur Radio Club,,,,,,,Emergency Communications Net: Sun at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,114.8,K7LNP,West Jordan,UT,OPEN,,254.7,NW,,447.575,442.575,114.8,Salt Lake,,,UVHFS,,Unknown,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9375,-5,CC1,N6DVZ,West Jordan,UT,OPEN,,254.9,NW,,447.9375,442.9375,,Salt Lake,On-Air,http://www.dmr-utah.net,UVHFS,,,Greater Salt Lake Valley to Ogden,,,,,,,,,,,,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,DMR-UTAH,1,1,1,,2,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,
447.75,-5,100,WD7P,West Jordan,UT,OPEN,,254.9,NW,,447.75,442.75,100,Salt Lake,,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,91.5,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,255,SW,,146.78,146.18,91.5,Coconino,On-Air,,ARCA,,,,,,Bill Williams Mtn Radio Club,,,9,,,,BWMRC Net Thurs 7:00pm,,,,,,,,,,,,,,,,,,,DM35ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.075,-25,218.1,WB7BYV,"Williams, Bill Williams Mountain",AZ,OPEN,A,255,SW,,927.075,902.075,218.1,Coconino,On-Air,,ARCA,,,,,,WB7BYV,,,,218.1,"Full-time to  
        927.12500 (WB7BYV) at Prescott, Mt Union, AZ .
 


Full-time to  
        927.38750 (WB7BYV) at Prescott, AZ .
 


Full-time to  
        927.11250 (WB7BYV) at Cottonwood, Mingus Mountain, AZ .",41510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.7875,-5,,K7NAZ,"Williams,  Bill Williams Mountain",AZ,OPEN,,255,SW,,445.7875,440.7875,,Coconino,On-Air,,,,,,,,Bill Williams Mt. Radio Club,,,,,,,,,,,,,,,K7NAZ (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284.6,-20,,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,255,SW,,1284.6,1264.6,,Coconino,On-Air,,ARCA,,,,,"E-power, linked.",Bill Williams Mountain Radio Club,,,,,,,,,,,,,,,K7NAZ (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,123,K7NAZ,"Williams, Bill Williams Mountain",AZ,OPEN,,255,SW,,449.75,444.75,123,Coconino,Off-Air,,ARCA,,,Wide area. 50 mi radius.,,,Bill Williams Mountain Radio Club,,,9,,,,,,,,,,,,,,,,,,,,,,,DM35ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,,K6DLP,"Williams,  Bill Williams Mountain",AZ,CLOSED,,255,SW,,448.275,443.275,,Coconino,On-Air,,,,,,,,K6DLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.02,-5,,NR7G,"Williams,  Bill Williams Mountain",AZ,CLOSED,,255,SW,,448.02,443.02,,Coconino,On-Air,,ARCA,,,,,,K6TWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
