Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Features,Coordination,Last update,Downlink Tone,Op Status,Affiliate,Links,Coverage,Nets,Web links,Notes,EchoLink,DMR Enabled,Color Code,Wide Network,Grid,IRLP,AllStar,Commands,Talkgroup Network,Talkgroups,Wyoming,WyLOCAL,YSF Digital Enabled,DG-ID,Mixed-Mode,Colorado,Southern Colorado,Denver Regional,Northern Colorado,D-STAR Enabled,Node,Sources,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Local Network,Feed,Worldwide English,DCI Bridge,N. Colorado,TAC 310,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Location Photo
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,140.5,SE,yes,449.3,444.3,100,Adams,,N1UPS,,CCARC,yes,,On-Air,,,,,,,43699,,,,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,141.7,SE,yes,448.575,443.575,103.5,Park,,,,CCARC,yes,103.5,Off-Air,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",Western Park County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,141.8,S,yes,146.79,146.19,107.2,Montrose,,KC0UXX,E-power.,CCARC,yes,107.2,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,141.8,S,yes,146.91,146.31,107.2,Montrose,,,E-Power,CCARC,yes,107.2,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,141.9,SSE,yes,447.65,442.65,151.4,Gunnison,,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",CCARC,yes,151.4,On-Air,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",Gunnison valley and along East and west on Highway 50.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,141.9,SE,yes,147.045,147.645,123,Adams,,Northglenn RA,E-power.,CCARC,yes,CSQ,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,143.7,SSE,yes,146.745,146.145,100,Chaffee,,CLARA,E-power.,CCARC,yes,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,143.8,SE,yes,447.5,442.5,88.5,Jefferson,,Aurora Repeater Association,E-power.,CCARC,yes,88.5,On-Air,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,144.4,W,yes,147.28,147.88,107.2,Duchesne,,AD7ZW,Autopatch,UVHFS,yes,107.2,On-Air,,,,,http://ad7zwrepeater.xyz,,458414,,,,,3205,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,144.5,W,yes,146.74,146.14,100,Duchesne,,,Autopatch.,UVHFS,yes,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,144.5,E,yes,449.9375,444.9375,,Laramie,,,,WRCG,yes,,On-Air,,Full-time to the  Rocky Mountain Ham System .,,,https://www.rmham.org/wordpress/,,,yes,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,145,SE,yes,447.175,442.175,100,Denver,,W0JRL,,CCARC,yes,100,On-Air,,,,,,,201712,,,,,,29997,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,145.6,SE,yes,449.675,444.675,,Denver,,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,On-Air,,,,,,,,,,,,7708,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,145.6,SE,yes,447.925,442.925,100,Denver,,RADOPS El Jebel Shriners,,CCARC,yes,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,145.6,SE,yes,145.475,144.875,100,Jefferson,,Intermountain Repeater Group,E-power.,CCARC,yes,,On-Air,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,145.6,SE,yes,447.9,442.9,CSQ,Denver,,WB0TPT,,CCARC,yes,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,145.6,SE,yes,448.55,443.55,82.5,Denver,,HPRA,E-power.,CCARC,yes,,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,145.6,SE,yes,448.075,443.075,123,Denver,,W0IG,,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,145.6,SE,yes,146.715,146.115,123,Denver,,EARS,E-power.,CCARC,yes,123,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,145.6,SE,yes,449.65,444.65,,Denver,,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,145.8,SE,yes,449.6,444.6,100,Jefferson,,Denver Radio League,,CCARC,yes,,On-Air,,,,,DRL Repeaters,,690473,,,,,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,145.8,SE,yes,146.88,146.28,100,Jefferson,,Denver Radio League,E-power.,CCARC,yes,,On-Air,,,Wide Area,,DRL Repeaters,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,145.9,WNW,yes,144.635,145.235,100,Uinta,,Bridger Valley Amateur Radio Club,,,yes,,Off-Air,,,I-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,146.2,SSW,yes,449.4,444.4,131.8,Mesa,,"WA4HND,  Grand Mesa Repeater Association",E-power.,CCARC,yes,131.8,On-Air,,Full-time to the  GMRA Open System .,Wide area via links - Western Colorado - Eastern Utah,RACES Wed 1930 Hrs,http://www.gmra.org,Closed IRLP out - Ask for a control op,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,147.1,ESE,yes,224.96,223.36,CSQ,Weld,,AC0KC,,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,147.2,S,yes,448.65,443.65,,Montrose,,KB0YNA,,,yes,151.4,On-Air,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,147.2,S,yes,447.2,442.2,107.2,Montrose,,,9,CCARC,yes,107.2,On-Air,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,Delta/Montrose,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,Closed IRLP out - Ask for a control op,,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,148,SE,yes,146.685,146.085,107.2,Park,,Mountain ARC (MARC),"Closed autopatch, e-power.",CCARC,yes,107.2,On-Air,,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,148.1,SE,yes,147.36,147.96,107.2,Park,,,E-power.,CCARC,yes,107.2,On-Air,,,Wide area.,,CMRG Repeaters,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,110.9,KD7PPP,"Lander, airport",WY,OPEN,,148.5,NNW,yes,145.445,144.845,110.9,Fremont,,"KC7CJN, WB7CJT",,WRCG,yes,,On-Air,FCARS,,Lander and north to Wind River Canyon and south in the Wind River Mountains.,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,148.7,E,yes,146.775,146.175,114.8,Laramie,,Shy-Wy Amateur Radio Club,"E-power, WX.",WRCG,yes,,On-Air,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,148.9,E,yes,449.9,444.9,100,Laramie,,N7JJY,,,yes,100,On-Air,,,From 5 miles to 25 miles,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,148.9,E,yes,147.105,147.705,114.8,Laramie,,ShyWyArc,,WRCG,yes,91.5,On-Air,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,148.9,E,yes,145.235,144.635,114.8,Laramie,,N7GT,,WRCG,yes,,On-Air,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",Local: Cheyenne.,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,149.2,SE,yes,447.3,442.3,107.2,Weld,,,,CCARC,yes,,On-Air,,,,,,,405804,,,,,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,149.3,E,yes,448.95,443.95,151.4,Laramie,,,,WRCG,yes,151.4,On-Air,,,Local,,,Brandmiester and analog.,,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,149.3,ESE,yes,448.475,443.475,100,Weld,,Weld Amateur Radio Society (WARS),,CCARC,yes,,On-Air,,,,,http://www.warsco.org/,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,149.3,ESE,yes,449.325,444.325,,Weld,,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,149.3,ESE,yes,147,147.6,100,Weld,,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",CCARC,yes,100,On-Air,,,,,,,,,,,,3839,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,149.7,ESE,yes,449.725,444.725,127.3,Weld,,K0OJ,"Autopatch, WX.",CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,149.8,ESE,yes,146.85,146.25,100,Weld,,Northern Colorado ARC,"E-power, WX.",CCARC,yes,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,151.9,W,yes,147.26,147.86,,Duchesne,,Borderline ARC,5,UVHFS,yes,,On-Air,,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,152.9,SSE,yes,145.325,144.725,100,Chaffee,,Chaffee Lake Amateur Repeater Association,,,yes,,On-Air,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,153.3,SE,yes,448.275,443.275,156.7,Arapahoe,,W0BG,,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,153.3,SE,yes,448.825,443.825,,Arapahoe,,,,,yes,,On-Air,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,30584,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,153.3,SE,yes,447.625,442.625,100,Adams,,Intermountain Repeater Group,,,yes,,On-Air,,,Local/North Metro,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,153.3,SE,yes,448.4,443.4,94.8,Arapahoe,,,,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,153.4,SE,yes,448.5,443.5,100,Denver,,Castle Rock Repeater Group,E-power.,CCARC,yes,,On-Air,,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,D261,N7HYF,"Lander, Limestone Mountain",WY,PRIVATE,,154.9,NNW,yes,449.9,444.9,D261,Fremont,,N7HYF,,WRCG,yes,D261,On-Air,,"Full-time to  
        53.03000 (N7HYF) at Lander, WY .
 


Full-time to  
        147.06000 (N7HYF) at Boysen, Boysen Peak, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,155.2,SE,yes,446.925,441.925,,Douglas,,,,CCARC,yes,,On-Air,,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,See the website for programming info.,,yes,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,155.2,SE,yes,447.525,442.525,146.2,Douglas,,EmComm Colorado,,CCARC,yes,146.2,On-Air,Colorado ARES,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,155.3,SE,yes,449.15,444.15,,Arapahoe,,Colorado Amateur Repeater Network (CARN),,CCARC,yes,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,155.9,SE,yes,448.15,443.15,141.3,Denver,,K0GUR,E-power (batt).  2 meter and 70cm channel steerable remote bases.,CCARC,yes,141.3,On-Air,,Full-time to the  The Fun Machine System .,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",k0jsc.com,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,24340,,,,DM79pt,,29436,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,156.9,SE,yes,449.925,444.925,114.8,Weld,,KD0RG,,CCARC,yes,114.8,On-Air,K0UPS Club,,,,,,448035,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,157.4,SE,yes,449.7,444.7,107.2,Park,Unknown,CMRG,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,157.6,SE,yes,446.875,441.875,,Douglas,,W0VG,,CCARC,yes,,On-Air,RMHAM,Full-time to the  Colorado TRBO System .,,,http://www.rmham.org,,,yes,6,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,157.8,SE,yes,449.95,444.95,77,Douglas,,W9SL Owner,,CCARC,yes,77,On-Air,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,159.6,E,yes,449.3,444.3,,Laramie,,WU7G,,,yes,,On-Air,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,159.7,SE,yes,145.19,144.59,151.4,Arapahoe,,N0OBA,Autopatch (please contact trustee).,,yes,131.8,On-Air,,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,159.7,WSW,yes,449.05,444.05,88.5,Carbon,,Sinbad Desert ARC,Remote base.,UVHFS,yes,,On-Air,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,http://sdarc.us/repeaters/bruin.html,,64264,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,159.7,WSW,yes,147.32,147.92,88.5,Carbon,,Sinbad Desert ARC,Remote base.,UVHFS,yes,,On-Air,,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,http://sdarc.us/repeaters/bruin.html,110,64264,,,,DM49tp,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,159.8,SSE,yes,446.8125,441.8125,,Chaffee,,RMHAM,,,yes,,On-Air,,,,,,,,yes,0,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,159.8,SSE,yes,446.975,441.975,,Chaffee,,Crestone Amateur Radio Emergency Services,,CCARC,yes,,On-Air,Crestone Amateur Radio Emergency Services,,,,KD0QPG,,,,,,,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,159.8,SE,yes,447.525,442.525,203.5,Douglas,,EmComm Colorado,,CCARC,yes,146.2,On-Air,Colorado ARES,,"Denver metropolitan area, front range foothills",,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,159.8,WSW,yes,145.175,144.575,,Carbon,,SDARC,,,yes,,On-Air,Sinbad Desert A.R.C.,,Eastern Utah,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,159.9,SE,yes,448.7,443.7,146.2,Douglas,,,,,yes,,On-Air,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,161.1,SE,yes,145.4,144.6,100,Arapahoe,,Castle Rock Repeater Group,"Autopatch, e-power.",CCARC,yes,,On-Air,,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,161.2,SE,yes,449.425,444.425,D023,Arapahoe,,K0PWO,,,yes,D023,Off-Air,,,,,,Colorado SNP (Shared non-protected pair),,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,162.3,SE,yes,449.975,444.975,100,Douglas,,K0JSC,Simulcast and Voted with Cedarwood and Methodist.,CCARC,yes,100,On-Air,The Fun Machine,Full-time to the  The Fun Machine System .,,,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,162.3,SE,yes,147.225,147.825,107.2,Douglas,,Colorado Repeater Association (CRA),Closed autopatch,CCARC,yes,107.2,On-Air,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",Wide area,"CRA Net, Sunday 9AM",Colorado Repeater Association,,347086,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,162.3,SE,yes,448.425,443.425,107.2,Douglas,,Colorado Repeater Association (CRA),,,yes,107.2,On-Air,ARESDEC,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",Wide area,,http://www.w0cra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,163.9,SSE,yes,145.295,144.695,107.2,Chaffee,,Cheyenne Mtn Repeater Group,,CCARC,yes,,On-Air,,,Wide area.,,CMRG Repeaters,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
