Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Grid,Coverage,Downlink Tone,Features,Links,Nets,Notes,EchoLink,IRLP,AllStar,Denver Regional,Location Photo,Feed,Commands,On-air,Talkgroup Network,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Europe,Southwest USA,Wyoming,WyLOCAL
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,122.6,NNE,,147.27,147.87,,,,Boulder,On-Air,Longmont ARC (LARC),,http://w0eno.org/?q=node/11,CCARC,,100,,,,,,,,Wide area: Northern Colorado.,100,"Closed autopatch, e-power, EchoLink.","Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,122.6,NNE,,448.525,443.525,,,,Boulder,On-Air,N0EPA,,,CCARC,,151.4,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,122.6,NNE,,448.8,443.8,,,,Boulder,On-Air,Longmont ARC,,,CCARC,,88.5,,,,,,,,,88.5,30,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,122.7,NNE,,447.625,442.625,,,,Adams,On-Air,Intermountain Repeater Group,,Intermountain Repeater Group,,,100,,,,,,,,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,123.4,SSW,,145.43,144.83,,,,Rio Arriba,On-Air,SJC EMCOMM,,,NMFCC,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,123.6,SE,,446.775,441.775,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,124.4,NNE,,224.96,223.36,,,,Weld,On-Air,AC0KC,,,CCARC,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,124.8,SE,,147.375,147.975,,,,Las Animas,Off-Air,K0BV,,,CCARC,,100,,,,,,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,124.8,SE,,447.375,442.375,,,,Las Animas,On-Air,KG5JL,,,CCARC,,100,,,,,,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,E-power (batt).,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,124.8,SE,,449.6,444.6,,,,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,,CMRG Repeaters,CCARC,,107.2,,,,,,,,Wide area.,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,125.4,SW,,146.7,146.1,,,,La Plata,On-Air,Durango ARC,,http://durangoarc.org/,CCARC,,100,,,,,,,,Local.,100,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,125.7,NE,,449.925,444.925,,,,Weld,On-Air,KD0RG,K0UPS Club,,CCARC,,114.8,,,,,,,DN70,,114.8,,,,,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,125.9,WNW,,446.9125,441.9125,,,,Mesa,On-Air,Bill Frost,,,,,,,1,,,,,,"Grand Junction, I70",,,,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,125.9,ESE,,449.9,444.9,,,,Lincoln,On-Air,,BSAR,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,126.4,SW,,147.345,147.945,,,,La Plata,On-Air,Colorado Connection,,,CCARC,,88.5,,,,,,,,Durango and north towards Molas Divide.,123,,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,126.4,SW,,445.1375,440.1375,,,,La Plata,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,,,,7,,,,,,,,,,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,126.6,WNW,,449.3,444.3,,,,Mesa,On-Air,,,http://www.gmra.org/,CCARC,,107.2,,,,,,,,Wide Area I-70 West Rifle to Western Utah,107.2,e-power Linked to GMRA Open System,,RACES Wed 1930 hrs,Closed IRLP out,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,127.2,WNW,,449.8,444.8,,,,Garfield,On-Air,,,GMRA Repeaters,CCARC,,107.2,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,128.3,SSE,,145.25,144.65,,,,Taos,On-Air,Taos ARC,,Taos Amateur Radio Club,NMFCC,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,129.5,NNE,,146.685,146.085,,,,Larimer,On-Air,Estes Valley ARC,,,CCARC,,123,,,,,,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,E-power.,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",625757,7268,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,129.8,N,,449.8,444.8,,,,Larimer,On-Air,Estes Valley ARC,,,CCARC,,123,,,,,,,,,,E-Power,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",625757,7268,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,130,SSE,,145.39,144.79,,,,Taos,On-Air,Taos ARC,,Taos Amateur Radio Club,NMFCC,,100,,,,,,,,Wide area.,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,130.4,S,,145.175,144.575,,,,Taos,Off-Air,NMEMA ARC,,,NMFCC,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,130.4,S,,146.76,146.16,,,,Taos,On-Air,Taos ARC,,,,,67,,,,,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,131.4,E,,449.25,444.25,,,,Elbert,On-Air,K0UPS Club c/o N1UPS,,,CCARC,,123,,,,,,,,"I-70 Limon, Co area.",123,Full duplex node.,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",3349,3349,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,132.6,SW,,147.15,147.75,,,,La Plata,On-Air,,,http://www.sjcham.com,CCARC,,100,,,,,,,,Bayfield,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,134.2,SW,,146.67,146.07,,,,La Plata,On-Air,Durango ARC,,DARC Repeaters,CCARC,,100,,,,,,,,Wide area.,,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",,Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,134.4,SW,,448.625,443.625,,,,La Plata,On-Air,KC5EVE,,,CCARC,,131.8,,,,,,,,Wide area.,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,134.5,SW,,449.85,444.85,,,,La Plata,On-Air,DARC,,,CCARC,,100,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,135.2,SE,,145.43,144.83,,,,Las Animas,On-Air,Cheyenne Mountain Repeater Group,,CMRG Repeaters,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,135.2,SE,,446.775,441.775,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Colfax,On-Air,Cheyenne Mountain Repeater Group,,http://www.cmrg.org/,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,136.2,SW,,147.135,147.735,,,,La Plata,On-Air,,,http://www.sjcham.com,CCARC,,100,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,136.9,WNW,,448.15,443.15,,,,Mesa,On-Air,,,,CCARC,,100,,,,,,,,,,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,136.9,NNE,,147.195,147.795,,,,Larimer,On-Air,Loveland Repeater Assoc,,,CCARC,,100,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,137.2,SSE,,147.14,147.74,,,,Taos,On-Air,,TaosARC,http://www.taosarc.com/,,,67,,,,,,,,,,11,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,137.9,NNE,,224.32,222.72,,,,Larimer,Off-Air,KN6VV,,,CCARC,,100,,,,,,,,,100,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,137.9,NNE,,449.575,444.575,,,,Larimer,On-Air,Loveland Rptr Assoc,,,CCARC,,100,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,139,SE,,147.36,147.96,,,,Otero,On-Air,,KC0ITF,,,,,,,,,,,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,123,E-power,,,Digital Wires-X,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,11360,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,139,SE,,446.75,441.75,,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Otero,On-Air,,KC0ITF,,,,,,0,,,,,,La Junta,,E-power.,,,Please use Busy Channel LockOut,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,139.7,SW,,145.37,144.77,,,,La Plata,On-Air,,,http://www.sjcham.com,CCARC,,100,,,,,,,,,100,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,139.8,SSE,,444.35,449.35,,,,Colfax,On-Air,,,,NMFCC,,100,,,,,,,,,,,Full-time to the  Mega-Link System .,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,140.3,SSE,,444.975,449.975,,,,Taos,On-Air,N5TSV,,,NMFCC,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,140.3,E,,447,442,,,,Lincoln,On-Air,Delbert Noakes (KC0VJD),,,,,103.5,,,,,,,DM89gb,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,APRS repeater &amp; I-Gate / Weather station,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,30534,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,141.3,SE,,147.28,147.88,,,,Colfax,On-Air,,,,NMFCC,,100,,,,,,,,Wide area.,,8,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,141.6,WNW,,145.175,144.575,,,,Mesa,On-Air,,,,CCARC,,107.2,,,,,,,,Greater grand Junction area.,,"E-power,",,,,,3161,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,141.9,NNW,,147.165,147.765,,,,Routt,On-Air,Colorado Connection,,,,,88.5,,,,,,,,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,141.9,NNW,,449.625,444.625,,,,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,http://colcon.org,,,123,,,,,,,,Local Steamboat Area,123,Statewide Linked System,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,141.9,NNW,,147.21,147.81,,,,Routt,On-Air,SSARC,,,CCARC,,107.2,,,,,,,,,107.2,"Linked, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,142.1,WNW,,147.39,147.99,,,,Mesa,,KE0TY,,,CCARC,,107.2,,,,,,,,,,Linked.,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,142.1,SSE,,147.04,147.64,,,,Colfax,On-Air,NMEMA ARC,,,NMFCC,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,142.1,WNW,,146.82,146.22,,,,Mesa,On-Air,,,,CCARC,,107.2,,,,,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,142.2,WNW,,447.5,442.5,,,,Mesa,,KC0ARV,,,CCARC,,114.8,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,142.2,WNW,,147.105,147.705,,,,Mesa,On-Air,K0SSI,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,142.2,WNW,,449.775,444.775,,,,Mesa,On-Air,,,,CCARC,,173.8,,,,,,,,,88.5,,,,,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,142.2,WNW,,449,444,,,,Mesa,On-Air,KB0SW,Grand Mesa Repeater Assoc,,CCARC,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,142.2,WNW,,446.775,441.775,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Mesa,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,142.2,WNW,,145.22,144.62,,,,Mesa,,KE0TY,,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,142.5,NNE,,448.025,443.025,,,,Larimer,On-Air,Northern Colorado ARC,,,CCARC,,100,,,,,,,,,100,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,142.6,SW,,442.375,447.375,,,,Montezuma,On-Air,San Juan Connection,,,,,100,,,,,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,142.7,WNW,,147.355,146.755,,,,Mesa,On-Air,Colorado Connection,,,CCARC,,88.5,,,,,,,,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,143.1,W,,449.4,444.4,,,,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",,http://www.gmra.org,CCARC,,131.8,,,,,,,,Wide area via links - Western Colorado - Eastern Utah,131.8,E-power.,Full-time to the  GMRA Open System .,RACES Wed 1930 Hrs,Closed IRLP out - Ask for a control op,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,143.8,E,,446.7375,441.7375,,,,Lincoln,On-Air,K0RTS KC0VJD,RMHam,,CCARC,,,,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",,,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,144.1,NNE,,447.725,442.725,,,,Larimer,On-Air,W7RF,,,CCARC,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,144.2,E,,147.06,147.66,,,,Lincoln,On-Air,BSARC,,http://www.bigsandyradio.com/,CCARC,,103.5,,,,,,,,"I-70, US-71, US-287, US-40, US-24",,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,Big Sandy Net: Wed 19:00,,791116,3794,42740,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,144.2,NNE,,446.7375,441.7375,,,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,CCARC,,,,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,Wide area: North Front Range.,,DMR-MARC World Wide Network,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",Repeater ID: 310803,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,1,1,2,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,144.2,NNE,,447.45,442.45,,,,Larimer,On-Air,,,,CCARC,,123,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,144.2,NNE,,1283.55,1263.55,,,,Larimer,On-Air,K1TJ Repeater System,,http://www.k1tj.com/,CCARC,,100,,,,,,,,Northern Colorado Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,145,NNE,,927.825,902.825,,,,Larimer,On-Air,AB0SF,,,CCARC,,100,,,,,,,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",100,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,145,NNE,,224.52,222.92,,,,Larimer,Off-Air,Northern Colorado ARC,,,CCARC,,100,,,,,,,,,100,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,145,NNE,,145.115,144.515,,,,Larimer,On-Air,Northern Colorado ARC,,,CCARC,,100,,,,,,,,Wide area.,100,7,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,145,NNE,,927.95,902.95,,,,Larimer,On-Air,K1TJ Repeater System,,,CCARC,,100,,,,,,,,Northern Front Range,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,145,NNE,,447.275,442.275,,,,Larimer,On-Air,Northern Colorado ARC,,,CCARC,,100,,,,,,,,Wide area.,100,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,145.2,NNE,,446.75,441.75,,,,Larimer,On-Air,Rocky Mountain Ham Radio,,http://www.rmham.org,CCARC,,,,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,Full-time to the  Colorado TRBO System .,,See website for complete info on color codes/time slot assignment.,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,145.2,NNE,,145.265,144.665,,,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,Brandmeister Network,http://www.w0dmr.org/,CCARC,,,,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,Northern Colorado Front Range Wide Area coverage.,,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,BrandMeister US,,,,,,1,2,,,,,,,,,,,,,2,1,1,,,,,
