Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update,Links,Coordination,Web links,Downlink Tone,AllStar,Affiliate,Notes,EchoLink,IRLP,Grid,D-STAR Enabled,Node,Sources,Commands,Nets,YSF Digital Enabled,DG-ID,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Feed,Location Photo,On-air,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local/Cluster,Denver Regional,Northern Colorado,WIRES-X
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,184.2,NNW,yes,447.6,442.6,,Garfield,,40,Ski Country ARC (SCARC),50,yes,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",CCARC,,,,,Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,184.2,NNW,yes,449.85,444.85,131.8,Garfield,On-Air,Glenwood Springs,,e-power  Linked to GMRA Open System,yes,Full-time to the  GMRA Open System .,CCARC,http://GMRA.org,131.8,,Grand Mesa Repeater Assoc,RACES net Wed 1930 Hrs Local,,,,,,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,184.2,SE,yes,146.88,146.28,,Quay,On-Air,,WA5EMA,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,184.2,SE,yes,224.98,223.38,,Quay,,,WA5EMA,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,184.2,SE,yes,443.75,448.75,,Quay,On-Air,Local coverage in town.,WA5EMA,,yes,,NMFCC,,,,,EchoLink active during daytime hours.,406798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,184.4,N,yes,447.85,442.85,141.3,Clear Creek,On-Air,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,yes,,CCARC,,141.3,29571,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,185.4,NNE,yes,147.33,147.93,100,Jefferson,On-Air,Metro Denver and the foothills.,Denver Radio Club,E-power.,yes,,CCARC,DRC Repeaters,,,,Not recommeded to use tone squelch on this repeater.,,,,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,185.4,NNE,yes,224.38,222.78,100,Jefferson,On-Air,,Denver Radio Club,,yes,,CCARC,DRC Repeaters,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,185.4,NNE,yes,449.775,444.775,100,Jefferson,On-Air,Metro Denver,Denver Radio Club,,yes,,CCARC,Denver Radio Club,100,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,185.4,N,yes,449.05,444.05,107.2,Denver,On-Air,Wide area.,WG0N,E-power.,yes,,CCARC,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,186,SW,yes,449.75,444.75,100,McKinley,On-Air,,KC5WDV,,yes,,NMFCC,,,,,,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,186.2,NNE,yes,53.09,51.39,107.2,Jefferson,On-Air,Metro Denver area.,Denver Radio Club,E-power.,yes,,CCARC,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,186.7,NNE,yes,927.8375,902.025,,Douglas,On-Air,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,yes,,CCARC,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,187.1,SE,yes,147.22,147.82,100,Quay,On-Air,Wide area.,Mega-Link Rptr System,4,yes,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,187.2,NNE,yes,448.75,443.75,100,Jefferson,On-Air,Local.,,E-power.,yes,,CCARC,,100,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,187.3,NNE,yes,145.4,144.6,100,Arapahoe,On-Air,Greater Denver area.,Castle Rock Repeater Group,"Autopatch, e-power.",yes,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,187.5,N,yes,146.985,146.385,100,Denver,On-Air,,El Jebel RADOPS,E-power.,yes,,CCARC,,100,,,,,3346,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,187.5,N,yes,145.28,144.68,100,Jefferson,On-Air,Wide area.,,"Closed autopatch, e-power, linked.",yes,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,Intermountain Repeater Group,,,,"PL is usually off, allowing use by older transceivers.",,,,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,187.5,N,yes,449.525,444.525,CSQ,Jefferson,On-Air,,KE0SJ,E-power.,yes,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",CCARC,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,187.5,NNE,yes,145.37,144.77,,Jefferson,On-Air,,Rocky Mountain Ham Radio,,yes,,CCARC,Rocky Mountain Ham Radio,,,,See the website for programming information.,,,,,,,,,,,,,,,yes,7,yes,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,187.5,NNE,yes,1283.9625,1263.9625,,Jefferson,On-Air,,Colorado D-Star,,yes,,CCARC,Colorado D-Star,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,187.5,NNE,yes,1299.9,1299.9,,Jefferson,On-Air,,Colorado D-Star,,yes,,,Colorado D-Star,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,187.5,NNE,yes,145.25,144.65,,Jefferson,On-Air,,Colorado D-Star,,yes,,CCARC,Colorado D-Star,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,187.5,NNE,yes,446.9625,441.9625,,Jefferson,On-Air,,Colorado D-Star,,yes,,CCARC,Colorado D-Star,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,187.5,N,yes,448.625,443.625,100,Jefferson,On-Air,Denver metro area.,Denver Radio Club,E-power.,yes,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",CCARC,DRC Repeaters,100,,,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,187.5,NNE,yes,446.8375,441.8375,,Jefferson,On-Air,,WA2YZT,200,yes,Full-time to the  Colorado TRBO System .,CCARC,,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,yes,7,yes,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,187.5,N,yes,146.64,146.04,100,Jefferson,On-Air,"Wide area. 
   Repeater Coverage Map",Denver Radio League,E-power.,yes,,CCARC,DRL Repeaters,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,187.6,NNE,yes,449.625,444.625,141.3,Jefferson,On-Air,,Rocky Mountain Ham Radio,E-power,yes,,CCARC,,141.3,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,187.8,NNE,yes,447.825,442.825,D073,Jefferson,On-Air,,Denver Radio Club,,yes,,CCARC,,D073,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,187.9,SE,yes,147.34,147.94,131.8,Quay,On-Air,,Big Water ARA,,yes,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,188.3,NNE,yes,449.425,444.425,D023,Arapahoe,Off-Air,,K0PWO,,yes,,,,D023,29791,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,188.3,N,yes,927.8375,902.025,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,yes,,CCARC,,,45770,,The offset is -25.8125,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,188.3,NNE,yes,145.19,144.59,151.4,Arapahoe,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,Autopatch (please contact trustee).,yes,,,,131.8,,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",10079,,,,,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,188.3,N,yes,446.7875,441.7875,,Jefferson,On-Air,,Denver Radio Club,,yes,,CCARC,http://www.w0tx.org/,,,Brandmeister Network,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,188.6,ESE,yes,147.09,147.69,118.8,Baca,,,BCDEARC,,yes,,CCARC,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,188.6,ESE,yes,147.33,147.93,118.8,Baca,Off-Air,,Baca County Amateur Emergency Management,,yes,,CCARC,KZ0DEM Repeaters,118.8,,,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,188.6,ESE,yes,449.2,444.2,118.8,Baca,On-Air,provides coverage to central Baca County,Baca County Div of Emerg Mgt Communications,,yes,,,,118.8,,,,97142,7142,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,189.3,NNE,yes,448.125,443.125,107.2,Jefferson,On-Air,,Denver PD EEB,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,189.3,NNE,yes,927.7875,902.7875,156.7,Jefferson,On-Air,Golden and Denver.,N0PYY,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,189.3,NNE,yes,448.975,443.975,123,Jefferson,On-Air,Wide area.,FRG,Linkable VHF/UHF Remote Base,yes,,CCARC,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,189.5,N,yes,448.85,443.85,88.5,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,yes,,CCARC,ARA Repeaters,88.5,,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,189.5,N,yes,449.75,444.75,103.5,Jefferson,On-Air,,Rocky Mtn Radio League,8,yes,,CCARC,Repeater,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,189.5,N,yes,224,222.4,103.5,Jefferson,On-Air,,Rocky Mountain Radio League,8,yes,,CCARC,Repeater,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,189.5,N,yes,224.74,223.14,88.5,Jefferson,On-Air,,Aurora Repeater Assoc,e-power,yes,,CCARC,ARA Repeaters,88.5,,,,,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,189.5,N,yes,147.15,147.75,100,Jefferson,On-Air,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,yes,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",CCARC,ARA Repeaters,100,,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,189.5,N,yes,145.22,144.62,103.5,Jefferson,On-Air,Wide area.,Rocky Mtn Radio League,8,yes,,CCARC,Repeater,103.5,,,Talk-Group of $FFFF.,,,,,,,,,,,Yes; analog capable.,yes,293,yes,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,190.2,NNE,yes,147.21,147.81,100,Jefferson,On-Air,,Denver Water Amateur Radio Club,,yes,,,http://www.dwarc.com,100,,,,,3241,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,190.2,NNE,yes,448.35,443.35,,Jefferson,On-Air,Denver Metro and surrounding,Denver Water Amateur Radio Club (DWARC),,yes,,CCARC,http://www.DWARC.com,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,190.3,NNW,yes,146.76,146.16,107.2,Garfield,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,yes,,CCARC,,,,,,243117,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,191.3,NNE,yes,446.975,441.975,,Jefferson,On-Air,Denver Metro Area,W0DMR,,yes,,,http://www.w0dmr.org/,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local","Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,yes,0,yes,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,191.4,NNE,yes,447.925,442.925,100,Denver,On-Air,,RADOPS El Jebel Shriners,,yes,,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,191.4,NNE,yes,447.9,442.9,CSQ,Denver,Off-Air,,WB0TPT,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,191.4,NNE,yes,449.65,444.65,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),,yes,,CCARC,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,191.4,NNE,yes,449.675,444.675,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),,yes,,CCARC,,,,,,,7708,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,191.5,NNE,yes,145.475,144.875,100,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,E-power.,yes,,CCARC,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,191.5,NNE,yes,146.715,146.115,123,Denver,On-Air,,EARS,E-power.,yes,,CCARC,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,191.5,NNE,yes,448.075,443.075,123,Denver,On-Air,,W0IG,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,191.5,NNE,yes,448.55,443.55,82.5,Denver,Off-Air,,HPRA,E-power.,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,191.8,NNE,yes,449.15,444.15,,Arapahoe,On-Air,,Colorado Amateur Repeater Network (CARN),,yes,,CCARC,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,192.6,NNE,yes,447.175,442.175,100,Denver,On-Air,,W0JRL,,yes,,CCARC,,100,29997,,,201712,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,193.5,NNE,yes,448.5,443.5,100,Denver,On-Air,Greater Denver area.,Castle Rock Repeater Group,E-power.,yes,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,193.5,NNE,yes,448.4,443.4,94.8,Arapahoe,On-Air,,,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,193.5,NNE,yes,448.275,443.275,156.7,Arapahoe,On-Air,,W0BG,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,193.5,NNE,yes,448.825,443.825,,Arapahoe,On-Air,,,,yes,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,30584
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,193.7,NE,yes,447,442,103.5,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",Delbert Noakes (KC0VJD),APRS repeater &amp; I-Gate / Weather station,yes,,,,,,,,,,DM89gb,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,30534
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,193.8,N,yes,147.285,147.885,88.5,Grand,On-Air,,Colorado Connection,,yes,Full-time to the  Colorado Connection System .,CCARC,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,193.8,NW,yes,147.355,146.755,88.5,Mesa,On-Air,,Colorado Connection,,yes,Full-time to the  Colorado Connection System .,CCARC,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,193.8,NW,yes,447.5,442.5,114.8,Mesa,,,KC0ARV,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,193.8,NW,yes,147.39,147.99,107.2,Mesa,,,KE0TY,Linked.,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,193.8,NW,yes,146.82,146.22,107.2,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,yes,,CCARC,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,193.9,NW,yes,147.105,147.705,,Mesa,On-Air,,K0SSI,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,193.9,NW,yes,449,444,,Mesa,On-Air,,KB0SW,,yes,,CCARC,,107.2,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,193.9,NW,yes,446.775,441.775,,Mesa,On-Air,,,,yes,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,193.9,NW,yes,449.775,444.775,173.8,Mesa,On-Air,,,,yes,,CCARC,,88.5,,,,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,193.9,NW,yes,145.22,144.62,107.2,Mesa,,,KE0TY,,yes,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,194.7,WSW,yes,145.29,144.69,123,McKinley,Off-Air,,NARC,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,195.3,ESE,yes,147.35,147.95,88.5,Cimarron,On-Air,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",CAPROCK / DUST BOWL INTERTIE,,yes,,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,195.3,NW,yes,145.175,144.575,107.2,Mesa,On-Air,Greater grand Junction area.,,"E-power,",yes,,CCARC,,,,,,,3161,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,195.8,WNW,yes,223.94,222.34,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Grand Mesa Rptr Assoc,11,yes,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,195.8,WNW,yes,447.1,442.1,107.2,San Juan,On-Air,Wide area.,Grand Mesa Repeater Association (GMRA),E-power.,yes,Full-time to the  GMRA Open System .,UVHFS,http://gmra.org,107.2,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,195.8,WNW,yes,447.4,442.4,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,11,yes,,UVHFS,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,195.8,WNW,yes,146.61,146.01,88.5,San Juan,On-Air,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Sinbad Desert ARC,Remote base.,yes,,UVHFS,http://www.sdarc.us/repeaters/abajo.html,,,,11.36,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
