Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,County,Op Status,Affiliate,Features,Links,Notes,Web links,Coordination,Last update,Downlink Tone,Coverage,Sponsor,Nets,Grid,EchoLink,YSF Digital Enabled,DG-ID,Mixed-Mode,IRLP,D-STAR Enabled,Node,Sources,AllStar,Feed,Commands,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Denver Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,On-air,Local Network,Southern Colorado,Wyoming,WyLOCAL,Location Photo
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,112,SSW,yes,224.06,222.46,,,,,,,,El Paso,,,"E-power, linked.",,,,CCARC,yes,,Wide area.,Pikes Peak FM Association (PPFMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,112,SSW,yes,448.3,443.3,100,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,112,SSW,yes,927.8,902.8,D116,,,,,,,Teller,On-Air,,6,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,112,SSW,yes,447.475,442.475,107.2,,,,,,,El Paso,,,"Closed autopatch, e-power.","Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,yes,,,Mountain ARC (MARC),MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,112,SSW,yes,448.25,443.25,123,,,,,,,El Paso,Off-Air,,,,,,CCARC,yes,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,113.3,N,yes,145.475,144.875,,,,,,,,Scotts Bluff,On-Air,,e-power.,,,,,yes,,20,RWMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,113.3,N,yes,444.825,449.825,,,,,,,,Scotts Bluff,On-Air,,"Autopatch, e-power.",,,,,yes,,,W0KAV/KW0R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,113.4,NW,yes,53.03,52.03,,,,,,,,Albany,Off-Air,,8,,,http://www.r-vcr.com/k7uwr/repeater.htm,,yes,,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,113.5,W,yes,446.875,441.875,,yes,,,,,,Clear Creek,On-Air,RMHAM,,,,http://www.rmham.org,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,113.5,W,yes,146.82,146.22,123,,,,,,,Grand,,,E-power.,,,,CCARC,yes,,,GCARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,115,N,yes,146.445,146.445,88.5,,,,,,,Scotts Bluff,On-Air,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,http://garymcduffie.com,,yes,88.5,,,,,,,,,3055,,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,116,SSW,yes,448.725,443.725,123,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,117,N,yes,147.075,147.675,,,,,,,,Scotts Bluff,On-Air,,,,,,,yes,,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,117.5,,yes,445.1,445.1,100,,,,,,,Scotts Bluff,On-Air,,,,This is a simplex IRLP node.,,,yes,100,,,,,,,,,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,117.8,SW,yes,146.97,146.37,100,,,,,,,El Paso,On-Air,,"Closed autopatch, e-power.","Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,CCARC,yes,123,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,117.8,SW,yes,448.45,443.45,100,,,,,,,El Paso,On-Air,,E-power.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,CCARC,yes,,Wide area.,Pikes Pk FM Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,445.0625,440.0625,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,El Paso,Off-Air,,The DMR-MARC Worldwide Network,,,,CCARC,yes,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,1,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,446.9125,441.9125,,,,,,,,El Paso,On-Air,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,yes,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,927.85,902.85,D114,,,,,,,Teller,On-Air,,9,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,http://www.cmrg.org,CCARC,yes,,,CMRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,145.375,144.77,,,,,,,,El Paso,Off-Air,,,,Repeater off air for now.,http://www.cmrg.org,CCARC,yes,,wide area,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,53.13,51.43,107.2,,,,,,,El Paso,On-Air,,,,,http://www.cmrg.org,CCARC,yes,107.2,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,145.13,144.53,88.5,,,,,,,El Paso,On-Air,,9,Full-time to the  Colorado Connection System .,Linked into the Colorado Connection System,,CCARC,yes,123,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Colorado Connection,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,118.7,NW,yes,146.61,146.01,,,,,,,,Albany,On-Air,,,,,http://www.uwyo.edu/uarc,WRCG,yes,,Laramie Valley  30 mi radius.,University ARC,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,119,NW,yes,146.82,146.22,114.8,,,,,,,Albany,On-Air,,,,,,WRCG,yes,,Wide area.,Shy-Wy Amateur Radio Club,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,119.4,SSW,yes,448,443,107.2,,,,,,,El Paso,On-Air,,,,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,119.4,SSW,yes,147.345,147.945,107.2,,,,,,,El Paso,On-Air,,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,http://www.cmrg.org/,CCARC,yes,107.2,Wide area.,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,119.4,SSW,yes,448.1,443.1,107.2,,,,,,,El Paso,On-Air,,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,CMRG Repeaters,CCARC,yes,107.2,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,119.4,SSW,yes,146.76,146.16,107.2,,,,,,,El Paso,On-Air,,"Closed autopatch, e-power.",,,,CCARC,yes,107.2,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,119.4,SSW,yes,145.16,144.56,107.2,,,,,,,El Paso,On-Air,CRA VHF Link System,"Closed autopatch, e-power.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Switch to this repeater at mile marker 170 on I-25.,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,yes,107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,,,347086,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,120.3,SSW,yes,446.95,441.95,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Teller,On-Air,RMHAM,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,yes,,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,120.3,SSW,yes,147.18,147.78,100,,,,,,,El Paso,On-Air,,E-power (solar).,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,CCARC,yes,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,120.3,SSW,yes,927.725,902.725,D114,,,,,,,Teller,On-Air,,12,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,Yahoo Group,CCARC,yes,D114,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,120.7,SW,yes,449.7,444.7,107.2,,,,,,,Park,,,,,,,CCARC,yes,,,CMRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,122.1,SSW,yes,448.8,443.8,100,,,,,,,El Paso,Off-Air,,,,,PPFMA Repeaters,CCARC,yes,100,,Pikes Peak FM Assoc,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,122.1,SSW,yes,145.265,144.665,100,,,,,,,El Paso,Off-Air,,"Closed autopatch, e-power.",,Repeater has been moved.,PPFMA Repeaters,CCARC,yes,100,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,123.2,SW,yes,146.685,146.085,107.2,,,,,,,Park,On-Air,,"Closed autopatch, e-power.","Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,yes,107.2,,Mountain ARC (MARC),MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,123.2,SW,yes,147.36,147.96,107.2,,,,,,,Park,On-Air,,E-power.,,,CMRG Repeaters,CCARC,yes,107.2,Wide area.,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,124.7,E,yes,146.76,146.16,123,,,,,,,Keith,On-Air,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,yes,,,Charlie Allen,"Sun at 19:30. 
Wed at 20:00.",,751985,,,,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,127.2,SW,yes,1287.7,1267.7,67,,,,,,,Teller,Testing,,,,Testing in Canon City,,CCARC,yes,,,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,127.2,SW,yes,145.46,144.86,67,,,,,,,Teller,On-Air,RGARC,"E-power, 100% Solar",,,,CCARC,yes,,,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,127.2,SW,yes,224.94,223.34,67,,,,,,,Teller,Testing,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,127.2,SW,yes,447.4,442.4,67,,,,,,,Teller,On-Air,,"E-power, Solar, Remote Base",,,,CCARC,yes,,,WB0WDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,127.2,SW,yes,147.015,147.615,107.2,,,,,,,Teller,On-Air,,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,CCARC,yes,,,Mountain ARC,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,127.8,WSW,yes,147.39,147.99,88.5,,,,,,,Summit,On-Air,,12,Full-time to the  Colorado Connection System .,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",Breckenridge Repeater,CCARC,yes,123,Wide area.,Colorado Connection,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,127.9,WSW,yes,445.0875,440.0875,,yes,7,,,,,Fremont,On-Air,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,,yes,,,K2AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,128.2,WNW,yes,147.015,147.615,146.2,,,,,,,Albany,On-Air,,,,,http://www.uwyo.edu/uarc/,,yes,,Albany County,"Albany County ARES/RACES, University Amateur Radio",,,82070,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,130,WSW,yes,146.7,146.1,107.2,,,,,,,Summit,On-Air,,E-power.,,,,CCARC,yes,,,GRARC,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,133,SE,yes,147.03,147.63,88.5,,,,,,,Sherman,Off-Air,,,,This is the highest (above sea level) amateur repeater in Kansas.,SCARE on Facebook,,yes,,I-70,Sherman County Amateur Radio Club (SCARE),,,,,,,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,134.6,SSW,yes,447.95,442.95,88.5,,,,,,,Pueblo,On-Air,,E-power.,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,Pueblo Ham Club,CCARC,yes,,Wide area.,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,134.6,SSW,yes,146.79,146.19,88.5,,,,,,,Pueblo,On-Air,,E-power.,,,Pueblo Ham Club,CCARC,yes,CSQ,Wide area.,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,134.6,SSW,yes,224.26,222.66,88.5,,,,,,,Pueblo,Off-Air,,E-power.,,,PHC repeaters,CCARC,yes,CSQ,Wide area.,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,136.2,NNE,yes,147.015,147.615,,,,,,,,Box Butte,On-Air,,,,,,,yes,,Local.,N2VHZ,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,137.3,W,yes,147.075,147.675,88.5,,,,,,,Grand,On-Air,,,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of Repeaters,,CCARC,yes,123,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,137.7,NNE,yes,146.715,146.115,103.5,,,,,,,Box Butte,On-Air,,,,,,,yes,103.5,,TriCity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,138,SW,yes,446.7625,441.7625,,yes,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Park,On-Air,RMHAM,,,,,,yes,,,K7PFJ,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,138.3,NNW,yes,449.625,444.625,151.4,,,,,,,Platte,On-Air,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,138.3,NNW,yes,224.68,223.08,,,,,,,,Platte,On-Air,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,138.3,NNW,yes,146.88,146.28,100,,,,,,,Platte,On-Air,,,,,,WRCG,yes,100,,GPARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,138.5,WNW,yes,145.16,144.56,88.5,,,,,,,Jackson,On-Air,,8,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of repeaters.,,CCARC,yes,123,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,141.2,WSW,yes,447.125,442.125,103.5,,,,,,,Park,On-Air,"Park County Radio Club, AB0PC",Emergency automatic generator.,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,CCARC,yes,103.5,"Covers Fairplay, Alma, and western South Park.",KC0UFO,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,141.3,SSW,yes,147,147.6,,,,,,,,Pueblo,On-Air,,,,,,CCARC,yes,,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,142.5,WSW,yes,146.61,146.01,107.2,,,,,,,Eagle,On-Air,,11,,,,CCARC,yes,,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,142.7,WSW,yes,449.9,444.9,107.2,,,,,,,Eagle,Off-Air,,,,,,CCARC,yes,107.2,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,142.7,WSW,yes,224.8,223.2,,,,,,,,Eagle,Off-Air,,,,,,CCARC,yes,,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,143.3,WSW,yes,145.445,144.845,88.5,,,,,,,Lake,On-Air,,E-power (solar).,Full-time to the  Colorado Connection System .,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,CCARC,yes,,,Colorado Connection,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,143.5,SSW,yes,448.975,443.975,100,,,,,,,Pueblo,On-Air,,,Full-time to the  The Fun Machine System .,Off air.  Will return to service,http://www.k0jsc.com,CCARC,yes,100,,,,,363976,,,,7301,,,,28368,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,143.7,WSW,yes,445.05,440.05,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,Lake,On-Air,Rocky Mountain Ham Radio,,,,http://www.rmham.org/,CCARC,yes,,,K2AD,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,2,,,,,,,,,,2,,,
