Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,Notes,Last update,Uplink Tone,Downlink Tone,WIRES-X,Mixed-Mode,Grid,Sponsor,Links,EchoLink,IRLP,AllStar,Nets,Web links,Feed,Coordination,Talkgroups,Colorado,Southern Colorado,Worldwide,North America,Local/Cluster,On-air,Denver Regional,Commands,Location Photo,Talkgroup Network,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,English,Worldwide English,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,136.7,NNW,yes,447.3,442.3,,,,,,,,,Weld,On-Air,,,,,yes,107.2,,,,,,,405804,3887,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,136.7,NW,yes,449,444,,,,,,,,,Clear Creek,On-Air,,,,,yes,136.5,136.5,,,,CARN,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,136.9,NW,yes,145.22,144.62,,,,,,,,,Jefferson,On-Air,Wide area.,,8,Talk-Group of $FFFF.,yes,103.5,103.5,,Yes; analog capable.,,Rocky Mtn Radio League,,,,,,Repeater,,CCARC,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,136.9,NW,yes,224,222.4,,,,,,,,,Jefferson,On-Air,,,8,,yes,103.5,103.5,,,,Rocky Mountain Radio League,,,,,,Repeater,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,136.9,ESE,yes,146.985,146.385,,,,,,,,,Kearney,On-Air,"Kearny, Finney and Scott Counties",,E-power,Linked full time to the Garden City 146.910 and Scott City 146.700 repeaters,yes,156.7,156.7,,,,N0OMC,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,136.9,NW,yes,449.75,444.75,,,,,,,,,Jefferson,On-Air,,,8,,yes,103.5,103.5,,,,Rocky Mtn Radio League,,,,,,Repeater,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,136.9,NW,yes,147.15,147.75,,,,,,,,,Jefferson,On-Air,"Denver metro, central front range",,e-power,,yes,100,100,,,,Aurora Repeater Assoc (ARA),"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,ARA: Wed at 20:00.,ARA Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,136.9,NW,yes,448.85,443.85,,,,,,,,,Jefferson,On-Air,"Denver metro, central front range",,e-power.,,yes,88.5,88.5,,,,Aurora Repeater Assoc,,,,,ARA: Wed at 20:00.,ARA Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,136.9,NW,yes,224.74,223.14,,,,,,,,,Jefferson,On-Air,,,e-power,,yes,88.5,88.5,,,,Aurora Repeater Assoc,,,,,ARA: Wed at 2000.,ARA Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,137.2,NW,yes,448.675,443.675,,,,,,,,,Denver,On-Air,Wide area.,,,,yes,100,100,,,,W0CFI,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,137.2,NW,yes,147.3,147.9,,,,,,,,,Clear Creek,On-Air,Wide area.,,,,yes,103.5,103.5,,,,Denver PD EEB,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,137.3,NNE,yes,448.175,443.175,,,,yes,7,,,,Morgan,On-Air,,Rocky Mountain Ham Radio,,,yes,,,,,,W0FT,,,,,,http://www.rmham.org/,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,137.3,NNE,yes,145.4,144.8,,,,,,,,,Washington,On-Air,Northeastern plains of Colorado.,,,Part of the Colorado Connection system of repeaters,yes,88.5,123,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,137.5,NW,yes,146.94,146.34,,,,,,,,,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,11,,yes,103.5,103.5,,,,Rocky Mtn Radio League,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,Listen Live,CCARC,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,137.5,NW,yes,449.45,444.45,,,,,,,,,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,11,,yes,103.5,127.3,,,,Rocky Mountain Radio League,,,,,RMRL: Mon at 20:30.,Repeater,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,137.5,NW,yes,146.67,146.07,,,,,,,,,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,11,,yes,100,100,,,,Castle Rock Repeater Group,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,137.5,NW,yes,927.8375,902.025,,,,,,,,,Jefferson,On-Air,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,The offset is -25.8125,yes,,,,,,,,,,45770,,,,CCARC,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,137.5,NW,yes,448.225,443.225,,,,,,,,,Clear Creek,On-Air,,,E-power(gen).,,yes,141.3,141.3,,,,Rocky Mountain Ham Radio,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,137.5,NW,yes,446.9375,441.9375,,,,yes,7,,,,Clear Creek,On-Air,,,,See the website for programming information.,yes,,,,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,,,Rocky Mountain Ham Radio,,CCARC,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,2,,,RMHAM,2,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,137.5,NW,yes,145.145,144.545,,,,,,,,,Clear Creek,On-Air,Wide area. Denver metro.,,E-power.,,yes,107.2,107.2,,,,Colorado Repeater Assoc,,,,,,http://www.w0cra.org/info/squaw.html#145145,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,137.5,NW,yes,447.575,442.575,,,,,,,,,Clear Creek,On-Air,Wide area: Denver metro.,,,,yes,107.2,107.2,,,,Colorado Repeater Association (CRA),,347088,3291,,,http://www.w0cra.org,,CCARC,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,137.5,NW,yes,446.7875,441.7875,,,,yes,1,,,,Jefferson,On-Air,,Brandmeister Network,,,yes,,,,,,Denver Radio Club,,,,,,http://www.w0tx.org/,,CCARC,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,137.5,NW,yes,145.49,144.89,,,,,,,,,Jefferson,On-Air,,,E-power.,,yes,100,100,,,,"KB0VIU,  Denver Radio Club","Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,DRC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,137.5,NW,yes,449.35,444.35,,,,,,,,,Clear Creek,On-Air,Wide area.,,11,,yes,100,100,,,,Denver Radio Club,,4140,,,,DRC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,137.6,NNW,yes,449.825,444.825,,,,,,,,,Boulder,On-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,,6,,yes,103.5,,,,,Rocky Mountain Radio League,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Repeater,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,137.6,NNW,yes,448.925,443.925,,,,,,,,,Boulder,On-Air,,,,,yes,131.8,,,,,W0LMA,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,137.6,NW,yes,447.85,442.85,,,,,,,,,Clear Creek,On-Air,Wide area at 9500',Rocky Mountain Ham Radio,AllStar node repeater providing wide area coverage along the Front Range,,yes,141.3,141.3,,,,AC0KQ,,,,29571,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,138.1,SE,yes,147.06,147.66,,,,,,,,,Grant,On-Air,Local,,,,yes,,,,,,SKECT,,,,,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,138.2,SW,yes,147.04,147.64,,,,,,,,,Colfax,On-Air,,,,,yes,141.3,,,,,NMEMA ARC,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,138.6,SW,yes,444.35,449.35,,,,,,,,,Colfax,On-Air,,,,11,yes,100,,,,,,Full-time to the  Mega-Link System .,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,140.4,N,yes,448.2,443.2,,,,yes,7,,,,Morgan,On-Air,,NEAHR,Mixed Mode,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",yes,,,,,,,Full-time to the  Colorado TRBO System .,,,,,Rocky Mountain Ham Radio,,CCARC,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,140.9,NNW,yes,224.96,223.36,,,,,,,,,Weld,On-Air,,,,,yes,CSQ,,,,,AC0KC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,141.4,NW,yes,449.05,444.05,,,,,,,,,Denver,On-Air,Wide area.,,E-power.,,yes,107.2,107.2,,,,WG0N,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,141.7,W,yes,145.325,144.725,,,,,,,,,Chaffee,On-Air,wide area,,,,yes,100,,,,,Chaffee Lake Amateur Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,142.8,SW,yes,145.39,144.79,,,,,,,,,Taos,On-Air,Wide area.,,"E-power, linked.",,yes,100,,,,,Taos ARC,,,,,,Taos Amateur Radio Club,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,143.1,WNW,yes,447.125,442.125,,,,,,,,,Park,On-Air,"Covers Fairplay, Alma, and western South Park.","Park County Radio Club, AB0PC",Emergency automatic generator.,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",yes,103.5,103.5,,,DM69wf,KC0UFO,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,143.3,NE,yes,147.03,147.63,,,,,,,,,Sherman,Off-Air,I-70,,,This is the highest (above sea level) amateur repeater in Kansas.,yes,88.5,,,,,Sherman County Amateur Radio Club (SCARE),,,3769,,,SCARE on Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,141.3,K0ECT,"Ulysses, Wagon Bed Springs",KS,OPEN,,143.7,SE,yes,444.525,449.525,,,,,,,,,Grant,On-Air,,,E-power.,,yes,141.3,141.3,,,,SKECT,Full-time to the  SKECT System .,,,,,http://skect.org/default.aspx,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,145.3,SW,yes,147.14,147.74,,,,,,,,,Taos,On-Air,,TaosARC,11,,yes,67,,,,,,Full-time to the  Mega-Link System .,,,,,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,146.1,NW,yes,449.225,444.225,,,,,,,,,Gilpin,On-Air,Wide area.,,Emergency Power,"Emcomm Affiliated, Open repeater",yes,141.3,141.3,,,,Rocky Mountain Ham Radio (RMHR),,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,146.1,NW,yes,145.31,144.71,,,,,,,,,Gilpin,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",,10,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",yes,88.5,123,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,146.1,NW,yes,147.39,147.99,,,,,,,,,Summit,On-Air,Wide area.,,12,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",yes,88.5,123,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Breckenridge Repeater,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,146.4,NNW,yes,146.61,146.01,,,,,,,,,Boulder,Off-Air,,,,,yes,100,,,,,Boulder Amateur Radio Club,,,7007,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,146.4,NNW,yes,146.7,146.1,,,,,,,,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,6,,yes,100,,,,,Boulder Co ARC,,,,,,BARC Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,146.4,NNW,yes,448.9,443.9,,,,,,,,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,6,,yes,100,,,,,Boulder ARC,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,146.6,SW,yes,444.975,449.975,,,,,,,,,Taos,On-Air,,,,,yes,123,,,,,N5TSV,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,147.2,NW,yes,445.0875,440.0875,,,,yes,7,,,,Fremont,On-Air,,Rocky Mountain Ham Radio,,,yes,,,,,,K2AD,,,,,,http://www.rmham.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,147.5,NNW,yes,146.76,146.16,,,,,,,,,Boulder,On-Air,Wide area.,Boulder County ARES,5,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",yes,100,,,,,Rocky Mtn VHF Soc,,,,,,,,CCARC,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,148.3,NNW,yes,449.55,444.55,,,,,,,,,Boulder,On-Air,Denver metro area.,,8,,yes,100,,,,,Rocky Mtn VHF Soc,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",217336,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,148.3,NNW,yes,449.4,444.4,,,,,,,,,Boulder,Off-Air,,,2,,yes,91.5,,,,,BARC,,,,,,http://www.ked-wireless.com/products1.htm,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,148.4,NNW,yes,1299.5,1279.5,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,Boulder,On-Air,,,E-power.,,yes,,,,,,Boulder County ARES,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,148.4,NNW,yes,446.8625,441.8625,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,Boulder,On-Air,,,,,yes,,,,,,Boulder County ARES,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,148.4,NNW,yes,446.8,441.8,,,,yes,7,,,,Boulder,On-Air,Wide area.,Rocky Mountain Ham Radio,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,yes,,,,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,,,Rocky Mountain Ham Radio,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,148.5,NNW,yes,1283.8625,1263.8625,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Boulder,On-Air,20,,E-power.,,yes,,,,,,Boulder County ARES,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,148.5,NNW,yes,145.3875,144.7875,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,Boulder,On-Air,20,,E-power.,,yes,,,,,,Boulder County ARES,,,,,,http://bouldercountyares.org/technical/d-star,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,149.4,WNW,yes,445.05,440.05,,,,yes,7,,,,Lake,On-Air,,Rocky Mountain Ham Radio,,,yes,,,,,,K2AD,,,,,,http://www.rmham.org/,,CCARC,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,2,,,RMHAM,2,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,150,NNW,yes,146.73,146.13,,,,,,,,,Boulder,Off-Air,Local,,12,,yes,91.5,91.5,,,DN70jb,BARC,,115482,,,,http://www.ked-wireless.com/products1.htm,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,150.1,WNW,yes,145.445,144.845,,,,,,,,,Lake,On-Air,,,E-power (solar).,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",yes,88.5,,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,150.1,NW,yes,224.6,223,,,,,,,,,Gilpin,,,,,,yes,100,,,,,W0RM,,,,,,,,CCARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,150.7,NW,yes,146.7,146.1,,,,,,,,,Summit,On-Air,,,E-power.,,yes,107.2,,,,,GRARC,,,3972,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,151.2,SSW,yes,147.34,147.94,,,,,,,,,Colfax,On-Air,Wide area.,,E-power.,,yes,100,,,,,Taos ARC,,,,,,Taos Amateur Radio Club,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,151.6,ESE,yes,146.7,146.1,,,,,,,yes,Open ↑ / Open ↓,Scott,On-Air,"Scott, Finney and Kearny counties",,E-power.,Comet GP-6 @ 125'.,yes,141.3,141.3,,Yes; analog capable.,DM98,Sand Hills ARC,"Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",,,48589,Tue at 20:30.,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,152.7,NNW,yes,448.8,443.8,,,,,,,,,Boulder,On-Air,,,30,,yes,88.5,88.5,,,,Longmont ARC,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,,LARC: Sun at 20:00.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,152.7,NNW,yes,147.27,147.87,,,,,,,,,Boulder,On-Air,Wide area: Northern Colorado.,,"Closed autopatch, e-power, EchoLink.",,yes,100,100,,,,Longmont ARC (LARC),"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,http://w0eno.org/?q=node/11,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,152.7,NNW,yes,448.525,443.525,,,,,,,,,Boulder,On-Air,,,,,yes,151.4,,,,,N0EPA,,223853,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,153.3,W,yes,447.65,442.65,,,,,,,,,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,yes,151.4,151.4,,,,KB0YNA,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,154.1,NNW,yes,447.975,442.975,,,,,,,,,Boulder,On-Air,Wide area: Boulder/Longmont area.,,Closed autopatch.,,yes,107.2,107.2,,,,Colorado Repeater Association (CRA),,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
