Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Sponsor,Coverage,Features,Downlink Tone,Grid,Affiliate,Links,AllStar,Notes,Nets,DMR Enabled,Color Code,Wide Network,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Colorado,Southern Colorado,IRLP,On-air,EchoLink,Commands,P25 Digital Enabled,NAC,Default Reflector,Location Photo,Feed,Denver Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Northern Colorado,Local/Cluster,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,149.6,NNW,,147.105,147.705,,Mesa,On-Air,,CCARC,,K0SSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,149.6,NNW,,446.775,441.775,,Mesa,On-Air,,,,,,,,,,,,,,,,,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,150,S,,224.58,222.98,100,Bernalillo,On-Air,,NMFCC,,KH6JTM,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,150.1,SSE,,444.15,449.15,100,Bernalillo,On-Air,,NMFCC,,W5AOX,,,,,,"Full-time to  
        224.94000 (W5AOX) at Sandia Park, NM .",,,,,,,,,,,,,,,,,,,,,,,3061,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,150.1,SSE,,224.94,223.34,,Bernalillo,Off-Air,http://www.qsl.net/w5aox/,NMFCC,,W5AOX,,Remote base.,,,,"Full-time to  
        444.15000 (W5AOX) at Sandia park, NM .",,,,,,,,,,,,,,,,,,,,,,,3061,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) 
VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) 
Step Freq UP 1 KHz 
C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes  
C8 Read Back Current Mode  C0 (Zero) Read Current Freq in CW C4 Activate Remote Base 
Transmit 587 Remote Base Receive Only 
576 Toggle RX Preamp 
C5 Toggle RX 20dB Attenuator 
C3 Select 80/40M Dipole 
*1A Select Triband (10-15-20-6M) Beam 
*1B Select Ringo Ranger 2M vert ant 
*2A Select 2M + 432 horiz beams 
*2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,150.4,N,,449.6,444.6,107.2,Garfield,On-Air,http://www.gmra.org,CCARC,,,Wide area.,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,150.4,N,,447.1,442.1,107.2,Garfield,On-Air,,CCARC,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,150.4,N,,146.88,146.28,107.2,Garfield,On-Air,,CCARC,,Ski Country ARC,,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,150.4,N,,146.85,146.25,88.5,Garfield,On-Air,,CCARC,,Colorado Connection,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",70,123,,,,,Part of the Colorado Connection System of Repeaters,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,150.5,S,,147.32,147.92,100,Bernalillo,On-Air,K5LXP Repeters,NMFCC,,K5LXP,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,151.1,NE,,927.725,902.725,D114,Teller,On-Air,Yahoo Group,CCARC,,WA6IFI,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",12,D114,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,151.1,NE,,147.18,147.78,100,El Paso,On-Air,,CCARC,,AA0SP,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",E-power (solar).,,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,151.1,NE,,446.95,441.95,,Teller,On-Air,,,,Rocky Mountain Ham Radio,Monument Hill through Pueblo.,,,,RMHAM,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,7,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,151.5,NE,,145.265,144.665,100,El Paso,Off-Air,PPFMA Repeaters,CCARC,,Pikes Peak FM Association,Local. Good coverage of I25 in Colorado Springs.,"Closed autopatch, e-power.",100,,,,,Repeater has been moved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,151.5,S,,146.74,146.14,146.2,Bernalillo,On-Air,,NMFCC,,KD5MHQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,151.5,NE,,448.8,443.8,100,El Paso,Off-Air,PPFMA Repeaters,CCARC,,Pikes Peak FM Assoc,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,151.8,NNW,,145.175,144.575,107.2,Mesa,On-Air,,CCARC,,,Greater grand Junction area.,"E-power,",,,,,,,,,,,,,,,,,,,,,,,,,3161,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,152,S,,147.36,147.96,100,Bernalillo,Off-Air,,NMFCC,,KB5XE,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,152.2,S,,442.525,447.525,100,Bernalillo,On-Air,,NMFCC,,KE5LOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,152.3,S,,443.5,438.5,123,Bernalillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,152.3,S,,145.01,145.01,,Bernalillo,,,,,Sandoval County Amateur Radio Emergency Service,wide-area,Packet node W5SCA-11,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,152.3,S,,145.29,144.69,100,Bernalillo,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,152.3,S,,442.45,447.45,67,Bernalillo,On-Air,http://www.urfmsi.org,,,Upper Rio Grande FM Society,,"FM, Autopatch",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,152.4,NE,,146.97,146.37,100,El Paso,On-Air,PPFMA Repeaters,CCARC,,Pikes Peak FM Assoc,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Closed autopatch, e-power.",123,,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,152.4,S,,147.465,147.465,88.5,Bernalillo,On-Air,http://www.w5mhg.com,,,,,,,,,,28239,,,,,,,,,,,,,,,,,,,,,,465010,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,152.4,NE,,448.45,443.45,100,El Paso,On-Air,PPFMA Repeaters,CCARC,,Pikes Pk FM Assoc,Wide area.,E-power.,,,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,KB5WEZ,Las Vegas,NM,OPEN,,152.5,SE,,145.45,144.85,,San Miguel,Off-Air,,NMFCC,,KB5WEZ,Wide area.,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,153.1,S,,442.05,447.05,100,Bernalillo,On-Air,http://bc-ares.org/wordpress/,NMFCC,,BERNCO OEM,,,100,,,,28828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,153.2,S,,442.25,447.25,,Bernalillo,On-Air,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,Albuquerque,,,,,,,,,,1,,,,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,153.2,NW,,146.76,146.16,88.5,Grand,On-Air,http://www.sdarc.us/repeaters/bald.html,UVHFS,,Sinbad Desert ARC,Moab and immediate surroundings.,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,153.3,NW,,449.1,444.1,107.2,Grand,On-Air,GMRA Repeaters,UVHFS,,Grand Mesa Repeater Association (GMRA),"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",8,107.2,,,,,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,153.9,SSW,,146.66,146.06,100,Cibola,On-Air,,NMFCC,,Mega-Link Rptr System,Wide area.,9,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,153.9,SSW,,444.65,449.65,,Bernalillo,On-Air,,NMFCC,,Cibola County Amateur Radio Club,Local,,,,,,,,,,1,,,KE5FYL (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,153.9,SSW,,147.18,147.78,100,Cibola,On-Air,,NMFCC,,Cibola County Amateur Radio Club,,,100,,,"Full-time to  
        444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,153.9,SSW,,444.8,449.8,67,Cibola,On-Air,,NMFCC,,Mega Link Repeater System,Wide area,Full time to the New Mexico MegaLink system,,,,Full-time to the  Mega-Link System .,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,,153.9,SSW,,444.975,449.975,67,Cibola,On-Air,,,,Cibola County Emergency Manager,Local,Linked to 147.980 NM5EM,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,154,NE,,145.16,144.56,107.2,El Paso,On-Air,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,,Colorado Repeater Association,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Closed autopatch, e-power.",107.2,,CRA VHF Link System,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,Switch to this repeater at mile marker 170 on I-25.,,,,,,,,,,,,,,,,,,,3990,,347086,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,154,NE,,147.345,147.945,107.2,El Paso,On-Air,http://www.cmrg.org/,CCARC,,,Wide area.,"Closed autopatch, e-power.",107.2,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,154,S,,147.38,147.98,,Bernalillo,On-Air,,NMFCC,,ED&amp;DREW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,154,NE,,448.1,443.1,107.2,El Paso,On-Air,CMRG Repeaters,CCARC,,,Wide area.,"Closed autopatch, e-power.",107.2,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,154,NE,,146.76,146.16,107.2,El Paso,On-Air,,CCARC,,Cheyenne Mountain Repeater Group,,"Closed autopatch, e-power.",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,154,NE,,448,443,107.2,El Paso,On-Air,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,KC5WDV,Gallup,NM,OPEN,E,154.1,SW,,449.75,444.75,100,McKinley,On-Air,,NMFCC,,KC5WDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6810,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,154.1,S,,444.6,449.6,,Bernalillo,On-Air,http://brandmeister.network/?page=repeater&amp;id=313509,NMFCC,,Drew J. Riedle,Albuquerque area,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,154.5,S,,927.7,902.7,210.7,Bernalillo,Off-Air,,,,,Wide area.,"Closed autopatch, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,154.6,S,,449.8,444.8,67,Bernalillo,On-Air,,NMFCC,,Upper Rio FM Soc,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,154.6,SE,,444.4,449.4,100,Mora,Off-Air,,NMFCC,,Mora ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,154.6,S,,449.45,444.45,,Bernalillo,On-Air,http://www.urfmsi.org,NMFCC,,The Upper Rio FM Society,,,,,,,,,,,,,,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,154.6,S,,449.55,444.55,71.9,Bernalillo,On-Air,,NMFCC,,Upper Rio FM Soc,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,154.6,S,,146.9,146.3,67,Bernalillo,On-Air,,NMFCC,,Upper Rio FM Society,Wide area.,5,,,,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,154.7,S,,927.65,902.65,151.4,Bernalillo,Off-Air,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,154.8,E,,224.26,222.66,88.5,Pueblo,Off-Air,PHC repeaters,CCARC,,Pueblo Ham Club,Wide area.,E-power.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,154.8,E,,146.79,146.19,88.5,Pueblo,On-Air,Pueblo Ham Club,CCARC,,Pueblo HC,Wide area.,E-power.,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,154.8,E,,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Ham Club,CCARC,,Pueblo Ham Club,Wide area.,E-power.,,,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,154.9,S,,444.1,449.1,100,Bernalillo,On-Air,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,155.1,NE,,445.0625,440.0625,,El Paso,Off-Air,,CCARC,,Rocky Mountain Ham Radio,,The DMR-MARC Worldwide Network,,,,,,,,,1,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,155.1,NE,,145.13,144.53,88.5,El Paso,On-Air,,CCARC,,Colorado Connection,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,9,123,,,Full-time to the  Colorado Connection System .,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,155.1,NE,,927.85,902.85,D114,Teller,On-Air,http://www.cmrg.org,CCARC,,CMRG,,9,,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,155.1,NE,,446.9125,441.9125,,El Paso,On-Air,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,155.1,NE,,145.375,144.77,,El Paso,Off-Air,http://www.cmrg.org,CCARC,,Cheyenne Mountain Repeater Group (CMRG),wide area,,,,,,,Repeater off air for now.,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,155.1,NE,,53.13,51.43,107.2,El Paso,On-Air,http://www.cmrg.org,CCARC,,Cheyenne Mountain Repeater Group (CMRG),,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,155.9,NW,,146.94,146.34,107.2,Mesa,On-Air,http://w0rrz.org,CCARC,,Western Colorado Amateur Radio Club,Grand Junction 30-50 mi,E-power and autopatch for WCARC members,107.2,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,155.9,NW,,449.575,444.575,131.8,Mesa,On-Air,GMRA Repeaters,CCARC,,,Grand Junction,e-power. Linked to GMRA Open System,131.8,,Grand Mesa Repeater Assoc,,,Closed IRLP out,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,3710,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,157.2,NE,,448.725,443.725,123,El Paso,On-Air,,CCARC,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,157.5,SSE,,145.15,144.55,100,Bernalillo,On-Air,http://bc-ares.org/wordpress/,NMFCC,,BERNCO OEM,,,100,,,"Full-time to  
        145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,67,NM5ML,"Tijeras, Cedro Peak",NM,OPEN,,157.5,SSE,,147.34,147.94,67,Bernalillo,On-Air,,NMFCC,,,Wide area,7,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,157.8,NNW,,146.76,146.16,107.2,Garfield,Off-Air,,CCARC,,"N0SWE,  Roaring Fork Amateur Repeater Cooperative","New Castle, Silt, Rifle and Rulison and areas around Parachute.",E-power.,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,243117,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,157.9,SW,,145.29,144.69,123,McKinley,Off-Air,,,,NARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,158.5,N,,224.02,222.42,,Garfield,,,CCARC,,SCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,158.5,N,,449.85,444.85,131.8,Garfield,On-Air,http://GMRA.org,CCARC,,,Glenwood Springs,e-power  Linked to GMRA Open System,131.8,,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,,RACES net Wed 1930 Hrs Local,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,158.5,N,,447.6,442.6,,Garfield,,,CCARC,,Ski Country ARC (SCARC),40,50,,,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,
