Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,EchoLink,IRLP,AllStar,Web links,Coordination,Last update,Features,Coverage,Notes,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Mixed-Mode,Grid,Nets,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Commands,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,On-air,WIRES-X,Denver Regional,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,Texas,COMM 1,Texas/Oklahoma Regional USA,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Hytera USA,Parrott,Audio Test
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,158,SSW,,223.9,222.3,,,Bernalillo,On-Air,,,,87120,,,,,,"E-power (solar), Autopatch, Remote base.",,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,158.2,SSW,,444.6,449.6,,,Bernalillo,On-Air,Drew J. Riedle,,,,,,http://brandmeister.network/?page=repeater&amp;id=313509,NMFCC,,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,Albuquerque area,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,158.4,SSW,,147.38,147.98,,,Bernalillo,On-Air,ED&amp;DREW,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,158.4,WSW,,1291.7,1271.7,,,San Juan,On-Air,San Juan County,,,,,,,NMFCC,,DV only,,,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,158.5,SSW,,443.65,448.65,,,Bernalillo,On-Air,NM5SH,,,,,,NM5SH QSL.net,NMFCC,,Brandmeister,Albuquerque Metro,,,,,,,,DM65pd,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,158.5,SSW,,147.465,147.465,88.5,,Bernalillo,On-Air,,,,465010,,28239,http://www.w5mhg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,158.9,N,,445.0875,440.0875,,,Fremont,On-Air,K2AD,Rocky Mountain Ham Radio,,,,,http://www.rmham.org/,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,159.5,N,,449.95,444.95,77,77,Douglas,On-Air,W9SL Owner,,,,,,,CCARC,,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,159.5,SSW,,927.65,902.65,151.4,,Bernalillo,Off-Air,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,159.8,SSW,,444.1,449.1,100,,Bernalillo,On-Air,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,159.9,SSW,,927.7,902.7,210.7,,Bernalillo,Off-Air,,,,,,,,,,"Closed autopatch, linked.",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,159.9,N,,147.12,147.72,88.5,88.5,Jefferson,On-Air,Aurora Repeater Association,,,,,,http://www.n0ara.org,CCARC,,E-power.,Denver metro and east.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,160,N,,449.6,444.6,100,,Jefferson,On-Air,Denver Radio League,,,690473,3345,,DRL Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,160,N,,146.88,146.28,100,,Jefferson,On-Air,Denver Radio League,,,,,,DRL Repeaters,CCARC,,E-power.,Wide Area,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,160.2,N,,53.05,51.35,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,,,,,CCARC,,10,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,160.2,NNE,,445.075,440.075,,,Douglas,On-Air,Parker Radio Association,,,,,,http://www.parkerradio.org,CCARC,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,,Mixed Mode,,,,,,,,Mondays 20:30 MST,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,160.3,NW,,146.91,146.31,107.2,107.2,Montrose,On-Air,,,,,,,,CCARC,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,160.3,NW,,146.79,146.19,107.2,107.2,Montrose,On-Air,KC0UXX,,,,,,,CCARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,160.4,N,,447.15,442.15,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,,,,,CCARC,,"Closed autopatch, e-power.",Wide area: Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,160.4,N,,224.98,223.38,107.2,107.2,Jefferson,Off-Air,Colorado Repeater Association,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",347086,3990,,,CCARC,,"Closed autopatch, e-power.",Wide area. Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,160.4,SSW,,442.525,447.525,100,,Bernalillo,On-Air,KE5LOH,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,160.4,N,,1287.9,1267.9,CSQ,,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,,,,,CCARC,,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,161.1,NNW,,146.7,146.1,107.2,,Summit,On-Air,GRARC,,,,3972,,,CCARC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,161.4,SSW,,145.01,145.01,,,Bernalillo,,Sandoval County Amateur Radio Emergency Service,,,,,,,,,Packet node W5SCA-11,wide-area,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,161.4,SSW,,443.5,438.5,123,,Bernalillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,161.4,SSW,,146.92,146.32,67,,Bernalillo,Off-Air,Mel Watkins,,,714941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,161.4,SSW,,145.29,144.69,100,,Bernalillo,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.45,5,67,K5FIQ,"Albuquerque, Northern Sandia Mountain Top",NM,OPEN,,161.4,SSW,,442.45,447.45,67,67,Bernalillo,On-Air,Upper Rio Grande FM Society,,,,,,http://www.urfmsi.org,,,"FM, Autopatch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,161.5,SSW,,146.72,146.12,100,127.3,Bernalillo,On-Air,K5CQH,,,880130,,,,NMFCC,,7,Wide area. HT Accessible from Albuquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,161.5,NNW,,146.67,146.07,107.2,,Pitkin,On-Air,Ski Country ARC,,,,,,,CCARC,,Linked.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,161.5,SSW,,224,222.4,100,,Bernalillo,Off-Air,,,,,,,,NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,161.6,N,,447.525,442.525,203.5,146.2,Douglas,On-Air,EmComm Colorado,Colorado ARES,,,,,,CCARC,,,"Denver metropolitan area, front range foothills","Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,67,K5FIQ,"Albuquerque, Op Ctr",NM,OPEN,,161.7,SSW,,146.9,146.3,67,,Bernalillo,On-Air,Upper Rio FM Society,,"Full-time to  
        147.06000 (K5FIQ) at Clines Corners, Tapia Mesa, NM .",,,,,NMFCC,,5,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,161.7,SSW,,449.45,444.45,,,Bernalillo,On-Air,The Upper Rio FM Society,,,,,,http://www.urfmsi.org,NMFCC,,,,,,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,67,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,161.7,SSW,,449.8,444.8,67,,Bernalillo,On-Air,Upper Rio FM Soc,,,,,,,NMFCC,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,71.9,K5FIQ,"Albuquerque,  Op Ctr",NM,OPEN,,161.7,SSW,,449.55,444.55,71.9,,Bernalillo,On-Air,Upper Rio FM Soc,,,,,,,NMFCC,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Santa Rosa, Moon Ranch",NM,OPEN,,161.7,SSE,,147.04,147.64,141.3,,Guadalupe,On-Air,NMEMA ARC,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,163.7,SSW,,442.05,447.05,100,100,Bernalillo,On-Air,BERNCO OEM,,,,,28828,http://bc-ares.org/wordpress/,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,164,ESE,,147.35,147.95,88.5,88.5,Cimarron,On-Air,CAPROCK / DUST BOWL INTERTIE,,,,,,,,,,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,164.9,NW,,147.33,147.93,107.2,,Delta,On-Air,North Fork Repeater Assoc.,,,,,,,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,165.1,E,,146.61,146.01,123,123,Prowers,On-Air,Lamar Amateur Radio Club,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",37784,3774,,,CCARC,,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,165.2,E,,449.5,444.5,123,,Prowers,On-Air,Lamar ARC,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",37784,3774,,,CCARC,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,165.9,SSW,,442.25,447.25,,,Bernalillo,On-Air,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,Albuquerque,,,,,,,,,,,,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,1,1,,,,,AZ-TrboNet,,1,2,2,2,2,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,166,NE,,447,442,103.5,,Lincoln,On-Air,Delbert Noakes (KC0VJD),,,,,,,,,APRS repeater &amp; I-Gate / Weather station,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,Open ↑ / Open ↓,Yes; analog capable.,DM89gb,,,,,,,,,,,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,166.4,NNE,,448.7,443.7,146.2,,Douglas,On-Air,,,,,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,167.7,SSW,,447.275,442.275,71.9,71.9,Torrance,On-Air,KB5VPZ,,,943044,,,,,,E-power (Solar and Wind). Linkable to other sites.,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,,,,,,,,,,,,,,,,,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,168.1,NNE,,927.8375,902.025,,,Douglas,On-Air,,,,,,,,CCARC,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,168.2,N,,145.175,144.575,D073,D073,Clear Creek,Off-Air,Rocky Mountain Ham Radio,,,,,,Rocky Mountain Ham Radio,CCARC,,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,,,,Yes; analog capable.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,168.2,N,,145.34,144.74,103.5,127.3,Jefferson,On-Air,Rocky Mtn Radio League,,,,3350,,Repeater,CCARC,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,169.2,SE,,146.88,146.28,,,Quay,On-Air,WA5EMA,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,169.2,SE,,443.75,448.75,,,Quay,On-Air,WA5EMA,,,406798,,,,NMFCC,,,Local coverage in town.,EchoLink active during daytime hours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,169.2,SE,,224.98,223.38,,,Quay,,WA5EMA,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,169.3,SE,,147.34,147.94,131.8,,Quay,On-Air,Big Water ARA,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,170.3,NNE,,145.4,144.6,100,,Arapahoe,On-Air,Castle Rock Repeater Group,,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,CCARC,,"Autopatch, e-power.",Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,170.3,W,,447.275,442.275,100,,Montezuma,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,170.3,W,,145.19,144.59,100,,Montezuma,On-Air,,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,170.8,N,,449,444,136.5,136.5,Clear Creek,On-Air,CARN,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,171.1,N,,448.675,443.675,100,100,Denver,On-Air,W0CFI,,,,,,,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,171.2,N,,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Denver PD EEB,,,,,,,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,171.2,N,,53.17,51.47,107.2,CSQ,Jefferson,On-Air,N6LXX,N6LXX,Full-time to the  N6LXX System .,,,29883,,CCARC,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,171.2,N,,447.875,442.875,107.2,107.2,Jefferson,On-Air,N6LXX,N6LXX,Full-time to the  N6LXX System .,,,29913,,CCARC,,,"I-70,I-76,I-25,I-225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,171.3,N,,146.94,146.34,103.5,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,Repeater,CCARC,,11,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Listen Live,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,171.3,N,,145.49,144.89,100,100,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,DRC Repeaters,CCARC,,E-power.,,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,171.3,N,,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),,,347088,3291,,http://www.w0cra.org,CCARC,,,Wide area: Denver metro.,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,171.3,N,,446.9375,441.9375,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,Full-time to the  Colorado TRBO System .,,,,Rocky Mountain Ham Radio,CCARC,,,,See the website for programming information.,,,,,,,,,,,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,2,RMHAM,2,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,171.3,N,,449.35,444.35,100,100,Clear Creek,On-Air,Denver Radio Club,,,4140,,,DRC Repeaters,CCARC,,11,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,171.3,N,,145.145,144.545,107.2,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,,,,,,http://www.w0cra.org/info/squaw.html#145145,CCARC,,E-power.,Wide area. Denver metro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,171.3,N,,146.67,146.07,100,100,Clear Creek,On-Air,Castle Rock Repeater Group,,,,,,,CCARC,,11,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,171.3,NNE,,449.425,444.425,D023,D023,Arapahoe,Off-Air,K0PWO,,,,,29791,,,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,171.3,N,,449.45,444.45,103.5,127.3,Clear Creek,On-Air,Rocky Mountain Radio League,,,,,,Repeater,CCARC,,11,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,,,,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,171.3,N,,448.225,443.225,141.3,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,,,,,,,CCARC,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,171.5,NNE,,145.19,144.59,151.4,131.8,Arapahoe,On-Air,N0OBA,,,10079,,,,,,Autopatch (please contact trustee).,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.","Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,172.1,N,,449.775,444.775,100,100,Jefferson,On-Air,Denver Radio Club,,,,,,Denver Radio Club,CCARC,,,Metro Denver,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
