Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,EchoLink,IRLP,Web links,Coordination,Last update,Coverage,Commands,On-air,Links,YSF Digital Enabled,DG-ID,WIRES-X,Affiliate,Features,Mixed-Mode,Notes,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,AllStar,Nets,Grid,Feed,Talkgroup Network,Talkgroups,Worldwide,North America,English,TAC 310,DCI Bridge,Texas,COMM 1,Local/Cluster,Texas/Oklahoma Regional USA,Colorado,Southern Colorado,Denver Regional,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Northern Colorado,Kansas,CKRG,KansasLink,Bandwidth,BYRG,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,214.2,NW,yes,449.625,444.625,141.3,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,,3750,,CCARC,yes,,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,103.5,W0MRT,St. John,KS,OPEN,,214.6,E,yes,146.7,146.1,103.5,,Stafford,On-Air,,,,http://kanoklaintertiesystem.org/,,yes,10,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,214.7,NW,yes,448.125,443.125,107.2,,Jefferson,On-Air,Denver PD EEB,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,214.7,NW,yes,927.7875,902.7875,156.7,,Jefferson,On-Air,N0PYY,,,,,yes,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,214.7,NW,yes,448.975,443.975,123,,Jefferson,On-Air,FRG,,,,CCARC,yes,Wide area.,,,,,,,,Linkable VHF/UHF Remote Base,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,214.9,WNW,yes,146.745,146.145,100,,Chaffee,Off-Air,CLARA,,,,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,215.6,NNW,yes,447.3,442.3,107.2,,Weld,On-Air,,405804,3887,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,216.1,NW,yes,446.975,441.975,,,Jefferson,On-Air,W0DMR,,,http://www.w0dmr.org/,,yes,Denver Metro Area,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,yes,0,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,216.9,WNW,yes,145.325,144.725,100,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,,,,yes,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,103.5,K0UO,"Medicine Lodge, Gyp Hills",KS,OPEN,,217.5,ESE,yes,146.88,146.28,103.5,,Barber,On-Air,K0UO,,,http://kanoklaintertiesystem.org/,Kansas Repeater Council,yes,40,,,,,,,GSPARC,E-power.,,,,,,,,,,SUN @ 21:00 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.9,5,103.5,W5ALZ,"Alva, Hardtner",OK,OPEN,,217.6,ESE,yes,444.9,449.9,103.5,,Woods,On-Air,Kan-okla intertie system,,,http://kanoklaintertiesystem.org/,ORSI,yes,,,,Full-time to the  Kan-Okla Intertie System .,,,,Kan-okla intertie system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,218.9,NW,yes,449.825,444.825,103.5,,Boulder,On-Air,Rocky Mountain Radio League,,,Repeater,CCARC,yes,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,,,,,,6,,,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,218.9,NW,yes,448.925,443.925,131.8,,Boulder,On-Air,W0LMA,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,,Santa Fe,NM,OPEN,,219.5,WSW,yes,145.19,144.59,162.2,,Bernalillo,On-Air,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,219.5,NW,yes,145.28,144.68,100,,Jefferson,On-Air,,,,Intermountain Repeater Group,CCARC,yes,Wide area.,,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,"Closed autopatch, e-power, linked.",,"PL is usually off, allowing use by older transceivers.",,,,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,219.5,NW,yes,146.64,146.04,100,,Jefferson,On-Air,Denver Radio League,,,DRL Repeaters,CCARC,yes,"Wide area. 
   Repeater Coverage Map",,,,,,,,E-power.,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,219.5,NW,yes,448.625,443.625,100,100,Jefferson,On-Air,Denver Radio Club,,,DRC Repeaters,CCARC,yes,Denver metro area.,,,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,E-power.,,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,,W5SF,Santa Fe,NM,OPEN,,219.5,WSW,yes,145.21,144.61,,,Santa Fe,On-Air,W5SF,,,,,yes,Local Santa Fe,,,,,,,Santa Fe Amateur Radio Club,,,Soon to move to a better location.,yes,W5SF (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,219.5,NW,yes,449.525,444.525,CSQ,,Jefferson,On-Air,KE0SJ,,,Intermountain Repeater Group,CCARC,yes,,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,,W5SF,Santa Fe,NM,OPEN,,219.5,WSW,yes,444.575,449.575,,,Santa Fe,On-Air,W5SF,,,,,yes,Local Santa Fe,,,,,,,Santa Fe Amateur Radio CLub,,,Soon to move to a better location,yes,W5SF (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,219.5,NW,yes,146.985,146.385,100,100,Denver,On-Air,El Jebel RADOPS,,3346,,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,219.6,NNW,yes,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,219.7,NW,yes,145.22,144.62,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,,Repeater,CCARC,yes,Wide area.,,,,,,,,8,Yes; analog capable.,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,219.7,NW,yes,448.85,443.85,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,,ARA Repeaters,CCARC,yes,"Denver metro, central front range",,,,,,,,e-power.,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,219.7,NW,yes,224.74,223.14,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,,,ARA Repeaters,CCARC,yes,,,,,,,,,e-power,,,,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,219.7,NW,yes,224,222.4,103.5,103.5,Jefferson,On-Air,Rocky Mountain Radio League,,,Repeater,CCARC,yes,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,219.7,NW,yes,449.75,444.75,103.5,103.5,Jefferson,On-Air,Rocky Mtn Radio League,,,Repeater,CCARC,yes,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,219.7,NW,yes,147.15,147.75,100,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),,,ARA Repeaters,CCARC,yes,"Denver metro, central front range",,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,e-power,,,,,,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,CC1,N0VPX,Great Bend,KS,OPEN,,220,E,yes,442.075,447.075,,,Barton,On-Air,N0VPX,,,https://centralksrepeater.wixsite.com/ckrg,Kansas Repeater Council,yes,"Great Bend, Hoisington, Ellinwood, Claflin, Pawnee Rock, US-56, K-156, US-281, K-4. 15 mi radius.",,,Full-time internet linked to the  CKRG System .,,,,CKRG,DMR,,Please Check Webpage for TG Info,,,,yes,1,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    BYRG  2  31201  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,2,,,,,,
444.1,5,100,N0VPX,Great Bend,KS,OPEN,W,220,E,yes,444.1,449.1,100,100,Barton,On-Air,"N0VPX, Central Kansas Repeater Group",,,http://www.ckrgclub.com,Kansas Repeater Council,yes,"Great Bend, Barton County 20 mi radius.",,,,yes,Open ↑ / Open ↓,40777,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,220.1,NW,yes,449,444,136.5,136.5,Clear Creek,On-Air,CARN,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,AA5GW,Elk City,OK,OPEN,,220.2,SE,yes,146.76,146.16,88.5,88.5,Beckham,On-Air,WCenOK ARC,,,,ORSI,yes,I-40 50 mi radius.,,,"On-Demand to  
        145.11000 (K5GSM) at Alfalfa, Perry Boradcasting Tower, OK .
 


Full-time to the  Caprock Intertie System .",,,,,Part of the Caprock Intertie system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,220.4,NNE,yes,444.5,449.5,151.4,,Frontier,On-Air,dirt,,,,,yes,20,,,,,,,Dirt Truckin,link comm rlc 1,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,220.4,NNE,yes,444.8,449.8,162.2,,Red Willow,On-Air,N7UVW,,,,,yes,50,,,,,,,Dirt Truckin,Link Com RLC-1 Controller,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,220.5,NW,yes,927.8375,902.025,,,Jefferson,On-Air,,,,,CCARC,yes,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,,,,,,The offset is -25.8125,,,,,,,45770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,220.5,NW,yes,446.7875,441.7875,,,Jefferson,On-Air,Denver Radio Club,,,http://www.w0tx.org/,CCARC,yes,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,Brandmeister Network,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,220.6,NW,yes,147.3,147.9,103.5,103.5,Clear Creek,On-Air,Denver PD EEB,,,,CCARC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,220.6,NW,yes,448.675,443.675,100,100,Denver,On-Air,W0CFI,,,,CCARC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,88.5,WX5BSA,Elk City,OK,OPEN,EI,220.7,SE,yes,444.525,449.525,88.5,88.5,Beckham,On-Air,BSA Troop 144,964809,5866,,ORSI,yes,West-Central OK. I-40 40 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,220.9,NW,yes,145.49,144.89,100,100,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",,,DRC Repeaters,CCARC,yes,,,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,,E-power.,,,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,220.9,NW,yes,145.145,144.545,107.2,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,,,http://www.w0cra.org/info/squaw.html#145145,CCARC,yes,Wide area. Denver metro.,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,220.9,NW,yes,447.575,442.575,107.2,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),347088,3291,http://www.w0cra.org,CCARC,yes,Wide area: Denver metro.,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,220.9,NW,yes,447.85,442.85,141.3,141.3,Clear Creek,On-Air,AC0KQ,,,,CCARC,yes,Wide area at 9500',,,,,,,Rocky Mountain Ham Radio,AllStar node repeater providing wide area coverage along the Front Range,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,162.2,W5SF,"Santa Fe, St Vincent Hospital",NM,OPEN,,220.9,WSW,yes,147.2,147.8,162.2,,Santa Fe,On-Air,Santa Fe ARC,,,SFARC Repeaters,NMFCC,yes,,,,,,,,,E-power. Full time link to Tesuque Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,220.9,NW,yes,448.225,443.225,141.3,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,,,,CCARC,yes,,,,,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,220.9,NW,yes,146.94,146.34,103.5,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,,,Repeater,CCARC,yes,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Autopatch: 911* / Off 0*.,,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,,11,,,,,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,220.9,NW,yes,446.9375,441.9375,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,,Rocky Mountain Ham Radio,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,,,,,,See the website for programming information.,,,,yes,7,,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,220.9,NNE,yes,147.27,147.87,,,Red Willow,On-Air,McCook ARA,,,,,yes,50,,,,,,,,Fusion Repeater,,,,,,,,,,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,220.9,NW,yes,146.67,146.07,100,100,Clear Creek,On-Air,Castle Rock Repeater Group,,,,CCARC,yes,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,,,,,11,,,,,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,220.9,NW,yes,449.35,444.35,100,100,Clear Creek,On-Air,Denver Radio Club,4140,,DRC Repeaters,CCARC,yes,Wide area.,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,220.9,NW,yes,449.45,444.45,103.5,127.3,Clear Creek,On-Air,Rocky Mountain Radio League,,,Repeater,CCARC,yes,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,,,,,,,11,,,,,,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,221,W,yes,147.08,147.68,162.2,,Rio Arriba,On-Air,SFARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,221.1,WSW,yes,147.04,147.64,141.3,,Rio Arriba,Off-Air,NMEMA ARC,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,,N5OLP,"Wellington, DOT tower",TX,OPEN,,221.4,SE,yes,147.24,147.84,,,Collingsworth,On-Air,N5OLP,,,,TVHFS,yes,45,,,,,,,,,,Located on a DOT Tower located 7 miles NW of town.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.925,5,100,N0VPX,"Hoisington, Beaver",KS,OPEN,EA,222.6,E,yes,444.925,449.925,100,100,Barton,On-Air,CKRG,771574,,http://www.ckrgclub.com,Kansas Repeater Council,yes,"Wide area, I-70",,,,yes,Open ↑ / Open ↓,,CKRG,"AllStar, Echolink, Analog bridged to BrandMeister TG31204",Yes; analog capable.,,,,,,,,46495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,103.5,KI0NN,Great Bend,KS,OPEN,,223.1,E,yes,146.76,146.16,103.5,103.5,Barton,On-Air,,,,http://kanoklaintertiesystem.org/,Kansas Repeater Council,yes,,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,Off-air briefly for repairs.,,,,,,,,RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,100,KF5SGT,Santa Fe,NM,OPEN,I,223.2,WSW,yes,447.775,442.775,100,,Santa Fe,On-Air,,,7326,,,yes,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,146.2,K9GAJ,Santa Fe,NM,OPEN,I,223.4,WSW,yes,449.275,444.275,146.2,,Santa Fe,On-Air,Fred Homuth,,3939,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,224.8,NW,yes,449.05,444.05,107.2,107.2,Denver,On-Air,WG0N,,,,CCARC,yes,Wide area.,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,,K5ELK,Elk City,OK,OPEN,,225.6,SE,yes,146.685,146.085,,,Beckham,On-Air,KC9VF,,,,ORSI,yes,,,,,,,,,,,,yes,K5ELK (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.025,5,,K5ELK,Elk City,OK,OPEN,,225.6,SE,yes,443.025,448.025,,,Beckham,On-Air,KC9VF,,,,ORSI,yes,,,,,,,,,,,,yes,K5ELK (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,225.7,NW,yes,447.125,442.125,103.5,103.5,Park,On-Air,KC0UFO,,,,CCARC,yes,"Covers Fairplay, Alma, and western South Park.",,,,,,,"Park County Radio Club, AB0PC",Emergency automatic generator.,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.3,5,162.2,N0KOM,Logan,KS,OPEN,I,226.3,NE,yes,442.3,447.3,162.2,162.2,Phillips,On-Air,,,7446,,Kansas Repeater Council,yes,Repeater Coverage Map,,,Linkable to the  Western Kansas Intertie System .,,,,,,,"For K-Link access dial 9335. 
For Wes-Kan dial 933. 
To disconnect dial 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.475,5,CC7 131.8,N7JYS,Russell,KS,OPEN,,227.4,E,yes,442.475,447.475,131.8,131.8,Russell,On-Air,N7JYS,,,,Kansas Repeater Council,yes,35,,,Full-time internet linked to the  CKRG System . Full-time internet linked to the  KansasLink System .,yes,Open ↑ / Open ↓,,Western Kansas Intertie,,Yes; analog capable.,MMDVM Mixed-Mode repeater.,,,,yes,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    Kansas  1  3120  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    KansasLink  2  31203  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,2,,,,,,,,1,,,,,,,,,yes,293,yes,,1,1,2,,,,,,,,
