Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Coverage,Sponsor,Features,Links,Downlink Tone,IRLP,Notes,Nets,Affiliate,Grid,AllStar,DMR Enabled,Color Code,Wide Network,On-air,Talkgroups,Colorado,Southern Colorado,EchoLink,Commands,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,166.9,ESE,yes,147,147.6,,Pueblo,On-Air,,CCARC,yes,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,166.9,SSE,yes,443.1,448.1,100,Sandoval,On-Air,http://nmscares.org/,NMFCC,yes,Wide area - NW NM.,Sandoval County ARES,"Linked, e-power.",,,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Sandoval County ARES: Mon at 19:30.,ARRL,,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,167,E,yes,145.19,144.59,131.8,Douglas,On-Air,,,yes,Wide area coverage at 8300,N0OBA Owner,,,131.8,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,167,ESE,yes,446.9875,441.9875,,Pueblo,Off-Air,Rocky Mountain Ham Radio,CCARC,yes,,,,Full-time to the  Colorado TRBO System .,,,,,RMHAM,,,yes,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,167,ESE,yes,147.24,147.84,103.5,Pueblo,Off-Air,,CCARC,yes,Pueblo and Fremont Counties,TARA,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,167,ESE,yes,447.275,442.275,100,Pueblo,On-Air,The Fun Machine,CCARC,yes,,,,Full-time to the  The Fun Machine System .,100,,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,167.2,ESE,yes,447.7,442.7,210.7,Pueblo,Off-Air,,CCARC,yes,,,,,210.7,7389,,,,,29228,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,167.2,ESE,yes,146.88,146.28,88.5,Pueblo,On-Air,,CCARC,yes,Wide area.,Pueblo HC,E-power.,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,167.2,ESE,yes,449.725,444.725,100,El Paso,On-Air,,CCARC,yes,,N0PWZ,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,167.2,ESE,yes,145.115,144.515,88.5,Pueblo,Off-Air,,CCARC,yes,,Pueblo Ham Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,167.2,ESE,yes,146.655,146.055,123,Pueblo,On-Air,,CCARC,yes,,K0ST,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,167.7,NE,yes,447.85,442.85,141.3,Clear Creek,On-Air,,CCARC,yes,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,,141.3,,,,Rocky Mountain Ham Radio,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,168.3,E,yes,447.725,442.725,100,El Paso,On-Air,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,yes,Local.,K0NR,30,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,168.6,NE,yes,145.175,144.575,D073,Clear Creek,Off-Air,Rocky Mountain Ham Radio,CCARC,yes,,Rocky Mountain Ham Radio,,,D073,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,168.6,NE,yes,145.34,144.74,103.5,Jefferson,On-Air,Repeater,CCARC,yes,Wide area.,Rocky Mtn Radio League,E-power.,,127.3,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,168.6,SE,yes,147.04,147.64,141.3,Colfax,On-Air,,NMFCC,yes,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,170,W,yes,147.08,147.68,136.5,Wayne,On-Air,http://sdarc.us/repeaters/mt-ellen.html,UVHFS,yes,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",Sinbad Desert ARC,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,,3270,11,,,,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,170.2,NNE,yes,146.82,146.22,123,Grand,,,CCARC,yes,,GCARA,E-power.,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,170.2,NNE,yes,446.875,441.875,,Clear Creek,On-Air,http://www.rmham.org,,yes,,,,,,,,,RMHAM,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,170.4,S,yes,443,448,100,Sandoval,On-Air,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,170.6,NNW,yes,449.9,444.9,136.5,Uintah,,,,yes,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",Borderline Amateur Radio Club,,,,7705,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,171,NE,yes,449.6,444.6,100,Jefferson,On-Air,DRL Repeaters,CCARC,yes,,Denver Radio League,,,,3345,,,,,,,,,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,171,NE,yes,146.88,146.28,100,Jefferson,On-Air,DRL Repeaters,CCARC,yes,Wide Area,Denver Radio League,E-power.,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,171.1,ESE,yes,224.26,222.66,88.5,Pueblo,Off-Air,PHC repeaters,CCARC,yes,Wide area.,Pueblo Ham Club,E-power.,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,171.1,ESE,yes,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Ham Club,CCARC,yes,Wide area.,Pueblo Ham Club,E-power.,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,171.1,ESE,yes,146.79,146.19,88.5,Pueblo,On-Air,Pueblo Ham Club,CCARC,yes,Wide area.,Pueblo HC,E-power.,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,172.3,N,yes,146.97,146.37,88.5,Moffat,On-Air,,CCARC,yes,,Northwest Colorado Amateur Radio Association,,Full-time to the  Colorado Connection System .,123,,,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,172.3,N,yes,145.265,144.665,107.2,Moffat,,,CCARC,yes,,NW Colorado ARC,E-power.,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,172.5,NE,yes,449.525,444.525,CSQ,Jefferson,On-Air,Intermountain Repeater Group,CCARC,yes,,KE0SJ,E-power.,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,172.5,NE,yes,146.985,146.385,100,Denver,On-Air,,CCARC,yes,,El Jebel RADOPS,E-power.,,100,3346,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,172.5,NE,yes,146.64,146.04,100,Jefferson,On-Air,DRL Repeaters,CCARC,yes,"Wide area. 
   Repeater Coverage Map",Denver Radio League,E-power.,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,172.5,NE,yes,145.28,144.68,100,Jefferson,On-Air,Intermountain Repeater Group,CCARC,yes,Wide area.,,"Closed autopatch, e-power, linked.","Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,172.5,NE,yes,448.625,443.625,100,Jefferson,On-Air,DRC Repeaters,CCARC,yes,Denver metro area.,Denver Radio Club,E-power.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",100,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,172.8,NE,yes,927.8375,902.025,,Jefferson,On-Air,,CCARC,yes,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,,The offset is -25.8125,,,,45770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,172.8,NE,yes,446.7875,441.7875,,Jefferson,On-Air,http://www.w0tx.org/,CCARC,yes,,Denver Radio Club,,,,,,,Brandmeister Network,,,yes,1,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,173.2,ESE,yes,449.975,444.975,100,Pueblo,On-Air,K0JSC dot Com,CCARC,yes,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,2,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",100,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,DM78SA18,28368,,,,,,,,363976,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,174.4,NE,yes,53.17,51.47,107.2,Jefferson,On-Air,,CCARC,yes,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the  N6LXX System .,CSQ,,,,N6LXX,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,174.4,NE,yes,447.875,442.875,107.2,Jefferson,On-Air,,CCARC,yes,"I-70,I-76,I-25,I-225",N6LXX,,Full-time to the  N6LXX System .,107.2,,,,N6LXX,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,174.8,NE,yes,448.85,443.85,88.5,Jefferson,On-Air,ARA Repeaters,CCARC,yes,"Denver metro, central front range",Aurora Repeater Assoc,e-power.,,88.5,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,174.8,NE,yes,449.75,444.75,103.5,Jefferson,On-Air,Repeater,CCARC,yes,,Rocky Mtn Radio League,8,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,174.8,NE,yes,224,222.4,103.5,Jefferson,On-Air,Repeater,CCARC,yes,,Rocky Mountain Radio League,8,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,174.8,NE,yes,147.15,147.75,100,Jefferson,On-Air,ARA Repeaters,CCARC,yes,"Denver metro, central front range",Aurora Repeater Assoc (ARA),e-power,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",100,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,174.8,NE,yes,224.74,223.14,88.5,Jefferson,On-Air,ARA Repeaters,CCARC,yes,,Aurora Repeater Assoc,e-power,,88.5,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,174.8,NE,yes,145.22,144.62,103.5,Jefferson,On-Air,Repeater,CCARC,yes,Wide area.,Rocky Mtn Radio League,8,,103.5,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,175.3,NE,yes,224.6,223,100,Gilpin,,,CCARC,yes,,W0RM,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,175.9,NNE,yes,147.165,147.765,88.5,Routt,On-Air,,,yes,,Colorado Connection,,Full-time to the  Colorado Connection System .,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,175.9,NNE,yes,449.625,444.625,123,Routt,On-Air,http://colcon.org,,yes,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,123,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,176,NNE,yes,147.21,147.81,107.2,Routt,On-Air,,CCARC,yes,,SSARC,"Linked, WX.",,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,176.2,ESE,yes,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Ham Club,CCARC,yes,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,100,KC5WDV,"Gallup, Gibson Peak",NM,OPEN,,176.2,SSW,yes,147.26,147.86,100,McKinley,On-Air,,NMFCC,yes,,KC5WDV,VHF/UHF Remote Bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,176.3,NE,yes,449.625,444.625,141.3,Jefferson,On-Air,,CCARC,yes,,Rocky Mountain Ham Radio,E-power,,141.3,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,176.4,NE,yes,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,176.4,NE,yes,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,176.4,NE,yes,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,176.4,NE,yes,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,yes,,Rocky Mountain Ham Radio,,,,,See the website for programming information.,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,176.4,NE,yes,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,CCARC,yes,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,176.5,NE,yes,446.8375,441.8375,,Jefferson,On-Air,,CCARC,yes,,WA2YZT,200,Full-time to the  Colorado TRBO System .,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,176.5,NE,yes,145.31,144.71,88.5,Gilpin,On-Air,,CCARC,yes,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,10,Full-time to the  Colorado Connection System .,123,,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,176.5,NE,yes,449.225,444.225,141.3,Gilpin,On-Air,,CCARC,yes,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,,141.3,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,177.2,E,yes,447.2,442.2,,El Paso,Testing,,,yes,"Falcon, Black Forest, Peyton Areas",GGARC,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,177.3,NE,yes,53.09,51.39,107.2,Jefferson,On-Air,DRC Repeaters,CCARC,yes,Metro Denver area.,Denver Radio Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,177.6,WNW,yes,448.075,443.075,,Carbon,Off-Air,,,yes,,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,K7YI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,177.6,SE,yes,147.34,147.94,100,Colfax,On-Air,Taos Amateur Radio Club,NMFCC,yes,Wide area.,Taos ARC,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,177.9,NE,yes,224.38,222.78,100,Jefferson,On-Air,DRC Repeaters,CCARC,yes,,Denver Radio Club,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,177.9,WNW,yes,147.14,147.74,88.5,Emery,On-Air,http://sdarc.us/repeaters/cedar.html,UVHFS,yes,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",Sinbad Desert ARC,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,,3270,7,,,,,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,177.9,NE,yes,449.775,444.775,100,Jefferson,On-Air,Denver Radio Club,CCARC,yes,Metro Denver,Denver Radio Club,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,
