Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Last update,Sponsor,Coordination,Web links,Downlink Tone,Op Status,Features,Links,IRLP,Commands,Notes,Nets,EchoLink,DMR Enabled,Color Code,Wide Network,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,YSF Digital Enabled,DG-ID,Local Network,Local/Cluster,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Worldwide English,N. Colorado,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Wyoming,WyLOCAL,Local
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,163.1,E,,448.85,443.85,88.5,Jefferson,,"Denver metro, central front range",,,Aurora Repeater Assoc,CCARC,ARA Repeaters,88.5,On-Air,e-power.,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,163.1,E,,145.22,144.62,103.5,Jefferson,,Wide area.,,,Rocky Mtn Radio League,CCARC,Repeater,103.5,On-Air,8,,,,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,163.1,ESE,,146.97,146.37,100,El Paso,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,,Pikes Peak FM Assoc,CCARC,PPFMA Repeaters,123,On-Air,"Closed autopatch, e-power.","Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,163.1,E,,224.74,223.14,88.5,Jefferson,,,,,Aurora Repeater Assoc,CCARC,ARA Repeaters,88.5,On-Air,e-power,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,163.1,E,,147.15,147.75,100,Jefferson,,"Denver metro, central front range",,,Aurora Repeater Assoc (ARA),CCARC,ARA Repeaters,100,On-Air,e-power,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,163.1,ESE,,448.45,443.45,100,El Paso,,Wide area.,,,Pikes Pk FM Assoc,CCARC,PPFMA Repeaters,,On-Air,E-power.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,163.5,SE,,224.32,222.72,88.5,Custer,,,,,Pueblo Ham Club,CCARC,PHC repeaters,,Off-Air,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,163.5,SE,,447.175,442.175,88.5,Pueblo,,Wide area: Southeast Colorado.,,,Pueblo HC,CCARC,Pueblo Ham Club,,Off-Air,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,163.5,SE,,449.625,444.625,107.2,Custer,,,,,,CCARC,CMRG Repeaters,,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,165.6,E,,53.17,51.47,107.2,Jefferson,,"I-70,I-76,I-25,I-225",N6LXX,,N6LXX,CCARC,,CSQ,On-Air,,Full-time to the  N6LXX System .,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,165.6,E,,447.875,442.875,107.2,Jefferson,,"I-70,I-76,I-25,I-225",N6LXX,,N6LXX,CCARC,,107.2,On-Air,,Full-time to the  N6LXX System .,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,165.7,ESE,,446.95,441.95,,Teller,,Monument Hill through Pueblo.,RMHAM,,Rocky Mountain Ham Radio,,,,On-Air,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,7,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,165.7,ESE,,927.725,902.725,D114,Teller,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",,,WA6IFI,CCARC,Yahoo Group,D114,On-Air,12,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,165.7,ESE,,147.18,147.78,100,El Paso,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,AA0SP,CCARC,,,On-Air,E-power (solar).,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,165.8,E,,147.225,147.825,107.2,Douglas,,Wide area,CRA VHF Link System,,Colorado Repeater Association (CRA),CCARC,Colorado Repeater Association,107.2,On-Air,Closed autopatch,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",3990,,,"CRA Net, Sunday 9AM",347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,165.8,E,,448.425,443.425,107.2,Douglas,,Wide area,ARESDEC,,Colorado Repeater Association (CRA),,http://www.w0cra.org,107.2,On-Air,,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,165.8,E,,449.975,444.975,100,Douglas,,,The Fun Machine,,K0JSC,CCARC,The Fun Machine,100,On-Air,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the  The Fun Machine System .,,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,166.2,E,,146.88,146.28,100,Jefferson,,Wide Area,,,Denver Radio League,CCARC,DRL Repeaters,,On-Air,E-power.,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,166.2,E,,449.625,444.625,141.3,Jefferson,,,,,Rocky Mountain Ham Radio,CCARC,,141.3,On-Air,E-power,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,166.2,E,,449.6,444.6,100,Jefferson,,,,,Denver Radio League,CCARC,DRL Repeaters,,On-Air,,,3345,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,166.4,E,,145.25,144.65,,Jefferson,,,,,Colorado D-Star,CCARC,Colorado D-Star,,On-Air,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,166.4,E,,446.9625,441.9625,,Jefferson,,,,,Colorado D-Star,CCARC,Colorado D-Star,,On-Air,,,,,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,166.4,E,,1283.9625,1263.9625,,Jefferson,,,,,Colorado D-Star,CCARC,Colorado D-Star,,On-Air,,,,,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,166.4,E,,1299.9,1299.9,,Jefferson,,,,,Colorado D-Star,,Colorado D-Star,,On-Air,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,166.4,E,,145.37,144.77,,Jefferson,,,,,Rocky Mountain Ham Radio,CCARC,Rocky Mountain Ham Radio,,On-Air,,,,,See the website for programming information.,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,166.5,E,,446.8375,441.8375,,Jefferson,,,,,WA2YZT,CCARC,,,On-Air,200,Full-time to the  Colorado TRBO System .,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.25,-20,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,167.2,WNW,,1299.25,1279.25,,Washington,,,,,,UVHFS,,,On-Air,,,,,,,,,,,,,KF7YIX (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,167.3,SSW,,146.82,146.22,100,Apache,,,,,Totah ARC,ARCA,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,167.3,SSW,,145.25,144.65,100,Apache,,,,,San Juan Connection,ARCA,,,On-Air,"E-power, linked.",Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,167.7,E,,927.7875,902.7875,156.7,Jefferson,,Golden and Denver.,,,N0PYY,,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,167.7,E,,448.125,443.125,107.2,Jefferson,,,,,Denver PD EEB,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,167.7,E,,448.975,443.975,123,Jefferson,,Wide area.,,,FRG,CCARC,,,On-Air,Linkable VHF/UHF Remote Base,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.92,-1.6,88.5,WX7Y,"Huntington,  Skyline Dr",UT,OPEN,,168.2,WNW,,223.92,222.32,88.5,Emery,Unknown,"Wide area: Extreme southern end of Utah county (to the north) and the valley communities from Fairview and Nephi down to Salina, with coverage toward Delta.",Sinbad Desert ARC,,,UVHFS,,,,"Remote base, 8,702'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,123,WX7Y,"Castle Dale, Horn Mountain",UT,OPEN,,168.2,WNW,,447.7,442.7,123,Emery,Unknown,Wide area.,,,,UVHFS,,,,"Closed autopatch, 8,702'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,88.5,K7SDC,"Castle Dale, Horn Mountain",UT,OPEN,EI,168.2,WNW,,147.06,147.66,88.5,Emery,,"Wide area: Most of western Emery County including the towns of Castle Dale, Orangeville, Huntington, Cleveland, Ferron, and further east into the San Rafael desert. It also covers the towns of Sunnyside and East Carbon, UT.",,,Sinbad Desert ARC,UVHFS,http://sdarc.us/repeaters/horn.html,,On-Air,"Closed autopatch, remote base.",Full-time to the  Sinbad Desert (SDARC) System .,3270,,8,,64264,,,,,,,,DM49kf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,168.2,WNW,,447.625,442.625,100,Emery,,Wide area.,Cactus-Intertie,,San Rafael Cactus Assoc,UVHFS,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,168.3,E,,53.09,51.39,107.2,Jefferson,,Metro Denver area.,,,Denver Radio Club,CCARC,DRC Repeaters,,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,168.7,E,,446.975,441.975,,Jefferson,,Denver Metro Area,,,W0DMR,,http://www.w0dmr.org/,,On-Air,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,168.8,E,,146.91,147.51,123,Boulder,,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Town of Gold Hill, Colorado",,,,http://goldhilltown.com/,127.3,On-Air,,,,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,169.6,E,,449.775,444.775,100,Jefferson,,Metro Denver,,,Denver Radio Club,CCARC,Denver Radio Club,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,169.6,E,,147.33,147.93,100,Jefferson,,Metro Denver and the foothills.,,,Denver Radio Club,CCARC,DRC Repeaters,,On-Air,E-power.,,,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,169.6,E,,224.38,222.78,100,Jefferson,,,,,Denver Radio Club,CCARC,DRC Repeaters,100,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,170.3,NE,,147.03,147.63,100,Boulder,,,Boulder County Amateur Radio Emergency Service,,KI0HG,CCARC,,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,170.8,ESE,,145.265,144.665,100,El Paso,,Local. Good coverage of I25 in Colorado Springs.,,,Pikes Peak FM Association,CCARC,PPFMA Repeaters,100,Off-Air,"Closed autopatch, e-power.",,,,Repeater has been moved.,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,170.8,ESE,,448.8,443.8,100,El Paso,,,,,Pikes Peak FM Assoc,CCARC,PPFMA Repeaters,100,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,171,ESE,,145.19,144.59,131.8,Douglas,,Wide area coverage at 8300,,,N0OBA Owner,,,131.8,On-Air,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,171.1,E,,448.75,443.75,100,Jefferson,,Local.,N0ELY,,,CCARC,,100,On-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,171.1,E,,447.825,442.825,D073,Jefferson,,,,,Denver Radio Club,CCARC,,D073,On-Air,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,171.3,WNW,,145.31,144.71,88.5,Carbon,,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,,,Sinbad Desert ARC,UVHFS,http://sdarc.us/repeaters/ford.html,,On-Air,"Closed autopatch, remote base.",,3270,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,171.6,E,,445.05,440.05,,Boulder,,Wide area,,,Rocky Mountain Ham Radio,CCARC,,,On-Air,BrandMeister Network,,,,,,,,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,171.6,E,,447.75,442.75,141.3,Boulder,,,,,Rocky Mountain Ham Radio,CCARC,,141.3,On-Air,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,171.6,SE,,146.76,146.16,67,Rio Arriba,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,Taos ARC,,,,On-Air,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,171.6,E,,446.9875,441.9875,,Boulder,,,,,Rocky Mountain Ham Radio,,,,On-Air,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,171.6,SE,,147.22,147.82,100,Rio Arriba,,Wide area.,,,New Mexico Mega Link Assoc,NMFCC,,,On-Air,10,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,171.6,E,,145.46,144.86,107.2,Boulder,,Boulder/Denver Metro,CRA VHF Link System,,Colorado Repeater Association (CRA),CCARC,,107.2,On-Air,"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",3990,Member-only IRLP and Echolink node,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,171.6,E,,447.975,442.975,107.2,Boulder,,Wide area: Boulder/Longmont area.,,,Colorado Repeater Association (CRA),CCARC,,107.2,On-Air,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,171.6,E,,224.02,222.42,,Boulder,,Denver metro area.,,,Rocky Mtn VHF Soc,CCARC,RMVHS repeaters,,On-Air,8,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,171.7,E,,146.7,146.1,100,Boulder,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,Boulder Co ARC,CCARC,BARC Repeaters,,On-Air,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,171.8,ESE,,146.76,146.16,107.2,El Paso,,,,,Cheyenne Mountain Repeater Group,CCARC,,107.2,On-Air,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,171.8,ESE,,448.1,443.1,107.2,El Paso,,Wide area.,,,,CCARC,CMRG Repeaters,107.2,On-Air,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,171.8,ESE,,448,443,107.2,El Paso,,,,,,CCARC,CMRG Repeaters,,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,171.9,E,,448.9,443.9,100,Boulder,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,Boulder ARC,CCARC,,,On-Air,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,171.9,ESE,,145.16,144.56,107.2,El Paso,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",CRA VHF Link System,,Colorado Repeater Association,CCARC,http://www.w0cra.org/info/cosprgs.html#145160,107.2,On-Air,"Closed autopatch, e-power.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",3990,,Switch to this repeater at mile marker 170 on I-25.,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
