Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Features,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Coverage,Affiliate,Links,Notes,Web links,EchoLink,IRLP,Downlink Tone,Grid,Commands,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Nets,On-air,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,AllStar,YSF Digital Enabled,DG-ID,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Feed,WIRES-X,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Location Photo
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,158.2,NE,yes,146.445,146.445,,,,Scotts Bluff,On-Air,,,,yes,88.5,,,,,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,http://garymcduffie.com,,3055,88.5,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,160,NW,yes,147.39,147.99,,,,Carbon,On-Air,HERC,E-power.,,yes,100,,,,Wide area.,N7ZEF (EchoLink).,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,160,NW,yes,146.76,146.16,,,,Carbon,On-Air,CCARS,,,yes,100,,,,Wide area.,,,,,,,,,,,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,160.1,NW,yes,448.3,443.3,,,,Carbon,,,,WRCG,yes,100,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,160.1,NW,yes,445.05,440.05,,,,Carbon,On-Air,Laramie County EM,,WRCG,yes,,yes,11,,Wide area.,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,1,2,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,160.1,NW,yes,449.8,444.8,,,,Carbon,,Wyocomm,,WRCG,yes,146.2,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,160.1,NW,yes,146.7,146.1,,,,Carbon,On-Air,,,WRCG,yes,162.2,,,,,,,,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,160.4,WSW,yes,447.35,442.35,,,,Delta,,Grand Mesa Repeater Assoc (GMRA),,CCARC,yes,107.2,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,161.1,SSE,yes,146.73,146.13,,,,Huerfano,On-Air,Pueblo Ham Club,6,CCARC,yes,88.5,,,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,161.2,WSW,yes,147.195,147.795,,,,Delta,,,,,yes,107.2,,,,Local.,Colorado District 25 ARES,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,161.2,WSW,yes,449.825,444.825,,,,Delta,,W0ALC,,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,161.2,WSW,yes,147.36,147.96,,,,Delta,,W0ALC,,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,161.3,E,yes,146.955,146.355,,,,Phillips,,PCARC,E-power.,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,162.7,SSW,yes,146.64,146.04,,,,Rio Grande,On-Air,,,,yes,77,,,,Low level local coverage,,,,,,,77,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,163,SSW,yes,447.1,442.1,,,,Saguache,On-Air,,,,yes,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,167.7,SE,yes,446.75,441.75,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Otero,On-Air,,E-power.,,yes,,yes,0,,La Junta,KC0ITF,,Please use Busy Channel LockOut,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,167.7,SE,yes,147.36,147.96,,,,Otero,On-Air,,E-power,,yes,,,,,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,KC0ITF,,Digital Wires-X,,,,123,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,11360,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,170,WSW,yes,446.9125,441.9125,,,,Mesa,On-Air,Bill Frost,,,yes,,yes,1,,"Grand Junction, I70",,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,170.9,SW,yes,448.65,443.65,,,,Montrose,On-Air,KB0YNA,,,yes,,,,,Wide area.,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,170.9,SW,yes,447.2,442.2,,,,Montrose,On-Air,,9,CCARC,yes,107.2,,,,Delta/Montrose,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control op,GMRA Repeaters,,3710,107.2,,,,,,,,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,172.3,WSW,yes,449.3,444.3,,,,Mesa,On-Air,,e-power Linked to GMRA Open System,CCARC,yes,107.2,,,,Wide Area I-70 West Rifle to Western Utah,,,Closed IRLP out,http://www.gmra.org/,,3710,107.2,,,,,,,,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,174,S,yes,145.355,144.755,,,,Huerfano,On-Air,N0JPX,"E-power, linked.",CCARC,yes,100,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,174.1,SSW,yes,146.925,146.325,,,,Mineral,Off-Air,Creede ARC,,CCARC,yes,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,175.2,SW,yes,146.79,146.19,,,,Montrose,On-Air,KC0UXX,E-power.,CCARC,yes,107.2,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,175.2,SW,yes,146.91,146.31,,,,Montrose,On-Air,,E-Power,CCARC,yes,107.2,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,175.6,SW,yes,147.135,146.535,,,,Hinsdale,On-Air,,E-power (solar),CCARC,yes,123,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,181,SSW,yes,449.525,444.525,,,,Mineral,On-Air,N0PKT,,,yes,100,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,,,,100,DM67lt,,,,,,,,,,,,,,43265,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,183.9,WSW,yes,145.175,144.575,,,,Mesa,On-Air,,"E-power,",CCARC,yes,107.2,,,,Greater grand Junction area.,,,,,,3161,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,185.3,S,yes,449.75,444.75,,,,Las Animas,On-Air,N0ZSN,,CCARC,yes,100,,,,,The Fun Machine,Full-time to the  The Fun Machine System .,,The Fun Machine,363976,7301,100,,,,,,,,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,186.7,WSW,yes,449,444,,,,Mesa,On-Air,KB0SW,,CCARC,yes,,,,,,Grand Mesa Repeater Assoc,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,186.7,WSW,yes,449.775,444.775,,,,Mesa,On-Air,,,CCARC,yes,173.8,,,,,,,,,7572,7573,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,186.7,WSW,yes,147.39,147.99,,,,Mesa,,KE0TY,Linked.,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,186.7,WSW,yes,447.5,442.5,,,,Mesa,,KC0ARV,,CCARC,yes,114.8,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,186.7,WSW,yes,446.775,441.775,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",Mesa,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,186.7,WSW,yes,147.105,147.705,,,,Mesa,On-Air,K0SSI,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,186.7,WSW,yes,145.22,144.62,,,,Mesa,,KE0TY,,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,186.7,WSW,yes,146.82,146.22,,,,Mesa,On-Air,,,CCARC,yes,107.2,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,187,W,yes,445.2625,440.2625,,,,Rio Blanco,On-Air,RMHAM,,,yes,,yes,7,,,,,,https://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,187.7,WSW,yes,147.355,146.755,,,,Mesa,On-Air,Colorado Connection,,CCARC,yes,88.5,,,,,,Full-time to the  Colorado Connection System .,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,188.5,WSW,yes,448.15,443.15,,,,Mesa,On-Air,,,CCARC,yes,100,,,,,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,188.5,SW,yes,147.27,147.87,,,,Ouray,On-Air,,,CCARC,yes,127.3,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,190.4,NE,yes,147.015,147.615,,,,Box Butte,On-Air,N2VHZ,,,yes,,,,,Local.,,,,,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,191.6,NE,yes,146.715,146.115,,,,Box Butte,On-Air,TriCity,,,yes,103.5,,,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,194.5,NNE,yes,147.33,147.93,,,,Niobrara,On-Air,,,,yes,,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,194.8,SE,yes,146.61,146.01,,,,Prowers,On-Air,Lamar Amateur Radio Club,,CCARC,yes,123,,,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,37784,3774,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,194.8,SE,yes,449.5,444.5,,,,Prowers,On-Air,Lamar ARC,,CCARC,yes,123,,,,45,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,195.6,NNW,yes,145.46,144.86,,,,Natrona,On-Air,W7QQA,,WRCG,yes,110.9,,,,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo","Buffalo Radio Club, Casper Radio Club",,,http://wyoham.com,,,110.9,,103,,,,,,,"Buffalo roll call, Tuesday night",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,196.5,WSW,yes,449.575,444.575,,,,Mesa,On-Air,,e-power. Linked to GMRA Open System,CCARC,yes,131.8,,,,Grand Junction,Grand Mesa Repeater Assoc,,Closed IRLP out,GMRA Repeaters,,3710,131.8,,,,,,,,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,196.5,WSW,yes,146.94,146.34,,,,Mesa,On-Air,Western Colorado Amateur Radio Club,E-power and autopatch for WCARC members,CCARC,yes,107.2,,,,Grand Junction 30-50 mi,,,,http://w0rrz.org,,,107.2,,,,,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,196.7,NNW,yes,449.9,444.9,,,,Natrona,On-Air,Casper Amateur Radio Club,,WRCG,yes,,,,,Metro area.,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,11941,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,196.7,NNW,yes,146.94,146.34,,,,Natrona,On-Air,Casper ARC,E-power.,WRCG,yes,123,,,,Wide area.,,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",,http://casperarc.net/wiki/index.php/146.940,,,123,,,,,,,,,RACES/ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,196.7,NNW,yes,146.64,146.04,,,,Natrona,Off-Air,CDK Net,E-power.,WRCG,yes,173.8,,,,Regional.,,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,197.7,W,yes,447,442,,,,Garfield,On-Air,,8,CCARC,yes,107.2,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,198.6,NNW,yes,449.5,444.5,,,,Natrona,On-Air,Versatel,Solar Powered,,yes,100,,,,"Wide area, linked to 147.390 Rawlins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,199.1,SW,yes,147.375,147.975,,,,San Juan,On-Air,,13,CCARC,yes,156.7,,,,Wide area.,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,199.3,SW,yes,444,449,,,,San Juan,On-Air,,,,yes,67,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,199.3,SW,yes,447.525,442.525,,,,San Juan,On-Air,KB5ITS,E-power.,CCARC,yes,127.3,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,199.3,SW,yes,145.325,144.725,,,,San Juan,On-Air,,Solar powered,CCARC,yes,127.3,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,200.9,SSE,yes,147.375,147.975,,,,Las Animas,Off-Air,K0BV,,CCARC,yes,100,,,,Good coverage along I-25 between CO/NM state line and 40 miles north.,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,200.9,SSE,yes,447.375,442.375,,,,Las Animas,On-Air,KG5JL,E-power (batt).,CCARC,yes,100,,,,"Covers I-25 from CO/NM border to north of Trinidad, CO.",,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,201,SSE,yes,449.6,444.6,,,,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,E-power.,CCARC,yes,107.2,,,,Wide area.,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,201.5,SW,yes,449.7,444.7,,,,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),E-power.,CCARC,yes,107.2,,,,Wide Area via links - Western Colorado - Eastern Utah,,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control Op,,,3710,107.2,,,,,,,,,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,201.6,E,yes,146.76,146.16,,,,Keith,On-Air,Charlie Allen,,,yes,123,,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,751985,7349,,,,,,,,,,"Sun at 19:30. 
Wed at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,201.8,S,yes,446.775,441.775,yes,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,202,ESE,yes,147.03,147.63,,,,Sherman,Off-Air,Sherman County Amateur Radio Club (SCARE),,,yes,88.5,,,,I-70,,,This is the highest (above sea level) amateur repeater in Kansas.,SCARE on Facebook,,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,203,NNW,yes,449.575,444.575,,,,Natrona,On-Air,CDK Net,E-power.,WRCG,yes,173.8,,,,Wide area: Casper Metro and large parts of Natrona county.,,,,Casper ARC,,7707,173.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,203,NNW,yes,147.28,147.88,,,,Natrona,On-Air,Casper Amateur Radio Club,E-power.,WRCG,yes,D032,,,,Local Casper coverage.,,,,http://casperarc.net/wiki/index.php/Main_Page,,,D032,,,,,,,,,,,,,,Yes; analog capable.,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,204.3,NNW,yes,146.91,146.31,,,,Natrona,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,204.3,NNW,yes,52.98,51.98,,,,Natrona,Off-Air,CARC,,WRCG,yes,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,204.3,NNW,yes,147.345,147.945,,,,Natrona,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,204.3,NNW,yes,449.1,444.1,,,,Natrona,,NG7T,E-power.,,yes,,,,,Wide area:  50 mi radius.,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9875,-5,CC11,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,204.3,NNW,yes,449.9875,444.9875,,,,Natrona,On-Air,Laramie County EM,,WRCG,yes,,yes,11,,Wide Area. 40 mi radius.,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,1,2,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,205.9,W,yes,449.7,444.7,,,,Uintah,,W7BYU,8,UVHFS,yes,136.5,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,206,W,yes,147.1,147.7,,,,Uintah,On-Air,""">Borderline ARC","Autopatch, e-power.",UVHFS,yes,136.5,,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,"Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,,458414,3577,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,206,W,yes,146.92,146.32,,,,Duchesne,Off-Air,,E-power.,UVHFS,yes,136.5,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,206.1,WSW,yes,449.4,444.4,,,,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",E-power.,CCARC,yes,131.8,,,,Wide area via links - Western Colorado - Eastern Utah,,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control op,http://www.gmra.org,,3710,131.8,,,,,,,,,RACES Wed 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,210.2,SW,yes,147.27,147.87,,,,San Juan,On-Air,KB5ITT,E-power.,CCARC,yes,127.3,,,,Wide area.,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,210.3,SE,yes,444.6,449.6,,,,Wallace,On-Air,WA0VJR,,,yes,146.2,,,,"US-40 
   Repeater Coverage Map",,,Dial 9335 to access K-Link,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,216.4,SE,yes,442.175,447.175,,,,Greeley,On-Air,WKARC,,,yes,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,218.4,NNE,yes,147.36,147.96,,,,Dawes,On-Air,,,WB0CMC,yes,123,,,,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",Pine Ridge Amateur Radio Club,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
