Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Affiliate,Features,Notes,Last update,Uplink Tone,Downlink Tone,WIRES-X,Mixed-Mode,Sponsor,Links,EchoLink,IRLP,Coordination,Web links,On-air,Commands,Grid,AllStar,Nets,Feed,Talkgroups,Colorado,Southern Colorado,Denver Regional,Worldwide,North America,Local/Cluster,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Northern Colorado,English,TAC 310,DCI Bridge,Texas,COMM 1,Texas/Oklahoma Regional USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,N. Colorado,Mountain Reg USA,Worldwide English,Amarillo WIRES-X,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Southwest USA,Hytera USA,Parrott,Audio Test,Kansas,Bandwidth,CKRG,KansasLink
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,179.8,NNW,,146.85,146.25,,,,,,,,,Weld,On-Air,,,"E-power, WX.",,,100,100,,,Northern Colorado ARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,179.9,NNW,,449.725,444.725,,,,,,,,,Weld,On-Air,,,"Autopatch, WX.",,,127.3,,,,K0OJ,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,180.4,WNW,,146.7,146.1,,,,,,,,,Summit,On-Air,,,E-power.,,,107.2,,,,GRARC,,,3972,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,180.5,WNW,,145.445,144.845,,,,,,,,,Lake,On-Air,,,E-power (solar).,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,88.5,,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,180.8,NNE,,146.955,146.355,,,,,,,,,Phillips,,,,E-power.,,,,,,,PCARC,,,,CCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,141.3,K0ECT,Jetmore,KS,OPEN,,180.8,ESE,,444.5,449.5,,,,,,,,,Hodgeman,On-Air,,,E-power,,,141.3,141.3,,,SKECT,Full-time to the  SKECT System .,,,Kansas Repeater Council,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,181.1,NW,,146.91,147.51,,,,,,,,,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,,123,127.3,,,,,,,,http://goldhilltown.com/,,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,181.2,NNW,,449.325,444.325,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,Weld,On-Air,,,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,181.2,NNW,,147,147.6,,,,,,,,Open ↑ / Open ↓,Weld,On-Air,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,100,100,,Yes; analog capable.,Weld ARS,,,3839,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,181.2,NNW,,448.475,443.475,,,,,,,,,Weld,On-Air,,,,,,100,,,,Weld Amateur Radio Society (WARS),,,3839,CCARC,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4375,5,CC14,KE5CJ,Stinnett,TX,OPEN,,183.3,SSE,,443.4375,448.4375,,,,,14,,,,Hutchinson,On-Air,Wide Area,,,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,,,,DMR MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,,W5WDR,Stinnett,TX,OPEN,W,183.3,SSE,,444.8,449.8,,,,,,,,Open ↑ / Open ↓,Hutchinson,On-Air,"Covers 55 mile radius of Borger, Texas (approximately).",Panhandle Emergency Radio Service,,Linked,,,,21379,,Hutchinson County ARC,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,,,,,,,Golden Spread Amateur Information Net. Tuesdays 6:30 pm Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,183.7,SW,,147.12,147.72,,,,,,,,,Taos,On-Air,Wide area.,ARRL,E-power.,,,67,,,,Taos Amateur Radio Club,,828279,,NMFCC,http://taosarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,183.7,SW,,224.4,222.8,,,,,,,,,Taos,On-Air,,,,,,225.7,,,,Taos ARC,,,,NMFCC,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,183.7,SW,,51.5,51.5,,,,,,,,,Taos,On-Air,,,,,,100,,,,Taos ARC,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,183.7,SW,,449.875,444.875,,,,,,,,,Taos,Off-Air,,,"Linked to 147.34, E-Power.",,,123,,,,Taos ARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,183.8,WNW,,447.65,442.65,,,,,,,,,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,151.4,151.4,,,KB0YNA,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,184.7,WNW,,147.24,147.84,,,,,,,,,Lake,Off-Air,,,,,,156.7,156.7,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,185.5,NW,,147.285,147.885,,,,,,,,,Grand,On-Air,,,,,,88.5,123,,,Colorado Connection,Full-time to the  Colorado Connection System .,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,131.8,K5DST,"Logan, Ute Lake",NM,OPEN,,186.9,S,,147.34,147.94,,,,,,,,,Quay,On-Air,,,,,,131.8,,,,Big Water ARA,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,188.8,NW,,147.03,147.63,,,,,,,,,Boulder,On-Air,,Boulder County Amateur Radio Emergency Service,,,,100,,,,KI0HG,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,KB0DZB,Oberlin,KS,OPEN,,189.1,NE,,145.19,144.59,,,,,,,,,Decatur,On-Air,Local,,Linked.,,,,,,,TRI-STATE.,,,,Kansas Repeater Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,189.1,NNW,,449.575,444.575,,,,,,,,,Larimer,On-Air,,,"Closed autopatch, e-power.",,,100,,,,Loveland Rptr Assoc,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,189.1,NNW,,224.32,222.72,,,,,,,,,Larimer,Off-Air,,,"Closed autopatch, e-power.",,,100,100,,,KN6VV,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,189.5,NNW,,448.025,443.025,,,,,,,,Open ↑ / Open ↓,Larimer,On-Air,,,,,,100,100,,Yes; analog capable.,Northern Colorado ARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,189.6,NW,,447.45,442.45,,,,,,,,,Grand,On-Air,,,,,,103.5,,,,W0IG,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,190.6,NNW,,147.195,147.795,,,,,,,,,Larimer,On-Air,,,"Closed autopatch, e-power.",,,100,,,,Loveland Repeater Assoc,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,WA5CSF,Borger,TX,OPEN,E,194.1,SSE,,147.06,147.66,,,,,,,,,Hutchinson,Off-Air,,,,,,,,,,Northwest Texas Amateur Radio Club,,387265,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,194.4,NNW,,147.39,147.99,,,,,2,,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",,,,,,,,,KT0L - NoCo C-Bridge Network,,,,CCARC,Documentation,,,,,Tac 310 Net: Sun at 18:00.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,2,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,195,NNW,,447.725,442.725,,,,,,,,,Larimer,On-Air,,,,,,131.8,,,,W7RF,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,195.5,SW,,147.18,147.78,,,,,,,,,Rio Arriba,On-Air,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,100,100,,,,,,,NMFCC,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,195.6,NNW,,447.2,442.2,,,,,,,,,Weld,On-Air,,,,,,82.5,,,,N6RFI,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,88.5,W5WDR,Borger,TX,OPEN,W,195.6,SSE,,147,147.6,,,,,,,,Open ↑ / Open ↓,Hutchinson,On-Air,,Panhandle Emergency Radio Service,"E-Power, Linked",,,88.5,88.5,21339,Yes; analog capable.,Hutchinson County ARC,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,,,,,,,Golden Spread Amateur Information Net. TUE at 18:30 Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,196.9,NNW,,446.775,441.775,,,,,2,,,,Larimer,On-Air,"Fort Collins east side, into Red Feather Lakes area.",Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,W0DMR - NoCo C-bridge Network,,,,CCARC,W0DMR,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,1,2,,,,,BrandMeister US,,,,1,,,,,,,,,,2,,1,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,198,NNW,,447.45,442.45,,,,,,,,,Larimer,On-Air,,,,,,123,,,,,,447450,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,198,NNW,,1283.55,1263.55,,,,,,,,,Larimer,On-Air,Northern Colorado Front Range,,,,,100,,,,K1TJ Repeater System,,,,CCARC,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,198,NNW,,446.7375,441.7375,,,,,2,,,,Larimer,On-Air,Wide area: North Front Range.,,DMR-MARC World Wide Network,Repeater ID: 310803,,,,,,N0AOL - NoCo C-Bridge Network,,,,CCARC,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,1,1,2,,,,,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,198.3,NW,,146.685,146.085,,,,,,,,,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,E-power.,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,123,,,,Estes Valley ARC,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",625757,7268,CCARC,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,199.4,NNW,,147.36,147.96,,,,,,,,,Larimer,On-Air,Map,,Closed autopatch.,,,100,100,,,CO State Univ ARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,199.4,WNW,,146.61,146.01,,,,,,,,,Eagle,On-Air,,,11,,,107.2,,,,ECHO,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,200.2,NNW,,446.8125,441.8125,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,Larimer,On-Air,Fort Collins Local Area,,D-Star Gateway,Free Star,,,,,,W0QEY CSU,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,W5WX,Amarillo,TX,OPEN,,200.2,SSE,,146.94,146.34,,,,,,,,Open ↑ / Open ↓,Potter,On-Air,Amarillo and points north.,ARRL,,,,88.5,,,Yes; analog capable.,Panhandle Amateur Radio Club,,,,TVHFS,,,,,,Panhandle Amateur Information Net (PAIN): Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,200.3,NNW,,446.75,441.75,,,,,7,,,,Larimer,On-Air,,,,See website for complete info on color codes/time slot assignment.,,,,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,CCARC,http://www.rmham.org,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,200.3,NNW,,145.265,144.665,,,,,2,,,,Larimer,On-Air,Northern Colorado Front Range Wide Area coverage.,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,W0DMR - NoCo C-bridge Network,,,,CCARC,http://www.w0dmr.org/,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,1,2,,,,,BrandMeister US,,,,1,,,,,,,,,,2,,1,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,200.4,NNW,,449.85,444.85,,,,,,,,,Larimer,On-Air,Map,,Closed autopatch.,,,100,100,,,CO State Univ ARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,200.6,WSW,,147.08,147.68,,,,,,,,,Rio Arriba,On-Air,,,,,,162.2,,,,SFARC,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.7,5,162.2,N0NM,"Hill City, K-Link",KS,OPEN,A,200.7,E,,443.7,448.7,,,,,,,,,Graham,On-Air,Click for coverage map.  45 mi radius.,Western Kansas Inter-Tie K-Link Repeater Network,E-power.,"Use PL 131.8 for WesKan Intertie 
Use PL 162.2 for K-Link",,162.2,,,,"N0NM, N0KOM",Linkable to the  K-Link System . Linkable to the  Western Kansas Intertie System .,,,Kansas Repeater Council,K-Link Repeater Network,,,,46425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,200.8,NNW,,224.52,222.92,,,,,,,,,Larimer,Off-Air,,,E-power.,,,100,100,,,Northern Colorado ARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,200.8,NNW,,145.115,144.515,,,,,,,,,Larimer,On-Air,Wide area.,,7,,,100,100,,,Northern Colorado ARC,,4236,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,200.8,NNW,,927.825,902.825,,,,,,,,,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,100,100,,,AB0SF,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,200.8,NNW,,927.95,902.95,,,,,,,,,Larimer,On-Air,Northern Front Range,,25,,,100,100,,,K1TJ Repeater System,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,200.8,NNW,,447.275,442.275,,,,,,,,,Larimer,On-Air,Wide area.,,"Closed autopatch, e-power.",,,100,100,,,Northern Colorado ARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,201.4,WNW,,224.8,223.2,,,,,,,,,Eagle,Off-Air,,,,,,,,,,ECHO,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,201.4,WNW,,449.9,444.9,,,,,,,,,Eagle,Off-Air,,,,,,107.2,107.2,,,ECHO,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,201.5,NW,,449.8,444.8,,,,,,,,,Larimer,On-Air,,,E-Power,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,123,,,,Estes Valley ARC,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",625757,7268,CCARC,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,201.7,NW,,446.875,441.875,,,,,,,,,Clear Creek,On-Air,,RMHAM,,,,,,,,,,,,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,201.7,NW,,146.82,146.22,,,,,,,,,Grand,,,,E-power.,,,123,,,,GCARA,,,,CCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,201.9,S,,443.75,448.75,,,,,,,,,Quay,On-Air,Local coverage in town.,,,EchoLink active during daytime hours.,,,,,,WA5EMA,,406798,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,201.9,S,,224.98,223.38,,,,,,,,,Quay,,,,,,,,,,,WA5EMA,,,,NMFCC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,201.9,S,,146.88,146.28,,,,,,,,,Quay,On-Air,,,,,,,,,,WA5EMA,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,202.3,W,,146.925,146.325,,,,,,,,,Mineral,Off-Air,,,,WA0JS license expired,,,,,,Creede ARC,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,151.4,N7UVW,McCook,NE,OPEN,,202.6,NE,,444.5,449.5,,,,,,,,,Frontier,On-Air,20,Dirt Truckin,link comm rlc 1,16,,151.4,,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,162.2,N7UVW,McCook,NE,OPEN,,202.6,NE,,444.8,449.8,,,,,,,,,Red Willow,On-Air,50,Dirt Truckin,Link Com RLC-1 Controller,180,,162.2,,,,N7UVW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,I,202.9,E,,146.88,146.28,,,,,,,,,Norton,On-Air,Click for coverage map.  50 mi radius.,,"e-power, K-Link. 
IRLP node 7426.","IRLP prefix = A 
Disconnect = 73 
Dial 9335 when finished.",,162.2,162.2,,,N0KOM,Full-time to the  K-Link System .,,7426,Kansas Repeater Council,K-Link Repeater Network,,,,,ARES: Sat @ 21:00 local,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,K0TAJ,"McCook, 180' tower S. of McCook",NE,OPEN,,203,NE,,147.27,147.87,,,,,,,,,Red Willow,On-Air,50,,Fusion Repeater,,,,,,,McCook ARA,,,,,,,,,,Monday Nights at 7PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
