500,Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Notes,Coordination,Last update,Coverage,Features,Links,Commands,Affiliate,Web links,D-STAR Enabled,Node,Sources,Grid,AllStar,Mixed-Mode,Nets,EchoLink,IRLP,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,On-air,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Bandwidth,WIRES-X,Feed,DTMF,A + [number],B
,443.925,5,,KA5CDJ,El Paso,TX,CLOSED,,160.6,S,yes,443.925,448.925,,,El Paso,,M.A.R.I.E.,,TVHFS,yes,,,,,Cactus &amp; Armadillo,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,147.36,0.6,,KE5OIB,El Paso,TX,CLOSED,,160.6,S,yes,147.36,147.96,,,El Paso,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,147.06,0.6,,KJ5EO,El Paso,TX,CLOSED,,160.6,S,yes,147.06,147.66,,,El Paso,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,147.1,0.6,,KJ5EO,El Paso,TX,CLOSED,,160.6,S,yes,147.1,147.7,,,El Paso,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,442.6,5,,KJ5EO,El Paso,TX,CLOSED,,160.6,S,yes,442.6,447.6,,,El Paso,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,443,5,,KJ5EO,El Paso,TX,CLOSED,,160.6,S,yes,443,448,,,El Paso,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,441.7,5,100,N5ZFF,El Paso,TX,OPEN,,160.6,S,yes,441.7,446.7,100,,El Paso,,,,TVHFS,yes,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,443.375,5,100,N6TOC,El Paso,TX,OPEN,,160.6,S,yes,443.375,448.375,100,,El Paso,On-Air,N6TOC,,TVHFS,yes,,"Closed autopatch, remote base, linked",,,W5ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.14,0.6,67,NM5ML,"El Paso, North Park",TX,OPEN,,160.6,S,yes,147.14,147.74,67,,El Paso,On-Air,,,TVHFS,yes,,3,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,443.65,5,,W5DPD,El Paso,TX,CLOSED,,160.6,S,yes,443.65,448.65,,,El Paso,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,442.1,5,123,WB5LJO,El Paso,TX,CLOSED,A,160.6,S,yes,442.1,447.1,123,,El Paso,,,,TVHFS,yes,,3,Full-time to the  WIN System .,,,,,,,,27669,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,442.55,5,100,WB5LJO,El Paso,TX,OPEN,,160.6,S,yes,442.55,447.55,100,,El Paso,On-Air,Jacks Peak ARA,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,443.7,5,,WB5LJO,El Paso,TX,CLOSED,,160.6,S,yes,443.7,448.7,,,El Paso,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,53.55,-1,,K5WPH,El Paso,TX,OPEN,,160.7,S,yes,53.55,52.55,,,El Paso,On-Air,Sun City Amateur Radio Club (SCARC),,TVHFS,yes,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.32,0.6,162.2,W5GNB,"Hagerman, Comanche Hill",NM,OPEN,,161.3,SE,yes,147.32,147.92,162.2,,Chaves,,W5GNB,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,147.28,0.6,141.3,K7EAR,"Safford, Guthrie Peak",AZ,OPEN,,161.4,WSW,yes,147.28,147.88,141.3,,Greenlee,On-Air,EAARS,,ARCA,yes,,Linked to EAARS Network,,,,http://www.eaars.com/map/map.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,448.975,-5,,N5IA,"Morenci,  Guthrie Peak",AZ,CLOSED,,161.4,WSW,yes,448.975,443.975,,,Greenlee,On-Air,Jack's Peak ARA,,ARCA,yes,,"Remote base, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,440.075,5,CC1,K7EAR,"Morenci, Guthrie Peak",AZ,OPEN,,161.6,WSW,yes,440.075,445.075,,,Greenlee,On-Air,EAARS,,ARCA,yes,,,,,,http://www.eaars.com/,,,,,,,,,,yes,1,yes,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,1,2,2,2,2,,,,,,,,,,,,
,442.125,5,103.5,N5FAZ,El Paso,TX,OPEN,I,161.8,S,yes,442.125,447.125,103.5,,El Paso,On-Air,The Sun City Amateur Radio Club (SCARC),,TVHFS,yes,,Linked.,,,,,,,,,,,,,3097,,,,,,,,,,,,,,,,,,,,,,,,
,145.285,1.6,88.5,,Cd. Juarez,CH,OPEN,,165.8,S,yes,145.285,146.885,88.5,88.5,,On-Air,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,166.1,NW,yes,145.29,144.69,123,,McKinley,Off-Air,NARC,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,166.1,NW,yes,448.2,443.2,100,,McKinley,On-Air,,,NMFCC,yes,,,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,166.1,NW,yes,147.22,147.82,67,,McKinley,On-Air,New Mexico Mega Link Assoc,,NMFCC,yes,Wide area.,"Closed autopatch, e-power.",Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,442.45,5,162.2,K5CNM,Artesia,NM,OPEN,,166.2,SE,yes,442.45,447.45,162.2,,Eddy,On-Air,KE5JDA,,NMFCC,yes,"Eddy County, NM.",,"Full-time to  
        147.38000 (K5CNM) at Hope, NM .
 


Full-time to  
        147.36000 (K5CNM) at Loving, NM .
 


Full-time to  
        147.30000 (K5CNM) at Queen, Queen fire station, NM .
 


Linkable to  
        147.28000 (K5CNM) at Carlsbad, NM .",,Eddy County Skywarn,,,,,,,,"Eddy County Skywarn, as required.",,,,,,,,,,,,,,,,,,,,,,,,,,
,442,5,,KU5J,Artesia,NM,OPEN,,166.2,SE,yes,442,447,,,Eddy,,KU5J,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,444.975,5,156.7,W5COW,Artesia,NM,OPEN,,166.2,SE,yes,444.975,449.975,156.7,,Eddy,On-Air,W5COW,,NMFCC,yes,Eddy County.,,,,Eddy County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,166.5,NNE,yes,449.875,444.875,123,,Taos,Off-Air,Taos ARC,,NMFCC,yes,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,166.6,NNE,yes,51.5,51.5,100,,Taos,On-Air,Taos ARC,,,yes,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,166.6,NNE,yes,147.12,147.72,67,,Taos,On-Air,Taos Amateur Radio Club,,NMFCC,yes,Wide area.,E-power.,,,ARRL,http://taosarc.org/,,,,,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,
,224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,166.6,NNE,yes,224.4,222.8,225.7,,Taos,On-Air,Taos ARC,,NMFCC,yes,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.01,0.6,,W5WIN,Socorro,TX,OPEN,,169.6,SSE,yes,147.01,147.61,,,El Paso,On-Air,WA5UFO,,,yes,,,,,,,yes,W5WIN (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.36,0.6,100,NM5ML,"Conchas Dam, Mesa Rica",NM,OPEN,,172,E,yes,147.36,147.96,100,,San Miguel,On-Air,,,NMFCC,yes,Wide area.,5,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,174.3,NE,yes,145.37,144.77,141.3,,Mora,Off-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,174.3,NE,yes,147.2,147.8,67,,Mora,On-Air,,,,yes,,8,Full-time to the  Mega-Link System .,,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.76,-0.6,162.2,AD7W,"Pinetop-Lakeside, Porter Mountain",AZ,OPEN,,174.8,W,yes,146.76,146.16,,,Navajo,On-Air,AD7W,,ARCA,yes,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,
,449.05,-5,CC1,AD7W,"Pinetop-Lakeside, Porter Mountain",AZ,OPEN,,174.8,W,yes,449.05,444.05,,,Navajo,On-Air,AD7W,,ARCA,yes,"Pinetop-Lakeside, Show Low, Hondah, Snowflake, Linden, Pinedale, Vernon",E-power,,,Brandmeister,,,,,DM54ae,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,
,147.3,0.6,123,K5CNM,"Queen, Queen fire station",NM,OPEN,,179,SE,yes,147.3,147.9,123,,Eddy,On-Air,KE5JDA,,NMFCC,yes,"Queen, NM and surrounding mountains.",,"Full-time to  
        147.38000 (K5CNM) at Hope, NM .
 


Full-time to  
        147.36000 (K5CNM) at Loving, NM .
 


Linkable to  
        147.28000 (K5CNM) at Carlsbad, NM .
 


Full-time to  
        442.45000 (K5CNM) at Artesia, NM .",,Eddy County Skywarn,,,,,,,,"Eddy County Skywarn, as required.",,,,,,,,,,,,,,,,,,,,,,,,,,
,449.275,-5,67,NM5ML,"Queen, Dark Cyn",NM,OPEN,,179.1,SE,yes,449.275,444.275,67,,Eddy,Off-Air,New Mexico Mega Link Assoc,,NMFCC,yes,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,449.15,-5,110.9,W7EH,Show Low,AZ,OPEN,,180,W,yes,449.15,444.15,110.9,,Navajo,On-Air,Kachina Amateur Radio Club,,ARCA,yes,60,,,,"ARRL, ARCA",Kachina Amateur Radio Club,,,,DM44xg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.98,-0.6,162.2,W5PDC,Fabens,TX,OPEN,,181.7,SSE,yes,147.98,147.38,162.2,,Hudspeth,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,442.45,5,203.5,W5PDC,Fabens,TX,OPEN,,181.7,SSE,yes,442.45,447.45,203.5,,Hudspeth,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,182.9,NE,yes,444.4,449.4,100,,Mora,Off-Air,Mora ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,440.75,5,CC1,K7EAR,"Safford, Heliograph Peak",AZ,OPEN,,183.1,WSW,yes,440.75,445.75,,,Graham,On-Air,,Repeater ID: 310407,ARCA,yes,Wide area.,,Full-time to the  AZ-TRBONET System .,,,,,,,,,,,,,yes,1,yes,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,1,2,2,2,2,,,,,,,,,,,,
,147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,183.4,NNW,yes,147.28,147.88,67,,San Juan,On-Air,,,NMFCC,yes,Wide area.,6,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,183.7,NNW,yes,147.1,147.7,100,,San Juan,On-Air,San Juan connection,,NMFCC,yes,,,Full-time to the  San Juan Connection System .,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,185.2,NNE,yes,147.34,147.94,100,,Colfax,On-Air,Taos ARC,,NMFCC,yes,Wide area.,E-power.,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,186.1,NNW,yes,1292.3,1272.3,,,San Juan,On-Air,San Juan County,,NMFCC,yes,,,,,,,yes,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,186.3,NNE,yes,146.76,146.16,67,,Taos,On-Air,Taos ARC,,,yes,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,186.3,NNE,yes,145.175,144.575,141.3,,Taos,Off-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.28,0.6,67,NM5ML,Melrose,NM,OPEN,,187.9,ESE,yes,147.28,147.88,67,,Curry,On-Air,Mega-Link,,NMFCC,yes,Wide area.,4,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.18,0.6,100,KB5ZFA,Caprock,NM,OPEN,,188.4,SE,yes,147.18,147.78,100,,Lea,Off-Air,,Repeater has been down for some time due to logistical issues. No known re-activation date at this time.,NMFCC,yes,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145.25,-0.6,141.3,NM5EM,"Caprock, Caudill Ranch",NM,OPEN,,188.4,SE,yes,145.25,144.65,141.3,,Lea,On-Air,NMEMA ARC,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,444.35,5,162.2,N5LEA,Maljamar,NM,OPEN,,189.8,SE,yes,444.35,449.35,162.2,162.2,Lea,On-Air,,,,yes,,,,,Lea County Amateur Radio Group,http://lcarg.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.28,0.6,123,K5CNM,Carlsbad,NM,OPEN,,191,SE,yes,147.28,147.88,123,,Eddy,On-Air,KE5JDA,,NMFCC,yes,"Carlsbad, NM.",,"Full-time to  
        147.38000 (K5CNM) at Hope, NM .
 


Full-time to  
        147.30000 (K5CNM) at Queen, Queen fire station, NM .
 


Full-time to  
        442.45000 (K5CNM) at Artesia, NM .",,Eddy County Skywarn,,,,,,,,"Eddy County Skywarn, as required.",,,,,,,,,,,,,,,,,,,,,,,,,,
,53.08,-1,127.3,KD6WJG,Carlsbad,NM,OPEN,,191,SE,yes,53.08,52.08,127.3,,Eddy,,KD6WJG,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,146.76,-0.6,127.3,KD6WJG,Carlsbad,NM,OPEN,,191,SE,yes,146.76,146.16,127.3,,Eddy,,KD6WJG,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,145.39,-0.6,100,KG5BOM,Carlsbad,NM,OPEN,,191,SE,yes,145.39,144.79,100,100,Eddy,On-Air,KG5BOM,Experimental,,yes,Carlsbad &amp; Otis,E-power (solar).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.88,-0.6,88.5,N5CNM,Carlsbad,NM,OPEN,,191.1,SE,yes,146.88,146.28,88.5,,Eddy,On-Air,N5MJ,,NMFCC,yes,Carlsbad,E-power (solar).,,,Carlsbad Amateur Radio Club,,,,,,,,Carlsbad Amateur Radio Club: Tue at 18:30.,,,,,,,,,,,,,,,,,,,,,,,,,,
,444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,191.6,NNE,yes,444.975,449.975,123,,Taos,On-Air,N5TSV,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,444.05,5,,N5SOR,Pine Springs,TX,CLOSED,,192.6,SE,yes,444.05,449.05,,,Culberson,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,145.23,-0.6,110.9,KB7ZIH,Pinedale,AZ,OPEN,,192.8,W,yes,145.23,144.63,110.9,,Navajo,On-Air,,,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,193.3,NNW,yes,146.92,146.32,100,,San Juan,On-Air,San Juan County OEM,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,193.4,NNW,yes,448.65,443.65,127.3,,San Juan,On-Air,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,193.5,NNE,yes,147.14,147.74,67,,Taos,On-Air,,,,yes,,11,Full-time to the  Mega-Link System .,,TaosARC,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,224.46,-1.6,127.3,N5MJ,Carlsbad,NM,OPEN,,193.7,SE,yes,224.46,222.86,127.3,,Eddy,,N5MJ,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,444.45,5,127.3,N5MJ,Carlsbad,NM,OPEN,E,193.7,SE,yes,444.45,449.45,127.3,127.3,Eddy,On-Air,N5MJ,,NMFCC,yes,"Carlsbad, NM","EchoLink, e-power.",,Cnodenum ex. C9999. # to delink.,,,,,,,,,,44167,,,,,,,,,,,,,,,,,,,,,,,,,
,147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,193.8,NNW,yes,147.36,147.96,100,,San Juan,On-Air,,,NMFCC,yes,,,Full-time to the  San Juan Connection System .,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.84,-0.6,67,KE5RUE,Redlake,NM,OPEN,,194.6,ESE,yes,146.84,146.24,67,,Roosevelt,On-Air,Jeff Burmeister,CROSS BAND LINKED TO 442.250 67 HZ REPEATER,NMFCC,yes,,"batteries, genset backup, xlinked to UHF 442.250+ pl 67",,none,Greyhound ARC (Eastern New Mexico Univ),https://www.qsl.net/ke5rue/,,,,,,,Tuesdays 7:00 pm,,,,,,,,,,,,,,,,,,,,,,,,,,
,442.25,5,67,KE5RUE,Redlake,NM,OPEN,,194.6,ESE,yes,442.25,447.25,67,,Roosevelt,On-Air,Jeff Burmeister,,NMFCC,yes,,"batteries, genset, xlinked to 146.840- 67Hz",,,Greyhound ARC (Eastern New Mexico Univ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.68,-0.6,,KA7ARZ,Holbrook,AZ,OPEN,,195,WNW,yes,146.68,146.08,,,Navajo,On-Air,Kachina Amateur Radio Club,,ARCA,yes,30,,,,,Kachina Amateur Radio Club,,,,DM44wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.88,-0.6,,WA5EMA,Tucumcari,NM,OPEN,,195.8,E,yes,146.88,146.28,,,Quay,On-Air,WA5EMA,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,224.98,-1.6,,WA5EMA,Tucumcari,NM,OPEN,,195.8,E,yes,224.98,223.38,,,Quay,,WA5EMA,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,
,443.75,5,,WA5EMA,Tucumcari,NM,OPEN,E,195.8,E,yes,443.75,448.75,,,Quay,On-Air,WA5EMA,EchoLink active during daytime hours.,NMFCC,yes,Local coverage in town.,,,,,,,,,,,,,406798,,,,,,,,,,,,,,,,,,,,,,,,,
,147.22,0.6,100,NM5ML,"Tucumcari, Tucumcari Mountain",NM,OPEN,,196.2,E,yes,147.22,147.82,100,,Quay,On-Air,Mega-Link Rptr System,,NMFCC,yes,Wide area.,4,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146.86,-0.6,141.3,K7EAR,"Safford,  Heliograph Peak",AZ,OPEN,E,196.4,WSW,yes,146.86,146.26,141.3,,Graham,On-Air,,outgoing Echolink does not work.,ARCA,yes,,Linked to EAARS Network,,,"SARCI 
Linked to  https://www.repeaterbook.com/repeaters/feature_search.php?system=EAARS-Link%20System&amp;state_id=%&amp;type=systems&gt;EAARS&gt;",http://www.eaars.com/map/map.html,,,,,,,,614350,,,,,,,,,,,,,,,,,,,,,,,,,
,146.9,-0.6,141.3,K7EAR,"Safford,  Heliograph Peak",AZ,OPEN,I,196.4,WSW,yes,146.9,146.3,141.3,,Graham,On-Air,,"IRLP and echolink can be moved here by control operators but, normally they are on EAARS Network",ARCA,yes,,"E-power, linked.",,,,http://eaars.com,,,,,,,,,7787,,,,,,,,,,,,,,,,,,,,,,,,
,440.7,5,141.3,K7EAR,"Safford,  Heliograph Peak",AZ,OPEN,EI,196.4,WSW,yes,440.7,445.7,141.3,,Graham,On-Air,,,ARCA,yes,,E-power. Linked to EAARS Network,,,,http://www.eaars.com/map/map.html,,,,DM52bp,,,,614350,7787,,,,,,,,,,,,,,,,,,,,,,,,
,447.825,-5,100,K7EAR,"Safford,  Heliograph Peak",AZ,OPEN,,196.4,WSW,yes,447.825,442.825,100,,Graham,On-Air,EAARS,,ARCA,yes,,"E-power, has a closed remote base on an open repeater",,,,http://eaars.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,448.675,-5,100,K7JEM,"Safford,  Heliograph Peak",AZ,CLOSED,,196.4,WSW,yes,448.675,443.675,100,,Graham,On-Air,CARBA,,ARCA,yes,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,53.04,-1,141.3,K7EAR,"Safford, Heliograph Peak",AZ,OPEN,,196.5,WSW,yes,53.04,52.04,141.3,,Graham,Off-Air,,146.86,ARCA,yes,,,,,,Eastern Arizona Amateur Radio Society,,,,DM52bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,197.8,N,yes,147.08,147.68,162.2,,Rio Arriba,On-Air,SFARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,197.9,NNE,yes,145.39,144.79,100,,Taos,On-Air,Taos ARC,,NMFCC,yes,Wide area.,"E-power, linked.",,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,197.9,NNW,yes,1291.7,1271.7,,,San Juan,On-Air,San Juan County,,NMFCC,yes,,DV only,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,198.1,NNW,yes,1291.1,1271.1,,,Bernalillo,On-Air,San Juan County,,NMFCC,yes,,DV only,,,,,yes,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,198.1,NNW,yes,145.115,144.515,,,San Juan,On-Air,,,,yes,,,,,,,yes,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,198.5,NNE,yes,147.04,147.64,141.3,,Colfax,On-Air,NMEMA ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,198.5,NNE,yes,444.35,449.35,100,,Colfax,On-Air,,11,NMFCC,yes,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,442.075,5,162.2,N5IMJ,Maljamar,NM,OPEN,,198.6,SE,yes,442.075,447.075,162.2,,Lea,On-Air,N5IMJ,,NMFCC,yes,Wide. 60-70 mi. or more.,E-power.,,,West Texas Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147.14,0.6,67,NM5ML,Maljamar,NM,OPEN,,198.6,SE,yes,147.14,147.74,67,,Lea,On-Air,New Mexico Mega Link Assoc,,NMFCC,yes,"Wide area. Lea, Eddy, Chaves counties.","Closed autopatch, e-power.",Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,198.7,N,yes,145.43,144.83,136.5,,Rio Arriba,On-Air,SJC EMCOMM,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
