Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Web links,Coordination,Last update,Coverage,Commands,On-air,Grid,Links,YSF Digital Enabled,DG-ID,Mixed-Mode,Nets,Notes,Affiliate,EchoLink,IRLP,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Local Network,Talkgroups,Worldwide English,North America,Simplex,TAC 310,TAC 311,DCI Bridge,Echo Test,Hytera USA Reflector,MPRG 2,BGV,NW7RG-USA,USA - Area 7 4647,Local/Cluster,Montana,MPRG,AllStar,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,Parrot,Talkgroup Network,Idaho,Bandwidth,Feed
147.18,0.6,100,N7ACB,"Ketchum, Bald Mountain",ID,OPEN,,188.1,SSE,,147.18,147.78,100,100,Blaine,On-Air,Wood River ARC (WRARC),9,WRARC repeaters,UVHFS,,Wide area: Wood River Valley to as far south as Twin Falls and Burley. 80 mi radius.,"Autopatch : 
*61 up / #6 Down.  We will change this to *Up and #Down shortly.
 To call 911: enter 141911 on either repeater. You will be connected the Blaine County E-911 center in Hailey, ID. Use 140 to drop the call.",,DN23tp,"Full-time to  
        147.14000 (AE6DX) at Sawtooth City, Galena Peak, ID .",,,,Mon at 19:00,Visitors are encourage to call CQ.,"Chuck Robertson, N7CVR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.24,-0.6,162.2,W7JVO,"John Day, Airport",OR,OPEN,,188.5,SW,,145.24,144.64,162.2,,Grant,On-Air,W7JVO,,http://hidarg.org/index.php/repeaters,,,Hwy 26 west to Dayville &amp; east to Unity,,,,Full-time to the  HiDARG System .,,,,Mon at 19:00.,3,H.I.D.A.R.G.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,KE7NRA,"Grand Coulee, Grand Coulee Dam",WA,OPEN,,188.7,NW,,146.86,146.26,100,,Okanogan,On-Air,Coulee Dam Radio Club,Linked with the McClure and Pitcher repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,100,K7JAR,"Colville, Monumental Mountain",WA,OPEN,,189.2,NNW,,146.62,146.02,100,,Stevens,On-Air,Panorama Land ARC,"E-power, linked.",,IACC,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,,N7LZM,"Canyon City, Eagle Peak",OR,OPEN,,189.9,SW,,146.64,146.04,,,Grant,On-Air,Grant County Amateur Radio Club,,,,,,,,DN04mi,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.11,-1,,WR7HLN,Helena,MT,OPEN,,190.4,ESE,,53.11,52.11,,,Lewis and Clark,,Mac Pass Repeater Group,,,,,,,Unknown,,Full-time to the  Mac Pass Repeater Group System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,,W7MRI,Helena,MT,OPEN,,190.5,ESE,,147.32,147.92,,,Lewis and Clark,On-Air,W7MRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,WR7HLN,"Helena, Mac Donald Pass Site",MT,OPEN,W,190.9,ESE,,147.1,147.7,100,,Lewis and Clark,On-Air,Mac Pass Repeater Group,,http://www.wr7hln.org,MRCC,,75,,,,Full-time to the  Mac Pass Repeater Group System .,,,,,"Repeater is Internet Connected at the Repeater on a Mountain at 7,200 feet elevation. Digital will be working when Yaesu gets things working on Auto Mode with Wires, currently as FM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,,K7WES,Helena,MT,OPEN,,190.9,ESE,,443,448,,,Lewis and Clark,,WR7AGT,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.175,5,100,K7LCD,"Melba, Hat Butte",ID,OPEN,EA,191.2,S,,444.175,449.175,,,Canyon,On-Air,NF7T,,http://www.k7lcd.org,W7ZRQ,,50,,,,,,Open ↑ / Open ↓,,,Coordinated by W7ZRQ,Lewis &amp; Clark ARC,478568,,,,,,,,,,,,,,,,,,,,,,,,,43854,,,,,,,,,
145.35,-0.6,100,K7LCD,"Melba, Hat Butte",ID,OPEN,W,191.2,S,,145.35,144.75,,,Canyon,On-Air,NF7T,Wires-X KB7VVD node,http://www.k7lcd.org,W7ZRQ,,"Boise, Nampa, Caldwell, Emmett, Meridian, Melba, Star, Eagle, Mt Home, Marsing, Murphy.",,,,,,Open ↑ / Open ↓,,"Lewis &amp; Clark ARC, Wed at 8:00 P.M. MST",,LEWIS &amp; CLARK ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,30283,,,,,,,,
145.35,-0.6,100,N7MHE,"Vantage, Saddle Mountain",WA,OPEN,,191.3,WNW,,145.35,144.75,100,,Grant,Off-Air,N7MHE,Autopatch.,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.925,5,CC,AF7PR,Moses Lake,WA,OPEN,,191.6,WNW,,440.925,445.925,,,Grant,On-Air,PNW DMR,"Linked to DMR repeaters in ID, OR, WA and BC.",http://www.pnwdigital.net,,,I-90 Ritzville to Vantage / Soap Lk to Othello 5 mi radius.,,,,,,,,,Same frequency pair and Color Code for Ellensburg DMR,PNW DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,,NE7WA,Ione,WA,OPEN,,191.6,NNW,,145.47,144.87,,,Pend Orielle,Off-Air,North Pend Oreille County Amateur Radio Club,E-power (batt).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.125,5,,NE7WA,Ione,WA,OPEN,,191.8,NNW,,443.125,448.125,,,Pend Orielle,Off-Air,North Pend Orielle County Amateur Radio Club,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,100,NE7WA,Ione,WA,OPEN,,191.8,NNW,,224.68,223.08,100,,Pend Orielle,Off-Air,North Pend Orielle County Amateur Radio Club,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,CC1 131.8,WR7HLN,"Helena, North Hills",MT,OPEN,E,192.8,E,,448.9,443.9,131.8,131.8,Lewis and Clark,On-Air,Mac Pass Repeater Group,,http://www.wr7hln.org,MRCC,,"The Helena Valley, North along I90 to Sieben Flats, South to Boulder Hill and Boulder, East to Winston, West to Elliston, and the north and northwest valley.
Coverage The Helena Valley, North along I90 to Sieben Flats, South to Boulder Hill and Boulder, East to Winston, West to Elliston, and the north and northwest valley.",,,,Full-time to the  Mac Pass Repeater Group System .,,,,,DMR Info is at our website at http://www.dmr-montana.net,Mac Pass Repeater Group,528525,,,,,,1,BrandMeister,Mac Pass Repeater Group,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Sched    North America  1  93  PTT    Simplex  1  99      TAC 310  1  310  PTT    TAC 311  1  311  PTT    DCI Bridge  1  3100  PTT    Echo Test  1  9990  PTT    Hytera USA Reflector  1  31089  PTT    MPRG 2  1  31302  PTT    BGV  1  31303  PTT    NW7RG-USA  1  31304  PTT    USA - Area 7 4647  1  31607  PTT    Local/Cluster  2  2  Full-Time    Montana  2  3130  Full-Time    MPRG  2  31301  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,
147.34,0.6,,KC7CUE,"Eureka, Pinkham Mountain",MT,OPEN,,193.8,NNE,,147.34,147.94,,,Missoula,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,100,WR7DW,"Eureka, Virginia Hill",MT,OPEN,,193.9,NNE,,443.8,448.825,100,100,Lincoln,On-Air,WR7DW,,,MRCC,,Eureka Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,100,KC7CUE,"Eureka, Sams Hill",MT,OPEN,E,193.9,NNE,,145.43,144.83,100,,Lincoln,On-Air,FVRG,"Autopatch, e-power, linked, remote base.",,MRCC,,Wide area.,,,,,,,,,,,276435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.25,5,,WR7DW,"Eureka, Pinkham Mountain",MT,OPEN,,193.9,NNE,,444.25,449.25,,100,Lincoln,On-Air,WR7DW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,K7TRH,"Marsing, French John Hill",ID,OPEN,,194.8,SSW,,147.36,147.96,100,,Owyhee,On-Air,CCEM,"Link, e-power.",,UVHFS,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,100,K7TRH,"Marsing, French John Hill",ID,OPEN,,194.8,SSW,,442.9,447.9,100,CSQ,Owyhee,On-Air,CCEM,"Link, e-power",,W7ZRQ,,Wide area.,,,,,,,,,Elevation: 3600',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,,N7LZM,"John Day, Fall Mountain",OR,OPEN,,196.5,SW,,147.22,147.82,,,Grant,Off-Air,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.375,5,88.5,K7HR,"East Glacier, Mt Baldy",MT,OPEN,,200.2,NE,,443.375,448.375,88.5,,Glacier,Off-Air,HARK,"E-power, remote base.",http://www.cutbankairport.org/highline-radio/local-information/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,103.5,K7HR,"East Glacier, Mt Baldy",MT,OPEN,,200.2,NE,,146.7,146.1,103.5,,Glacier,On-Air,,E-power.,,,,,,,,"Full-time to  
        147.14000 (K7KTR) at Plains, MT .
 


Full-time to  
        146.62000 (KA5LXG) at Bigfork, MT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,K7JAQ,"St. Mary, Hudson Bay Divide",MT,OPEN,,215.4,NNE,,146.82,146.22,100,,Glacier,On-Air,HARK,,http://www.cutbankairport.org/highline-radio/local-information/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.2,5,,K7JAQ,"St. Mary, Hudson Bay Divide",MT,OPEN,,215.4,NNE,,441.2,446.2,,,Glacier,On-Air,K7JAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,WA7FDR,"Howe, Jumpoff Peak",ID,OPEN,,216.9,SE,,146.85,146.25,100,,Butte,On-Air,ERARRA,,http://utahvhfs.org/other_rpt.html#jumpoff,UVHFS,,"Wide area. Idaho Falls, Pocatello, and southern Idaho.",,,,"Full-time to  
        145.23000 (WA7FDR) at Island Park, Sawtell Peak, ID .
 


Full-time to  
        145.27000 (WA7FDR) at Burley, Mt Harrison, ID .
 


Full-time to the  Intermountain Intertie System .",,,,,9,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,N7XAY,Republic,WA,OPEN,,217,NW,,145.19,144.59,,,Ferry,,,Open autopatch.,,,,"Part of a 5 repeater system covering Republic, Tonasket, Okanogan, Grand Coulee and Twisp WA.",Ask on the air for autopatch instructions.,Unknown,,"Full-time to  
        147.32000 (WA7MV) at Omak, Tunk Mountain, WA .",,,,ARES: Wed and Sun at 18:00.,"Repeater has been linked with 440.800 on Mclure Mt., Twisp, Wa. and is part of a 5 repeater linked system.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,94.8,K7SMX,"Chelan, McNeal Canyon",WA,OPEN,,218.2,NW,,444.525,449.525,94.8,,Douglas,On-Air,Lake Chelan Radio Club (LCRC),,,,,Chelan Valley.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,CSQ,K7SMX,"Chelan, McNeal Canyon",WA,OPEN,,218.2,NW,,147.1,147.7,CSQ,94.8,Douglas,On-Air,Lake Chelan Radio Club,,,,,"Chelan Valley, Central Washington",,,,,,,,,,RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.62,-5,88.5,W7RUG,"Howe, Jumpoff Peak",ID,OPEN,EI,218.5,SE,,447.62,442.62,88.5,100,Butte,On-Air,W7RUG,ECHOIRLP,,,,S.E. Idaho Ashton to Burley Idaho,Precede IRLP Access with a # sign,,,,,,,,,Owner,459433,3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,,W7GSN,"Brewster, Dyer Hill",WA,OPEN,,219.5,NW,,146.74,146.14,,,Okanogan,On-Air,,,,IACC,,"Brewster, Pateros, Okanogan, Methow, Carlton",,,EM17iq,,,1,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W7JVO,"Burns, Sharps Ridge",OR,OPEN,,223,SW,,147.3,147.9,162.2,,Harney,On-Air,High Desert Amateur Radio Group (HiDARG),"E-power (solar), APRS.",,ORRC,,"Burns, Highway 205, Highway 78.",,,,Full-time to the  HiDARG System .,,,,HiDARG: Tue at 19:00.,4,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live
146.72,-0.6,100,WA7MV,"Okanogan, Pitcher Mountain",WA,OPEN,,224.7,NW,,146.72,146.12,100,100,Okanogan,On-Air,Methow Valley Amateur Radio Club,,http://mvhams.org/,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.55,5,100,WA7MV,"Okanogan, Pitcher Mountain",WA,OPEN,,224.7,NW,,443.55,448.55,100,,Okanogan,On-Air,Methow Valley Amateur Radio Club,,http://mvhams.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,WA7MV,"Omak, Tunk Mountain",WA,OPEN,,225.3,NW,,147.32,147.92,100,,Okanogan,On-Air,Methow Valley Amateur Radio Club,E-power.,http://mvhams.org/,,,Wide area.,,,,"Full-time to  
        145.19000 (N7XAY) at Republic, WA .",,,,Okanogan County Net: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.11,-1.7,100,WA7MV,"Omak, Tunk Mountain",WA,OPEN,,225.3,NW,,53.11,51.41,100,,Okanogan,On-Air,Methow Valley Amateur Radio Club,,http://mvhams.org/,IACC,,Limited at this time due to low transmitter power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,0.6,,VE7EHF,"Christina Lake, Santa Rosa Mtn",BC,OPEN,,225.6,NNW,,147.34,147.94,107.2,,,Testing,"VA7WCN, VE7RSO",,,BCARCC,,"South Okanagan Interior. -Osoyoos, Olive",,,,"Full-time to  
        145.29000 (VE7EHF) at Osoyoos, Fire Hall, BC .",,,,,,KARTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.55,5,,KH6UG,Wauconda,WA,OPEN,E,227.8,NW,,442.55,447.55,,,Okanogan,On-Air,,,http://kanakawaiwai.com,,,Okanogan Highlands,,,,,,,,,We are connected to all Hawaiian Islands,"Hawaii, Mainland Allstar network",3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,,AK2O,Omak,WA,OPEN,,228.4,NW,,147.2,147.8,,,Okanogan,On-Air,Spokane Repeater Group,,,,,Wide area.,,,,,,,,Wide variety at any time of the day or night.,This repeater is part of a sophisticated large coverage area network.Please visit the web-site to learn more about the repeater system and how to join.Membership is not required to gain PL tones.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,0.6,100,VE7EHF,Grand Forks,BC,OPEN,,230.1,NNW,,147.34,147.94,107.2,,,Testing,"VA7WCN, VE7RSO",,,BCARCC,,"South Okanagan Interior. -Osoyoos, Olive",,,,"Full-time to  
        145.29000 (VE7EHF) at Osoyoos, Fire Hall, BC .",,,,,,KARTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,103.5,KF7HPT,"Burns, Radar Hill",OR,OPEN,,236.5,SW,,146.76,146.16,103.5,,Harney,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,103.5,WA7DJ,"Oroville, Buckhorn Mountain",WA,OPEN,I,238.9,NW,,147.14,147.74,103.5,,Okanogan,On-Air,KD7ITP,E-power.,,,,,,,DN08mw,,,,,,,,,3377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.325,5,,K7IQA,Cut Bank,MT,OPEN,,242.2,NE,,443.325,448.325,,,Glacier,On-Air,K7IQA,,http://www.cutbankairport.org/highline-radio/local-information/,,,Local Area Coverage.,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0,,N5DJ,Cut Bank,MT,OPEN,,242.3,NE,,147.3,147.3,,,Glacier,On-Air,N5DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.2,0,,N5DJ,Cut Bank,MT,OPEN,,242.3,NE,,442.2,442.2,,,Glacier,On-Air,N5DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.425,0,,N5DJ,Cut Bank,MT,OPEN,,242.3,NE,,444.425,444.425,,,Glacier,On-Air,N5DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KE7JFA,Roberts,ID,OPEN,EI,252.9,SE,,448.8,443.8,100,100,Jefferson,On-Air,,,,,,Idaho Falls and some surrounding areas.,,,,,,,,,Email me for list of speed dial commands if needed.,,319230,3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,0.6,136.5,VE7EHF,"Osoyoos, Fire Hall",BC,OPEN,,257.2,NW,,147.34,147.94,107.2,,,Testing,"VA7WCN, VE7RSO",,,BCARCC,,"South Okanagan Interior. -Osoyoos, Olive",,,,"Full-time to  
        145.29000 (VE7EHF) at Osoyoos, Fire Hall, BC .",,,,,,KARTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,0.6,,VE7EHF,Osoyoos,BC,OPEN,,257.2,NW,,147.34,147.94,107.2,,,Testing,"VA7WCN, VE7RSO",,,BCARCC,,"South Okanagan Interior. -Osoyoos, Olive",,,,"Full-time to  
        145.29000 (VE7EHF) at Osoyoos, Fire Hall, BC .",,,,,,KARTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,0.6,136.5,VE7EHF,Osoyoos,BC,OPEN,,257.2,NW,,147.34,147.94,107.2,,,Testing,"VA7WCN, VE7RSO",,,BCARCC,,"South Okanagan Interior. -Osoyoos, Olive",,,,"Full-time to  
        145.29000 (VE7EHF) at Osoyoos, Fire Hall, BC .",,,,,,KARTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,107.2,VE7EHF,"Osoyoos, Mount Kobau",BC,OPEN,,257.2,NW,,147.34,147.94,107.2,,,Testing,"VA7WCN, VE7RSO",,,BCARCC,,"South Okanagan Interior. -Osoyoos, Olive",,,,"Full-time to  
        145.29000 (VE7EHF) at Osoyoos, Fire Hall, BC .",,,,,,KARTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,88.5,VE7EHF,Osoyoos,BC,OPEN,,257.3,NW,,147.34,147.94,107.2,,,Testing,"VA7WCN, VE7RSO",,,BCARCC,,"South Okanagan Interior. -Osoyoos, Olive",,,,"Full-time to  
        145.29000 (VE7EHF) at Osoyoos, Fire Hall, BC .",,,,,,KARTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.6,0.6,156.7,VE7EHF,Osoyoos,BC,OPEN,,257.3,NW,,147.34,147.94,107.2,,,Testing,"VA7WCN, VE7RSO",,,BCARCC,,"South Okanagan Interior. -Osoyoos, Olive",,,,"Full-time to  
        145.29000 (VE7EHF) at Osoyoos, Fire Hall, BC .",,,,,,KARTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,,KG7WZG,Idaho Falls,ID,OPEN,,266.3,SE,,448.9,443.9,,,Bonneville,,,,,,,,,Unknown,,,,,,,,,,,,KG7WZG (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,WA4VRV,"Idaho Falls, Quality Inn",ID,OPEN,,276.1,SE,,443,448,100,100,Bonneville,On-Air,WA4VRV,"E-power, EX (NOAA Weather SAME Alerts)",,UVHFS,,Wide area,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
