Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Commands,Feed,EchoLink,AllStar,On-air,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Worldwide,North America,Local/Cluster,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Location Photo,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,82.5,NNE,,447.7,442.7,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,,,,,,,,http://ncarc.net/,100,Wide Area Coverage,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,82.5,NE,,446.75,441.75,,Larimer,On-Air,Rocky Mountain Ham Radio,,,CCARC,,,7,,,http://www.rmham.org,,,Full-time to the  Colorado TRBO System .,See website for complete info on color codes/time slot assignment.,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,82.5,NE,,145.265,144.665,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,,CCARC,,,2,,Brandmeister Network,http://www.w0dmr.org/,,Northern Colorado Front Range Wide Area coverage.,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,1,2,,,,,,,,,,2,1,1,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,82.7,NNE,,146.625,146.025,100,Larimer,On-Air,Northern Colorado ARC,E-power.,,CCARC,,,,,,,100,Wide area: Northern front range.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,82.7,NNE,,224.84,223.24,100,Larimer,On-Air,Northern Colorado ARC,"E-power, 25 watts.",,,,,,,,,100,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,83.2,E,,449.925,444.925,114.8,Weld,On-Air,KD0RG,,,CCARC,,,,,K0UPS Club,,114.8,,,,,,,,,,,,,448035,,,,,,,,,,,,,,,DN70,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,83.4,NE,,447.725,442.725,131.8,Larimer,On-Air,W7RF,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,83.6,SE,,224.72,223.12,103.5,El Paso,On-Air,w0mog,,,,,,,,,,103.5,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,83.8,SSW,,147.12,147.72,,Gunnison,On-Air,W0VTL,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,83.8,SSW,,449.95,444.95,,Gunnison,,K5GF,,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,84,NE,,448.025,443.025,100,Larimer,On-Air,Northern Colorado ARC,,,CCARC,,,,,,,100,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,85.2,SE,,147.39,147.99,103.5,El Paso,On-Air,W0MOG,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,85.2,SE,,146.85,146.25,103.5,El Paso,On-Air,W0RSH,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,85.2,SE,,146.91,146.31,151.4,El Paso,On-Air,GGARC,E-power.,,CCARC,,,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,85.2,SE,,147.27,147.87,,El Paso,On-Air,TRA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,85.4,SE,,448.3,443.3,100,El Paso,On-Air,AA0L,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,85.4,SE,,447.475,442.475,107.2,El Paso,,Mountain ARC (MARC),"Closed autopatch, e-power.",,CCARC,,,,,,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 1930.,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,85.4,SE,,447.35,442.35,151.4,El Paso,On-Air,GGARC,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,85.4,SE,,447.55,442.55,123,El Paso,On-Air,WA6IFI,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,85.4,SE,,449.575,444.575,,El Paso,On-Air,RMHARC,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,85.4,SE,,224.06,222.46,,El Paso,,Pikes Peak FM Association (PPFMA),"E-power, linked.",,CCARC,,,,,,,,Wide area.,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,85.4,SE,,448.6,443.6,114.8,El Paso,,W0MOG,,,CCARC,,,,,,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,85.4,SE,,927.8,902.8,D116,Teller,On-Air,,6,,CCARC,,,,,,,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,85.4,SE,,448.25,443.25,123,El Paso,On-Air,,,,CCARC,,,,,,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,85.4,SE,,447.025,442.025,123,El Paso,Off-Air,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,86,SE,,147.135,147.735,100,El Paso,On-Air,AA0L,6,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,86.5,SE,,448.725,443.725,123,El Paso,On-Air,KA0TTF,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,87.1,SE,,448,443,107.2,El Paso,On-Air,,,,CCARC,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,87.1,SE,,146.76,146.16,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",,CCARC,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,87.1,SE,,448.1,443.1,107.2,El Paso,On-Air,,"Closed autopatch, e-power.",,CCARC,,,,,,CMRG Repeaters,107.2,Wide area.,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,87.2,SE,,145.16,144.56,107.2,El Paso,On-Air,Colorado Repeater Association,"Closed autopatch, e-power.",3990,CCARC,,,,,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Switch to this repeater at mile marker 170 on I-25.,,,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,87.2,SE,,147.345,147.945,107.2,El Paso,On-Air,,"Closed autopatch, e-power.",3854,CCARC,,,,,,http://www.cmrg.org/,107.2,Wide area.,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,87.3,NE,,446.8125,441.8125,,Larimer,On-Air,W0QEY CSU,D-Star Gateway,,CCARC,,,,,,,,Fort Collins Local Area,,Free Star,,,,,,,,,,,,,,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,87.5,SE,,445.0625,440.0625,,El Paso,Off-Air,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,,CCARC,,,1,,,,,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,87.5,SE,,145.13,144.53,88.5,El Paso,On-Air,Colorado Connection,9,,CCARC,,,,,,,123,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,Full-time to the  Colorado Connection System .,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,87.5,SE,,446.9125,441.9125,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,87.5,NE,,147.36,147.96,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,,CCARC,,,,,,,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,87.6,SE,,927.85,902.85,D114,Teller,On-Air,CMRG,9,,CCARC,,,,,,http://www.cmrg.org,,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,87.6,SE,,145.375,144.77,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,,,,,,http://www.cmrg.org,,wide area,,,,,,,,,,,,,,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,87.6,SE,,53.13,51.43,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,,,,,,http://www.cmrg.org,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,87.7,SE,,447.625,442.625,100,El Paso,On-Air,KD0MDP,Linked.,7301,,,,,,The Fun Machine,,100,,Full-time to the  The Fun Machine System .,,,,,,,,,,,363976,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,88,NE,,449.85,444.85,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,,CCARC,,,,,,,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,88.1,SE,,448.8,443.8,100,El Paso,Off-Air,Pikes Peak FM Assoc,,,CCARC,,,,,,PPFMA Repeaters,100,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,88.1,SE,,145.265,144.665,100,El Paso,Off-Air,Pikes Peak FM Association,"Closed autopatch, e-power.",,CCARC,,,,,,PPFMA Repeaters,100,Local. Good coverage of I25 in Colorado Springs.,,Repeater has been moved.,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,88.7,SSE,,223.96,222.36,103.5,Fremont,On-Air,RGARC,"E-power (Bat), Remote Base",,CCARC,,,,,,,103.5,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,88.7,SSE,,447.75,442.75,103.5,Fremont,On-Air,RGARC,E-power (Bat),3081,CCARC,,,,,,Royal Gorge Amateur Radio Club,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,88.7,SSE,,53.03,51.33,88.5,Fremont,On-Air,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,CCARC,,,,,RGARC,Http://www.qsl.net/rghc,88.5,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,88.7,SSE,,447.25,442.25,100,Fremont,On-Air,,,7301,CCARC,,,,,,K0JSC dot Com,100,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",Full-time to the  The Fun Machine System .,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,Listen Live,363976,28368,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,88.7,SSE,,446.7375,441.7375,,Fremont,On-Air,,IPSC Link to the Colorado network on Talk Slot 2.,,CCARC,,,7,,Rocky Mountain Ham Radio,http://www.k0jsc.com,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",Full-time to the  Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,DM78ii,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,88.7,SSE,,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,E-power (Bat),,CCARC,,,,,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,103.5,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,88.8,SSE,,927.7,902.7,D114,Fremont,On-Air,Royal Gorge ARC,,,CCARC,,,,,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,89.5,W,,146.76,146.16,107.2,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,,CCARC,,,,,,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,,,,,243117,,,,,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,90.6,NE,,147.39,147.99,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,,CCARC,,,2,,,Documentation,,"Fort Collins east side, into Red Feather Lakes area.",,,Tac 310 Net: Sun at 18:00.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,1,,1,,1,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,91.1,SE,,447.2,442.2,,El Paso,Testing,GGARC,,,,,,,,Garden of the Gods Amateur Radio Club,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,91.6,SSE,,449.975,444.975,100,Fremont,On-Air,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,,CCARC,,,,,The Fun Machine,http://www.k0jsc.com,100,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,91.7,SSE,,447.975,442.975,100,Fremont,On-Air,K0JSC,Autopatch.,7301,CCARC,,,,,,http://www.k0jsc.com,100,"Canon City area. 
   Repeater Coverage Map",Full-time to the  The Fun Machine System .,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,,Listen Live,363976,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,93.4,NE,,449.725,444.725,127.3,Weld,On-Air,K0OJ,"Autopatch, WX.",,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,93.6,NE,,146.85,146.25,100,Weld,On-Air,Northern Colorado ARC,"E-power, WX.",,CCARC,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,93.7,WSW,,147.33,147.93,107.2,Delta,On-Air,North Fork Repeater Assoc.,,,CCARC,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,93.8,NE,,446.775,441.775,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,,CCARC,,,2,,Brandmeister Network,W0DMR,,"Fort Collins east side, into Red Feather Lakes area.",,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,1,2,,,,,,,,,,2,1,1,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,93.8,NE,,447.2,442.2,82.5,Weld,On-Air,N6RFI,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,94,NE,,449.325,444.325,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,94,NE,,147,147.6,100,Weld,On-Air,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",3839,CCARC,,,,,,,100,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,94,NE,,448.475,443.475,100,Weld,On-Air,Weld Amateur Radio Society (WARS),,3839,CCARC,,,,,,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,96.9,NE,,448.325,443.325,110.9,Larimer,On-Air,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,100.5,NW,,146.97,146.37,88.5,Moffat,On-Air,Northwest Colorado Amateur Radio Association,,,CCARC,,,,,Colorado Connection,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,100.5,NW,,145.265,144.665,107.2,Moffat,,NW Colorado ARC,E-power.,,CCARC,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
