Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Web links,Coordination,Last update,Downlink Tone,Sponsor,Links,Nets,DMR Enabled,Color Code,Wide Network,Affiliate,On-air,Notes,Talkgroup Network,Talkgroups,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Colorado,Southern Colorado,Grid,AllStar,EchoLink,IRLP,Commands,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Location Photo,Feed,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,Local/Cluster,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,181.2,NE,,147.345,147.945,107.2,El Paso,On-Air,Wide area.,"Closed autopatch, e-power.",http://www.cmrg.org/,CCARC,,107.2,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,3854,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,181.2,NE,,145.16,144.56,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Closed autopatch, e-power.",http://www.w0cra.org/info/cosprgs.html#145160,CCARC,,107.2,Colorado Repeater Association,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,CRA VHF Link System,,Switch to this repeater at mile marker 170 on I-25.,,,,,,,,,,,,,,,,,347086,3990,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,182.2,NE,,145.375,144.77,,El Paso,On-Air,wide area,,http://www.cmrg.org,CCARC,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,182.3,NE,,53.13,51.43,107.2,El Paso,On-Air,,,http://www.cmrg.org,CCARC,,107.2,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,182.3,NE,,927.85,902.85,D114,Teller,On-Air,,9,http://www.cmrg.org,CCARC,,,CMRG,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,182.3,NE,,145.13,144.53,88.5,El Paso,On-Air,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,9,,CCARC,,123,Colorado Connection,Full-time to the  Colorado Connection System .,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,Linked into the Colorado Connection System,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,182.3,NE,,445.0625,440.0625,,El Paso,Off-Air,,The DMR-MARC Worldwide Network,,CCARC,,,Rocky Mountain Ham Radio,,,,1,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,182.3,NE,,446.9125,441.9125,,El Paso,On-Air,,,,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC5OUR,Belen,NM,OPEN,,182.9,SSE,,146.7,146.1,100,Valencia,On-Air,,E-power.,,,,,Valencia Co Amateur Radio Association,,VCARA: Wed at 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,183.8,SE,,444.375,449.375,100,San Miguel,On-Air,Wide area.,"Closed autopatch, e-power.",,NMFCC,,,JPARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,184,SSE,,447.275,442.275,71.9,Torrance,On-Air,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,E-power (Solar and Wind). Linkable to other sites.,,,,71.9,KB5VPZ,,,,,,,,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,,,,,,,,,,,,,,,,,943044,,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,184.2,NE,,448.725,443.725,123,El Paso,On-Air,,,,CCARC,,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,184.4,NE,,927.9,902.9,D205,Teller,On-Air,,,,CCARC,,D205,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,184.4,WNW,,147.08,147.68,136.5,Wayne,On-Air,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.","Closed autopatch, remote base.",http://sdarc.us/repeaters/mt-ellen.html,UVHFS,,,Sinbad Desert ARC,Full-time to the  Sinbad Desert (SDARC) System .,,,,,,,11,,,,,,,,,,,,,,,,,64264,3270,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,184.4,NE,,449.325,444.325,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",E-power. Allstar Node 27976,,CCARC,,103.5,KA4EPS,,"Sunday 1500 MST
Tuesday 1730 MST",,,,Amateur Radio Motorcycle Club,,Node # 27976,,,,,,,,,,,,,,,,27976,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,184.4,NE,,447.675,442.675,179.9,Teller,On-Air,,E-power.,,CCARC,,179.9,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,184.5,NE,,145.415,144.815,179.9,Teller,,,"Closed autopatch, e-power.",,CCARC,,,MARC,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,184.5,NE,,448.65,443.65,107.2,Teller,On-Air,,E-power.,,CCARC,,,Mountain ARC (MARC),"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",MARC/PCRC: Tue at 19:30.,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,184.5,NE,,146.82,146.22,107.2,Teller,On-Air,,E-power.,,CCARC,,,Mountain ARC,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,184.5,NE,,449.025,444.025,141.3,Teller,,,Linked.,,CCARC,,,Mountain Amateur Radio Club (MARC),,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,184.6,E,,224.26,222.66,88.5,Pueblo,Off-Air,Wide area.,E-power.,PHC repeaters,CCARC,,CSQ,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,184.6,E,,447.95,442.95,88.5,Pueblo,On-Air,Wide area.,E-power.,Pueblo Ham Club,CCARC,,,Pueblo Ham Club,,,,,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,184.6,E,,146.79,146.19,88.5,Pueblo,On-Air,Wide area.,E-power.,Pueblo Ham Club,CCARC,,CSQ,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,67,K5FIQ,"Clines Corners, Tapia Mesa",NM,OPEN,,186.3,SE,,147.06,147.66,67,San Miguel,On-Air,,7,,NMFCC,,,Upper Rio FM Society,"Full-time to  
        146.90000 (K5FIQ) at Albuquerque, Op Ctr, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.525,5,,K5URD,"Belen, Capilla Peak",NM,OPEN,,186.8,SSE,,444.525,449.525,,Torrance,On-Air,Wide area.,E-power.,URFMS Repeaters,NMFCC,,,Upper Rio FM Soc,,,,,,,,9,,,,,,,,,,,K5URD (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,K5URR,"Belen, Capilla Peak",NM,OPEN,,186.8,SSE,,146.96,146.36,100,Torrance,On-Air,Wide area.,9,http://www.urfmsi.org/,NMFCC,,88.5,Upper Rio FM Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,187.6,NE,,447.475,442.475,107.2,El Paso,,,"Closed autopatch, e-power.",,CCARC,,,Mountain ARC (MARC),"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",MARC/PCRC: Tue at 1930.,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,187.6,NE,,447.025,442.025,123,El Paso,Off-Air,,"Closed autopatch, e-power, linked, remote base.",,CCARC,,,Colorado Springs ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,187.6,NE,,224.06,222.46,,El Paso,,Wide area.,"E-power, linked.",,CCARC,,,Pikes Peak FM Association (PPFMA),,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,187.6,NE,,446.875,441.875,,Douglas,On-Air,,,http://www.rmham.org,CCARC,,,W0VG,Full-time to the  Colorado TRBO System .,,,6,,RMHAM,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,2,,,,,,,,,,,,2,2,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,187.6,NE,,927.8,902.8,D116,Teller,On-Air,,6,,CCARC,,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,187.6,NE,,449.575,444.575,,El Paso,On-Air,,,,CCARC,,,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,187.6,NE,,448.6,443.6,114.8,El Paso,,,,,CCARC,,,W0MOG,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,187.6,NE,,447.35,442.35,151.4,El Paso,On-Air,,E-power.,,CCARC,,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,187.6,NE,,448.3,443.3,100,El Paso,On-Air,,,,CCARC,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,187.6,NE,,447.55,442.55,123,El Paso,On-Air,,,,CCARC,,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,187.6,NE,,448.25,443.25,123,El Paso,On-Air,Colorado Springs,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,187.7,NE,,146.85,146.25,103.5,El Paso,On-Air,,,,CCARC,,,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,187.7,NE,,146.91,146.31,151.4,El Paso,On-Air,,E-power.,,CCARC,,151.4,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,187.7,NE,,147.39,147.99,103.5,El Paso,On-Air,,,,CCARC,,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,187.7,NE,,147.27,147.87,,El Paso,On-Air,,E-power.,,,,,TRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,188.7,NE,,147.135,147.735,100,El Paso,On-Air,,6,,CCARC,,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,189.6,NE,,146.895,146.295,100,Park,On-Air,285,25,Park County Radio Club (PCRC),CCARC,,100,AB0RR,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,191.2,NE,,224.72,223.12,103.5,El Paso,On-Air,Local,,,,,103.5,w0mog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,193.7,NE,,147.225,147.825,107.2,Douglas,On-Air,Wide area,Closed autopatch,Colorado Repeater Association,CCARC,,107.2,Colorado Repeater Association (CRA),"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .","CRA Net, Sunday 9AM",,,,CRA VHF Link System,,,,,,,,,,,,,,,,,,,347086,3990,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,193.7,NE,,448.425,443.425,107.2,Douglas,On-Air,Wide area,,http://www.w0cra.org,,,107.2,Colorado Repeater Association (CRA),"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,193.7,NE,,449.975,444.975,100,Douglas,On-Air,,Simulcast and Voted with Cedarwood and Methodist.,The Fun Machine,CCARC,,100,K0JSC,Full-time to the  The Fun Machine System .,,,,,The Fun Machine,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,195,NE,,446.925,441.925,,Douglas,On-Air,,,Rocky Mountain Ham Radio,CCARC,,,,Full-time to the  Colorado TRBO System .,,,7,,,,See the website for programming info.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,195,NE,,447.525,442.525,146.2,Douglas,On-Air,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,CCARC,,146.2,EmComm Colorado,,,,,,Colorado ARES,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,196.1,NE,,145.19,144.59,131.8,Douglas,On-Air,Wide area coverage at 8300' Pueblo to Ft. Collins+,,,,,131.8,N0OBA Owner,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,196.3,NE,,447.725,442.725,100,El Paso,On-Air,Local.,30,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,,100,K0NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,199.5,NE,,147.12,147.72,88.5,Jefferson,On-Air,Denver metro and east.,E-power.,http://www.n0ara.org,CCARC,,88.5,Aurora Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,199.5,NE,,53.05,51.35,107.2,Jefferson,Off-Air,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",10,,CCARC,,107.2,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,200.8,NE,,447.2,442.2,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",,,,,,GGARC,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,201.4,NE,,1287.9,1267.9,CSQ,Jefferson,Off-Air,Fort Collins to Colorado Springs.,,,CCARC,,,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,201.4,NE,,447.15,442.15,107.2,Jefferson,Off-Air,Wide area: Denver.,"Closed autopatch, e-power.",,CCARC,,107.2,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,201.4,NE,,224.98,223.38,107.2,Jefferson,Off-Air,Wide area. Denver.,"Closed autopatch, e-power.",,CCARC,,107.2,Colorado Repeater Association,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,347086,3990,,,,,,,,,,,,,,,,,,
444.075,5,100,W5NES,Mountainair,NM,OPEN,,201.8,SSE,,444.075,449.075,100,Torrance,On-Air,,,,NMFCC,,,W5NES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,202.4,NE,,447.5,442.5,88.5,Jefferson,On-Air,Wide area.,E-power.,,CCARC,,88.5,Aurora Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,204.2,NNE,,449.45,444.45,103.5,Clear Creek,On-Air,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",11,Repeater,CCARC,,127.3,Rocky Mountain Radio League,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,204.3,NNE,,447.575,442.575,107.2,Clear Creek,On-Air,Wide area: Denver metro.,,http://www.w0cra.org,CCARC,,107.2,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,347088,3291,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,204.3,NNE,,448.675,443.675,100,Denver,On-Air,Wide area.,,,CCARC,,100,W0CFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,204.3,NNE,,145.145,144.545,107.2,Clear Creek,On-Air,Wide area. Denver metro.,E-power.,http://www.w0cra.org/info/squaw.html#145145,CCARC,,107.2,Colorado Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,204.3,NNE,,146.67,146.07,100,Clear Creek,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",11,,CCARC,,100,Castle Rock Repeater Group,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,204.3,NNE,,449,444,136.5,Clear Creek,On-Air,,,,CCARC,,136.5,CARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,204.3,NNE,,449.35,444.35,100,Clear Creek,On-Air,Wide area.,11,DRC Repeaters,CCARC,,100,Denver Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,204.3,NNE,,146.94,146.34,103.5,Clear Creek,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",11,Repeater,CCARC,,103.5,Rocky Mtn Radio League,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .","Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,Listen Live,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,204.3,NNE,,448.225,443.225,141.3,Clear Creek,On-Air,,E-power(gen).,,CCARC,,141.3,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,204.3,NNE,,446.9375,441.9375,,Clear Creek,On-Air,,,Rocky Mountain Ham Radio,CCARC,,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,,7,,,,See the website for programming information.,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,2,,,,,,,,,,,,2,2,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,204.3,NNE,,147.3,147.9,103.5,Clear Creek,On-Air,Wide area.,,,CCARC,,103.5,Denver PD EEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
