Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Last update,Grid,Features,Links,EchoLink,IRLP,Notes,Nets,Web links,Coordination,Affiliate,Sponsor,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Feed,On-air,Denver Regional,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,Northern Colorado,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,English,Europe,TAC 310,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,string,69.3,NE,string,224.94,223.34,67,undefined,Teller,Testing,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,string,69.3,NE,string,447.4,442.4,67,undefined,Teller,On-Air,undefined,undefined,string,undefined,"E-power, Solar, Remote Base",undefined,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,WB0WDF,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,string,69.3,NE,string,147.015,147.615,107.2,undefined,Teller,On-Air,undefined,undefined,string,undefined,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",undefined,undefined,undefined,MARC/PCRC: Tue at 19:30.,undefined,CCARC,undefined,Mountain ARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,73.9,SE,string,145.355,144.755,100,undefined,Huerfano,On-Air,undefined,undefined,string,undefined,"E-power, linked.",undefined,undefined,3974,undefined,undefined,undefined,CCARC,undefined,N0JPX,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,string,74.6,NNE,string,146.685,146.085,107.2,107.2,Park,On-Air,undefined,undefined,string,undefined,"Closed autopatch, e-power.","Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",undefined,undefined,undefined,MARC/PCRC: Tue at 19:30.,undefined,CCARC,undefined,Mountain ARC (MARC),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Autopatch: 911,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,74.6,NNE,string,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,undefined,string,undefined,E-power.,undefined,undefined,3854,undefined,undefined,CMRG Repeaters,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.7,-5,107.2,string,Lake George,CO,OPEN,string,74.8,NE,string,449.7,444.7,107.2,undefined,Park,undefined,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,CMRG,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,77.9,E,string,448.975,443.975,100,100,Pueblo,On-Air,undefined,28368,string,undefined,undefined,Full-time to the  The Fun Machine System .,363976,7301,Off air.  Will return to service,undefined,http://www.k0jsc.com,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Listen Live,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,string,78.1,NE,string,147.18,147.78,100,undefined,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",undefined,string,undefined,E-power (solar).,undefined,undefined,undefined,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,undefined,undefined,CCARC,undefined,AA0SP,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,string,78.2,NE,string,446.95,441.95,string,undefined,Teller,On-Air,Monument Hill through Pueblo.,undefined,string,undefined,undefined,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",undefined,undefined,undefined,undefined,undefined,undefined,RMHAM,Rocky Mountain Ham Radio,undefined,undefined,undefined,string,7,string,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,string,78.2,NE,string,927.725,902.725,D114,D114,Teller,On-Air,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",undefined,string,undefined,12,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",undefined,undefined,undefined,undefined,Yahoo Group,CCARC,undefined,WA6IFI,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.125,-5,103.5,WZ0N,"Fairplay, Sacramento Mountain",CO,OPEN,string,78.9,N,string,447.125,442.125,103.5,103.5,Park,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,Identifies with an 'S' following WZ0N callsign which identifies the site as Sacramento.,undefined,undefined,CCARC,undefined,WZ0N,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,string,79,NE,string,146.97,146.37,100,123,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",undefined,string,undefined,"Closed autopatch, e-power.","Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",undefined,undefined,undefined,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",PPFMA Repeaters,CCARC,undefined,Pikes Peak FM Assoc,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,string,79,NE,string,448.45,443.45,100,undefined,El Paso,On-Air,Wide area.,undefined,string,undefined,E-power.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",undefined,undefined,undefined,undefined,PPFMA Repeaters,CCARC,undefined,Pikes Pk FM Assoc,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,string,79.5,E,string,145.265,144.665,100,100,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,undefined,string,undefined,"Closed autopatch, e-power.",undefined,undefined,undefined,Repeater has been moved.,undefined,PPFMA Repeaters,CCARC,undefined,Pikes Peak FM Association,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,string,79.5,E,string,448.8,443.8,100,100,El Paso,Off-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,PPFMA Repeaters,CCARC,undefined,Pikes Peak FM Assoc,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,80,SE,string,449.75,444.75,100,100,Las Animas,On-Air,undefined,28368,string,undefined,undefined,Full-time to the  The Fun Machine System .,363976,7301,undefined,undefined,The Fun Machine,CCARC,The Fun Machine,N0ZSN,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,string,80.8,N,string,147.24,147.84,156.7,156.7,Lake,Off-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,string,81,SW,string,146.61,146.01,123,undefined,Archuleta,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://durangoarc.org/,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,string,81.4,N,string,445.05,440.05,string,undefined,Adams,On-Air,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,http://www.rmham.org/,CCARC,Rocky Mountain Ham Radio,K2AD,undefined,undefined,undefined,string,7,string,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,undefined,undefined,undefined,2,undefined,undefined,undefined,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
