Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update,EchoLink,Nets,Affiliate,Links,IRLP,Notes,On-air,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Feed,Worldwide,North America,Local/Cluster,Mixed-Mode,Commands,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Grid,Location Photo,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,string,74.5,SSW,string,449.625,444.625,107.2,undefined,Custer,On-Air,undefined,undefined,E-power.,CMRG Repeaters,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,string,74.5,SSW,string,447.175,442.175,88.5,undefined,Pueblo,Off-Air,Wide area: Southeast Colorado.,Pueblo HC,11,Pueblo Ham Club,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,string,74.5,SSW,string,224.32,222.72,88.5,undefined,Custer,Off-Air,undefined,Pueblo Ham Club,11,PHC repeaters,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,string,74.6,ESE,string,446.7375,441.7375,string,undefined,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,undefined,undefined,CCARC,string,undefined,undefined,RMHam,undefined,undefined,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",undefined,undefined,string,8,string,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,75.2,ESE,string,147.06,147.66,103.5,undefined,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",http://www.bigsandyradio.com/,CCARC,string,791116,Big Sandy Net: Wed 19:00,undefined,undefined,3794,undefined,undefined,42740,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,string,75.3,N,string,147.27,147.87,100,100,Boulder,On-Air,Wide area: Northern Colorado.,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",http://w0eno.org/?q=node/11,CCARC,string,undefined,undefined,undefined,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,75.3,N,string,448.525,443.525,151.4,undefined,Boulder,On-Air,undefined,N0EPA,undefined,undefined,CCARC,string,223853,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,string,75.3,SW,string,147.285,147.885,88.5,123,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,11,undefined,CCARC,string,undefined,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",undefined,Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,string,75.3,N,string,448.8,443.8,88.5,88.5,Boulder,On-Air,undefined,Longmont ARC,30,undefined,CCARC,string,undefined,LARC: Sun at 20:00.,undefined,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,string,75.3,SW,string,145.295,144.695,107.2,undefined,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,undefined,CMRG Repeaters,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DM78ik,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,75.8,SW,string,449.975,444.975,100,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,undefined,2,K0JSC.COM,CCARC,string,363976,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",undefined,Full-time to the  The Fun Machine System .,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,undefined,28368,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DM68xk,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,string,75.9,SW,string,449.925,444.925,103.5,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",undefined,E-power (Bat),undefined,CCARC,string,undefined,undefined,Colorado ARES,undefined,undefined,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,string,75.9,SW,string,449.65,444.65,107.2,undefined,Chaffee,On-Air,Wide area.,undefined,E-power.,CMRG Repeaters,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,string,76,WSW,string,146.745,146.145,100,undefined,Chaffee,Off-Air,undefined,CLARA,E-power.,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,76,SSE,string,449.975,444.975,100,100,Pueblo,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,2,K0JSC dot Com,CCARC,string,363976,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",undefined,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,undefined,28368,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Listen Live,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,DM78SA18,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,string,76.9,NW,string,447.45,442.45,103.5,undefined,Grand,On-Air,undefined,W0IG,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,string,76.9,W,string,147.24,147.84,156.7,156.7,Lake,Off-Air,undefined,undefined,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,string,81.1,NNW,string,147.03,147.63,100,undefined,Boulder,On-Air,undefined,KI0HG,undefined,undefined,CCARC,string,undefined,undefined,Boulder County Amateur Radio Emergency Service,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,string,86.9,WNW,string,146.61,146.01,107.2,undefined,Eagle,On-Air,undefined,ECHO,11,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.8,-1.6,string,N0AFO,Vail,CO,OPEN,string,88.7,WNW,string,224.8,223.2,string,undefined,Eagle,undefined,undefined,ECHO,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,string,88.7,WNW,string,449.9,444.9,107.2,107.2,Eagle,Off-Air,undefined,ECHO,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,string,89,WSW,string,145.325,144.725,100,undefined,Chaffee,On-Air,wide area,Chaffee Lake Amateur Repeater Association,undefined,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,string,89.1,NW,string,446.875,441.875,string,undefined,Clear Creek,On-Air,undefined,undefined,undefined,http://www.rmham.org,undefined,string,undefined,undefined,RMHAM,undefined,undefined,undefined,undefined,undefined,string,string,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,string,89.1,NW,string,146.82,146.22,123,undefined,Grand,undefined,undefined,GCARA,E-power.,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,string,90.9,N,string,224.32,222.72,100,100,Larimer,Off-Air,undefined,KN6VV,"Closed autopatch, e-power.",undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,string,90.9,N,string,449.575,444.575,100,undefined,Larimer,On-Air,undefined,Loveland Rptr Assoc,"Closed autopatch, e-power.",undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,string,91.1,N,string,449.725,444.725,127.3,undefined,Weld,On-Air,undefined,K0OJ,"Autopatch, WX.",undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,string,91.1,N,string,146.85,146.25,100,100,Weld,On-Air,undefined,Northern Colorado ARC,"E-power, WX.",undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,string,91.3,N,string,147.195,147.795,100,undefined,Larimer,On-Air,undefined,Loveland Repeater Assoc,"Closed autopatch, e-power.",undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,string,92.1,WNW,string,445.075,440.075,string,undefined,Eagle,On-Air,undefined,K2AD,undefined,http://www.rmham.org/,CCARC,string,undefined,undefined,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,string,92.4,N,string,449.325,444.325,undefined,undefined,Weld,On-Air,undefined,Colorado Amateur Repeater Network (CARN),undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,92.4,N,string,448.475,443.475,100,undefined,Weld,On-Air,undefined,Weld Amateur Radio Society (WARS),undefined,http://www.warsco.org/,CCARC,string,undefined,undefined,undefined,undefined,3839,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,92.4,N,string,147,147.6,100,100,Weld,On-Air,string,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",undefined,CCARC,string,undefined,undefined,undefined,undefined,3839,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,92.9,NNW,string,146.685,146.085,123,undefined,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,E-power.,undefined,CCARC,string,625757,ARES D-10: Thu at 19:00.,undefined,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,string,93.1,WNW,string,147.345,147.945,88.5,123,Eagle,On-Air,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,Colorado Connection,9,undefined,CCARC,string,undefined,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",undefined,Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,string,93.6,N,string,448.025,443.025,100,100,Larimer,On-Air,undefined,Northern Colorado ARC,undefined,undefined,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,string,93.9,SSE,string,146.73,146.13,88.5,undefined,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,6,Pueblo Ham Club,CCARC,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,95.3,NNW,string,449.8,444.8,123,undefined,Larimer,On-Air,string,Estes Valley ARC,E-Power,undefined,CCARC,string,625757,ARES D-10: Thu at 19:00.,undefined,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,string,95.8,WSW,string,447.65,442.65,151.4,151.4,Gunnison,On-Air,Gunnison valley and along East and west on Highway 50.,KB0YNA,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",undefined,CCARC,string,undefined,undefined,undefined,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,string,98.3,NE,string,448.2,443.2,string,undefined,Morgan,On-Air,undefined,undefined,Mixed Mode,Rocky Mountain Ham Radio,CCARC,string,undefined,undefined,NEAHR,Full-time to the  Colorado TRBO System .,undefined,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",undefined,undefined,string,7,string,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,undefined,undefined,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,99.4,N,string,447.45,442.45,123,undefined,Larimer,On-Air,undefined,undefined,undefined,undefined,CCARC,string,447450,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
