Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Links,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Denver Regional,Sponsor,Affiliate,Features,Notes,IRLP,Web links,Commands,Nets,Southern Colorado,Northern Colorado,D-STAR Enabled,Node,Sources,Grid,On-air,EchoLink,AllStar,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,83.4,WNW,,146.85,146.25,88.5,123,Garfield,On-Air,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,CCARC,,,,,,,,,Colorado Connection,,70,Part of the Colorado Connection System of Repeaters,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,84,NNE,,446.8625,441.8625,,,Boulder,On-Air,,,CCARC,,,,,,,,,Boulder County ARES,,,,,,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,84,NNE,,1299.5,1279.5,,,Boulder,On-Air,,,CCARC,,,,,,,,,Boulder County ARES,,E-power.,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,84,NNE,,446.8,441.8,,,Boulder,On-Air,Wide area.,Full-time to the  Colorado TRBO System .,CCARC,,,7,,,,,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,84.1,NNE,,449.4,444.4,91.5,,Boulder,Off-Air,,,CCARC,,,,,,,,,BARC,,2,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,84.1,NNE,,449.55,444.55,100,,Boulder,On-Air,Denver metro area.,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",CCARC,,,,,,,,,Rocky Mtn VHF Soc,,8,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,84.1,NNE,,146.91,147.51,123,127.3,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,,,,,,,,,"Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,,http://goldhilltown.com/,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,84.2,SE,,147,147.6,,,Pueblo,On-Air,,,CCARC,,,,,,,,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,84.5,SE,,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Wide area.,,CCARC,,,,,,,,,Pueblo Ham Club,,E-power.,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,84.5,NE,,147.045,147.645,123,CSQ,Adams,On-Air,,,CCARC,,,,,,,,,Northglenn RA,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,84.5,SE,,447.95,442.95,88.5,,Pueblo,On-Air,Wide area.,,CCARC,,,,,,,,,Pueblo Ham Club,,E-power.,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,84.5,SE,,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Wide area.,,CCARC,,,,,,,,,Pueblo HC,,E-power.,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,84.6,WNW,,147.3,147.9,107.2,,Garfield,Off-Air,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,CCARC,,,,,,,,,Roaring Fork Amateur Repeater Cooperative,,8,Single beep courtesy tone when linked and none when unlinked.,,,,,,,,,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,84.7,WNW,,224.02,222.42,,,Garfield,,,,CCARC,,,,,,,,,SCARC,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,84.7,WNW,,449.85,444.85,131.8,131.8,Garfield,On-Air,Glenwood Springs,Full-time to the  GMRA Open System .,CCARC,,,,,,,,,,Grand Mesa Repeater Assoc,e-power  Linked to GMRA Open System,RACES net Wed 1930 Hrs Local,,http://GMRA.org,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,84.7,WNW,,447.6,442.6,,,Garfield,,40,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",CCARC,,,,,,,,,Ski Country ARC (SCARC),,50,Link Hub for 146.880.,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,85.8,NNE,,447.975,442.975,107.2,107.2,Boulder,On-Air,Wide area: Boulder/Longmont area.,,CCARC,,,,,,,,,Colorado Repeater Association (CRA),,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,85.8,NNE,,224.02,222.42,,,Boulder,On-Air,Denver metro area.,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",CCARC,,,,,,,,,Rocky Mtn VHF Soc,,8,,,RMVHS repeaters,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,85.8,NNE,,446.9875,441.9875,,,Boulder,On-Air,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,7,,,,,,Rocky Mountain Ham Radio,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,85.8,NNE,,447.75,442.75,141.3,141.3,Boulder,On-Air,,,CCARC,,,,,,,,,Rocky Mountain Ham Radio,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,85.8,NNE,,445.05,440.05,,,Boulder,On-Air,Wide area,,CCARC,,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Rocky Mountain Ham Radio,,The DMR-MARC Worldwide Network,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,85.8,NNE,,145.46,144.86,107.2,107.2,Boulder,On-Air,Boulder/Denver Metro,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,,,,,,,,,Colorado Repeater Association (CRA),CRA VHF Link System,"Closed autopatch, e-power.",,3990,,Member-only IRLP and Echolink node,,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,86,E,,927.8375,902.025,,,Douglas,On-Air,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,CCARC,,,,,,,,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,86.4,NNE,,1283.8625,1263.8625,,,Boulder,On-Air,20,,CCARC,,,,,,,,,Boulder County ARES,,E-power.,,,,,,,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,86.4,NNE,,145.3875,144.7875,,,Boulder,On-Air,20,,CCARC,,,,,,,,,Boulder County ARES,,E-power.,,,http://bouldercountyares.org/technical/d-star,,,,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,86.6,SE,,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,CCARC,,,0,,,,,,,,,,7389,,,,,,,,,,,,29228,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,86.6,SE,,146.655,146.055,123,CSQ,Pueblo,On-Air,,,CCARC,,,,,,,,,K0ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,86.6,SE,,145.115,144.515,88.5,,Pueblo,Off-Air,,,CCARC,,,,,,,,,Pueblo Ham Club,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,86.6,SE,,146.88,146.28,88.5,CSQ,Pueblo,On-Air,Wide area.,,CCARC,,,,,,,,,Pueblo HC,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,86.6,SE,,449.725,444.725,100,,El Paso,On-Air,,,CCARC,,,,,,,,,N0PWZ,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,87.3,NNE,,146.73,146.13,91.5,91.5,Boulder,Off-Air,Local,,CCARC,,,,,,,,,BARC,,12,,,http://www.ked-wireless.com/products1.htm,,,,,,,,DN70jb,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,87.4,SE,,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,Pueblo and Fremont Counties,,CCARC,,,,,,,,,TARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,87.4,SE,,447.275,442.275,100,100,Pueblo,On-Air,,Full-time to the  The Fun Machine System .,CCARC,,,,,,,,,,The Fun Machine,,"Moved to Pueblo.  Now called ""Pueblo Metro""",,The Fun Machine,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,87.4,SE,,446.9875,441.9875,,,Pueblo,Off-Air,,Full-time to the  Colorado TRBO System .,CCARC,,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,RMHAM,,,,Rocky Mountain Ham Radio,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,87.6,W,,147.33,147.93,107.2,,Delta,On-Air,Wide area.,,CCARC,,,,,,,,,North Fork Repeater Assoc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,88.7,NE,,448.15,443.15,141.3,141.3,Denver,On-Air,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",Full-time to the  The Fun Machine System .,CCARC,,,,,,,,,K0GUR,,E-power (batt).  2 meter and 70cm channel steerable remote bases.,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,k0jsc.com,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,DM79pt,,24340,29436,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,89.3,NNE,,146.76,146.16,100,,Boulder,On-Air,Wide area.,,CCARC,,,,,,,,,Rocky Mtn VHF Soc,Boulder County ARES,5,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,90.3,NNE,,147.03,147.63,100,,Boulder,On-Air,,,CCARC,,,,,,,,,KI0HG,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,90.6,SW,,146.925,146.325,,,Mineral,Off-Air,,,CCARC,,,,,,,,,Creede ARC,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Brighton,CO,OPEN,,95.4,NE,,449.925,444.925,114.8,114.8,Adams,On-Air,,,CCARC,,,,,,,,,KD0RG,K0UPS Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,95.6,SW,,147.135,146.535,123,,Hinsdale,On-Air,,,CCARC,,,,,,,,,,,E-power (solar),,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,97.5,NNE,,448.525,443.525,151.4,,Boulder,On-Air,,,CCARC,,,,,,,,,N0EPA,,,,,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,97.5,NNE,,448.8,443.8,88.5,88.5,Boulder,On-Air,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",CCARC,,,,,,,,,Longmont ARC,,30,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,97.5,NNE,,147.27,147.87,100,100,Boulder,On-Air,Wide area: Northern Colorado.,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",CCARC,,,,,,,,,Longmont ARC (LARC),,"Closed autopatch, e-power, EchoLink.",,,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,97.9,SW,,449.525,444.525,100,100,Mineral,On-Air,,Full-time to the  The Fun Machine System .,,,,,,,,,,N0PKT,The Fun Machine,,,,,,,,,,,,DM67lt,,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,98.8,NE,,447.3,442.3,107.2,,Weld,On-Air,,,CCARC,,,,,,,,,,,,,3887,,,,,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,99.3,WSW,,448.65,443.65,,151.4,Montrose,On-Air,Wide area.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,KB0YNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,99.3,WSW,,447.2,442.2,107.2,107.2,Montrose,On-Air,Delta/Montrose,Full-time to the  GMRA Open System .,CCARC,,,,,,,,,,Grand Mesa Repeater Assoc,9,Closed IRLP out - Ask for a control op,3710,GMRA Repeaters,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,100.2,NE,,447.625,442.625,100,,Adams,On-Air,Local/North Metro,,,,,,,,,,,Intermountain Repeater Group,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,100.8,SE,,449.975,444.975,100,100,Pueblo,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map","Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",CCARC,,,,,,,,,K0JSC,,2,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,7301,K0JSC dot Com,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,,,,,DM78SA18,,363976,28368,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,101.1,NE,,224.96,223.36,CSQ,,Weld,On-Air,,,CCARC,,,,,,,,,AC0KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,102.7,E,,147.105,147.705,107.2,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties","Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,,,,,,,,,ARES of Douglas and Elbert Counties,Colorado Repeater Association,Linked to CRA 447.150 - Conifer,,,http://www.w0cra.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,103,NNE,,146.685,146.085,123,,Larimer,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .",CCARC,,,,,,,,,Estes Valley ARC,,E-power.,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",7268,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",ARES D-10: Thu at 19:00.,,,,,,,,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,103.2,NNE,,449.8,444.8,123,,Larimer,On-Air,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .",CCARC,,,,,,,,,Estes Valley ARC,,E-Power,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",7268,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",ARES D-10: Thu at 19:00.,,,,,,,,625757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,104,WNW,,146.76,146.16,107.2,,Garfield,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,CCARC,,,,,,,,,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",,E-power.,,,,,,,,,,,DM69cl,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,105.4,W,,147.195,147.795,107.2,,Delta,,Local.,,,,,,,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,105.4,W,,449.825,444.825,100,,Delta,,,,CCARC,,,,,,,,,W0ALC,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,105.4,W,,147.36,147.96,100,,Delta,,,,CCARC,,,,,,,,,W0ALC,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,106.3,W,,145.355,144.755,88.5,123,Mesa,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",Full-time to the  Colorado Connection System .,CCARC,,,,,,,,,Colorado Connection,,E-power.,Colorado Connection system of repeaters,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,106.3,W,,449.65,444.65,151.4,151.4,Mesa,On-Air,Wide area coverage,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",CCARC,,,,,,,,,Keri Washburn,,NWS weather alert system.,,8162,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,107.5,WSW,,146.79,146.19,107.2,107.2,Montrose,On-Air,,,CCARC,,,,,,,,,KC0UXX,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,107.5,WSW,,146.91,146.31,107.2,107.2,Montrose,On-Air,,,CCARC,,,,,,,,,,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,108,W,,447.35,442.35,107.2,,Delta,,,,CCARC,,,,,,,,,Grand Mesa Repeater Assoc (GMRA),,,,,GMRA Repeaters,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,109.3,WNW,,449.5,444.5,107.2,,Mesa,Off-Air,,,CCARC,,,,,,,,,Grand Mesa Repeater Association (GMRA),,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,110.9,SSE,,145.355,144.755,100,,Huerfano,On-Air,,,CCARC,,,,,,,,,N0JPX,,"E-power, linked.",,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,111.3,NNE,,147.195,147.795,100,,Larimer,On-Air,,,CCARC,,,,,,,,,Loveland Repeater Assoc,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,111.3,WSW,,147.27,147.87,127.3,,Ouray,On-Air,,,CCARC,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,112.4,NNE,,224.32,222.72,100,100,Larimer,Off-Air,,,CCARC,,,,,,,,,KN6VV,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,112.4,NNE,,449.575,444.575,100,,Larimer,On-Air,,,CCARC,,,,,,,,,Loveland Rptr Assoc,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,114.1,SE,,146.73,146.13,88.5,,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,CCARC,,,,,,,,,Pueblo Ham Club,,6,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
