Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Last update,Features,IRLP,Coordination,Downlink Tone,Coverage,Links,Notes,Nets,On-air,Commands,Feed,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,EchoLink,AllStar,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Worldwide,North America,Local/Cluster,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL,Europe,Southwest USA
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,string,178.3,WNW,string,449.7,444.7,136.5,undefined,undefined,undefined,Uintah,undefined,W7BYU,undefined,undefined,string,8,undefined,UVHFS,undefined,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,178.4,WNW,string,147.1,147.7,136.5,undefined,undefined,undefined,Uintah,On-Air,""">Borderline ARC",undefined,undefined,string,"Autopatch, e-power.",3577,UVHFS,undefined,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",8,undefined,undefined,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,458414,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,178.4,WNW,string,146.92,146.32,136.5,undefined,undefined,undefined,Duchesne,Off-Air,undefined,undefined,undefined,string,E-power.,undefined,UVHFS,undefined,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,458695,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,string,178.6,NNE,string,146.88,146.28,100,undefined,undefined,undefined,Platte,On-Air,GPARA,undefined,undefined,string,undefined,undefined,WRCG,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.68,-1.6,string,AE7AF,Wheatland,WY,OPEN,string,178.6,NNE,string,224.68,223.08,string,undefined,undefined,undefined,Platte,On-Air,undefined,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,string,178.6,NNE,string,449.625,444.625,151.4,undefined,undefined,undefined,Platte,On-Air,undefined,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,178.7,ESE,string,146.895,146.295,103.5,undefined,undefined,undefined,Kit Carson,On-Air,Big Sandy ARC,undefined,undefined,string,undefined,undefined,CCARC,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,830619,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,string,181.6,SW,string,146.7,146.1,100,undefined,undefined,undefined,La Plata,On-Air,Durango ARC,undefined,http://durangoarc.org/,string,9,undefined,CCARC,100,Local.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,string,182.7,SW,string,445.1375,440.1375,string,string,7,string,La Plata,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,string,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,string,183.2,SSW,string,147.345,147.945,88.5,undefined,undefined,undefined,La Plata,On-Air,Colorado Connection,undefined,undefined,string,undefined,undefined,CCARC,123,Durango and north towards Molas Divide.,Full-time to the  Colorado Connection System .,undefined,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.775,-5,string,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,string,183.6,SSE,string,446.775,441.775,undefined,undefined,undefined,undefined,Las Animas,On-Air,Cheyenne Mountain Repeater Group (CMRG),undefined,undefined,string,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,string,183.7,SSE,string,449.6,444.6,107.2,undefined,undefined,undefined,Las Animas,Off-Air,Cheyenne Mtn Rptr Grp,undefined,CMRG Repeaters,string,E-power.,undefined,CCARC,undefined,Wide area.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,string,183.7,SSE,string,447.375,442.375,100,undefined,undefined,undefined,Las Animas,On-Air,KG5JL,undefined,undefined,string,E-power (batt).,undefined,CCARC,undefined,"Covers I-25 from CO/NM border to north of Trinidad, CO.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Yes; analog capable.,undefined,undefined,undefined,string,Open ↑ / Open ↓,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,string,183.7,SSE,string,147.375,147.975,100,undefined,undefined,undefined,Las Animas,Off-Air,K0BV,undefined,undefined,string,undefined,undefined,CCARC,100,Good coverage along I-25 between CO/NM state line and 40 miles north.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,186.3,WNW,string,449.9,444.9,136.5,undefined,undefined,undefined,Uintah,undefined,Borderline Amateur Radio Club,undefined,undefined,string,undefined,7705,undefined,undefined,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,string,187,SW,string,146.67,146.07,100,undefined,undefined,undefined,La Plata,On-Air,Durango ARC,undefined,DARC Repeaters,string,11,undefined,CCARC,undefined,Wide area.,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,string,187.7,S,string,147.08,147.68,162.2,undefined,undefined,undefined,Rio Arriba,On-Air,SFARC,undefined,undefined,string,undefined,undefined,NMFCC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,string,188,S,string,146.76,146.16,67,undefined,undefined,undefined,Rio Arriba,On-Air,Taos ARC,undefined,undefined,string,11,undefined,undefined,undefined,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,string,188,S,string,147.22,147.82,100,undefined,undefined,undefined,Rio Arriba,On-Air,New Mexico Mega Link Assoc,undefined,undefined,string,10,undefined,NMFCC,undefined,Wide area.,Full-time to the  Mega-Link System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,string,188.3,NE,string,444.125,449.125,114.8,undefined,undefined,undefined,Scotts Bluff,On-Air,SBCEMA,undefined,undefined,string,Linked to Albin (147.165) and Cheyenne (146.775),undefined,undefined,undefined,Wide area,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,string,190.8,SW,string,448.625,443.625,131.8,undefined,undefined,undefined,La Plata,undefined,KC5EVE,undefined,undefined,string,undefined,undefined,CCARC,131.8,Wide area.,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.85,-5,100,K0EP,Durango,CO,OPEN,string,190.8,SW,string,449.85,444.85,100,undefined,undefined,undefined,La Plata,On-Air,DARC,undefined,undefined,string,undefined,undefined,CCARC,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,string,191.7,SSW,string,145.43,144.83,136.5,undefined,undefined,undefined,Rio Arriba,On-Air,SJC EMCOMM,undefined,undefined,string,undefined,undefined,NMFCC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,string,192.4,SW,string,147.135,147.735,100,undefined,undefined,undefined,La Plata,On-Air,undefined,undefined,http://www.sjcham.com,string,undefined,undefined,CCARC,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,string,193.5,SSW,string,147.15,147.75,100,undefined,undefined,undefined,La Plata,On-Air,undefined,undefined,http://www.sjcham.com,string,E-power.,undefined,CCARC,undefined,Bayfield,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,string,194,SW,string,145.37,144.77,100,undefined,undefined,undefined,La Plata,On-Air,undefined,undefined,http://www.sjcham.com,string,E-power.,undefined,CCARC,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,string,194.6,SW,string,442.375,447.375,100,undefined,undefined,undefined,Montezuma,On-Air,San Juan Connection,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,Full-time to the  San Juan Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,string,195.3,SSE,string,145.43,144.83,107.2,undefined,undefined,undefined,Las Animas,On-Air,Cheyenne Mountain Repeater Group,undefined,CMRG Repeaters,string,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.775,-5,string,KD0RDI,"Raton, Raton Pass",NM,OPEN,string,195.5,SSE,string,446.775,441.775,undefined,undefined,undefined,undefined,Colfax,On-Air,Cheyenne Mountain Repeater Group,undefined,http://www.cmrg.org/,string,undefined,undefined,NMFCC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,string,195.7,WSW,string,146.76,146.16,88.5,undefined,undefined,undefined,Grand,On-Air,Sinbad Desert ARC,undefined,http://www.sdarc.us/repeaters/bald.html,string,undefined,undefined,UVHFS,undefined,Moab and immediate surroundings.,undefined,8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,string,195.8,WSW,string,449.1,444.1,107.2,undefined,undefined,undefined,Grand,On-Air,Grand Mesa Repeater Association (GMRA),undefined,GMRA Repeaters,string,8,undefined,UVHFS,107.2,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",undefined,undefined,RACES Wed. 1930 hours,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,string,197.7,S,string,145.25,144.65,123,undefined,undefined,undefined,Taos,On-Air,Taos ARC,undefined,Taos Amateur Radio Club,string,undefined,undefined,NMFCC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.1,number,100,WD0BQM,Mitchell,NE,OPEN,I,198.3,NNE,string,445.1,445.1,100,undefined,undefined,undefined,Scotts Bluff,On-Air,undefined,undefined,undefined,string,undefined,3942,undefined,100,undefined,undefined,This is a simplex IRLP node.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
444.825,5,string,W0KAV,Scottsbluff,NE,OPEN,string,198.9,NE,string,444.825,449.825,string,undefined,undefined,undefined,Scotts Bluff,On-Air,W0KAV/KW0R,undefined,undefined,string,"Autopatch, e-power.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.475,-0.6,string,WD0BQM,Scottsbluff,NE,OPEN,string,198.9,NE,string,145.475,144.875,string,undefined,undefined,undefined,Scotts Bluff,On-Air,RWMC,undefined,undefined,string,e-power.,undefined,undefined,undefined,20,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,string,199.7,SW,string,145.325,144.725,100,undefined,undefined,undefined,Montezuma,On-Air,undefined,undefined,http://www.sjcham.com,string,E-power.,undefined,CCARC,undefined,Wide area.,undefined,Full time to the San Juan Connection,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,string,200.1,SW,string,446.7375,441.7375,string,string,6,string,Montezuma,On-Air,RMHAM,undefined,http://www.rmham.org,string,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,string,200.7,S,string,145.39,144.79,100,undefined,undefined,undefined,Taos,On-Air,Taos ARC,undefined,Taos Amateur Radio Club,string,"E-power, linked.",undefined,NMFCC,undefined,Wide area.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,string,201.1,SW,string,447.275,442.275,100,undefined,undefined,undefined,Montezuma,On-Air,undefined,undefined,http://www.sjcham.com,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,string,201.1,SW,string,145.19,144.59,100,undefined,undefined,undefined,Montezuma,On-Air,undefined,undefined,http://www.sjcham.com,string,undefined,undefined,CCARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,string,201.9,SSE,string,147.28,147.88,100,undefined,undefined,undefined,Colfax,On-Air,string,undefined,undefined,string,8,undefined,NMFCC,undefined,Wide area.,Full-time to the  Mega-Link System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.075,0.6,string,N0NEB,Scottsbluff,NE,OPEN,string,202.1,NE,string,147.075,147.675,string,undefined,undefined,undefined,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,undefined,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
