Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Last update,Coordination,Sponsor,EchoLink,Downlink Tone,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Coverage,Features,Notes,Links,On-air,Affiliate,IRLP,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,Grid,Commands,Mixed-Mode,P25 Digital Enabled,NAC,Default Reflector,Denver Regional,Northern Colorado,Location Photo,Feed,YSF Digital Enabled,DG-ID,Local/Cluster,WIRES-X,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
147.3,0.6,162.2,W5SF,"Las Vegas,  Elk Mountain",NM,OPEN,,201.7,SE,,147.3,147.9,162.2,San Miguel,On-Air,SFARC Repeaters,,NMFCC,Santa Fe ARC,,,,,,,,,,,,Wide area.,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,202,N,,146.92,146.32,136.5,Duchesne,Off-Air,,,UVHFS,,458695,,,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,202.1,N,,449.7,444.7,136.5,Uintah,,,,UVHFS,W7BYU,,,,,,,,,,,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",8,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,202.2,N,,147.1,147.7,136.5,Uintah,On-Air,,,UVHFS,""">Borderline ARC",458414,,,,,,,,,,,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, e-power.",8,"Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,,3577,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,203.7,SSE,,442.15,447.15,100,Bernalillo,Off-Air,,,NMFCC,AB1Q,,,,,,,,,,,,,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,AB1Q,Isleta Pueblo,NM,OPEN,,204,SSE,,147.04,147.64,100,Bernalillo,Off-Air,,,NMFCC,AB1Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,205,NW,,146.66,146.06,100,San Pete,On-Air,,,UVHFS,Skyline Repeater System,,,,,,,,,,,,Wide area: Provo to Salina.,"Autopatch, 10,350'.",,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.64,-1.6,,N7IMF,"Ephraim,  Horseshoe",UT,OPEN,,205,NW,,224.64,223.04,,San Pete,,,,UVHFS,,,,,,,,,,,,,Wasatch Front from Payson to Tremonton.,E-power.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,205,NW,,146.72,146.12,100,San Pete,On-Air,,,UVHFS,W7REL and Sanpete County,,,,,,,,,,,,Northern San Pete County,,,Full-time to the  Skyline Repeater System .,,Skyline Radio Club,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,162.2,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,205.8,SE,,145.15,144.55,162.2,Bernalillo,On-Air,http://bc-ares.org/wordpress/,,,BERNCO OEM,,162.2,,,,,,,,,,,,,"Full-time to  
        145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,67,NM5ML,"Tijeras, Cedro Peak",NM,OPEN,,205.8,SE,,147.34,147.94,67,Bernalillo,On-Air,,,NMFCC,,,,,,,,,,,,,Wide area,7,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"East Salina, Salina Canyon",UT,OPEN,I,205.9,WNW,,146.72,146.12,100,San Pete,On-Air,,,UVHFS,Skyline,,,,,,,,,,,,,7,,,,Skyline Repeater System,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.16,0.6,100,N7NKK,"Panguitch, Mount Dutton",UT,OPEN,,206.3,WNW,,147.16,147.76,100,Garfield,On-Air,,,UVHFS,ERC,,,,,,,,,,,,Wide area: South-central Utah in the general area of Panguitch and the western portion of Garfield County.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,K7SDC,"Scofield, Ford Ridge",UT,OPEN,I,207,NW,,145.31,144.71,88.5,Carbon,On-Air,http://sdarc.us/repeaters/ford.html,,UVHFS,Sinbad Desert ARC,,,,,,,,,,,,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,"Closed autopatch, remote base.",9,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,114.8,W7DHH,"Monroe, Monroe Peak",UT,OPEN,,207.7,WNW,,447.45,442.45,114.8,Sevier,On-Air,,,UVHFS,,,,,,,,,,,,,"Wide area: Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",,11,Full-time to the  Skyline Repeater System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WA7HSW,"Monroe, Monroe Peak",UT,OPEN,,207.7,WNW,,146.64,146.04,100,Sevier,On-Air,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,UVHFS,Sanpete Co SO,,,,,,,,,,,,"Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,WB7REL,"Monroe, Monroe Peak",UT,OPEN,,207.7,WNW,,146.86,146.26,100,Sevier,On-Air,Skyline Repeater System,,UVHFS,"WB7REL, Sanpete Co SO",,,,,,,,,,,,"The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",11,,Full-time to the  Skyline Repeater System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,123,W6DZL,Bryce Canyon,UT,OPEN,,208.3,W,,145.35,144.75,123,Garfield,On-Air,,,,,,,,,,,,,,,,"Wide Area: Covers much of south-central Utah and parts of northern Arizona from Page, Arizona on the east to Zion National Park on the west.",Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,208.5,NNW,,145.49,144.89,136.5,Duchesne,On-Air,http://sdarc.us/repeaters/flat-top.html,,UVHFS,,,,,,,,,,,,,"Duchesne, UT area.",E-power.,5,,,Sinbad Desert ARC (SDARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,,N7RDZ,Winslow,AZ,OPEN,,208.7,SW,,146.84,146.24,,Navajo,On-Air,,,ARCA,N7RDZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,91.5,N7RDZ,Winslow,AZ,OPEN,,208.7,SW,,147.38,147.98,91.5,Navajo,On-Air,,,ARCA,N7RDZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,88.5,K7SDC,"Scofield, Boardinghouse Ridge",UT,OPEN,EI,209.1,NW,,147.08,147.68,88.5,Carbon,On-Air,http://sdarc.us/repeaters/boardinghouse.html,,UVHFS,Sinbad Desert ARC,64264,,,,,,,,,,,Wide area: Scofield and Soldier Smt areas as well as into the Price valley as far south as Huntington and as far east as Sunnyside.,"Closed autopatch, remote base.",9,Full-time to the  Sinbad Desert (SDARC) System .,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,100,WA5TSV,Los Lunas,NM,OPEN,,209.1,SSE,,444.125,449.125,100,Valencia,On-Air,,,NMFCC,Los Lunas ARA,,,,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5.1,,N5CUL,Los Lunas,NM,OPEN,,209.1,SSE,,442.225,447.275,,Valencia,Off-Air,,,NMFCC,N5CUL,,,,,,,,,,,,Los Lunas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,209.2,SE,,145.21,144.61,110.9,Colfax,On-Air,,,NMFCC,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,110.9,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KB7BSK,Sterling,UT,OPEN,,209.6,NW,,447.95,442.95,,Utah,,http://skylineradioclub.com,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,KB7BSK (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,88.5,WX7Y,"Scofield, Boardinghouse Rdge",UT,OPEN,,209.6,NW,,224.98,223.38,88.5,Carbon,,,,UVHFS,"Intermountain Repeater Emergency Amateur Network,  Sinbad Desert ARC",,,,,,,,,,,,"Wide area: Price, Wellington, Helper, and Huntington areas.",Remote base.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KB7BSK,Sterling,UT,OPEN,,209.6,NW,,145.15,144.55,,Utah,,http://skylineradioclub.com,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,KB7BSK (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,131.8,WB7REL,"Starling, Sterling",UT,OPEN,,209.7,NW,,145.29,144.69,131.8,San Pete,On-Air,,,UVHFS,,,,,,,,,,,,,Sanpete and Sevier Valleys.,Autopatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,131.8,WB7REL,Sterling,UT,OPEN,,209.7,NW,,447.85,442.85,131.8,San Pete,On-Air,,,UVHFS,wb7rel,,,,,,,,,,,,Fairview North to Richfield to the South.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,209.9,SE,,224,222.4,100,Bernalillo,On-Air,,,NMFCC,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,209.9,SE,,146.72,146.12,100,Bernalillo,On-Air,,,NMFCC,K5CQH,880130,127.3,,,,,,,,,,Wide area. HT Accessible from Albuquerque,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,131.8,N7YFZ,Manti,UT,OPEN,,210.1,NW,,449.75,444.75,131.8,San Pete,,,,UVHFS,,,,,,,,,,,,,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",Closed autopatch.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,210.4,E,,448.45,443.45,100,El Paso,On-Air,PPFMA Repeaters,,CCARC,Pikes Pk FM Assoc,,,,,,,,,,,,Wide area.,E-power.,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,210.4,E,,146.97,146.37,100,El Paso,On-Air,PPFMA Repeaters,,CCARC,Pikes Peak FM Assoc,,123,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Closed autopatch, e-power.",,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,100,N7YSE,Jacob Lake,AZ,OPEN,,210.6,WSW,,147.3,147.9,100,Coconino,On-Air,,,ARCA,,,,,Kane County ARES net: Mon at 08:00.,,,,,,,,"Kanab and Fredonia, to Long Valley Junction and Escalante toward the north, East of Page, Vermillion Cliffs and Lee's Ferry in Arizona.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,210.7,SE,,146.92,146.32,67,Bernalillo,On-Air,,,,Mel Watkins,714941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,210.9,E,,927.725,902.725,D114,Teller,On-Air,Yahoo Group,,CCARC,WA6IFI,,D114,,,,,,,,,,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",12,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,210.9,E,,147.18,147.78,100,El Paso,On-Air,,,CCARC,AA0SP,,,,,,,,,,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",E-power (solar).,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,210.9,E,,446.95,441.95,,Teller,On-Air,,,,Rocky Mountain Ham Radio,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,Monument Hill through Pueblo.,,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,211.3,NNW,,147.26,147.86,,Duchesne,On-Air,,,UVHFS,Borderline ARC,,,,,,,,,,,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,211.5,NE,,146.895,146.295,100,Park,On-Air,Park County Radio Club (PCRC),,CCARC,AB0RR,,100,45835,Wed at 19:30.,,,,,,,,285,25,,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,131.8,WB7REL,"Sterling, Salina Canyon",UT,OPEN,,211.6,NW,,449.25,444.25,131.8,Sevier,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,UVHFS,,,,,,,,,,,,,"Wide area: The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,211.9,NNE,,147.075,147.675,88.5,Grand,On-Air,,,CCARC,Colorado Connection,,123,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,Part of the Colorado Connection system of Repeaters,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,213.4,E,,448.975,443.975,100,Pueblo,On-Air,http://www.k0jsc.com,,CCARC,,363976,100,28368,,,,,,,,,,,Off air.  Will return to service,Full-time to the  The Fun Machine System .,,,7301,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,213.5,E,,448.8,443.8,100,El Paso,Off-Air,PPFMA Repeaters,,CCARC,Pikes Peak FM Assoc,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,213.5,E,,145.265,144.665,100,El Paso,Off-Air,PPFMA Repeaters,,CCARC,Pikes Peak FM Association,,100,,,,,,,,,,Local. Good coverage of I25 in Colorado Springs.,"Closed autopatch, e-power.",Repeater has been moved.,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,
447.35,-5,88.5,N7RVS,"Gunnison, N7RVS QTH",UT,OPEN,,213.9,NW,,447.35,442.35,88.5,San Pete,,,,UVHFS,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,100,WA7VHF,"Richfield, Monroe Peak",UT,OPEN,,214.2,WNW,,146.84,146.24,100,Sevier,On-Air,,,UVHFS,UVHFS,,,,Tue at 20:00.,,,,,,,,Wide area: 100 mi radius.,,,Full-time to the  Intermountain Intertie System .,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,214.5,E,,447.675,442.675,179.9,Teller,On-Air,,,CCARC,Mountain Amateur Radio Club (MARC),,179.9,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,214.5,E,,927.9,902.9,D205,Teller,On-Air,,,CCARC,MARC,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,214.5,E,,449.325,444.325,103.5,Teller,On-Air,,,CCARC,KA4EPS,,103.5,27976,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",E-power. Allstar Node 27976,Node # 27976,,,Amateur Radio Motorcycle Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,214.6,E,,146.82,146.22,107.2,Teller,On-Air,,,CCARC,Mountain ARC,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,E-power.,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,214.6,E,,448.65,443.65,107.2,Teller,On-Air,,,CCARC,Mountain ARC (MARC),,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,E-power.,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,214.6,SSE,,223.82,222.22,,Bernalillo,Off-Air,,,NMFCC,NM 220 S,,,,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,214.6,E,,449.025,444.025,141.3,Teller,,,,CCARC,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,Linked.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,214.6,E,,145.415,144.815,179.9,Teller,,,,CCARC,MARC,,,,,,,,,,,,,"Closed autopatch, e-power.",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,215,E,,446.875,441.875,,Douglas,On-Air,http://www.rmham.org,,CCARC,W0VG,,,,,,6,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,Full-time to the  Colorado TRBO System .,,RMHAM,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,215.5,E,,146.76,146.16,107.2,El Paso,On-Air,,,CCARC,Cheyenne Mountain Repeater Group,,107.2,,,,,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,215.5,E,,448.1,443.1,107.2,El Paso,On-Air,CMRG Repeaters,,CCARC,,,107.2,,,,,,,,,,Wide area.,"Closed autopatch, e-power.",,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,215.5,E,,147.345,147.945,107.2,El Paso,On-Air,http://www.cmrg.org/,,CCARC,,,107.2,,,,,,,,,,Wide area.,"Closed autopatch, e-power.",,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,215.5,E,,145.16,144.56,107.2,El Paso,On-Air,http://www.w0cra.org/info/cosprgs.html#145160,,CCARC,Colorado Repeater Association,347086,107.2,,,,,,,,,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.","Closed autopatch, e-power.",Switch to this repeater at mile marker 170 on I-25.,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,CRA VHF Link System,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,215.5,E,,448,443,107.2,El Paso,On-Air,CMRG Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,216.6,E,,445.0625,440.0625,,El Paso,Off-Air,,,CCARC,Rocky Mountain Ham Radio,,,,,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,The DMR-MARC Worldwide Network,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,216.6,E,,145.13,144.53,88.5,El Paso,On-Air,,,CCARC,Colorado Connection,,123,,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,,,,,,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,9,Linked into the Colorado Connection System,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
