Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Features,EchoLink,AllStar,Nets,Coordination,Last update,Sponsor,Web links,Notes,YSF Digital Enabled,DG-ID,Mixed-Mode,Affiliate,D-STAR Enabled,Node,Sources,IRLP,Commands,Links,WIRES-X,DMR Enabled,Color Code,Wide Network,Grid,Feed,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Talkgroups,Southern Colorado,Denver Regional,Colorado,Northern Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,On-air,Worldwide,North America,Local/Cluster,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Location Photo
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,string,36.4,NNW,string,446.9875,441.9875,string,undefined,Boulder,On-Air,undefined,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,undefined,undefined,undefined,undefined,string,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",undefined,string,7,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,string,36.4,NNW,string,445.05,440.05,string,undefined,Boulder,On-Air,Wide area,The DMR-MARC Worldwide Network,undefined,undefined,undefined,CCARC,string,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,1,string,undefined,undefined,undefined,undefined,undefined,string,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,2,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,36.4,NNW,string,447.75,442.75,141.3,141.3,Boulder,On-Air,undefined,undefined,undefined,undefined,undefined,CCARC,string,Rocky Mountain Ham Radio,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3450,undefined,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.02,-1.6,string,W0IA,"Boulder, Lee Hill",CO,OPEN,E,36.4,NNW,string,224.02,222.42,string,undefined,Boulder,On-Air,Denver metro area.,8,217336,undefined,undefined,CCARC,string,Rocky Mtn VHF Soc,RMVHS repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,36.4,NNW,string,145.46,144.86,107.2,107.2,Boulder,On-Air,Boulder/Denver Metro,"Closed autopatch, e-power.",347086,undefined,undefined,CCARC,string,Colorado Repeater Association (CRA),undefined,undefined,undefined,undefined,undefined,CRA VHF Link System,undefined,undefined,undefined,3990,Member-only IRLP and Echolink node,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,string,36.9,SSE,string,447.725,442.725,100,100,El Paso,On-Air,Local.,30,undefined,undefined,undefined,CCARC,string,K0NR,http://www.k0nr.com/wordpress/k0nr-repeater/,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,string,37.4,NNW,string,146.91,147.51,123,127.3,Boulder,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",undefined,undefined,undefined,"Summer Tue at 19:30P, Winter 19:00.",undefined,string,undefined,http://goldhilltown.com/,There is a MOU With BCARES for repeater use.,undefined,undefined,undefined,"Town of Gold Hill, Colorado",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,string,38.5,N,string,448.8,443.8,88.5,88.5,Boulder,On-Air,undefined,30,undefined,undefined,LARC: Sun at 20:00.,CCARC,string,Longmont ARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,string,38.5,N,string,147.27,147.87,100,100,Boulder,On-Air,Wide area: Northern Colorado.,"Closed autopatch, e-power, EchoLink.",undefined,undefined,undefined,CCARC,string,Longmont ARC (LARC),http://w0eno.org/?q=node/11,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,38.5,N,string,448.525,443.525,151.4,undefined,Boulder,On-Air,undefined,undefined,223853,undefined,undefined,CCARC,string,N0EPA,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,string,42.8,S,string,449.025,444.025,141.3,undefined,Teller,undefined,undefined,Linked.,undefined,undefined,undefined,CCARC,string,Mountain Amateur Radio Club (MARC),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,string,42.8,S,string,146.82,146.22,107.2,undefined,Teller,On-Air,undefined,E-power.,undefined,undefined,MARC/PCRC: Tue at 19:30.,CCARC,string,Mountain ARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,string,42.8,S,string,448.65,443.65,107.2,undefined,Teller,On-Air,undefined,E-power.,undefined,undefined,MARC/PCRC: Tue at 19:30.,CCARC,string,Mountain ARC (MARC),undefined,undefined,undefined,undefined,undefined,MARC,undefined,undefined,undefined,undefined,undefined,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,string,42.8,S,string,145.415,144.815,179.9,undefined,Teller,undefined,undefined,"Closed autopatch, e-power.",undefined,undefined,undefined,CCARC,string,MARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,42.9,S,string,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",E-power. Allstar Node 27976,undefined,27976,"Sunday 1500 MST
Tuesday 1730 MST",CCARC,string,KA4EPS,undefined,Node # 27976,undefined,undefined,undefined,Amateur Radio Motorcycle Club,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,string,42.9,S,string,927.9,902.9,D205,D205,Teller,On-Air,undefined,undefined,undefined,undefined,undefined,CCARC,string,MARC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,string,42.9,S,string,447.675,442.675,179.9,179.9,Teller,On-Air,undefined,E-power.,undefined,undefined,undefined,CCARC,string,Mountain Amateur Radio Club (MARC),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,string,43.9,WNW,string,147.285,147.885,88.5,123,Grand,On-Air,undefined,undefined,undefined,undefined,undefined,CCARC,string,Colorado Connection,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Full-time to the  Colorado Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,45,SSE,string,447.625,442.625,100,100,El Paso,On-Air,undefined,Linked.,363976,28299,undefined,undefined,string,KD0MDP,undefined,undefined,undefined,undefined,undefined,The Fun Machine,undefined,undefined,undefined,7301,undefined,Full-time to the  The Fun Machine System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,string,45.5,NNW,string,147.03,147.63,100,undefined,Boulder,On-Air,undefined,undefined,undefined,undefined,undefined,CCARC,string,KI0HG,undefined,undefined,undefined,undefined,undefined,Boulder County Amateur Radio Emergency Service,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,string,47.1,SW,string,146.685,146.085,107.2,107.2,Park,On-Air,undefined,"Closed autopatch, e-power.",undefined,undefined,MARC/PCRC: Tue at 19:30.,CCARC,string,Mountain ARC (MARC),undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Autopatch: 911,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,47.1,SW,string,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,E-power.,undefined,undefined,undefined,CCARC,string,undefined,CMRG Repeaters,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3854,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
