Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Notes,Web links,Coordination,Last update,On-air,EchoLink,IRLP,Affiliate,Nets,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Commands,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Grid,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Denver Regional,Northern Colorado,P25 Digital Enabled,NAC,Default Reflector,Local,WIRES-X,Feed
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,217.1,SE,,144.265,144.265,203.5,,Los Alamos,On-Air,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.56,-1.6,100,K7UVA,"Orem, Lake Mountain",UT,OPEN,E,217.1,NW,,224.56,222.96,100,,Utah,On-Air,"Utah County, Salt Lake County, Juab County",UVARC (Utah Valley Amateur Radio Club),10,"Full-time to  
        448.20000 (K7UVA) at Orem, Lake Mountain, UT .
 


Full-time to  
        146.78000 (K7UVA) at Orem, Lake Mountain, UT .",,http://uvarc.club,UVHFS,,,762028,,UVARC (Utah Valley Amateur Radio Club),Ladies Net: Tue 19:00 Youth Net: Thu 18:30 New Ham Net: Thu 19:00 Family History Net: Sat 20:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,77,WX7Y,"Draper, Lake Mountain",UT,OPEN,EI,217.4,NW,,147.08,147.68,77,,Salt Lake,On-Air,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,Sinbad Desert ARC,,,,http://sdarc.us,UVHFS,,,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,,NT3ST,"American Fork, KD7BBC QTH",UT,OPEN,,217.4,NW,,447.975,442.975,,,Utah,On-Air,20,,,,,https://nt3st.zzt.net,UVHFS,,,,,,,,,,,,,,,,NT3ST (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,217.4,SE,,442,447,100,,Los Alamos,On-Air,,KA5BIW,Linked with 224.04 KA5BIW,,,http://ka5biw.com/ham_radio/repeater.php,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,217.4,SE,,224.04,222.44,100,100,Los Alamos,On-Air,,KA5BIW,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,217.5,W,,447.95,442.95,,,Washington,On-Air,,,,,,,UVHFS,,,,,,,,,,,,,,,,KF7YIX (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,218.2,NNW,,147.2,147.8,88.5,,Wasatch,On-Air,Heber city and surrounding communities.,,8,"Full-time to  
        449.52500 (K7JL) at Brighton, Scott's Peak, UT .",,,UVHFS,,,,,High Valley ARC,HVARC: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,100,KF7RCZ,Saratogo Springs,UT,OPEN,,218.4,NW,,447.675,442.675,100,,Utah,,,,,,,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,131.8,KA7EGC,"American Fork, Utah Lake",UT,OPEN,,218.7,NW,,449.175,444.175,131.8,,Utah,On-Air,Utah Valley.,,,,4,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,,K7JL,"Milford, Frisco Peak",UT,CLOSED,,218.8,WNW,,448.675,443.675,,,Beaver,,"Wide area: From Cedar City up toward Delta, Utah, and into eastern Nevada.",Desert ARS,9,,,,UVHFS,,Unknown,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WR7AAA,"Milford, Frisco Peak",UT,OPEN,,218.8,WNW,,146.94,146.34,100,,Beaver,On-Air,"Wide area: From Cedar City up toward Delta, Utah, and into eastern Nevada. 50 mi radius.",WA7GTU,,"Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .
 


Full-time to the  Intermountain Intertie System .",9,RCARC System,UVHFS,,,,,"Intermountain Intertie,  Rainbow Canyons ARC",State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,KF7YIX,"Torquerville, Hurricane Mesa",UT,OPEN,,218.9,W,,145.15,144.55,,,Washington,On-Air,,,,,,,UVHFS,,,,,,,,,,,,,,,,KF7YIX (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,100,W7DRC,"Toquerville, Toquerville Hill",UT,OPEN,E,219.1,W,,145.45,144.85,100,,Washington,On-Air,"Hurricane Valley including Toquerville, LaVerkin, Hurricane, Leeds, Silver Reef, Pintura, as well as the rest of the lower Black Ridge and parts of Washington City.",Dixie ARC,,"Full-time to  
        145.49000 (W7DRC) at St George, Utah Hill, UT .
 


Full-time to  
        146.64000 (W7DRC) at St George, Webb Hill, UT .",5,,UVHFS,,,678741,,,Sun at 20:00 hours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,219.2,NE,,147.075,147.675,88.5,123,Grand,On-Air,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Colorado Connection,,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of Repeaters,,CCARC,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,,KG7QWU,Lehi,UT,OPEN,,220,NW,,448.875,443.875,,,Utah,On-Air,I-15 from Lehi to Nephi. 30 mi radius.,Rick Whittaker,"linked, e-power",,,,,,,,,"Lehi Amateur Radio Club, Lehi CERT, LDS Church ERC","CERT, Lehi Cedar Hollow Stake, Saratoga Springs CERT",,,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WSU,Lehi,UT,OPEN,,220,NW,,447.05,442.05,,,Utah,Off-Air,,,,,,,,,,,,,,,,1,,DMR-UTAH,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3      English  1  13  PTT    Data  1  100      DMRX 1  1  8001      Utah Statewide 2  1  13149      Local/Cluster  2  2      TAC 310  2  310  PTT    TAC 311  2  311  PTT    USA  2  1776  PTT    Utah  2  3149      Mountain Reg USA  2  3177      PA (PA-525)   2  3185  PTT    Hytera USA  2  4639  PTT    SNARS  2  6968  PTT    Parrott  2  9998  PTT    Audio Test  2  9999  PTT    All TG's Off  2  111111  PTT    All TG's On  2  222222  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,1,,2,,,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,
449.325,-5,103.5,NO7AZ,"Flagstaff, Mt. Elden",AZ,OPEN,,220.2,SW,,449.325,444.325,103.5,,Coconino,,,NO7AZ,"E-power, closed autopatch.",,,,ARCA,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,DM45eg,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,100,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,220.2,SW,,448.875,443.875,100,,Coconino,On-Air,,Arizona Repeater Assoc,E-power.,"Full-time to  
        448.60000 (WA7VHF) at Page, Navajo Mountain, UT .
 


Full-time to the  Intermountain Intertie System .","Linked to The Intermountain Intertie via the Navajo Mt Repeater, in Page, Arizona.",Arizona Repeater Assoc,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,,N7MK,"Flagstaff, Mt. Elden",AZ,CLOSED,,220.2,SW,,448.625,443.625,,,Coconino,On-Air,,SARBA,Linked.,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.84,-1.6,107.2,K6DLP,"Flagstaff, Mt. Elden",AZ,CLOSED,,220.2,SW,,223.84,222.24,107.2,,Coconino,On-Air,,,,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,162.2,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,220.2,SW,,147.14,147.74,162.2,,Coconino,On-Air,,Arizona Repeater Assoc,E-power.,Full-time to the  Arizona Rptr Assoc (Rimlink) System .,,Arizona Repeater Assoc,ARCA,,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,220.2,SW,,448.475,443.475,100,,Coconino,On-Air,,Arizona Repeater Assoc,E-power.,,Autopatch limited to the 928 area code.,,ARCA,,,,,,,,,,,,,,,,,,Autopatch: On- * + area code + phone number/Off- #.,,,,,,,,DM45eg,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.98,-0.6,162.2,W7ARA,"Flagstaff, Mt. Elden",AZ,OPEN,,220.2,SW,,146.98,146.38,162.2,,Coconino,On-Air,,Arizona Rptr Assoc,"Autopatch, e-power.",,928,,ARCA,,,,,,,,,,,,,,,,,,Autopatch: On- * + area code + phone number/Off- #.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,103.5,NO7AZ,"Flagstaff, Mt. Elden",AZ,OPEN,,220.2,SW,,145.45,144.85,103.5,,Coconino,,,,"E-power, closed autopatch.",,,,ARCA,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25,151.4,N7TWW,"Flagstaff, Mt. Elden",AZ,OPEN,,220.2,SW,,927.8375,902.8375,151.4,151.4,Coconino,On-Air,,FHART,Linked.,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,167.9,KX7VC,"Highland, KX7VC QTH",UT,OPEN,,220.3,NW,,447.725,442.725,167.9,167.9,Utah,On-Air,,,,,Normally connected via Allstar to Alaska Morning Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,DN40ck,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,110.9,WD7N,Eagle Mountain,UT,OPEN,,221.1,NW,,449.25,444.25,110.9,,Utah,Off-Air,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.275,-5,,K5JCA,"Hurricane, Hurricane Mesa",UT,OPEN,,221.6,WSW,,449.275,444.275,,,Washington,On-Air,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,221.7,E,,449,444,67,67,Fremont,On-Air,,WB0WDF,"E-power (Solar, Wind)",Full-time to the  Mega-Link System .,North of the Royal Gorge Bridge.,Mega Link,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.05,-5,CC1,KC7WST,Saratoga Springs,UT,OPEN,,221.8,NW,,447.05,442.05,,,Utah,On-Air,North Utah County,KC7WSU,,,,http://www.dmr-utah.net,UVHFS,,,,,,,,,1,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 311  1  311      USA  1  1776      Parrott  1  9998      Audio Test  1  9999      Utah Statewide 2  1  13149      Europe  2  2      TAC 310  2  310      DCI Bridge  2  3100      Utah  2  3149      Mountain Reg USA  2  3177      All TG's Off  2  111111      All TG's On  2  222222      Local  2  314900      Utah  2  314901      Local  2  314902    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,1,2,2,2,,,,,,,,,1,,1,1,2,2,,,,1,1,2,2,,,,,,2,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,222.6,E,,147.36,147.96,107.2,107.2,Park,On-Air,Wide area.,,E-power.,,,CMRG Repeaters,CCARC,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,222.6,E,,146.685,146.085,107.2,107.2,Park,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,222.8,SE,,147.18,147.78,100,100,Rio Arriba,On-Air,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,K7JL,"Snowbird, Hidden Peak",UT,OPEN,,222.9,NNW,,147.18,147.78,100,,Utah,On-Air,"Wide area: Northern Utah, extreme Southwestern Wyoming, Southeastern Idaho, spotty coverage into Western Colorado and Eastern Nevada.  Map",K7JL,E-power.,"Full-time to  
        146.94000 (WR7AAA) at Milford, Frisco Peak, UT .
 


Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.02000 (K7OGM) at Laketown, Bear Lake, UT .
 


Full-time to  
        146.86000 (K7JL) at Evanston, Medicine Butte, WY .
 


Full-time to the  Intermountain Intertie System .",11,,UVHFS,,,,,Intermountain Intertie,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,131.8,K7JL,"Brighton, Scott's Peak",UT,OPEN,,224.3,NNW,,449.525,444.525,131.8,131.8,Salt Lake,On-Air,"Wide area: Western Salt Lake Valley up to Malad, East to Evanston and Vernal.",K7JL,,"Full-time to  
        147.20000 (N7ZOI) at Midway, Wilson Peak, UT .
 


Full-time to the  Intermountain Intertie System .",10,http://utahvhfs.org/snowlink.html,UVHFS,,,,,Intermountain Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,100,K7JL,"Brighton, Scotts Peak",UT,OPEN,,224.3,NNW,,145.27,144.67,100,,Salt Lake,On-Air,"Wide area: Park City, Heber, Coalville and other nearby communities. Western side of the Salt Lake valley.",,E-power.,Full-time to the  Intermountain Intertie System .,10,http://utahvhfs.org/snowlink.html,UVHFS,,,,,Intermountain Intertie,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.55,-5,88.5,N6JOY,Flagstaff,AZ,OPEN,W,224.8,SW,,446.55,441.55,,,Coconino,On-Air,"West along Interstate 40 to around Bellmont, east along I-40 to Twin Arrows",N6JOY,223.5,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,18212,
145.41,-0.6,151.4,K7NAU,Flagstaff,AZ,OPEN,,224.8,SW,,145.41,144.81,151.4,,Coconino,On-Air,,NAU ARC,,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,225.1,NE,,147.165,147.765,88.5,123,Routt,On-Air,,Colorado Connection,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,225.1,NE,,449.625,444.625,123,123,Routt,On-Air,Local Steamboat Area,"Colorado Connection Repeaters, Inc.",Statewide Linked System,,,http://colcon.org,,,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,127.3,KO7R,"Cedar Fort, Internet Mountain",UT,OPEN,,225.2,NW,,449.7,444.7,127.3,,Utah,On-Air,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,,KC7OXI,"Draper,  South Mountain",UT,OPEN,,225.2,NW,,448.35,443.35,,,Salt Lake,Off-Air,Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper.,Rocky Mtn RA,5,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,225.2,NE,,147.21,147.81,107.2,107.2,Routt,On-Air,,SSARC,"Linked, WX.",,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.9,-1.6,156.7,N7IMF,"Draper, Point of the Mountain",UT,CLOSED,,225.2,NW,,224.9,223.3,156.7,,Utah,On-Air,,UHDARC,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,KA7SLC,Bountiful,UT,CLOSED,,225.3,NW,,448.8,443.8,88.5,,Davis,Off-Air,North Salt Lake to South Ogden.,Rocky Mtn RA,"Remote base, 5,100'.",,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,W7EO,"Vernon, Black Crook Peak",UT,OPEN,,225.5,NW,,145.39,144.79,100,,Tooele,On-Air,West-central Utah around Delta. Tooele Valley and communities from Grantsville down toward Vernon.,"Tooele County ARES, West Desert ARC","Autopatch, 9,274'.","Full-time to  
        146.98000 (W7EO) at Tooele, Black Mountain, UT .",,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,WA7GIE,"Vernon, Black Crook Peak",UT,CLOSED,,225.5,NW,,448.975,443.975,,,Tooele,Off-Air,Wide area: Tooele Valley and communities from Grantsville down toward Vernon.,Desert ARS,9,,,,UVHFS,,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,225.7,SE,,145.39,144.79,100,,Taos,On-Air,Wide area.,Taos ARC,"E-power, linked.",,,Taos Amateur Radio Club,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,100,W7EO,"Vernon,  Vernon Hills",UT,OPEN,,225.8,NW,,449.95,444.95,100,,Tooele,,Tooele Valley and communities from Grantsville down toward Vernon.,"Tooele County ARES, West Desert ARC",5,,,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,,WA7GIE,"Riverton, Flat Top",UT,CLOSED,,227.4,NW,,448.625,443.625,,,Salt Lake,Off-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Desert ARS,Remote base.,,,,UVHFS,,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,100,KG7EGM,"Draper, Fire Station",UT,OPEN,,227.6,NW,,447.1,442.1,100,,Salt Lake,On-Air,Wide area.,DHRA,,,,http://draperhamradio.wordpress.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,88.5,KE7QGT,Draper,UT,OPEN,,227.6,NW,,447,442,88.5,,Salt Lake,Off-Air,,,,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,228.9,E,,449.7,444.7,107.2,,Park,,,CMRG,,,,,CCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,,KB7HAF,"Park City,  Murdock Peak",UT,OPEN,,229.5,NNW,,448.475,443.475,,,Summit,On-Air,"Park City, Heber, Coalville and other nearby communities.",,8,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,,NZ6Z,Park City,UT,OPEN,,229.8,NNW,,447.5,442.5,,,Summit,On-Air,"Park City, Heber, Coalville and other nearby communities.",,7,"Full-time to  
        145.23000 (NZ6Z) at Park City, UT .",,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,NZ6Z,Park City,UT,OPEN,,229.8,NNW,,145.23,144.63,100,,Summit,,"Park City, Heber, Coalville and other nearby communities.",,7,"Full-time to  
        447.50000 (NZ6Z) at Park City, UT .",,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.375,-5,100,W7ROY,Sandy,UT,OPEN,,229.9,NW,,448.375,443.375,100,,Salt Lake,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,,4,,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,230.4,SE,,443,448,100,,Sandoval,On-Air,Rio Rancho and parts of Santa Fe.,Sandoval Co ARES,E-power.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",,http://www.nmscares.org,NMFCC,,,,,RACES.,,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,230.4,SE,,442.75,447.75,162.2,,Sandoval,On-Air,"Rio Rancho, Albuquerque, Corrales.",KC5IPK,E-power.,,,,NMFCC,,,214956,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,230.4,SE,,147.1,147.7,100,100,Sandoval,On-Air,,Sandoval Co ARES,"E-power, remote base, Linked to 443.100 and 147.080.","Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",,http://www.nmscares.org,NMFCC,,,,,,,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,D125,KE7GHK,"Salt Lake, Carrigan Ridge",UT,OPEN,,231.1,NW,,145.41,144.81,D125,,Salt Lake,,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,UVHFS,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.4,5,100,W7LUX,Flagstaff,AZ,OPEN,,231.5,SW,,440.4,445.4,100,,Coconino,Testing,,,,,,,ARCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,231.8,SE,,147.14,147.74,67,,Taos,On-Air,,,11,Full-time to the  Mega-Link System .,,http://www.taosarc.com/,,,,,,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,232.2,SE,,51.5,51.5,100,,Taos,On-Air,,Taos ARC,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,232.2,SE,,224.4,222.8,225.7,,Taos,On-Air,,Taos ARC,,,,http://taosarc.org,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,232.3,SE,,449.875,444.875,123,,Taos,On-Air,,Taos ARC,"Linked to 147.34, E-Power.",,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,232.3,SE,,147.12,147.72,67,,Taos,On-Air,Wide area.,Taos Amateur Radio Club,E-power.,,,http://taosarc.org/,NMFCC,,,828279,,ARRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,118.8,N7HRC,"Herriman, High School",UT,OPEN,,233.6,NW,,449.25,444.25,118.8,,Salt Lake,On-Air,,Herriman Amateur Radio Club,,,,,UVHFS,,,,,,Emergency Communications Net: Sun at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
