Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update,Affiliate,Web links,Notes,EchoLink,Downlink Tone,Mixed-Mode,D-STAR Enabled,Node,Sources,Nets,AllStar,IRLP,Grid,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Commands,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,On-air,Worldwide,North America,Local/Cluster,Denver Regional,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,141.7,NNE,yes,448.65,443.65,107.2,Teller,On-Air,,Mountain ARC (MARC),E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",CCARC,yes,MARC,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4,5,100,K5AKW,"Placitas, Sandia Peak",NM,OPEN,,123.4,SSW,yes,443.4,448.4,100,Sandoval,On-Air,,Sandia Vista ARC,,,NMFCC,yes,,http://sandiavista.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,124,W,yes,444.15,449.15,,San Juan,On-Air,,San Juan County,DV only,,,yes,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,124.7,WSW,yes,1291.7,1271.7,,San Juan,On-Air,,San Juan County,DV only,,NMFCC,yes,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,124,W,yes,449,444,100,San Juan,,,K5WY,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
444.375,5,100,WA5IHL,"Las Vegas, Mesa Apache",NM,CLOSED,,125.2,SSE,yes,444.375,449.375,100,San Miguel,On-Air,Wide area.,JPARA,"Closed autopatch, e-power.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,100,WA5IHL,"Albuquerque, Sandia Mnts",NM,OPEN,,142.9,SSW,yes,145.29,144.69,100,Bernalillo,On-Air,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,WA5IHL,Albuquerque,NM,OPEN,,146.3,SSW,yes,442.25,447.25,,Bernalillo,On-Air,Albuquerque,,,,NMFCC,yes,,http://www.aztrbonet.com/MinimalNetwatch,,,,,,,,,,,,,yes,1,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,1,1,,,AZ-TrboNet,,1,2,2,2,2,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,127,NNE,yes,145.265,144.665,100,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,"Closed autopatch, e-power.",,CCARC,yes,,PPFMA Repeaters,Repeater has been moved.,,100,Yes; analog capable.,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,127,NNE,yes,448.8,443.8,100,El Paso,Off-Air,,Pikes Peak FM Assoc,,,CCARC,yes,,PPFMA Repeaters,,,100,Yes; analog capable.,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,132.2,NNE,yes,146.97,146.37,100,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,"Closed autopatch, e-power.","Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",CCARC,yes,,PPFMA Repeaters,,,123,,,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,132.2,NNE,yes,448.45,443.45,100,El Paso,On-Air,Wide area.,Pikes Pk FM Assoc,E-power.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",CCARC,yes,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,137.1,NNE,yes,224.06,222.46,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,127.4,NW,yes,447.2,442.2,107.2,Montrose,On-Air,Delta/Montrose,,9,Full-time to the  GMRA Open System .,CCARC,yes,Grand Mesa Repeater Assoc,GMRA Repeaters,Closed IRLP out - Ask for a control op,,107.2,,,,,RACES Net Wed at 1930 Hrs.,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,182.2,NW,yes,449.3,444.3,107.2,Mesa,On-Air,Wide Area I-70 West Rifle to Western Utah,,e-power Linked to GMRA Open System,,CCARC,yes,,http://www.gmra.org/,Closed IRLP out,,107.2,,,,,RACES Wed 1930 hrs,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,184.2,NNW,yes,449.85,444.85,131.8,Garfield,On-Air,Glenwood Springs,,e-power  Linked to GMRA Open System,Full-time to the  GMRA Open System .,CCARC,yes,Grand Mesa Repeater Assoc,http://GMRA.org,RACES net Wed 1930 Hrs Local,,131.8,,,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,197,NNW,yes,449.8,444.8,107.2,Garfield,On-Air,,,8,,CCARC,yes,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,201.7,NW,yes,449.575,444.575,131.8,Mesa,On-Air,Grand Junction,,e-power. Linked to GMRA Open System,,CCARC,yes,Grand Mesa Repeater Assoc,GMRA Repeaters,Closed IRLP out,,131.8,,,,,Wed RACES Net 1930 Hrs,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,129.1,NNE,yes,147.18,147.78,100,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,E-power (solar).,,CCARC,yes,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,129.1,NNE,yes,446.95,441.95,,Teller,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,yes,RMHAM,,,,,,,,,,,,,,yes,7,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,129.6,SSW,yes,442.35,447.35,100,Sandoval,On-Air,,WA5OLD,Autopatch.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,129.8,NNE,yes,145.16,144.56,107.2,El Paso,On-Air,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,"Closed autopatch, e-power.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,yes,CRA VHF Link System,http://www.w0cra.org/info/cosprgs.html#145160,Switch to this repeater at mile marker 170 on I-25.,347086,107.2,,,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,153.8,NNE,yes,147.225,147.825,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),Closed autopatch,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",CCARC,yes,CRA VHF Link System,Colorado Repeater Association,,347086,107.2,,,,,"CRA Net, Sunday 9AM",,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,153.8,NNE,yes,448.425,443.425,107.2,Douglas,On-Air,Wide area,Colorado Repeater Association (CRA),,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,yes,ARESDEC,http://www.w0cra.org,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,171.7,NNE,yes,53.05,51.35,107.2,Jefferson,Off-Air,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",Colorado Repeater Association (CRA),10,,CCARC,yes,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,172.5,NNE,yes,1287.9,1267.9,CSQ,Jefferson,Off-Air,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,172.5,NNE,yes,224.98,223.38,107.2,Jefferson,Off-Air,Wide area. Denver.,Colorado Repeater Association,"Closed autopatch, e-power.","Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,yes,,,,347086,107.2,,,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,172.5,NNE,yes,447.15,442.15,107.2,Jefferson,Off-Air,Wide area: Denver.,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",,CCARC,yes,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,181.3,N,yes,145.145,144.545,107.2,Clear Creek,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,,CCARC,yes,,http://www.w0cra.org/info/squaw.html#145145,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,181.3,N,yes,447.575,442.575,107.2,Clear Creek,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),,,CCARC,yes,,http://www.w0cra.org,,347088,107.2,,,,,,,3291,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,
443.75,5,100,WA6CCB,"Albuquerque, Sandia Peak",NM,CLOSED,,131.4,S,yes,443.75,448.75,100,Bernalillo,Off-Air,,"WA6CCB, K5RKE",,,NMFCC,yes,,,,,,,,,,Bosque Youth Amateur Radio Net: M-F at 17:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.3,5,CC1,K5KRE,"Albuquerque, Sandia Crest",NM,OPEN,,131.5,S,yes,443.3,448.3,,Bernalillo,Testing,Wide area.,K5RKE,A Motorola SLR5700 on the BrandMeister worldwide network,,NMFCC,yes,Mac Pass Repeater Group,http://brandmeister.network/?page=repeater&amp;id=313510,Timeslot 1 3135 (New Mexico) 31302 (MPRG 2) Timeslot 2 31301 (MPRG 1),,,,,,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,
51.7,-1,156.7,WB5IUZ,"Albuquerque, Sandia Crest",NM,OPEN,,131.5,S,yes,51.7,50.7,156.7,Bernalillo,Off-Air,,K5RKE,,,NMFCC,yes,,,Off the air until spring 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,131.6,SSW,yes,442.75,447.75,162.2,Sandoval,On-Air,"Rio Rancho, Albuquerque, Corrales.",KC5IPK,E-power.,,NMFCC,yes,,,,214956,,,,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,"Albuquerque, Sandia Crest",NM,OPEN,I,132,S,yes,442.75,447.75,162.2,Bernalillo,On-Air,,,10,,,yes,,,,,,,,,,,,7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,131.6,SSW,yes,147.1,147.7,100,Sandoval,On-Air,,Sandoval Co ARES,"E-power, remote base, Linked to 443.100 and 147.080.","Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",NMFCC,yes,,http://www.nmscares.org,,,100,,,,,,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,131.6,SSW,yes,443,448,100,Sandoval,On-Air,Rio Rancho and parts of Santa Fe.,Sandoval Co ARES,E-power.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",NMFCC,yes,RACES.,http://www.nmscares.org,,,,,,,,,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.9,5,CC7,KA8JMW,"Albuquerque, Sandia Crest",NM,OPEN,,131.7,S,yes,442.9,447.9,,Bernalillo,On-Air,,"Rocky Mountain Ham Radio, NM",,Full-time to the  Colorado TRBO System .,NMFCC,yes,,http://www.rmham.org/wordpress/mototrbo-radio-site-information,"Colorado Wide: CC 7, TS 1, TG 700 Colorado South: CC 7, TS 2, TG 719",,,,,,,,,,,,yes,7,yes,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,132,S,yes,145.33,144.73,100,Bernalillo,On-Air,Wide area.,Amateur Radio Caravan Club of New Mexico,E-power.,"Full-time to  
        444.00000 (W5CSY) at Albuquerque, Sandia Crest, NM .",NMFCC,yes,,http://caravanradio.org/,,,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,100,W5CSY,"Albuquerque, Sandia Crest",NM,OPEN,,132,S,yes,444,449,100,Bernalillo,On-Air,Wide area.,Amateur Radio Caravan Club of New Mexico,E-power.,"Full-time to  
        145.33000 (W5CSY) at Albuquerque, Sandia Crest, NM .",NMFCC,yes,,http://www.caravanradio.org,,,,,,,,AACC: Sun at 0900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.6,5,100,K5FSB,"Albuquerque, Sandia Peak",NM,OPEN,,132,S,yes,442.6,447.6,100,Bernalillo,On-Air,Wide area.,URFMSI,Closed autopatch.,,NMFCC,yes,,http://www.urfmsi.org/wp/repeaters/analog/gary-diamond-repeater,"Voting receiver. 10,680'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.1,5,162.2,KB5GAS,"Albuquerque, Sandia Crest",NM,OPEN,I,132,S,yes,442.1,447.1,162.2,Bernalillo,On-Air,Wide area.,Albuquerque Gas Balloon Assoc,E-power.,,,yes,,,,,,,,,,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,CC1,N5QD,Corrales,NM,OPEN,,132,SSW,yes,443.2,448.2,,Sandoval,On-Air,,,Brandmeister,,,yes,,http://brandmeister.network/?page=repeater&amp;id=313513,,,,,,,,,,,,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,,W5MPZ,"Albuquerque, Sandia Crest",NM,OPEN,,132,S,yes,443.8,448.825,,Bernalillo,On-Air,Wide area;,Sandia National Laboratories ARC,,,NMFCC,yes,,,,,,,yes,W5MPZ (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,133.1,NNE,yes,448.725,443.725,123,El Paso,On-Air,,KA0TTF,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,133.1,SSW,yes,442.4,447.4,,Sandoval,On-Air,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,"Brandmeister, DMR CC 4, D-Star, Fusion",,NMFCC,yes,,,Dmr color code 4,,,,,,,,,,,,yes,4,yes,,,,,,,,,,,,,,,,,,,,,,,
224.48,-1.6,100,K6LIE,"Albuquerque, Northeast Heights area",NM,OPEN,I,133.5,SSW,yes,224.48,222.88,100,Bernalillo,On-Air,Entire Albuquerque Area,K6LIE,,,NMFCC,yes,High Desert ARC of New Mexico,,Moved to new location and added PL,,,,,,,,,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,133.6,SSW,yes,444.7,449.7,100,Sandoval,On-Air,Albuquerque and vicinity,New Mexico Intel Emergency Amateur Service,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,,W5AOX,Sandia Park,NM,OPEN,E,134.3,S,yes,224.94,223.34,,Bernalillo,Off-Air,,W5AOX,Remote base.,"Full-time to  
        444.15000 (W5AOX) at Sandia park, NM .",NMFCC,yes,,http://www.qsl.net/w5aox/,,3061,,,,,,,,,,,,,,,,,,"CB58 (this selects mem 58, or 146.58.. Enter B and the desired memory number, then unkey) 
VFO Freq Entry CD14*275D (example is to enter 14.275 MHz) 
Step Freq UP 1 KHz 
C2 Step Freq DOWN 1 Khz C1 Select/Toggle through Modes  
C8 Read Back Current Mode  C0 (Zero) Read Current Freq in CW C4 Activate Remote Base 
Transmit 587 Remote Base Receive Only 
576 Toggle RX Preamp 
C5 Toggle RX 20dB Attenuator 
C3 Select 80/40M Dipole 
*1A Select Triband (10-15-20-6M) Beam 
*1B Select Ringo Ranger 2M vert ant 
*2A Select 2M + 432 horiz beams 
*2B Scan Start CA (MUST be in monitor-only mode (576) to scan, Starts from current freq) Scan Stop PTT",,,,,,,,,,,,,,,,,,
444.15,5,100,W5AOX,Sandia park,NM,OPEN,E,134.3,S,yes,444.15,449.15,100,Bernalillo,On-Air,,W5AOX,,"Full-time to  
        224.94000 (W5AOX) at Sandia Park, NM .",NMFCC,yes,,,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,100,K5BIQ,"Albuquerque, BCFD Fire Station 35",NM,OPEN,,135.1,SSW,yes,145.13,144.53,100,Bernalillo,On-Air,,BERNCO OEM,,"Full-time to  
        145.15000 (K5BIQ) at Tijeras, Cedro Peak, NM .",NMFCC,yes,,http://bc-ares.org/wordpress/,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,100,K5BIQ,"Tijeras, Cedro Peak",NM,OPEN,,141.8,S,yes,145.15,144.55,100,Bernalillo,On-Air,,BERNCO OEM,,"Full-time to  
        145.13000 (K5BIQ) at Albuquerque, BCFD Fire Station 35, NM .",NMFCC,yes,,http://bc-ares.org/wordpress/,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.05,5,100,K5BIQ,"Albuquerque, West Mesa",NM,OPEN,A,144.7,SSW,yes,442.05,447.05,100,Bernalillo,On-Air,,BERNCO OEM,,,NMFCC,yes,,http://bc-ares.org/wordpress/,,,100,,,,,,28828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,136,SSW,yes,443.85,448.85,103.5,Bernalillo,On-Air,,KC0QIZ,,,NMFCC,yes,,,,881226,,,,,,,,3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,136.3,SSW,yes,145.37,144.77,162.2,Sandoval,On-Air,,Adrian Miura,,,,yes,,,,,,,,,,,,7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,137.1,NNE,yes,448.6,443.6,114.8,El Paso,,,W0MOG,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,137.1,NNE,yes,927.8,902.8,D116,Teller,On-Air,,,6,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,137.4,NNE,yes,147.39,147.99,103.5,El Paso,On-Air,,W0MOG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,141.7,NNE,yes,224.72,223.12,103.5,El Paso,On-Air,Local,w0mog,,,,yes,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,137.1,NNE,yes,448.3,443.3,100,El Paso,On-Air,,AA0L,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,138,NNE,yes,147.135,147.735,100,El Paso,On-Air,,AA0L,6,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,137.1,NNE,yes,447.35,442.35,151.4,El Paso,On-Air,,GGARC,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,137.4,NNE,yes,146.91,146.31,151.4,El Paso,On-Air,,GGARC,E-power.,,CCARC,yes,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,137.1,NNE,yes,447.025,442.025,123,El Paso,Off-Air,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,137.1,NNE,yes,448.25,443.25,123,El Paso,Off-Air,Colorado Springs,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,137.4,SSW,yes,224.58,222.98,100,Bernalillo,On-Air,,KH6JTM,"Autopatch, e-power.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,137.4,NNE,yes,146.85,146.25,103.5,El Paso,On-Air,,W0RSH,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,137.9,SSW,yes,147.32,147.92,100,Bernalillo,On-Air,,K5LXP,20,,NMFCC,yes,,K5LXP Repeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,138.5,SSW,yes,223.9,222.3,,Bernalillo,On-Air,,,"E-power (solar), Autopatch, Remote base.",,,yes,,,,87120,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,138.8,SSW,yes,443.65,448.65,,Bernalillo,On-Air,Albuquerque Metro,NM5SH,Brandmeister,,NMFCC,yes,,NM5SH QSL.net,,,,,,,,,,,DM65pd,,yes,1,yes,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,139.3,S,yes,147.36,147.96,100,Bernalillo,Off-Air,,KB5XE,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,139.6,NW,yes,146.91,146.31,107.2,Montrose,On-Air,,,E-Power,,CCARC,yes,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,139.6,NW,yes,146.79,146.19,107.2,Montrose,On-Air,,KC0UXX,E-power.,,CCARC,yes,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
