Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,IRLP,Uplink Tone,Downlink Tone,YSF Digital Enabled,DG-ID,Coverage,Features,Mixed-Mode,Web links,EchoLink,Links,DMR Enabled,Color Code,Wide Network,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Nets,Talkgroup Network,Worldwide English,North America,Colorado,Affiliate,Commands,Notes,Worldwide,English,Northern Colorado,Southern Colorado,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Feed,Local Network,Denver Regional,AllStar,WIRES-X,On-air,P25 Digital Enabled,NAC,Default Reflector,Wyoming,WyLOCAL,Location Photo
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,157.4,WSW,yes,447.1,442.1,,,,Garfield,On-Air,Ski Country ARC,CCARC,yes,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,151,WSW,yes,449.85,444.85,,,,Garfield,On-Air,,CCARC,yes,,131.8,131.8,,,Glenwood Springs,e-power  Linked to GMRA Open System,,http://GMRA.org,,Full-time to the  GMRA Open System .,,,,,,,,,,Colorado State RACES  Wed 1930 local,,,,,Grand Mesa Repeater Assoc,,RACES net Wed 1930 Hrs Local,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,189.4,WSW,yes,449.8,444.8,,,,Garfield,On-Air,,CCARC,yes,,107.2,,,,,8,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,210.7,WSW,yes,449.3,444.3,,,,Mesa,On-Air,,CCARC,yes,3710,107.2,107.2,,,Wide Area I-70 West Rifle to Western Utah,e-power Linked to GMRA Open System,,http://www.gmra.org/,,,,,,,,,,,,RACES Wed 1930 hrs,,,,,,,Closed IRLP out,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,211.7,SW,yes,447.2,442.2,,,,Montrose,On-Air,,CCARC,yes,3710,107.2,107.2,,,Delta/Montrose,9,,GMRA Repeaters,,Full-time to the  GMRA Open System .,,,,,,,,,,RACES Net Wed at 1930 Hrs.,,,,,Grand Mesa Repeater Assoc,,Closed IRLP out - Ask for a control op,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,151.6,S,yes,147.24,147.84,,,,Pueblo,Off-Air,TARA,CCARC,yes,,103.5,CSQ,,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,155.1,WSW,yes,449.725,444.725,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),CCARC,yes,3722,179.9,,,,Wide area.,EchoLink.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28434,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,155.1,WSW,yes,147.39,147.99,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,yes,,107.2,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,157.4,WSW,yes,449.6,444.6,,,,Garfield,On-Air,,CCARC,yes,,107.2,,,,Wide area.,e-power Linked to GMRA open system,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,158.6,SW,yes,145.325,144.725,,,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,yes,,100,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,158.8,SW,yes,447.65,442.65,,,,Gunnison,On-Air,KB0YNA,CCARC,yes,,151.4,151.4,,,Gunnison valley and along East and west on Highway 50.,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,"Full-time to  
        448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO .
 


Full-time to  
        449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,195.4,WSW,yes,449.65,444.65,,,,Mesa,On-Air,Keri Washburn,CCARC,yes,8162,151.4,151.4,,,Wide area coverage,NWS weather alert system.,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,211.7,SW,yes,448.65,443.65,,,,Montrose,On-Air,KB0YNA,,yes,,,151.4,,,Wide area.,,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,242.4,SW,yes,449.7,444.7,,,,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),CCARC,yes,3710,107.2,107.2,,,Wide Area via links - Western Colorado - Eastern Utah,E-power.,,,,Full-time to the  GMRA Open System .,,,,,,,,,,RACES: Wed at 19:30.,,,,,,,Closed IRLP out - Ask for a control Op,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,245.6,WSW,yes,449.4,444.4,,,,Mesa,On-Air,"WA4HND,  Grand Mesa Repeater Association",CCARC,yes,3710,131.8,131.8,,,Wide area via links - Western Colorado - Eastern Utah,E-power.,,http://www.gmra.org,,Full-time to the  GMRA Open System .,,,,,,,,,,RACES Wed 1930 Hrs,,,,,,,Closed IRLP out - Ask for a control op,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,162,NW,yes,146.76,146.16,,,,Carbon,On-Air,CCARS,,yes,,100,,,,Wide area.,,,,,,,,,,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,162,NW,yes,147.39,147.99,,,,Carbon,On-Air,HERC,,yes,,100,,,,Wide area.,E-power.,,,,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,N7ZEF (EchoLink).,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,162.2,N7RON,Rawlins,WY,OPEN,I,162.1,NW,yes,146.7,146.1,,,,Carbon,On-Air,,WRCG,yes,7045,162.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,146.2,N7RON,Rawlins,WY,OPEN,,162.1,NW,yes,449.8,444.8,,,,Carbon,,Wyocomm,WRCG,yes,,146.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
448.3,-5,100,KD7SU,Rawlins,WY,OPEN,,162.1,NW,yes,448.3,443.3,,,,Carbon,,,WRCG,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,163.8,E,yes,146.76,146.16,,,,Keith,On-Air,Charlie Allen,,yes,7349,123,,,,,,,,751985,,,,,,,,,,,"Sun at 19:30. 
Wed at 20:00.",,,,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,212.4,E,yes,146.94,146.34,,,,Lincoln,On-Air,Charlie Allen,WB0CMC,yes,7349,123,,,,,Linked to 146.760 in Ogallala and 442.250 south of North Platte,,,751985,,,,,,,,,,,"Sunday Night net: Sun at 20:30 
Wednesday Night net: Wed at 21:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,212.4,E,yes,442.25,447.25,,,,Lincoln,Off-Air,Charlie Allen,,yes,7349,123,,,,,,,,751985,,,,,,,,,,,"Sunt at 20:30 
Wed at 21:00",,,,,,,Linked to 146.940 in North Platte and 146.760 in Ogallala.,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,175,WSW,yes,146.76,146.16,,,,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",CCARC,yes,,107.2,,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",E-power.,,,243117,,,,,,,,,,,,,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,175.5,SW,yes,449.95,444.95,,,,Gunnison,,K5GF,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,175.5,SW,yes,147.12,147.72,,,,Gunnison,On-Air,W0VTL,CCARC,yes,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,179,SSE,yes,147.36,147.96,,,,Otero,On-Air,,,yes,,,123,yes,Open ↑ / Open ↓,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,E-power,Yes; analog capable.,,,,,,,,,,,,,,,,,,KC0ITF,,Digital Wires-X,,,,,,,,,,,,,,,11360,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,179,SSE,yes,446.75,441.75,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Otero,On-Air,,,yes,,,,yes,Open ↑ / Open ↓,La Junta,E-power.,,,,,yes,0,,,,,,,,,,,,,KC0ITF,,Please use Busy Channel LockOut,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,,KK7BA,Douglas,WY,OPEN,,179.2,NNW,yes,147.15,147.75,,,,Converse,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,179.4,NNE,yes,147.36,147.96,,,,Dawes,On-Air,,WB0CMC,yes,,123,123,,,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,,,,,,,,,,,,,,,,,,Pine Ridge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,188.3,NNE,yes,145.62,145.62,,,,Dawes,On-Air,Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,,yes,3936,100,100,,,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",Voice ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,110.9,K7PLA,"Casper, Casper Mountain",WY,OPEN,,179.9,NNW,yes,145.46,144.86,,,,Natrona,On-Air,W7QQA,WRCG,yes,,110.9,110.9,,,"Wide area: East to Douglas, South to Saratoga, Rawlings. West to Moneta, Jeffery city/muddy gap, independence rock.North to Buffalo",,,http://wyoham.com,,,,,,,,,,,,"Buffalo roll call, Tuesday night",,,,,"Buffalo Radio Club, Casper Radio Club",103,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,W7VNJ,"Casper, Casper Mountain",WY,OPEN,,181,NNW,yes,146.94,146.34,,,,Natrona,On-Air,Casper ARC,WRCG,yes,,123,123,,,Wide area.,E-power.,,http://casperarc.net/wiki/index.php/146.940,,"Full-time to  
        147.39000 (KD7BN) at Rawlins, WY .
 


Full-time to the  Wyocom System .",,,,,,,,,,RACES/ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,D032,W7VNJ,Casper,WY,OPEN,,186.8,NNW,yes,147.28,147.88,,,,Natrona,On-Air,Casper Amateur Radio Club,WRCG,yes,,D032,D032,yes,Open ↑ / Open ↓,Local Casper coverage.,E-power.,Yes; analog capable.,http://casperarc.net/wiki/index.php/Main_Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,173.8,W7VNJ,"Casper, Wyoming Med Center",WY,OPEN,I,186.8,NNW,yes,449.575,444.575,,,,Natrona,On-Air,CDK Net,WRCG,yes,7707,173.8,173.8,,,Wide area: Casper Metro and large parts of Natrona county.,E-power.,,Casper ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.98,-1,141.3,W7VNJ,Casper,WY,OPEN,,188,NNW,yes,52.98,51.98,,,,Natrona,Off-Air,CARC,WRCG,yes,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,173.8,KD7AGA,"Casper, Casper Mountain",WY,OPEN,,181,NNW,yes,146.64,146.04,,,,Natrona,Off-Air,CDK Net,WRCG,yes,,173.8,,,,Regional.,E-power.,,,,"Full-time to  
        449.57500 (W7VNJ) at Casper, Wyoming Med Center, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,,N7RRB,"Casper, Casper Mountain",WY,OPEN,W,181,NNW,yes,449.9,444.9,,,,Natrona,On-Air,Casper Amateur Radio Club,WRCG,yes,,,,yes,Open ↑ / Open ↓,Metro area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11941,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,181.6,SE,yes,147.03,147.63,,,,Sherman,Off-Air,Sherman County Amateur Radio Club (SCARE),,yes,3769,88.5,,,,I-70,,,SCARE on Facebook,,,,,,,,,,,,,,,,,,,This is the highest (above sea level) amateur repeater in Kansas.,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,100,NB7I,"Casper, Casper Mtn.",WY,OPEN,,182.9,NNW,yes,449.5,444.5,,,,Natrona,On-Air,Versatel,,yes,,100,,,,"Wide area, linked to 147.390 Rawlins",Solar Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,187.2,SW,yes,147.33,147.93,,,,Delta,On-Air,North Fork Repeater Assoc.,CCARC,yes,,107.2,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,,KC7MJI,Casper,WY,OPEN,,188,NNW,yes,147.345,147.945,,,,Natrona,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
146.91,-0.6,,N7GT,Casper,WY,OPEN,,188,NNW,yes,146.91,146.31,,,,Natrona,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
449.1,-5,,NG7T,Casper,WY,OPEN,,188,NNW,yes,449.1,444.1,,,,Natrona,,NG7T,,yes,,,,,,Wide area:  50 mi radius.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,190.9,WSW,yes,449.5,444.5,,,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),CCARC,yes,,107.2,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,224.7,WSW,yes,449,444,,,,Mesa,On-Air,KB0SW,CCARC,yes,,,107.2,,,,,,,,,,,,,,,,,,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,195.7,SE,yes,444.6,449.6,,,,Wallace,On-Air,WA0VJR,,yes,3148,146.2,,,,"US-40 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,Dial 9335 to access K-Link,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,196.3,SE,yes,146.61,146.01,,,,Prowers,On-Air,Lamar Amateur Radio Club,CCARC,yes,3774,123,123,,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,,,37784,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,196.3,SE,yes,449.5,444.5,,,,Prowers,On-Air,Lamar ARC,CCARC,yes,3774,123,,,,45,,,,37784,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,199.2,SSW,yes,146.64,146.04,,,,Rio Grande,On-Air,,,yes,,77,77,,,Low level local coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,199.5,SSW,yes,447.1,442.1,,,,Saguache,On-Air,,,yes,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,200.8,WSW,yes,147.36,147.96,,,,Delta,,W0ALC,CCARC,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,200.8,WSW,yes,449.825,444.825,,,,Delta,,W0ALC,CCARC,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,200.8,WSW,yes,147.195,147.795,,,,Delta,,,,yes,,107.2,,,,Local.,,,,,,,,,,,,,,,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,Unknown,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,203.8,SE,yes,444.75,449.75,,,,Thomas,,,Kansas Repeater Council,yes,,162.2,162.2,,,"Wide area. 
 Click for coverage map.  50 mi radius.","Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",,K-Link Repeater Network,,,,,,,,,,,,,,,,,K-Link Repeater Network,,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,,,,,,,,,,,,Unknown,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,205.4,SE,yes,146.82,146.22,,,,Thomas,On-Air,TARC,Kansas Repeater Council,yes,7552,156.7,156.7,,,Local,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,207.6,SE,yes,444.4,449.4,,,,Thomas,On-Air,,Kansas Repeater Council,yes,,141.3,,,,,,,http://skect.org/default.aspx,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,221.3,SE,yes,444,449,,,,Hamilton,On-Air,SKECT,Kansas Repeater Council,yes,,141.3,141.3,,,,E-power.,,http://skect.org/default.aspx,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,231.2,SE,yes,444.3,449.3,,,,Logan,On-Air,SKECT,Kansas Repeater Council,yes,,141.3,141.3,,,,E-power.,,http://skect.org/default.aspx,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.5,5,141.3,K0ECT,"Garden City, Tennis",KS,OPEN,I,260.8,SE,yes,442.5,447.5,,,,Finney,On-Air,SKECT,Kansas Repeater Council,yes,3885,141.3,141.3,,,,E-power.,,http://skect.org/default.aspx,,Full-time to the  SKECT System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,266.4,SE,yes,147.06,147.66,,,,Grant,On-Air,SKECT,Kansas Repeater Council,yes,,,,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,207.6,SE,yes,442.175,447.175,,,,Greeley,On-Air,WKARC,,yes,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,208.3,WSW,yes,446.9125,441.9125,,,,Mesa,On-Air,Bill Frost,,yes,,,,,,"Grand Junction, I70",,,,,,yes,1,,,,,,,,,,,,,,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,CSQ,N0UVP,Gordon,NE,OPEN,,209.4,NE,yes,146.67,146.07,,,,Sheridan,Off-Air,SHARC,,yes,,CSQ,CSQ,,,,E-power.,,,,,,,,,,,,,,,,,,,,,"Working on the transmitter, hope to be back on the air soon.",,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,212,E,yes,146.835,146.235,,,,Lincoln,On-Air,K0KDC,,yes,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,212,E,yes,146.7,146.1,,,,Lincoln,Off-Air,North Platte Progressive Amateur Radio Club,,yes,,,123,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,212.4,E,yes,147.33,147.93,,,,Lincoln,On-Air,Randy Allen,,yes,7627,123,,,,,,,,857936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,212.4,E,yes,444.4,449.4,,,,Lincoln,On-Air,Randy Allen,,yes,7627,123,,,,Maxwell to Sutherland across I-80.,,,,857936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,213.9,SW,yes,146.925,146.325,,,,Mineral,Off-Air,Creede ARC,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,215.9,SW,yes,146.91,146.31,,,,Montrose,On-Air,,CCARC,yes,,107.2,107.2,,,,E-Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,215.9,SW,yes,146.79,146.19,,,,Montrose,On-Air,KC0UXX,CCARC,yes,,107.2,107.2,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,216.3,SW,yes,147.135,146.535,,,,Hinsdale,On-Air,,CCARC,yes,,123,,,,,E-power (solar),,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,229.4,SW,yes,147.27,147.87,,,,Ouray,On-Air,,CCARC,yes,,127.3,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,239.8,SW,yes,147.375,147.975,,,,San Juan,On-Air,,CCARC,yes,,156.7,,,,Wide area.,13,,http://www.sjcham.com,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,240.1,SW,yes,145.325,144.725,,,,San Juan,On-Air,,CCARC,yes,,127.3,,,,,Solar powered,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,240.1,SW,yes,444,449,,,,San Juan,On-Air,,,yes,,67,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,240.1,SW,yes,447.525,442.525,,,,San Juan,On-Air,KB5ITS,CCARC,yes,,127.3,,,,Wide area.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,221,SW,yes,449.525,444.525,,,,Mineral,On-Air,N0PKT,,yes,,100,100,,,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,The Fun Machine,,,,,,,DM67lt,,,,,,,,,43265,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,221.7,WSW,yes,145.175,144.575,,,,Mesa,On-Air,,CCARC,yes,3161,107.2,,,,Greater grand Junction area.,"E-power,",,,,,,,,,,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,224.6,WSW,yes,147.39,147.99,,,,Mesa,,KE0TY,CCARC,yes,,107.2,,,,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,224.7,WSW,yes,145.22,144.62,,,,Mesa,,KE0TY,CCARC,yes,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,224.6,WSW,yes,146.82,146.22,,,,Mesa,On-Air,,CCARC,yes,,107.2,,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28515,,,,,,,,
