Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update,Downlink Tone,Links,Commands,Feed,EchoLink,IRLP,Affiliate,Notes,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Worldwide English,North America,DCI Bridge,Local/Cluster,Colorado,N. Colorado,Local Network,Mixed-Mode,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,Grid,YSF Digital Enabled,DG-ID,AllStar,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,On-air,English,TAC 310,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,113.3,SSW,yes,449.975,444.975,100,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",K0JSC.COM,CCARC,yes,100,Full-time to the  The Fun Machine System .,,,363976,7301,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,,,,,,,,,,,,,,,,,,,,DM68xk,,,28368,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,119.5,SSE,yes,446.9875,441.9875,,Pueblo,Off-Air,,,,,Rocky Mountain Ham Radio,CCARC,yes,,Full-time to the  Colorado TRBO System .,,,,,RMHAM,,,,,,,,,,yes,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,,,,2,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,119.5,SSE,yes,447.275,442.275,100,Pueblo,On-Air,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,CCARC,yes,100,Full-time to the  The Fun Machine System .,,Listen Live,,,The Fun Machine,"Moved to Pueblo.  Now called ""Pueblo Metro""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,125.1,S,yes,448.325,443.325,100,Custer,On-Air,,,,,,,yes,100,Full-time to the  The Fun Machine System .,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,134.2,SSE,yes,449.975,444.975,100,Pueblo,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,2,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",K0JSC dot Com,CCARC,yes,100,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,Listen Live,363976,7301,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,,,,,,,,,,,,,,,,,,,,,,,,,,DM78SA18,,,28368,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,54.3,N,yes,448.325,443.325,110.9,Larimer,On-Air,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,54.9,S,yes,145.19,144.59,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,yes,131.8,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,58.4,SSE,yes,447.725,442.725,100,El Paso,On-Air,Local.,K0NR,30,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,59,WSW,yes,146.7,146.1,107.2,Summit,On-Air,,GRARC,E-power.,,,CCARC,yes,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,64,S,yes,146.82,146.22,107.2,Teller,On-Air,,Mountain ARC,E-power.,MARC/PCRC: Tue at 19:30.,,CCARC,yes,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,64,S,yes,448.65,443.65,107.2,Teller,On-Air,,Mountain ARC (MARC),E-power.,MARC/PCRC: Tue at 19:30.,,CCARC,yes,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,64.3,SSW,yes,146.685,146.085,107.2,Park,On-Air,,Mountain ARC (MARC),"Closed autopatch, e-power.",MARC/PCRC: Tue at 19:30.,,CCARC,yes,107.2,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,76.4,S,yes,447.475,442.475,107.2,El Paso,,,Mountain ARC (MARC),"Closed autopatch, e-power.",MARC/PCRC: Tue at 1930.,,CCARC,yes,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,81.3,S,yes,147.015,147.615,107.2,Teller,On-Air,,Mountain ARC,E-power.,MARC/PCRC: Tue at 19:30.,,CCARC,yes,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,64,S,yes,145.415,144.815,179.9,Teller,,,MARC,"Closed autopatch, e-power.",,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,64,S,yes,447.675,442.675,179.9,Teller,On-Air,,Mountain Amateur Radio Club (MARC),E-power.,,,CCARC,yes,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,64,S,yes,449.025,444.025,141.3,Teller,,,Mountain Amateur Radio Club (MARC),Linked.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,64.1,S,yes,927.9,902.9,D205,Teller,On-Air,,MARC,,,,CCARC,yes,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,64,S,yes,449.325,444.325,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,E-power. Allstar Node 27976,"Sunday 1500 MST
Tuesday 1730 MST",,CCARC,yes,103.5,,,,,,Amateur Radio Motorcycle Club,Node # 27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27976,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,64.4,SSW,yes,147.36,147.96,107.2,Park,On-Air,Wide area.,,E-power.,,CMRG Repeaters,CCARC,yes,107.2,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,82.1,S,yes,145.375,144.77,,El Paso,Off-Air,wide area,Cheyenne Mountain Repeater Group (CMRG),,,http://www.cmrg.org,CCARC,yes,,,,,,,,Repeater off air for now.,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,82.1,S,yes,446.9125,441.9125,,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,,,yes,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,82.1,S,yes,927.85,902.85,D114,Teller,On-Air,,CMRG,9,,http://www.cmrg.org,CCARC,yes,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,82.5,S,yes,146.76,146.16,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",,,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,82.5,S,yes,147.345,147.945,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.",,http://www.cmrg.org/,CCARC,yes,107.2,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,82.5,S,yes,448,443,107.2,El Paso,On-Air,,,,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,82.5,S,yes,448.1,443.1,107.2,El Paso,On-Air,Wide area.,,"Closed autopatch, e-power.",,CMRG Repeaters,CCARC,yes,107.2,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,112.4,SSW,yes,145.295,144.695,107.2,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,113,SSW,yes,449.65,444.65,107.2,Chaffee,On-Air,Wide area.,,E-power.,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,130,S,yes,449.625,444.625,107.2,Custer,On-Air,,,E-power.,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,192.7,S,yes,449.6,444.6,107.2,Las Animas,Off-Air,Wide area.,Cheyenne Mtn Rptr Grp,E-power.,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,65.7,SSE,yes,447.625,442.625,100,El Paso,On-Air,,KD0MDP,Linked.,,,,yes,100,Full-time to the  The Fun Machine System .,,,363976,7301,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28299,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,66.6,SSW,yes,449.7,444.7,107.2,Park,,,CMRG,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,72.8,SSE,yes,447.2,442.2,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,,,,,yes,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,76.1,S,yes,147.27,147.87,,El Paso,On-Air,,TRA,E-power.,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,76.4,S,yes,449.575,444.575,,El Paso,On-Air,,RMHARC,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,166.7,WSW,yes,447.35,442.35,107.2,Delta,,,Grand Mesa Repeater Assoc (GMRA),,,GMRA Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,199.1,N,yes,147.33,147.93,,Niobrara,On-Air,,,,,,,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,70.8,WSW,yes,146.61,146.01,107.2,Eagle,On-Air,,ECHO,11,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,71,WSW,yes,224.8,223.2,,Eagle,Off-Air,,ECHO,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,71,WSW,yes,449.9,444.9,107.2,Eagle,Off-Air,,ECHO,,,,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,71.5,SE,yes,147.105,147.705,107.2,Elbert,On-Air,"I-70, E. Arapahoe, Elbert, Lincoln Counties",ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,,http://www.w0cra.org/,CCARC,yes,107.2,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,Colorado Repeater Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,71.7,E,yes,448.2,443.2,,Morgan,On-Air,,,Mixed Mode,,Rocky Mountain Ham Radio,CCARC,yes,,Full-time to the  Colorado TRBO System .,,,,,NEAHR,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,,yes,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,,,,,,2,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,100.4,ESE,yes,448.175,443.175,,Morgan,On-Air,,W0FT,,,http://www.rmham.org/,CCARC,yes,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,72.2,SSE,yes,224.72,223.12,103.5,El Paso,On-Air,Local,w0mog,,,,,yes,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,76.1,S,yes,147.39,147.99,103.5,El Paso,On-Air,,W0MOG,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,76.4,S,yes,448.6,443.6,114.8,El Paso,,,W0MOG,,,,CCARC,yes,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,76.4,S,yes,927.8,902.8,D116,Teller,On-Air,,,6,,,CCARC,yes,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,72.5,SW,yes,447.125,442.125,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",KC0UFO,Emergency automatic generator.,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,CCARC,yes,103.5,,,,,,"Park County Radio Club, AB0PC","Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,,,,,,,,,,,,,,,,,,,,,,DM69wf,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,74.7,S,yes,146.97,146.37,100,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,"Closed autopatch, e-power.","Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",PPFMA Repeaters,CCARC,yes,123,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,74.7,S,yes,448.45,443.45,100,El Paso,On-Air,Wide area.,Pikes Pk FM Assoc,E-power.,,PPFMA Repeaters,CCARC,yes,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,76.4,S,yes,224.06,222.46,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),"E-power, linked.",,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,84.9,S,yes,145.265,144.665,100,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,"Closed autopatch, e-power.",,PPFMA Repeaters,CCARC,yes,100,,,,,,,Repeater has been moved.,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,84.9,S,yes,448.8,443.8,100,El Paso,Off-Air,,Pikes Peak FM Assoc,,,PPFMA Repeaters,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,76.1,S,yes,146.91,146.31,151.4,El Paso,On-Air,,GGARC,E-power.,,,CCARC,yes,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,76.4,S,yes,447.35,442.35,151.4,El Paso,On-Air,,GGARC,E-power.,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,76.1,S,yes,146.85,146.25,103.5,El Paso,On-Air,,W0RSH,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,76.2,SSE,yes,147.135,147.735,100,El Paso,On-Air,,AA0L,6,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,76.4,S,yes,448.3,443.3,100,El Paso,On-Air,,AA0L,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,76.4,S,yes,447.55,442.55,123,El Paso,On-Air,,WA6IFI,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,79.5,S,yes,927.725,902.725,D114,Teller,On-Air,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",WA6IFI,12,,Yahoo Group,CCARC,yes,D114,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,82.1,S,yes,53.13,51.43,107.2,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,http://www.cmrg.org,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,76.4,S,yes,447.025,442.025,123,El Paso,Off-Air,,Colorado Springs ARA,"Closed autopatch, e-power, linked, remote base.",,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,76.4,S,yes,448.25,443.25,123,El Paso,Off-Air,Colorado Springs,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,78.3,SE,yes,449.25,444.25,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,,,CCARC,yes,123,,** [StarStar] Prefix for Echolink Node.,,3349,3349,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,79.2,SW,yes,147.24,147.84,156.7,Lake,Off-Air,,,,,,CCARC,yes,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,178.3,S,yes,449.75,444.75,100,Las Animas,On-Air,,N0ZSN,,,The Fun Machine,CCARC,yes,100,Full-time to the  The Fun Machine System .,,,363976,7301,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28368,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,79.5,S,yes,147.18,147.78,100,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,E-power (solar).,,,CCARC,yes,,,,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
