Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,IRLP,Commands,Notes,Nets,Web links,Affiliate,EchoLink,Grid,D-STAR Enabled,Node,Sources,Feed,AllStar,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,Mixed-Mode,Local Network,YSF Digital Enabled,DG-ID,English,Europe,TAC 310,DCI Bridge,Southwest USA,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,116.8,E,yes,447.725,442.725,100,El Paso,,K0NR,CCARC,yes,On-Air,30,100,Local.,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,117,NE,yes,146.88,146.28,100,Jefferson,,Denver Radio League,CCARC,yes,On-Air,E-power.,,Wide Area,,,,6,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,117,NE,yes,449.6,444.6,100,Jefferson,,Denver Radio League,CCARC,yes,On-Air,,,,,3345,,,,DRL Repeaters,,690473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,118.3,NE,yes,146.64,146.04,100,Jefferson,,Denver Radio League,CCARC,yes,On-Air,E-power.,,"Wide area. 
   Repeater Coverage Map",,,,8,,DRL Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,118.3,NE,yes,145.28,144.68,100,Jefferson,,,CCARC,yes,On-Air,"Closed autopatch, e-power, linked.",,Wide area.,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,118.3,NE,yes,449.525,444.525,CSQ,Jefferson,,KE0SJ,CCARC,yes,On-Air,E-power.,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,132.7,NE,yes,145.475,144.875,100,Jefferson,,Intermountain Repeater Group,CCARC,yes,On-Air,E-power.,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,155.4,NE,yes,447.625,442.625,100,Adams,,Intermountain Repeater Group,,yes,On-Air,,,Local/North Metro,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,118.3,NE,yes,146.985,146.385,100,Denver,,El Jebel RADOPS,CCARC,yes,On-Air,E-power.,100,,,3346,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,132.6,NE,yes,447.925,442.925,100,Denver,,RADOPS El Jebel Shriners,CCARC,yes,On-Air,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,118.7,NE,yes,927.8375,902.025,,Jefferson,,,CCARC,yes,On-Air,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,The offset is -25.8125,,,,,,,,,,45770,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,143.9,E,yes,927.8375,902.025,,Douglas,,,CCARC,yes,On-Air,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,118.8,NNE,yes,146.82,146.22,123,Grand,Unknown,GCARA,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,120.2,NE,yes,53.17,51.47,107.2,Jefferson,,N6LXX,CCARC,yes,On-Air,,CSQ,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,,,,,N6LXX,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,120.2,NE,yes,447.875,442.875,107.2,Jefferson,,N6LXX,CCARC,yes,On-Air,,107.2,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,,,,,N6LXX,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,120.6,NE,yes,448.85,443.85,88.5,Jefferson,,Aurora Repeater Assoc,CCARC,yes,On-Air,e-power.,88.5,"Denver metro, central front range",,,,,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,120.6,NE,yes,224,222.4,103.5,Jefferson,,Rocky Mountain Radio League,CCARC,yes,On-Air,8,103.5,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,120.6,NE,yes,147.15,147.75,100,Jefferson,,Aurora Repeater Assoc (ARA),CCARC,yes,On-Air,e-power,100,"Denver metro, central front range","Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,120.7,NE,yes,449.75,444.75,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,yes,On-Air,8,103.5,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,120.7,NE,yes,224.74,223.14,88.5,Jefferson,,Aurora Repeater Assoc,CCARC,yes,On-Air,e-power,88.5,,,,,,ARA: Wed at 2000.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,120.7,NE,yes,145.22,144.62,103.5,Jefferson,,Rocky Mtn Radio League,CCARC,yes,On-Air,8,103.5,Wide area.,,,,Talk-Group of $FFFF.,,Repeater,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,yes,293,yes,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,121.6,NE,yes,224.6,223,100,Gilpin,Unknown,W0RM,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,122,NE,yes,449.625,444.625,141.3,Jefferson,,Rocky Mountain Ham Radio,CCARC,yes,On-Air,E-power,141.3,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,yes,1283.9625,1263.9625,,Jefferson,,Colorado D-Star,CCARC,yes,On-Air,,,,,,,,,Colorado D-Star,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,yes,1299.9,1299.9,,Jefferson,,Colorado D-Star,,yes,On-Air,,,,,,,,,Colorado D-Star,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,yes,145.25,144.65,,Jefferson,,Colorado D-Star,CCARC,yes,On-Air,,,,,,,,,Colorado D-Star,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,122.2,NE,yes,446.9625,441.9625,,Jefferson,,Colorado D-Star,CCARC,yes,On-Air,,,,,,,,,Colorado D-Star,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,122.2,NE,yes,446.8375,441.8375,,Jefferson,,WA2YZT,CCARC,yes,On-Air,200,,,Full-time to the  Colorado TRBO System .,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,122.5,SW,yes,146.79,146.19,127.3,Montezuma,,KD5LWU,CCARC,yes,On-Air,,127.3,,,,,,4,,,24336,,,,,,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,122.5,SW,yes,449.175,444.175,127.3,Montezuma,,KD5LWU,CCARC,yes,Off-Air,,,,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,123.8,NE,yes,448.975,443.975,123,Jefferson,,FRG,CCARC,yes,On-Air,Linkable VHF/UHF Remote Base,,Wide area.,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,125.3,NE,yes,446.975,441.975,,Jefferson,,W0DMR,,yes,On-Air,,,Denver Metro Area,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,,,,,,,,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,166.2,NNE,yes,145.265,144.665,,Larimer,,W0DMR - NoCo C-bridge Network,CCARC,yes,On-Air,,,Northern Colorado Front Range Wide Area coverage.,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.","Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,http://www.w0dmr.org/,Brandmeister Network,,,,,,,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,BrandMeister US,,,,1,2,,,,,,,,1,,,,,1,2,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,125.5,NE,yes,448.75,443.75,100,Jefferson,,,CCARC,yes,On-Air,E-power.,100,Local.,,,,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,125.9,ESE,yes,147,147.6,,Pueblo,,Carl Higbee,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,126.4,E,yes,449.95,444.95,77,Douglas,,W9SL Owner,CCARC,yes,On-Air,,77,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,126.6,SSE,yes,147.22,147.82,100,Rio Arriba,,New Mexico Mega Link Assoc,NMFCC,yes,On-Air,10,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,142.4,SSW,yes,147.28,147.88,67,San Juan,,,NMFCC,yes,On-Air,6,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,157.1,SSE,yes,147.14,147.74,67,Taos,,,,yes,On-Air,11,,,Full-time to the  Mega-Link System .,,,,,http://www.taosarc.com/,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,162.8,SE,yes,444.35,449.35,100,Colfax,,,NMFCC,yes,On-Air,,,,Full-time to the  Mega-Link System .,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,175,S,yes,147.24,147.84,67,Sandoval,,,NMFCC,yes,On-Air,9,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,177,SE,yes,147.28,147.88,100,Colfax,,,NMFCC,yes,On-Air,8,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,206.3,SSE,yes,147.26,147.86,67,San Miguel,,,NMFCC,yes,On-Air,11,,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,208.9,SSW,yes,147.22,147.82,67,McKinley,,New Mexico Mega Link Assoc,NMFCC,yes,On-Air,"Closed autopatch, e-power.",,Wide area.,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,209.1,SSE,yes,147.2,147.8,67,Mora,,,,yes,On-Air,8,,,Full-time to the  Mega-Link System .,,,,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,126.6,SSE,yes,146.76,146.16,67,Rio Arriba,,Taos ARC,,yes,On-Air,11,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,141.3,SSE,yes,146.76,146.16,67,Taos,,Taos ARC,,yes,On-Air,11,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,149.5,SSE,yes,145.39,144.79,100,Taos,,Taos ARC,NMFCC,yes,On-Air,"E-power, linked.",,Wide area.,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,151.8,SE,yes,145.25,144.65,123,Taos,,Taos ARC,NMFCC,yes,On-Air,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,173.5,SSE,yes,51.5,51.5,100,Taos,,Taos ARC,,yes,On-Air,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,173.5,SSE,yes,147.12,147.72,67,Taos,,Taos Amateur Radio Club,NMFCC,yes,On-Air,E-power.,,Wide area.,,,,,,http://taosarc.org/,ARRL,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,173.5,SSE,yes,224.4,222.8,225.7,Taos,,Taos ARC,NMFCC,yes,On-Air,,,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,173.5,SSE,yes,449.875,444.875,123,Taos,,Taos ARC,NMFCC,yes,Off-Air,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,126.8,SE,yes,145.355,144.755,100,Huerfano,,N0JPX,CCARC,yes,On-Air,"E-power, linked.",,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,127,ESE,yes,146.655,146.055,123,Pueblo,,K0ST,CCARC,yes,On-Air,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,127,ESE,yes,447.7,442.7,210.7,Pueblo,,,CCARC,yes,Off-Air,,210.7,,,7389,,,,,,,,,,,,29228,yes,0,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,127,ESE,yes,449.725,444.725,100,El Paso,,N0PWZ,CCARC,yes,On-Air,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,127.2,ESE,yes,147.24,147.84,103.5,Pueblo,,TARA,CCARC,yes,Off-Air,,CSQ,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,127.5,NE,yes,147.21,147.81,100,Jefferson,,Denver Water Amateur Radio Club,,yes,On-Air,,100,,,3241,,,,http://www.dwarc.com,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,127.5,NE,yes,448.35,443.35,,Jefferson,,Denver Water Amateur Radio Club (DWARC),CCARC,yes,On-Air,,,Denver Metro and surrounding,,,,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,129.4,E,yes,447.625,442.625,100,El Paso,,KD0MDP,,yes,On-Air,Linked.,100,,Full-time to the  The Fun Machine System .,7301,,,,,The Fun Machine,363976,,,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,129.5,W,yes,146.76,146.16,88.5,Grand,,Sinbad Desert ARC,UVHFS,yes,On-Air,,,Moab and immediate surroundings.,,,,8,,http://www.sdarc.us/repeaters/bald.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,129.7,W,yes,449.1,444.1,107.2,Grand,,Grand Mesa Repeater Association (GMRA),UVHFS,yes,On-Air,8,107.2,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,,,RACES Wed. 1930 hours,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,141.8,W,yes,146.9,146.3,88.5,Grand,,Sinbad Desert ARC,UVHFS,yes,On-Air,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,Moab and immediate surroundings.,,,,,,http://sdarc.us/repeaters/moab.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,146.1,WSW,yes,223.94,222.34,,San Juan,Unknown,Grand Mesa Rptr Assoc,UVHFS,yes,,11,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,146.1,WSW,yes,447.1,442.1,107.2,San Juan,,Grand Mesa Repeater Association (GMRA),UVHFS,yes,On-Air,E-power.,107.2,Wide area.,Full-time to the  GMRA Open System .,,,11,,http://gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,146.1,WSW,yes,447.4,442.4,,San Juan,Unknown,,UVHFS,yes,,11,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,Cactus-Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,132.4,NE,yes,146.7,146.1,100,Boulder,,Boulder Co ARC,CCARC,yes,On-Air,6,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,132.6,NE,yes,146.61,146.01,100,Boulder,,Boulder Amateur Radio Club,CCARC,yes,Off-Air,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,132.6,NE,yes,448.9,443.9,100,Boulder,,Boulder ARC,CCARC,yes,On-Air,6,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,134.7,NE,yes,1299.5,1279.5,,Boulder,,Boulder County ARES,CCARC,yes,On-Air,E-power.,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,132.5,NE,yes,146.91,147.51,123,Boulder,,,,yes,On-Air,,127.3,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",http://goldhilltown.com/,"Town of Gold Hill, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,132.6,NE,yes,447.9,442.9,CSQ,Denver,,WB0TPT,CCARC,yes,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,132.7,NE,yes,146.715,146.115,123,Denver,,EARS,CCARC,yes,On-Air,E-power.,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,132.7,NE,yes,448.075,443.075,123,Denver,,W0IG,CCARC,yes,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,132.7,NE,yes,448.55,443.55,82.5,Denver,,HPRA,CCARC,yes,Off-Air,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
