Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Links,Last update,Coverage,Features,Nets,Web links,Notes,Coordination,Affiliate,Feed,On-air,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,Southern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,EchoLink,Local Network,IRLP,Talkgroup Network,Denver Regional,Worldwide,North America,Local/Cluster,Commands,AllStar,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,Worldwide English,DCI Bridge,N. Colorado,D-STAR Enabled,Node,Sources,English,TAC 310,Wyoming,WyLOCAL,P25 Digital Enabled,NAC,Default Reflector,Mountain Reg USA,WIRES-X,Location Photo
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,124.1,SE,yes,447.525,442.525,146.2,146.2,Douglas,On-Air,EmComm Colorado,,yes,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",CCARC,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,125.9,SE,yes,447.525,442.525,203.5,146.2,Douglas,On-Air,EmComm Colorado,,yes,"Denver metropolitan area, front range foothills",,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",CCARC,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,124.2,SE,yes,449.95,444.95,77,77,Douglas,On-Air,W9SL Owner,,yes,Primarily to the North along I-25 corridor,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,124.6,SE,yes,145.19,144.59,151.4,131.8,Arapahoe,On-Air,N0OBA,,yes,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,125.4,SE,yes,448.7,443.7,146.2,,Douglas,On-Air,,,yes,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,126.2,SE,yes,449.425,444.425,D023,D023,Arapahoe,Off-Air,K0PWO,,yes,,,,,Colorado SNP (Shared non-protected pair),,,,,,,,,,,,,,,,,,,,,,,,29791,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,127,SSE,yes,146.745,146.145,100,,Chaffee,Off-Air,CLARA,,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,130.3,SW,yes,145.175,144.575,107.2,,Mesa,On-Air,,,yes,Greater grand Junction area.,"E-power,",,,,CCARC,,,,,,,,,,,,,,,,3161,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,141.3,SW,yes,146.94,146.34,107.2,107.2,Mesa,On-Air,Western Colorado Amateur Radio Club,,yes,Grand Junction 30-50 mi,E-power and autopatch for WCARC members,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,http://w0rrz.org,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,131.5,SE,yes,449.975,444.975,100,100,Douglas,On-Air,K0JSC,Full-time to the  The Fun Machine System .,yes,,Simulcast and Voted with Cedarwood and Methodist.,,The Fun Machine,"Can be linked to Allstar, Echolink and others by a Sysop",CCARC,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,147.5,SSE,yes,449.975,444.975,100,100,Chaffee,On-Air,,Full-time to the  The Fun Machine System .,yes,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,2,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",K0JSC.COM,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,CCARC,,,,,,,,,,,,,,363976,,7301,,,,,,,28368,,,,,,DM68xk,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,162.6,SSE,yes,446.7375,441.7375,,,Fremont,On-Air,,Full-time to the  Colorado TRBO System .,yes,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",IPSC Link to the Colorado network on Talk Slot 2.,,http://www.k0jsc.com,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,CCARC,Rocky Mountain Ham Radio,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,DM78ii,,,,,,,,,,,,,,,,yes
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,162.6,SSE,yes,447.25,442.25,100,100,Fremont,On-Air,,Full-time to the  The Fun Machine System .,yes,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",K0JSC dot Com,,CCARC,,Listen Live,,,,,,,,,,,,363976,,7301,,,,,,,28368,,,,,,DM78ik,,,,,,,,,,,,,,,,yes
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,165.6,SSE,yes,447.975,442.975,100,100,Fremont,On-Air,K0JSC,Full-time to the  The Fun Machine System .,yes,"Canon City area. 
   Repeater Coverage Map",Autopatch.,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",http://www.k0jsc.com,,CCARC,,Listen Live,,,,,,,,,,,,363976,,7301,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,165.6,SSE,yes,449.975,444.975,100,100,Fremont,On-Air,K0JSC,Full-time to the  The Fun Machine System .,yes,,Simulcast TX / Voted RX with Cedarwood and Salida,,http://www.k0jsc.com,,CCARC,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,178,SSE,yes,448.325,443.325,100,100,Custer,On-Air,,Full-time to the  The Fun Machine System .,yes,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,187.8,SE,yes,448.975,443.975,100,100,Pueblo,On-Air,,Full-time to the  The Fun Machine System .,yes,,,,http://www.k0jsc.com,Off air.  Will return to service,CCARC,,Listen Live,,,,,,,,,,,,363976,,7301,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,195.8,SE,yes,446.9875,441.9875,,,Pueblo,Off-Air,,Full-time to the  Colorado TRBO System .,yes,,,,Rocky Mountain Ham Radio,,CCARC,RMHAM,,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,195.8,SE,yes,447.275,442.275,100,100,Pueblo,On-Air,,Full-time to the  The Fun Machine System .,yes,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,"Moved to Pueblo.  Now called ""Pueblo Metro""",CCARC,The Fun Machine,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,210.7,SE,yes,449.975,444.975,100,100,Pueblo,On-Air,K0JSC,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",yes,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",2,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",K0JSC dot Com,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,CCARC,,Listen Live,,,,,,,,,,,,363976,,7301,,,,,,,28368,,,,,,DM78SA18,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,133.5,SE,yes,445.075,440.075,,,Douglas,On-Air,Parker Radio Association,,yes,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,Mondays 20:30 MST,http://www.parkerradio.org,Mixed Mode,CCARC,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,136.9,SE,yes,446.85,441.85,,,Douglas,On-Air,Parker Radio Association,,yes,,D-Star B module,,http://parkerradio.org,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,134,SW,yes,147.39,147.99,107.2,,Mesa,,KE0TY,,yes,,Linked.,,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,134.1,SW,yes,145.22,144.62,107.2,,Mesa,,KE0TY,,yes,,,,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,134,SW,yes,146.82,146.22,107.2,,Mesa,On-Air,,,yes,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,140.8,SW,yes,448.15,443.15,100,,Mesa,On-Air,,,yes,,,,,,CCARC,,,,,,,,,,,,,,312189,,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,134.1,SW,yes,147.105,147.705,,,Mesa,On-Air,K0SSI,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,134.1,S,yes,449.95,444.95,,,Gunnison,,K5GF,,yes,,,,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,134.1,SW,yes,447.5,442.5,114.8,,Mesa,,KC0ARV,,yes,,,,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,134.1,SW,yes,446.775,441.775,,,Mesa,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,134.1,SW,yes,449.775,444.775,173.8,88.5,Mesa,On-Air,,,yes,,,,,,CCARC,,,,,,,,,,,,,,7572,,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,134.1,S,yes,147.12,147.72,,,Gunnison,On-Air,W0VTL,,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,136.1,WNW,yes,146.61,146.01,100,,Sweetwater,On-Air,Sweetwater RACES,,yes,Wide area: SW Wyoming,Autopatch.,Sun at 19:30.,http://wy7u.angelfire.com,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,136.1,WNW,yes,146.94,146.34,100,,Sweetwater,On-Air,Sweetwater ARC,Full-time to the  HERC System .,yes,Wide area.,,,,,WRCG,,,,,,,,,,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,137.5,SE,yes,145.19,144.59,131.8,131.8,Douglas,On-Air,N0OBA Owner,,yes,Wide area coverage at 8300,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,139.2,S,yes,145.325,144.725,100,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,yes,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,139.7,SE,yes,145.415,144.815,179.9,,Teller,,MARC,,yes,,"Closed autopatch, e-power.",,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,139.7,SE,yes,447.675,442.675,179.9,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,139.7,SE,yes,449.025,444.025,141.3,,Teller,,Mountain Amateur Radio Club (MARC),,yes,,Linked.,,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,139.7,SE,yes,927.9,902.9,D205,D205,Teller,On-Air,MARC,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,139.7,SE,yes,449.325,444.325,103.5,103.5,Teller,On-Air,KA4EPS,,yes,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",E-power. Allstar Node 27976,"Sunday 1500 MST
Tuesday 1730 MST",,Node # 27976,CCARC,Amateur Radio Motorcycle Club,,,,,,,,,,,,,,,,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,K7HEN,"Vernal, Grizzly Ridge",UT,OPEN,,140.5,W,yes,145.49,144.89,136.5,,Uintah,On-Air,"W7BYU,  Borderline ARC",,yes,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Autopatch, 8,506', linked to (147.320).",,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,141.7,SE,yes,447.725,442.725,100,100,El Paso,On-Air,K0NR,,yes,Local.,30,,http://www.k0nr.com/wordpress/k0nr-repeater/,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,141.9,SSE,yes,446.975,441.975,,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,,yes,,,,KD0QPG,,CCARC,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,
147.3,0.6,,KA7PJK,Rock Springs,WY,OPEN,,145.2,WNW,yes,147.3,147.9,,,Sweetwater,Testing,ka7PJk,,yes,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,107.2,KE7UUJ,"Rock Springs, Aspen Mountain",WY,OPEN,E,145.2,WNW,yes,146.655,146.055,107.2,107.2,Sweetwater,On-Air,Sweetwater Amateur Radio Club,,yes,Wide area. 100 mi radius.,,,http://wy7u.angelfire.com,Sweetwater Amateur Radio Club uses this repeater pair for ARES/RACES use on both analog and d-star at different times.,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,865361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.875,-5,CC1 123.0,KF7OBL,Rock Springs,WY,OPEN,,145.2,WNW,yes,448.875,443.875,123,,Sweetwater,On-Air,,,yes,,DMRPlus,,,,,,,,yes,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      Local/Cluster  2  2      Mountain Reg USA  2  3177    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,Yes; analog capable.,,,,,,1,1,2,,,,,,,,,,,,,,,1,,,,,,,2,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,145.9,NE,yes,146.88,146.28,100,100,Platte,On-Air,GPARA,,yes,,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,145.9,NE,yes,449.625,444.625,151.4,,Platte,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,145.9,NE,yes,224.68,223.08,,,Platte,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.5,5,123,N7ABC,Rock Springs,WY,OPEN,,146.1,WNW,yes,444.5,449.5,123,,Sweetwater,On-Air,Sweetwater ARC,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,148.2,SE,yes,146.97,146.37,100,123,El Paso,On-Air,Pikes Peak FM Assoc,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",yes,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Closed autopatch, e-power.","Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",PPFMA Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,148.2,SE,yes,448.45,443.45,100,,El Paso,On-Air,Pikes Pk FM Assoc,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",yes,Wide area.,E-power.,,PPFMA Repeaters,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,156.4,SE,yes,224.06,222.46,,,El Paso,,Pikes Peak FM Association (PPFMA),,yes,Wide area.,"E-power, linked.",,,,CCARC,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,160.6,SE,yes,145.265,144.665,100,100,El Paso,Off-Air,Pikes Peak FM Association,,yes,Local. Good coverage of I25 in Colorado Springs.,"Closed autopatch, e-power.",,PPFMA Repeaters,Repeater has been moved.,CCARC,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,160.6,SE,yes,448.8,443.8,100,100,El Paso,Off-Air,Pikes Peak FM Assoc,,yes,,,,PPFMA Repeaters,,CCARC,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,148.9,SE,yes,1287.7,1267.7,67,,Teller,Testing,WB0WDF,,yes,,,,,Testing in Canon City,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,148.9,SE,yes,145.46,144.86,67,,Teller,On-Air,WB0WDF,,yes,,"E-power, 100% Solar",,,,CCARC,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,148.9,SE,yes,224.94,223.34,67,,Teller,Testing,,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,148.9,SE,yes,447.4,442.4,67,,Teller,On-Air,WB0WDF,,yes,,"E-power, Solar, Remote Base",,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,156,SSE,yes,449,444,67,67,Fremont,On-Air,WB0WDF,Full-time to the  Mega-Link System .,yes,,"E-power (Solar, Wind)",,Mega Link,North of the Royal Gorge Bridge.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,162.6,SSE,yes,53.03,51.33,88.5,88.5,Fremont,On-Air,WB0WDF,,yes,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,Http://www.qsl.net/rghc,Split site Fremont peak transmitter and 8 mile mountain reciever.,CCARC,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,149.4,SSW,yes,146.91,146.31,107.2,107.2,Montrose,On-Air,,,yes,,E-Power,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,149.4,SSW,yes,146.79,146.19,107.2,107.2,Montrose,On-Air,KC0UXX,,yes,,E-power.,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,153.5,SE,yes,927.725,902.725,D114,D114,Teller,On-Air,WA6IFI,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",yes,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",12,,Yahoo Group,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,156.4,SE,yes,447.55,442.55,123,,El Paso,On-Air,WA6IFI,,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,159.5,SE,yes,53.13,51.43,107.2,107.2,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),,yes,,,,http://www.cmrg.org,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
