Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,Denver Regional,Affiliate,Talkgroup Network,Northern Colorado,Web links,Coordination,Links,Worldwide,North America,Local/Cluster,Features,Notes,Downlink Tone,Mixed-Mode,Coverage,Local Network,IRLP,D-STAR Enabled,Node,Sources,Nets,Feed,Grid,EchoLink,AllStar,Location Photo,Commands,On-air,YSF Digital Enabled,DG-ID,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,Europe,Southwest USA,Mountain Reg USA,Wyoming,WyLOCAL
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,81.7,NE,yes,146.88,146.28,100,,,,,,,Jefferson,On-Air,Denver Radio League,yes,,,,,DRL Repeaters,CCARC,,,,,E-power.,6,,,Wide Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,81.7,NE,yes,449.6,444.6,100,,,,,,,Jefferson,On-Air,Denver Radio League,yes,,,,,DRL Repeaters,CCARC,,,,,,,,,,,3345,,,,,,,690473,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,90.9,NNE,yes,146.64,146.04,100,,,,,,,Jefferson,On-Air,Denver Radio League,yes,,,,,DRL Repeaters,CCARC,,,,,E-power.,8,,,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,82.8,E,yes,447.625,442.625,100,,,,,,,El Paso,On-Air,KD0MDP,yes,,The Fun Machine,,,,,Full-time to the  The Fun Machine System .,,,,Linked.,,100,,,,7301,,,,,,,363976,28299,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.4,NNE,yes,449,444,136.5,,,,,,,Clear Creek,On-Air,CARN,yes,,,,,,CCARC,,,,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,99.3,NNE,yes,449.65,444.65,,,,,,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),yes,,,,,,CCARC,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,99.3,NNE,yes,449.675,444.675,,,,,,,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),yes,,,,,,CCARC,,,,,,,,,,,7708,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,102.5,NE,yes,449.15,444.15,,,,,,,,Arapahoe,On-Air,Colorado Amateur Repeater Network (CARN),yes,,,,,,CCARC,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,147.5,NNE,yes,449.325,444.325,,,,,,,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),yes,,,,,,CCARC,,,,,,,,,,,,yes,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,83.6,NNE,yes,145.49,144.89,100,,,,,,,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",yes,,,,,DRC Repeaters,CCARC,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,,,E-power.,,100,,,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,83.6,NNE,yes,449.35,444.35,100,,,,,,,Clear Creek,On-Air,Denver Radio Club,yes,,,,,DRC Repeaters,CCARC,,,,,11,,100,,Wide area.,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,90.9,NNE,yes,448.625,443.625,100,,,,,,,Jefferson,On-Air,Denver Radio Club,yes,,,,,DRC Repeaters,CCARC,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,E-power.,,100,,Denver metro area.,,,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,91.6,NNE,yes,147.33,147.93,100,,,,,,,Jefferson,On-Air,Denver Radio Club,yes,,,,,DRC Repeaters,CCARC,,,,,E-power.,Not recommeded to use tone squelch on this repeater.,,,Metro Denver and the foothills.,,,,,,SATERN: Thu at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,91.6,NNE,yes,224.38,222.78,100,,,,,,,Jefferson,On-Air,Denver Radio Club,yes,,,,,DRC Repeaters,CCARC,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,91.6,NNE,yes,446.7875,441.7875,,yes,1,,,,,Jefferson,On-Air,Denver Radio Club,yes,,Brandmeister Network,,,http://www.w0tx.org/,CCARC,,,,,,,,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,91.6,NNE,yes,449.775,444.775,100,,,,,,,Jefferson,On-Air,Denver Radio Club,yes,,,,,Denver Radio Club,CCARC,,,,,,,100,Yes; analog capable.,Metro Denver,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,91.8,NNE,yes,53.09,51.39,107.2,,,,,,,Jefferson,On-Air,Denver Radio Club,yes,,,,,DRC Repeaters,CCARC,,,,,E-power.,,,,Metro Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,94,NNE,yes,447.825,442.825,D073,,,,,,,Jefferson,On-Air,Denver Radio Club,yes,,,,,,CCARC,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",D073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,yes,146.67,146.07,100,,,,,,,Clear Creek,On-Air,Castle Rock Repeater Group,yes,,,,,,CCARC,,,,,11,,100,,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,100.2,NE,yes,145.4,144.6,100,,,,,,,Arapahoe,On-Air,Castle Rock Repeater Group,yes,,,,,,CCARC,"Full-time to  
        448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,"Autopatch, e-power.",,,,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,103.6,NE,yes,448.5,443.5,100,,,,,,,Denver,On-Air,Castle Rock Repeater Group,yes,,,,,,CCARC,"Full-time to  
        145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,E-power.,,,,Greater Denver area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,83.6,NNE,yes,147.3,147.9,103.5,,,,,,,Clear Creek,On-Air,Denver PD EEB,yes,,,,,,CCARC,,,,,,,103.5,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,94.1,NNE,yes,448.125,443.125,107.2,,,,,,,Jefferson,On-Air,Denver PD EEB,yes,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,94.1,NNE,yes,927.7875,902.7875,156.7,,,,,,,Jefferson,On-Air,N0PYY,yes,,,,,,,,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,yes,146.94,146.34,103.5,,,,,,,Clear Creek,On-Air,Rocky Mtn Radio League,yes,,,,,Repeater,CCARC,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,,,11,,103.5,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Listen Live,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,107.5,NNE,yes,449.825,444.825,103.5,,,,,,,Boulder,On-Air,Rocky Mountain Radio League,yes,,,,,Repeater,CCARC,,,,,6,,,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,yes,449.45,444.45,103.5,,,,,,,Clear Creek,On-Air,Rocky Mountain Radio League,yes,,,,,Repeater,CCARC,,,,,11,,127.3,,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,,,,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,83.6,NNE,yes,448.675,443.675,100,,,,,,,Denver,On-Air,W0CFI,yes,,,,,,CCARC,,,,,,,100,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,84.3,NNE,yes,145.34,144.74,103.5,,,,,,,Jefferson,On-Air,Rocky Mtn Radio League,yes,,,,,Repeater,CCARC,,,,,E-power.,,127.3,,Wide area.,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,87.1,NNE,yes,447.85,442.85,141.3,,,,,,,Clear Creek,On-Air,AC0KQ,yes,,Rocky Mountain Ham Radio,,,,CCARC,,,,,AllStar node repeater providing wide area coverage along the Front Range,,141.3,,Wide area at 9500',,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,87.4,NNE,yes,449.05,444.05,107.2,,,,,,,Denver,On-Air,WG0N,yes,,,,,,CCARC,,,,,E-power.,,107.2,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,87.8,NE,yes,449.95,444.95,77,,,,,,,Douglas,On-Air,W9SL Owner,yes,,,,,,CCARC,,,,,,,77,,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,88.9,WNW,yes,147.33,147.93,107.2,,,,,,,Delta,On-Air,North Fork Repeater Assoc.,yes,,,,,,CCARC,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,89.1,NNE,yes,53.17,51.47,107.2,,,,,,,Jefferson,On-Air,N6LXX,yes,,N6LXX,,,,CCARC,Full-time to the  N6LXX System .,,,,,,CSQ,,"I-70,I-76,I-25,I-225",,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,89.1,NNE,yes,447.875,442.875,107.2,,,,,,,Jefferson,On-Air,N6LXX,yes,,N6LXX,,,,CCARC,Full-time to the  N6LXX System .,,,,,,107.2,,"I-70,I-76,I-25,I-225",,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,89.3,SE,yes,145.355,144.755,100,,,,,,,Huerfano,On-Air,N0JPX,yes,,,,,,CCARC,,,,,"E-power, linked.",,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,90.9,NNE,yes,145.28,144.68,100,,,,,,,Jefferson,On-Air,,yes,,,,,Intermountain Repeater Group,CCARC,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,"Closed autopatch, e-power, linked.","PL is usually off, allowing use by older transceivers.",,,Wide area.,,,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,90.9,NNE,yes,449.525,444.525,CSQ,,,,,,,Jefferson,On-Air,KE0SJ,yes,,,,,Intermountain Repeater Group,CCARC,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,99.4,NNE,yes,145.475,144.875,100,,,,,,,Jefferson,On-Air,Intermountain Repeater Group,yes,,,,,Intermountain Repeater Group,CCARC,,,,,E-power.,,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,122.7,NNE,yes,447.625,442.625,100,,,,,,,Adams,On-Air,Intermountain Repeater Group,yes,,,,,Intermountain Repeater Group,,,,,,,,,,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,90.9,NNE,yes,146.985,146.385,100,,,,,,,Denver,On-Air,El Jebel RADOPS,yes,,,,,,CCARC,,,,,E-power.,,100,,,,3346,,,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,99.3,NNE,yes,447.925,442.925,100,,,,,,,Denver,On-Air,RADOPS El Jebel Shriners,yes,,,,,,CCARC,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,91.2,W,yes,447.2,442.2,107.2,,,,,,,Montrose,On-Air,,yes,,Grand Mesa Repeater Assoc,,,GMRA Repeaters,CCARC,Full-time to the  GMRA Open System .,,,,9,Closed IRLP out - Ask for a control op,107.2,,Delta/Montrose,,3710,,,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,99.9,NW,yes,449.85,444.85,131.8,,,,,,,Garfield,On-Air,,yes,,Grand Mesa Repeater Assoc,,,http://GMRA.org,CCARC,Full-time to the  GMRA Open System .,,,,e-power  Linked to GMRA Open System,RACES net Wed 1930 Hrs Local,131.8,,Glenwood Springs,,,,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,126.6,WNW,yes,449.3,444.3,107.2,,,,,,,Mesa,On-Air,,yes,,,,,http://www.gmra.org/,CCARC,,,,,e-power Linked to GMRA Open System,Closed IRLP out,107.2,,Wide Area I-70 West Rifle to Western Utah,,3710,,,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,127.2,WNW,yes,449.8,444.8,107.2,,,,,,,Garfield,On-Air,,yes,,,,,GMRA Repeaters,CCARC,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,152.5,WNW,yes,449.575,444.575,131.8,,,,,,,Mesa,On-Air,,yes,,Grand Mesa Repeater Assoc,,,GMRA Repeaters,CCARC,,,,,e-power. Linked to GMRA Open System,Closed IRLP out,131.8,,Grand Junction,,3710,,,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,91.6,NNE,yes,927.8375,902.025,,,,,,,,Jefferson,On-Air,,yes,,,,,,CCARC,,,,,,The offset is -25.8125,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,,,,,,45770,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,103.5,NE,yes,927.8375,902.025,,,,,,,,Douglas,On-Air,,yes,,,,,,CCARC,,,,,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,92.3,NNE,yes,1283.9625,1263.9625,,,,,,,,Jefferson,On-Air,Colorado D-Star,yes,,,,,Colorado D-Star,CCARC,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,92.3,NNE,yes,1299.9,1299.9,,,,,,,,Jefferson,On-Air,Colorado D-Star,yes,,,,,Colorado D-Star,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,92.3,NNE,yes,145.25,144.65,,,,,,,,Jefferson,On-Air,Colorado D-Star,yes,,,,,Colorado D-Star,CCARC,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,92.3,NNE,yes,446.9625,441.9625,,,,,,,,Jefferson,On-Air,Colorado D-Star,yes,,,,,Colorado D-Star,CCARC,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,92.3,NNE,yes,449.625,444.625,141.3,,,,,,,Jefferson,On-Air,Rocky Mountain Ham Radio,yes,,,,,,CCARC,,,,,E-power,,141.3,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,92.3,NNE,yes,446.8375,441.8375,,yes,7,,,,,Jefferson,On-Air,WA2YZT,yes,,,,,,CCARC,Full-time to the  Colorado TRBO System .,,,,200,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,92.6,NE,yes,446.85,441.85,,,,,,,,Douglas,On-Air,Parker Radio Association,yes,,,,,http://parkerradio.org,CCARC,,,,,D-Star B module,,,,,,,yes,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC1,K0PRA,Parker,CO,OPEN,,94,NE,yes,445.075,440.075,,yes,1,,,,,Douglas,On-Air,Parker Radio Association,yes,,,,,http://www.parkerradio.org,CCARC,,,,,Brandmeister Network https://brandmeister.network/?page=repeater&amp;id=310844,Mixed Mode,,,,,,,,,Mondays 20:30 MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,92.6,NW,yes,449.725,444.725,179.9,,,,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),yes,,,,,,CCARC,,,,,EchoLink.,,,,Wide area.,,3722,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,92.6,NW,yes,147.39,147.99,107.2,,,,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,yes,,,,,,,,,,,,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,93,NNE,yes,448.85,443.85,88.5,,,,,,,Jefferson,On-Air,Aurora Repeater Assoc,yes,,,,,ARA Repeaters,CCARC,,,,,e-power.,,88.5,,"Denver metro, central front range",,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,93,NNE,yes,224,222.4,103.5,,,,,,,Jefferson,On-Air,Rocky Mountain Radio League,yes,,,,,Repeater,CCARC,,,,,8,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,93,NNE,yes,147.15,147.75,100,,,,,,,Jefferson,On-Air,Aurora Repeater Assoc (ARA),yes,,,,,ARA Repeaters,CCARC,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,e-power,,100,,"Denver metro, central front range",,,,,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,93.1,NNE,yes,449.75,444.75,103.5,,,,,,,Jefferson,On-Air,Rocky Mtn Radio League,yes,,,,,Repeater,CCARC,,,,,8,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,93.1,NNE,yes,224.74,223.14,88.5,,,,,,,Jefferson,On-Air,Aurora Repeater Assoc,yes,,,,,ARA Repeaters,CCARC,,,,,e-power,,88.5,,,,,,,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,93.1,NNE,yes,145.22,144.62,103.5,,,,,,,Jefferson,On-Air,Rocky Mtn Radio League,yes,,,,,Repeater,CCARC,,,,,8,Talk-Group of $FFFF.,103.5,Yes; analog capable.,Wide area.,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,93.5,NNE,yes,448.75,443.75,100,,,,,,,Jefferson,On-Air,,yes,,N0ELY,,,,CCARC,,,,,E-power.,,100,,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,94.1,NNE,yes,448.975,443.975,123,,,,,,,Jefferson,On-Air,FRG,yes,,,,,,CCARC,,,,,Linkable VHF/UHF Remote Base,,,,Wide area.,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,95.8,NE,yes,448.7,443.7,146.2,,,,,,,Douglas,On-Air,,yes,,,,,,,,,,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,96,NNE,yes,446.975,441.975,,yes,0,,,,,Jefferson,On-Air,W0DMR,yes,,,,,http://www.w0dmr.org/,,,,,,,,,,Denver Metro Area,,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,145.2,NNE,yes,145.265,144.665,,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,yes,,Brandmeister Network,BrandMeister US,,http://www.w0dmr.org/,CCARC,,,1,2,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,Northern Colorado Front Range Wide Area coverage.,,,,,,,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,1,1,2,,,,,,,,,,,,,
