Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Northern Colorado,County,Op Status,Affiliate,Features,Links,Notes,Web links,Coordination,Last update,Sponsor,Downlink Tone,Coverage,Nets,Feed,Grid,EchoLink,YSF Digital Enabled,DG-ID,Mixed-Mode,D-STAR Enabled,Node,Sources,IRLP,AllStar,Commands,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Denver Regional,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,Southern Colorado,Local Network,On-air,Location Photo,Wyoming,WyLOCAL
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,87.3,WSW,yes,147.15,147.75,100,,,,,,,Jefferson,On-Air,,e-power,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,ARA Repeaters,CCARC,yes,Aurora Repeater Assoc (ARA),100,"Denver metro, central front range",ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,88.2,W,yes,147.03,147.63,100,,,,,,,Boulder,On-Air,Boulder County Amateur Radio Emergency Service,,,,,CCARC,yes,KI0HG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,91,WSW,yes,145.34,144.74,103.5,,,,,,,Jefferson,On-Air,,E-power.,,,Repeater,CCARC,yes,Rocky Mtn Radio League,127.3,Wide area.,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,91.7,SW,yes,447.5,442.5,88.5,,,,,,,Jefferson,On-Air,,E-power.,,,,CCARC,yes,Aurora Repeater Association,88.5,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,92.8,WSW,yes,224.6,223,100,,,,,,,Gilpin,,,,,,,CCARC,yes,W0RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,93.8,SSW,yes,447.625,442.625,100,,,,,,,El Paso,On-Air,The Fun Machine,Linked.,Full-time to the  The Fun Machine System .,,,,yes,KD0MDP,100,,,,,363976,,,,,,,7301,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,94.3,WSW,yes,447.85,442.85,141.3,,,,,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,AllStar node repeater providing wide area coverage along the Front Range,,,,CCARC,yes,AC0KQ,141.3,Wide area at 9500',,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,96.8,WSW,yes,147.12,147.72,88.5,,,,,,,Jefferson,On-Air,,E-power.,,,http://www.n0ara.org,CCARC,yes,Aurora Repeater Association,88.5,Denver metro and east.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,96.8,S,yes,449.9,444.9,107.2,,,,,,,Lincoln,On-Air,BSAR,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.3,WSW,yes,449.05,444.05,107.2,,,,,,,Denver,On-Air,,E-power.,,,,CCARC,yes,WG0N,107.2,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,97.6,SW,yes,145.19,144.59,131.8,,,,,,,Douglas,On-Air,,,,,,,yes,N0OBA Owner,131.8,Wide area coverage at 8300,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.8,WSW,yes,448.675,443.675,100,,,,,,,Denver,On-Air,,,,,,CCARC,yes,W0CFI,100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,97.9,WSW,yes,449.45,444.45,103.5,,,,,,,Clear Creek,On-Air,,11,,,Repeater,CCARC,yes,Rocky Mountain Radio League,127.3,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,98.3,SW,yes,447.725,442.725,100,,,,,,,El Paso,On-Air,,30,,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,yes,K0NR,100,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,99.1,SW,yes,449.975,444.975,100,,,,,,,Douglas,On-Air,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the  The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",The Fun Machine,CCARC,yes,K0JSC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,143.5,SSW,yes,448.975,443.975,100,,,,,,,Pueblo,On-Air,,,Full-time to the  The Fun Machine System .,Off air.  Will return to service,http://www.k0jsc.com,CCARC,yes,,100,,,Listen Live,,363976,,,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,145.1,SSW,yes,449.975,444.975,100,,,,,,,Fremont,On-Air,The Fun Machine,Simulcast TX / Voted RX with Cedarwood and Salida,Full-time to the  The Fun Machine System .,,http://www.k0jsc.com,CCARC,yes,K0JSC,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,146.1,SSW,yes,446.9875,441.9875,,yes,6,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Pueblo,Off-Air,RMHAM,,Full-time to the  Colorado TRBO System .,,Rocky Mountain Ham Radio,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,146.1,SSW,yes,447.275,442.275,100,,,,,,,Pueblo,On-Air,The Fun Machine,,Full-time to the  The Fun Machine System .,"Moved to Pueblo.  Now called ""Pueblo Metro""",The Fun Machine,CCARC,yes,,100,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,147.2,SSW,yes,447.975,442.975,100,,,,,,,Fremont,On-Air,,Autopatch.,Full-time to the  The Fun Machine System .,,http://www.k0jsc.com,CCARC,yes,K0JSC,100,"Canon City area. 
   Repeater Coverage Map","Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",Listen Live,,363976,,,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,147.4,SSW,yes,446.7375,441.7375,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Fremont,On-Air,Rocky Mountain Ham Radio,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the  Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,http://www.k0jsc.com,CCARC,yes,,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,,DM78ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,yes,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,147.4,SSW,yes,447.25,442.25,100,,,,,,,Fremont,On-Air,,,Full-time to the  The Fun Machine System .,,K0JSC dot Com,CCARC,yes,,100,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map","Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",Listen Live,DM78ik,363976,,,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,157.5,SSW,yes,449.975,444.975,100,,,,,,,Pueblo,On-Air,,2,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC dot Com,CCARC,yes,K0JSC,100,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",Listen Live,DM78SA18,363976,,,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,171.2,SSW,yes,448.325,443.325,100,,,,,,,Custer,On-Air,The Fun Machine,,Full-time to the  The Fun Machine System .,,,,yes,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,171.7,SW,yes,449.975,444.975,100,,,,,,,Chaffee,On-Air,,2,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC.COM,CCARC,yes,,100,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,DM68xk,363976,,,,,,,7301,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,100.7,SSW,yes,447.2,442.2,,,,,,,,El Paso,Testing,Garden of the Gods Amateur Radio Club,,,,,,yes,GGARC,,"Falcon, Black Forest, Peyton Areas",,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,111.7,SSW,yes,147.27,147.87,,,,,,,,El Paso,On-Air,,E-power.,,,,,yes,TRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,112,SSW,yes,449.575,444.575,,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,RMHARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,120.7,SW,yes,449.7,444.7,107.2,,,,,,,Park,,,,,,,CCARC,yes,CMRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,176.8,N,yes,147.33,147.93,,,,,,,,Niobrara,On-Air,,,,,,,yes,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,182.9,NNE,yes,446.3,446.3,CSQ,,,,,,,Dawes,On-Air,,,,Simplex link for the 147.360 in Chadron,,,yes,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,106.2,WSW,yes,146.895,146.295,100,,,,,,,Park,On-Air,,25,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,Park County Radio Club (PCRC),CCARC,yes,AB0RR,100,285,Wed at 19:30.,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,107.4,SSW,yes,224.72,223.12,103.5,,,,,,,El Paso,On-Air,,,,,,,yes,w0mog,103.5,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,111.7,SSW,yes,147.39,147.99,103.5,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,112,SSW,yes,448.6,443.6,114.8,,,,,,,El Paso,,,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,CCARC,yes,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,112,SSW,yes,927.8,902.8,D116,,,,,,,Teller,On-Air,,6,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,107.5,W,yes,447.45,442.45,103.5,,,,,,,Grand,On-Air,,,,,,CCARC,yes,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,109.6,SW,yes,146.82,146.22,107.2,,,,,,,Teller,On-Air,,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,yes,Mountain ARC,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,109.6,SW,yes,448.65,443.65,107.2,,,,,,,Teller,On-Air,MARC,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,CCARC,yes,Mountain ARC (MARC),,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,112,SSW,yes,447.475,442.475,107.2,,,,,,,El Paso,,,"Closed autopatch, e-power.","Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,yes,Mountain ARC (MARC),,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,123.2,SW,yes,146.685,146.085,107.2,,,,,,,Park,On-Air,,"Closed autopatch, e-power.","Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,yes,Mountain ARC (MARC),107.2,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,Autopatch: 911,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,127.2,SW,yes,147.015,147.615,107.2,,,,,,,Teller,On-Air,,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,CCARC,yes,Mountain ARC,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,109.6,SW,yes,145.415,144.815,179.9,,,,,,,Teller,,,"Closed autopatch, e-power.",,,,CCARC,yes,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,109.6,SW,yes,447.675,442.675,179.9,,,,,,,Teller,On-Air,,E-power.,,,,CCARC,yes,Mountain Amateur Radio Club (MARC),179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,109.6,SW,yes,449.025,444.025,141.3,,,,,,,Teller,,,Linked.,,,,CCARC,yes,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,109.6,SW,yes,927.9,902.9,D205,,,,,,,Teller,On-Air,,,,,,CCARC,yes,MARC,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,109.6,SW,yes,449.325,444.325,103.5,,,,,,,Teller,On-Air,Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,,Node # 27976,,CCARC,yes,KA4EPS,103.5,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.","Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,110.6,NW,yes,447.225,442.225,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Albany,On-Air,Wyoming DMR Project,,,,,WRCG,yes,Laramie County EM,,Wide area.,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,1,2
445.05,-5,CC11,WY7EOC,Rawlins,WY,CLOSED,,208.5,WNW,yes,445.05,440.05,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Carbon,On-Air,Wyoming DMR Project,,,,,WRCG,yes,Laramie County EM,,Wide area.,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,1,2
449.9875,-5,CC11,WY7EOC,"Casper, Casper Mountain",WY,CLOSED,,222.6,NW,yes,449.9875,444.9875,,yes,11,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Natrona,On-Air,Wyoming DMR Project,,,,,WRCG,yes,Laramie County EM,,Wide Area. 40 mi radius.,,,,,,,,,,,,,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,1,2
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,111.1,SSW,yes,147.135,147.735,100,,,,,,,El Paso,On-Air,,6,,,,CCARC,yes,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,112,SSW,yes,448.3,443.3,100,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,111.7,SSW,yes,146.91,146.31,151.4,,,,,,,El Paso,On-Air,,E-power.,,,,CCARC,yes,GGARC,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,112,SSW,yes,447.35,442.35,151.4,,,,,,,El Paso,On-Air,,E-power.,,,,CCARC,yes,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,111.7,SSW,yes,146.85,146.25,103.5,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,112,SSW,yes,224.06,222.46,,,,,,,,El Paso,,,"E-power, linked.",,,,CCARC,yes,Pikes Peak FM Association (PPFMA),,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,117.8,SW,yes,146.97,146.37,100,,,,,,,El Paso,On-Air,,"Closed autopatch, e-power.","Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,CCARC,yes,Pikes Peak FM Assoc,123,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.","Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,117.8,SW,yes,448.45,443.45,100,,,,,,,El Paso,On-Air,,E-power.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,CCARC,yes,Pikes Pk FM Assoc,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,122.1,SSW,yes,145.265,144.665,100,,,,,,,El Paso,Off-Air,,"Closed autopatch, e-power.",,Repeater has been moved.,PPFMA Repeaters,CCARC,yes,Pikes Peak FM Association,100,Local. Good coverage of I25 in Colorado Springs.,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,122.1,SSW,yes,448.8,443.8,100,,,,,,,El Paso,Off-Air,,,,,PPFMA Repeaters,CCARC,yes,Pikes Peak FM Assoc,100,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,112,SSW,yes,447.55,442.55,123,,,,,,,El Paso,On-Air,,,,,,CCARC,yes,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,118.4,SSW,yes,53.13,51.43,107.2,,,,,,,El Paso,On-Air,,,,,http://www.cmrg.org,CCARC,yes,Cheyenne Mountain Repeater Group (CMRG),107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,120.3,SSW,yes,927.725,902.725,D114,,,,,,,Teller,On-Air,,12,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,Yahoo Group,CCARC,yes,WA6IFI,D114,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,112,SSW,yes,447.025,442.025,123,,,,,,,El Paso,Off-Air,,"Closed autopatch, e-power, linked, remote base.",,,,CCARC,yes,Colorado Springs ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
