Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Coverage,Sponsor,Affiliate,Links,Notes,Web links,Coordination,Last update,Local Network,Features,Downlink Tone,IRLP,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Mixed-Mode,Worldwide,North America,Local/Cluster,D-STAR Enabled,Node,Sources,EchoLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Grid,Commands,Nets,Feed,On-air,Worldwide English,DCI Bridge,N. Colorado,P25 Digital Enabled,NAC,Default Reflector,AllStar,YSF Digital Enabled,DG-ID,WIRES-X,English,TAC 310,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,109.5,S,yes,447.975,442.975,100,,,,Fremont,On-Air,"Canon City area. 
   Repeater Coverage Map",K0JSC,,Full-time to the  The Fun Machine System .,,http://www.k0jsc.com,CCARC,yes,,Autopatch.,100,7301,,,,,,,,,,,,,,363976,,,,,,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",Listen Live,,,,,,,,28368,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,115.4,SSW,yes,449.975,444.975,100,,,,Chaffee,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC.COM,CCARC,yes,,2,100,7301,,,,,,,,,,,,,,363976,,,,,,DM68xk,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,28368,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,121.7,SSE,yes,448.975,443.975,100,,,,Pueblo,On-Air,,,,Full-time to the  The Fun Machine System .,Off air.  Will return to service,http://www.k0jsc.com,CCARC,yes,,,100,7301,,,,,,,,,,,,,,363976,,,,,,,,,Listen Live,,,,,,,,28368,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,128.2,SSE,yes,446.9875,441.9875,,yes,6,,Pueblo,Off-Air,,,RMHAM,Full-time to the  Colorado TRBO System .,,Rocky Mountain Ham Radio,CCARC,yes,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,128.3,SSE,yes,447.275,442.275,100,,,,Pueblo,On-Air,,,The Fun Machine,Full-time to the  The Fun Machine System .,"Moved to Pueblo.  Now called ""Pueblo Metro""",The Fun Machine,CCARC,yes,,,100,,,,,,,,,,,,,,,,,,,,,,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",Listen Live,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,130.3,S,yes,448.325,443.325,100,,,,Custer,On-Air,,,The Fun Machine,Full-time to the  The Fun Machine System .,,,,yes,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,143.2,SSE,yes,449.975,444.975,100,,,,Pueblo,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC dot Com,CCARC,yes,,2,100,7301,,,,,,,,,,,,,,363976,,,,,,DM78SA18,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",Listen Live,,,,,,,,28368,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,63.4,SSE,yes,145.19,144.59,131.8,,,,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,,,,,yes,,,131.8,,,,,,,,,,,,,,,10079,,,,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,64,WSW,yes,224.8,223.2,,,,,Eagle,Off-Air,,ECHO,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,64,WSW,yes,449.9,444.9,107.2,,,,Eagle,Off-Air,,ECHO,,,,,CCARC,yes,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,64.2,WSW,yes,146.61,146.01,107.2,,,,Eagle,On-Air,,ECHO,,,,,CCARC,yes,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,67.2,SSE,yes,447.725,442.725,100,,,,El Paso,On-Air,Local.,K0NR,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,yes,,30,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,68,S,yes,147.36,147.96,107.2,,,,Park,On-Air,Wide area.,,,,,CMRG Repeaters,CCARC,yes,,E-power.,107.2,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.4,SSE,yes,446.9125,441.9125,,,,,El Paso,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,yes,,,,,,,,,,,,,,,yes,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.4,SSE,yes,927.85,902.85,D114,,,,Teller,On-Air,,CMRG,,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,http://www.cmrg.org,CCARC,yes,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.5,SSE,yes,145.375,144.77,,,,,El Paso,Off-Air,wide area,Cheyenne Mountain Repeater Group (CMRG),,,Repeater off air for now.,http://www.cmrg.org,CCARC,yes,,,,,,,,,,,,,,,yes,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.7,SSE,yes,146.76,146.16,107.2,,,,El Paso,On-Air,,Cheyenne Mountain Repeater Group,,,,,CCARC,yes,,"Closed autopatch, e-power.",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,90.7,SSE,yes,147.345,147.945,107.2,,,,El Paso,On-Air,Wide area.,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,http://www.cmrg.org/,CCARC,yes,,"Closed autopatch, e-power.",107.2,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.7,SSE,yes,448,443,107.2,,,,El Paso,On-Air,,,,,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,90.7,SSE,yes,448.1,443.1,107.2,,,,El Paso,On-Air,Wide area.,,,"Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,CMRG Repeaters,CCARC,yes,,"Closed autopatch, e-power.",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,114.5,SSW,yes,145.295,144.695,107.2,,,,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,,,CMRG Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,115.1,SSW,yes,449.65,444.65,107.2,,,,Chaffee,On-Air,Wide area.,,,,,CMRG Repeaters,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,136.5,S,yes,449.625,444.625,107.2,,,,Custer,On-Air,,,,,,CMRG Repeaters,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,201,SSE,yes,449.6,444.6,107.2,,,,Las Animas,Off-Air,Wide area.,Cheyenne Mtn Rptr Grp,,,,CMRG Repeaters,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,68,S,yes,146.685,146.085,107.2,,,,Park,On-Air,,Mountain ARC (MARC),,"Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,yes,,"Closed autopatch, e-power.",107.2,,,,,,,,,,,,,,,,,,,,,,Autopatch: 911,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,71.5,S,yes,146.82,146.22,107.2,,,,Teller,On-Air,,Mountain ARC,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,71.5,S,yes,448.65,443.65,107.2,,,,Teller,On-Air,,Mountain ARC (MARC),MARC,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,85.1,SSE,yes,447.475,442.475,107.2,,,,El Paso,,,Mountain ARC (MARC),,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,CCARC,yes,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 1930.,,Unknown,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,87.8,S,yes,147.015,147.615,107.2,,,,Teller,On-Air,,Mountain ARC,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,70.6,SW,yes,447.125,442.125,103.5,,,,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",KC0UFO,"Park County Radio Club, AB0PC",,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,CCARC,yes,,Emergency automatic generator.,103.5,,,,,,,,,,,,,,,,,,,,,DM69wf,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,71.5,S,yes,145.415,144.815,179.9,,,,Teller,,,MARC,,,,,CCARC,yes,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,71.5,S,yes,447.675,442.675,179.9,,,,Teller,On-Air,,Mountain Amateur Radio Club (MARC),,,,,CCARC,yes,,E-power.,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,71.5,S,yes,449.025,444.025,141.3,,,,Teller,,,Mountain Amateur Radio Club (MARC),,,,,CCARC,yes,,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,71.5,S,yes,927.9,902.9,D205,,,,Teller,On-Air,,MARC,,,,,CCARC,yes,,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,71.5,S,yes,449.325,444.325,103.5,,,,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,Amateur Radio Motorcycle Club,,Node # 27976,,CCARC,yes,,E-power. Allstar Node 27976,103.5,,,,,,,,,,,,,,,,,,,,,,,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,27976,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,71.7,S,yes,449.7,444.7,107.2,,,,Park,,,CMRG,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,82.7,SSE,yes,447.2,442.2,,,,,El Paso,Testing,"Falcon, Black Forest, Peyton Areas",GGARC,Garden of the Gods Amateur Radio Club,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,84.8,SSE,yes,147.27,147.87,,,,,El Paso,On-Air,,TRA,,,,,,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,85.1,SSE,yes,449.575,444.575,,,,,El Paso,On-Air,,RMHARC,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,160.4,WSW,yes,447.35,442.35,107.2,,,,Delta,,,Grand Mesa Repeater Assoc (GMRA),,,,GMRA Repeaters,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,
147.33,0.6,,,"Lusk, 77 Hill",WY,OPEN,,194.5,NNE,yes,147.33,147.93,,,,,Niobrara,On-Air,,,,,,,,yes,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,227.2,NNE,yes,446.3,446.3,CSQ,,,,Dawes,On-Air,,,,,Simplex link for the 147.360 in Chadron,,,yes,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,75.8,SW,yes,147.24,147.84,156.7,,,,Lake,Off-Air,,,,,,,CCARC,yes,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,185.3,S,yes,449.75,444.75,100,,,,Las Animas,On-Air,,N0ZSN,The Fun Machine,Full-time to the  The Fun Machine System .,,The Fun Machine,CCARC,yes,,,100,7301,,,,,,,,,,,,,,363976,,,,,,,,,,,,,,,,,28368,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,75.8,SSE,yes,447.625,442.625,100,,,,El Paso,On-Air,,KD0MDP,The Fun Machine,Full-time to the  The Fun Machine System .,,,,yes,,Linked.,100,7301,,,,,,,,,,,,,,363976,,,,,,,,,,,,,,,,,28299,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,77.6,NNE,yes,449.3,444.3,,,,,Laramie,On-Air,,WU7G,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,143.1,NE,yes,444.125,449.125,114.8,,,,Scotts Bluff,On-Air,Wide area,SBCEMA,,,,,,yes,,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,78.6,N,yes,448.15,443.15,100,,,,Laramie,Off-Air,,KB7SWR,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,81.2,NNE,yes,145.235,144.635,114.8,,,,Laramie,On-Air,Local: Cheyenne.,N7GT,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",25,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,79.4,E,yes,448.2,443.2,,yes,7,,Morgan,On-Air,,,NEAHR,Full-time to the  Colorado TRBO System .,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",Rocky Mountain Ham Radio,CCARC,yes,,Mixed Mode,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,109.2,ESE,yes,448.175,443.175,,yes,7,,Morgan,On-Air,,W0FT,Rocky Mountain Ham Radio,,,http://www.rmham.org/,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,80.2,NNE,yes,146.775,146.175,114.8,,,,Laramie,On-Air,,Shy-Wy Amateur Radio Club,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,,WRCG,yes,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,81.2,NNE,yes,147.105,147.705,114.8,,,,Laramie,On-Air,,ShyWyArc,,,,,WRCG,yes,,,91.5,,,,,,,,,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,91.1,N,yes,146.82,146.22,114.8,,,,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,,,,WRCG,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,114.7,NNE,yes,147.165,147.765,114.8,,,,Laramie,On-Air,,Shy-Wy Amateur Radio Club,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,WRCG,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,81,SSE,yes,224.72,223.12,103.5,,,,El Paso,On-Air,Local,w0mog,,,,,,yes,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,84.8,SSE,yes,147.39,147.99,103.5,,,,El Paso,On-Air,,W0MOG,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,85.1,SSE,yes,448.6,443.6,114.8,,,,El Paso,,,W0MOG,,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,85.1,SSE,yes,927.8,902.8,D116,,,,Teller,On-Air,,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,CCARC,yes,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,81.2,NNE,yes,449.9,444.9,100,,,,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,yes,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,82,S,yes,448.45,443.45,100,,,,El Paso,On-Air,Wide area.,Pikes Pk FM Assoc,,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,CCARC,yes,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,82.1,S,yes,146.97,146.37,100,,,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,PPFMA Repeaters,CCARC,yes,,"Closed autopatch, e-power.",123,,,,,,,,,,,,,,,,,,,,,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,85.1,SSE,yes,224.06,222.46,,,,,El Paso,,Wide area.,Pikes Peak FM Association (PPFMA),,,,,CCARC,yes,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,93,SSE,yes,145.265,144.665,100,,,,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,,,Repeater has been moved.,PPFMA Repeaters,CCARC,yes,,"Closed autopatch, e-power.",100,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,93,SSE,yes,448.8,443.8,100,,,,El Paso,Off-Air,,Pikes Peak FM Assoc,,,,PPFMA Repeaters,CCARC,yes,,,100,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,82.1,NNE,yes,448.95,443.95,151.4,yes,15,,Laramie,On-Air,Local,,,,Brandmiester and analog.,,WRCG,yes,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
