Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,DMR Enabled,Color Code,Wide Network,Affiliate,Web links,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Links,Notes,Downlink Tone,Mixed-Mode,Coverage,Local Network,Worldwide,North America,Local/Cluster,Nets,Feed,Grid,EchoLink,AllStar,Commands,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,On-air,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,WIRES-X,English,TAC 310,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,79.7,NE,yes,147.195,147.795,100,Larimer,On-Air,Loveland Repeater Assoc,"Closed autopatch, e-power.",,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,81.3,NE,yes,449.575,444.575,100,Larimer,On-Air,Loveland Rptr Assoc,"Closed autopatch, e-power.",,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,80,SE,yes,448.725,443.725,123,El Paso,On-Air,KA0TTF,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,80.3,SW,yes,449.95,444.95,,Gunnison,,K5GF,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,80.3,SW,yes,147.12,147.72,,Gunnison,On-Air,W0VTL,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,81,NNW,yes,147.21,147.81,107.2,Routt,On-Air,SSARC,"Linked, WX.",,CCARC,yes,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,81.3,NE,yes,224.32,222.72,100,Larimer,Off-Air,KN6VV,"Closed autopatch, e-power.",,CCARC,yes,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,81.6,SSE,yes,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,E-power (Bat),,CCARC,yes,,,,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,,,,,,,,,103.5,,,,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,DM78ik,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,81.6,SSE,yes,223.96,222.36,103.5,Fremont,On-Air,RGARC,"E-power (Bat), Remote Base",,CCARC,yes,,,,,,,,,,,,,,103.5,,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,81.6,SSE,yes,447.75,442.75,103.5,Fremont,On-Air,RGARC,E-power (Bat),3081,CCARC,yes,,,,,Royal Gorge Amateur Radio Club,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,81.7,SSE,yes,927.7,902.7,D114,Fremont,On-Air,Royal Gorge ARC,,,CCARC,yes,,,,,,,,,,,,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,98.1,SSE,yes,147.06,147.66,77,Custer,On-Air,http://www.qsl.net/rghc,E-power,,CCARC,yes,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,98.1,SSE,yes,448.15,443.15,103.5,Custer,On-Air,Royal George ARC,E-power.,,CCARC,yes,,,,,http://www.qsl.net/rghc,,,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,98.1,SSE,yes,927.775,902.775,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,,,CCARC,yes,,,,,,,,,,,,,System uses digital PL,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,82.3,SE,yes,447.625,442.625,100,El Paso,On-Air,KD0MDP,Linked.,7301,,yes,,,,The Fun Machine,,,,,,,,Full-time to the  The Fun Machine System .,,100,,,,,,,,,,363976,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,83,E,yes,449.925,444.925,114.8,Weld,On-Air,KD0RG,,,CCARC,yes,,,,K0UPS Club,,,,,,,,,,114.8,,,,,,,,,DN70,448035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,85.6,NNE,yes,145.115,144.515,100,Larimer,On-Air,Northern Colorado ARC,7,,CCARC,yes,,,,,,,,,,,,,,100,,Wide area.,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,85.6,NNE,yes,224.52,222.92,100,Larimer,Off-Air,Northern Colorado ARC,E-power.,,CCARC,yes,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,85.6,NNE,yes,447.275,442.275,100,Larimer,On-Air,Northern Colorado ARC,"Closed autopatch, e-power.",,CCARC,yes,,,,,,,,,,,,,,100,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,86.7,NNE,yes,447.7,442.7,100,Larimer,On-Air,Northern Colorado Amateur Radio Club,,,,yes,,,,,http://ncarc.net/,,,,,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,100,,Wide Area Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,86.7,NE,yes,448.025,443.025,100,Larimer,On-Air,Northern Colorado ARC,,,CCARC,yes,,,,,,,,,,,,,,100,Yes; analog capable.,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,87,NNE,yes,146.625,146.025,100,Larimer,On-Air,Northern Colorado ARC,E-power.,,CCARC,yes,,,,,,,,,,,,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,100,,Wide area: Northern front range.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,87,NNE,yes,224.84,223.24,100,Larimer,On-Air,Northern Colorado ARC,"E-power, 25 watts.",,,yes,,,,,,,,,,,,"Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,100,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,95.3,NE,yes,146.85,146.25,100,Weld,On-Air,Northern Colorado ARC,"E-power, WX.",,CCARC,yes,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,85.6,NNE,yes,1283.55,1263.55,100,Larimer,On-Air,K1TJ Repeater System,,,CCARC,yes,,,,,http://www.k1tj.com/,,,,,,,,,,,Northern Colorado Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,85.6,NNE,yes,927.95,902.95,100,Larimer,On-Air,K1TJ Repeater System,25,,CCARC,yes,,,,,,,,,,,,,,100,,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,85.6,NNE,yes,927.825,902.825,100,Larimer,On-Air,AB0SF,,,CCARC,yes,,,,,,,,,,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,100,,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,85.6,NNE,yes,447.45,442.45,123,Larimer,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,85.6,NNE,yes,446.7375,441.7375,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,,CCARC,yes,yes,2,,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,Repeater ID: 310803,,,Wide area: North Front Range.,,1,1,2,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,,,,,,,,,,,,,,,2,,,,,,,,1,1,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,86.5,NE,yes,447.725,442.725,131.8,Larimer,On-Air,W7RF,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,90.8,,yes,147.36,147.96,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,,CCARC,yes,,,,,,,,,,,,,,100,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,90.8,NNE,yes,446.8125,441.8125,,Larimer,On-Air,W0QEY CSU,D-Star Gateway,,CCARC,yes,,,,,,,,,,,,,Free Star,,,Fort Collins Local Area,,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,91.5,NNE,yes,449.85,444.85,100,Larimer,On-Air,CO State Univ ARC,Closed autopatch.,,CCARC,yes,,,,,,,,,,,,,,100,,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,92.5,W,yes,146.76,146.16,107.2,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,,CCARC,yes,,,,,,,,,,,,,,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,DM69cl,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,93.4,WSW,yes,147.33,147.93,107.2,Delta,On-Air,North Fork Repeater Assoc.,,,CCARC,yes,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,93.5,NE,yes,147.39,147.99,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,,CCARC,yes,yes,2,,,Documentation,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,"Fort Collins east side, into Red Feather Lakes area.",,,,2,Tac 310 Net: Sun at 18:00.,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,1,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,96.8,NE,yes,446.775,441.775,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,,CCARC,yes,yes,2,,Brandmeister Network,W0DMR,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,"Fort Collins east side, into Red Feather Lakes area.",,,1,2,,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,1,1,2,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,95.2,NE,yes,449.725,444.725,127.3,Weld,On-Air,K0OJ,"Autopatch, WX.",,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,95.9,NE,yes,147,147.6,100,Weld,On-Air,Weld ARS,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",3839,CCARC,yes,,,,,,,,,,,,,,100,Yes; analog capable.,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,95.9,NE,yes,448.475,443.475,100,Weld,On-Air,Weld Amateur Radio Society (WARS),,3839,CCARC,yes,,,,,http://www.warsco.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,96.7,NE,yes,447.2,442.2,82.5,Weld,On-Air,N6RFI,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,98,SSE,yes,919.1,894.1,88.5,Pueblo,Off-Air,Pueblo HC,,,CCARC,yes,,,,,,,,,,,,,,CSQ,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,109.6,SE,yes,146.79,146.19,88.5,Pueblo,On-Air,Pueblo HC,E-power.,,CCARC,yes,,,,,Pueblo Ham Club,,,,,,,,,CSQ,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,109.6,SE,yes,224.26,222.66,88.5,Pueblo,Off-Air,Pueblo Ham Club,E-power.,,CCARC,yes,,,,,PHC repeaters,,,,,,,,,CSQ,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,109.6,SSE,yes,224.32,222.72,88.5,Custer,Off-Air,Pueblo Ham Club,11,,CCARC,yes,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,109.6,SSE,yes,447.175,442.175,88.5,Pueblo,Off-Air,Pueblo HC,11,,CCARC,yes,,,,,Pueblo Ham Club,,,,,,,,,,,Wide area: Southeast Colorado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,109.6,SE,yes,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Ham Club,E-power.,,CCARC,yes,,,,,Pueblo Ham Club,,,,,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,114.5,SE,yes,145.115,144.515,88.5,Pueblo,Off-Air,Pueblo Ham Club,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,114.5,SE,yes,146.88,146.28,88.5,Pueblo,On-Air,Pueblo HC,E-power.,,CCARC,yes,,,,,,,,,,,,,,CSQ,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,145.8,SE,yes,146.73,146.13,88.5,Huerfano,On-Air,Pueblo Ham Club,6,,CCARC,yes,,,,,Pueblo Ham Club,,,,,,,,,,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,100.5,NNE,yes,448.325,443.325,110.9,Larimer,On-Air,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,104,W,yes,449.5,444.5,107.2,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,137.5,WSW,yes,449,444,,Mesa,On-Air,KB0SW,,,CCARC,yes,,,,Grand Mesa Repeater Assoc,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,155.4,W,yes,447,442,107.2,Garfield,On-Air,,8,,CCARC,yes,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,107.2,WA0DE,Simla,CO,OPEN,,105.6,ESE,yes,147.105,147.705,107.2,Elbert,On-Air,ARES of Douglas and Elbert Counties,Linked to CRA 447.150 - Conifer,,CCARC,yes,,,,Colorado Repeater Association,http://www.w0cra.org/,,,,,,,"Full-time to  
        448.42500 (W0CRA) at Larkspur, Westcreek, CO .",,107.2,,"I-70, E. Arapahoe, Elbert, Lincoln Counties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,107.1,NW,yes,145.265,144.665,107.2,Moffat,,NW Colorado ARC,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,108.7,WSW,yes,147.36,147.96,100,Delta,,W0ALC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,108.7,WSW,yes,449.825,444.825,100,Delta,,W0ALC,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,108.7,WSW,yes,147.195,147.795,107.2,Delta,,,,,,yes,,,,Colorado District 25 ARES,,,,,,,,,,,,Local.,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,111.4,SE,yes,147,147.6,,Pueblo,On-Air,Carl Higbee,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,111.7,N,yes,147.015,147.615,146.2,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,,,yes,,,,,http://www.uwyo.edu/uarc/,,,,,,,,,,Yes; analog capable.,Albany County,,,,,,,,82070,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,128.9,N,yes,146.61,146.01,,Albany,On-Air,University ARC,,,WRCG,yes,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,Yes; analog capable.,Laramie Valley  30 mi radius.,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,114.5,SE,yes,146.655,146.055,123,Pueblo,On-Air,K0ST,,,CCARC,yes,,,,,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,114.5,SE,yes,447.7,442.7,210.7,Pueblo,Off-Air,,,7389,CCARC,yes,yes,0,,,,,,,,,,,,210.7,Yes; analog capable.,,,,,,,,,,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,114.5,SE,yes,449.725,444.725,100,El Paso,On-Air,N0PWZ,,3043,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,115.6,SE,yes,147.24,147.84,103.5,Pueblo,Off-Air,TARA,,,CCARC,yes,,,,,,,,,,,,,,CSQ,,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,119.5,S,yes,146.64,146.04,77,Rio Grande,On-Air,,,,,yes,,,,,,,,,,,,,,77,,Low level local coverage,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,119.7,S,yes,447.1,442.1,77,Saguache,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,119.7,ESE,yes,449.25,444.25,123,Elbert,On-Air,K0UPS Club c/o N1UPS,Full duplex node.,3349,CCARC,yes,,,,,,,,,,,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",123,,"I-70 Limon, Co area.",,,,,,,,3349,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,120.1,WSW,yes,446.9125,441.9125,,Mesa,On-Air,Bill Frost,,,,yes,yes,1,,,,,,,,,,,Brandmeister network,,,"Grand Junction, I70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,120.6,SW,yes,146.91,146.31,107.2,Montrose,On-Air,,E-Power,,CCARC,yes,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,120.6,SW,yes,146.79,146.19,107.2,Montrose,On-Air,KC0UXX,E-power.,,CCARC,yes,,,,,,,,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,121.6,SW,yes,147.135,146.535,123,Hinsdale,On-Air,,E-power (solar),,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,133.8,SW,yes,147.27,147.87,127.3,Ouray,On-Air,,,,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,144.8,SW,yes,147.375,147.975,156.7,San Juan,On-Air,,13,,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,144.9,SW,yes,447.525,442.525,127.3,San Juan,On-Air,KB5ITS,E-power.,,CCARC,yes,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,145,SW,yes,145.325,144.725,127.3,San Juan,On-Air,,Solar powered,,CCARC,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,145,SW,yes,444,449,67,San Juan,On-Air,,,,,yes,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
