Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Affiliate,Links,Last update,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,Grid,Coverage,Features,Notes,Web links,Coordination,EchoLink,IRLP,AllStar,Nets,Feed,Sponsor,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,Denver Regional,Talkgroup Network,Northern Colorado,Mixed-Mode,Local Network,On-air,Commands,YSF Digital Enabled,DG-ID,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,Europe,TAC 310,Southwest USA,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,108.4,NNE,yes,927.8375,902.025,,,Douglas,On-Air,,,yes,,,,,,,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,CCARC,,,,,,,,,,,,,,,,,,,,,,,yes,294,yes,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,112.8,N,yes,927.8375,902.025,,,Jefferson,On-Air,,,yes,,,,,,,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,The offset is -25.8125,,CCARC,,,45770,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
146.67,-0.6,107.2,K0CL,Snowmass Village,CO,OPEN,,108.9,NW,yes,146.67,146.07,107.2,,Pitkin,On-Air,,,yes,,,,,,,,,Wide area.,Linked.,,,CCARC,,,,,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,109.1,S,yes,444.975,449.975,123,,Taos,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,109.5,N,yes,447.85,442.85,141.3,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,,yes,,,,,,,,,Wide area at 9500',AllStar node repeater providing wide area coverage along the Front Range,,,CCARC,,,29571,,,AC0KQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,110,NNE,yes,449.425,444.425,D023,D023,Arapahoe,Off-Air,,,yes,,,,,,,,,,,Colorado SNP (Shared non-protected pair),,,,,29791,,,K0PWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,110,N,yes,448.75,443.75,100,100,Jefferson,On-Air,N0ELY,,yes,,,,,,,,,Local.,E-power.,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,110,NNE,yes,145.19,144.59,151.4,131.8,Arapahoe,On-Air,,,yes,,,,,,,,,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",Autopatch (please contact trustee).,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott",,,10079,,,"""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,N0OBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,110.6,SW,yes,146.61,146.01,123,,Archuleta,On-Air,,,yes,,,,,,,,,,,,http://durangoarc.org/,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,N,yes,1283.9625,1263.9625,,,Jefferson,On-Air,,,yes,,,,,,,,,,,,Colorado D-Star,CCARC,,,,,,Colorado D-Star,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,N,yes,1299.9,1299.9,,,Jefferson,On-Air,,,yes,,,,,,,,,,,,Colorado D-Star,,,,,,,Colorado D-Star,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,N,yes,145.25,144.65,,,Jefferson,On-Air,,,yes,,,,,,,,,,,,Colorado D-Star,CCARC,,,,,,Colorado D-Star,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,N,yes,446.9625,441.9625,,,Jefferson,On-Air,,,yes,,,,,,,,,,,,Colorado D-Star,CCARC,,,,,,Colorado D-Star,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,111,N,yes,446.8375,441.8375,,,Jefferson,On-Air,,Full-time to the  Colorado TRBO System .,yes,yes,7,,,,,,,,200,See website for more info on CC/TS/TG programming.  www.rmham.org,,CCARC,,,,,,WA2YZT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,111.1,N,yes,449.625,444.625,141.3,141.3,Jefferson,On-Air,,,yes,,,,,,,,,,E-power,,,CCARC,,3750,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,111.1,N,yes,449.05,444.05,107.2,107.2,Denver,On-Air,,,yes,,,,,,,,,Wide area.,E-power.,,,CCARC,,,,,,WG0N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,111.9,N,yes,145.28,144.68,100,,Jefferson,On-Air,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",yes,,,,,,,,,Wide area.,"Closed autopatch, e-power, linked.","PL is usually off, allowing use by older transceivers.",Intermountain Repeater Group,CCARC,,,,Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,111.9,N,yes,449.525,444.525,CSQ,,Jefferson,On-Air,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",yes,,,,,,,,,,E-power.,,Intermountain Repeater Group,CCARC,,,,,,KE0SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,113.8,NNE,yes,145.475,144.875,100,,Jefferson,On-Air,,,yes,,,,,,,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",E-power.,,Intermountain Repeater Group,CCARC,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,135.5,NNE,yes,447.625,442.625,100,,Adams,On-Air,,,yes,,,,,,,,,Local/North Metro,,,Intermountain Repeater Group,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,111.9,N,yes,146.985,146.385,100,100,Denver,On-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,3346,,RADOPS: Sun at 19:00.,,El Jebel RADOPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,113.7,NNE,yes,447.925,442.925,100,100,Denver,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,RADOPS El Jebel Shriners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,112.4,NNW,yes,146.61,146.01,107.2,,Eagle,On-Air,,,yes,,,,,,,,,,11,,,CCARC,,,,,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,112.8,N,yes,448.975,443.975,123,,Jefferson,On-Air,,,yes,,,,,,,,,Wide area.,Linkable VHF/UHF Remote Base,,,CCARC,,,42845,,,FRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,113.1,N,yes,147.21,147.81,100,100,Jefferson,On-Air,,,yes,,,,,,,,,,,,http://www.dwarc.com,,,3241,,,,Denver Water Amateur Radio Club,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,113.2,N,yes,448.35,443.35,,,Jefferson,On-Air,,,yes,,,,,,,,,Denver Metro and surrounding,,,http://www.DWARC.com,CCARC,,,,,,Denver Water Amateur Radio Club (DWARC),,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,448.85,443.85,88.5,88.5,Jefferson,On-Air,,,yes,,,,,,,,,"Denver metro, central front range",e-power.,,ARA Repeaters,CCARC,,,,ARA: Wed at 20:00.,,Aurora Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,449.75,444.75,103.5,103.5,Jefferson,On-Air,,,yes,,,,,,,,,,8,,Repeater,CCARC,,,,,,Rocky Mtn Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,224,222.4,103.5,103.5,Jefferson,On-Air,,,yes,,,,,,,,,,8,,Repeater,CCARC,,,,,,Rocky Mountain Radio League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,224.74,223.14,88.5,88.5,Jefferson,On-Air,,,yes,,,,,,,,,,e-power,,ARA Repeaters,CCARC,,,,ARA: Wed at 2000.,,Aurora Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,147.15,147.75,100,100,Jefferson,On-Air,,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",yes,,,,,,,,,"Denver metro, central front range",e-power,,ARA Repeaters,CCARC,,,,ARA: Wed at 20:00.,,Aurora Repeater Assoc (ARA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,113.7,NNE,yes,447.9,442.9,CSQ,,Denver,Off-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,WB0TPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,113.7,N,yes,145.22,144.62,103.5,103.5,Jefferson,On-Air,,,yes,,,,,,,,,Wide area.,8,Talk-Group of $FFFF.,Repeater,CCARC,,,,,,Rocky Mtn Radio League,,,,,,,,,,Yes; analog capable.,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,113.8,NNE,yes,146.715,146.115,123,123,Denver,On-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,EARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,113.8,NNE,yes,448.075,443.075,123,,Denver,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,113.8,NNE,yes,448.55,443.55,82.5,,Denver,Off-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,HPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,114.8,N,yes,446.975,441.975,,,Jefferson,On-Air,,,yes,yes,0,,,,,,,Denver Metro Area,,,http://www.w0dmr.org/,,,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,W0DMR,,,,,,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,166.8,N,yes,145.265,144.665,,,Larimer,On-Air,Brandmeister Network,,yes,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,Northern Colorado Front Range Wide Area coverage.,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",http://www.w0dmr.org/,CCARC,,,,,,W0DMR - NoCo C-bridge Network,,,,,1,2,,BrandMeister US,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,1,1,2,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,114.9,NNW,yes,224.8,223.2,,,Eagle,Off-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,114.9,NNW,yes,449.9,444.9,107.2,107.2,Eagle,Off-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,ECHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,114.9,NNE,yes,447.175,442.175,100,100,Denver,On-Air,,,yes,,,,,,,,,,,,,CCARC,201712,,29997,,,W0JRL,,,,,,,,,,,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,115.3,NNE,yes,448.4,443.4,94.8,,Arapahoe,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,168.9,N,yes,449.425,444.425,94.8,,Larimer,On-Air,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,168.9,N,yes,927.875,902.875,D114,,Larimer,Off-Air,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",yes,,,,,,,,,,,Down due to lightning strike. Scheduled to return end of June 2012.,,CCARC,,,,,,WA6IMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,115.3,NNE,yes,448.275,443.275,156.7,,Arapahoe,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,115.3,NNE,yes,448.825,443.825,,,Arapahoe,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,30584,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,116.3,SSE,yes,145.21,144.61,110.9,110.9,Colfax,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,46298,,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,118.1,SW,yes,145.43,144.83,136.5,,Rio Arriba,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,SJC EMCOMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,154.1,WSW,yes,147.06,147.66,100,,San Juan,On-Air,,,yes,,,,,,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,165.5,WSW,yes,146.74,146.14,100,,San Juan,On-Air,,,yes,,,,,,,,,,"Closed autopatch, e-power.",,,NMFCC,,,,,,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,174.8,SW,yes,145.49,144.89,100,,Rio Arriba,On-Air,,,yes,,,,,,,,,,Closed autopatch.,,,NMFCC,,,,,,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,230.6,WSW,yes,146.82,146.22,100,,Apache,On-Air,,,yes,,,,,,,,,,,,,ARCA,,,,,,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,119.8,N,yes,449.3,444.3,100,,Adams,On-Air,,,yes,,,,,,,,,,,,,CCARC,43699,3699,,,,N1UPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,121.1,W,yes,447.2,442.2,107.2,107.2,Montrose,On-Air,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,yes,,,,,,,,,Delta/Montrose,9,Closed IRLP out - Ask for a control op,GMRA Repeaters,CCARC,,3710,,RACES Net Wed at 1930 Hrs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,139.9,NW,yes,449.85,444.85,131.8,131.8,Garfield,On-Air,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,yes,,,,,,,,,Glenwood Springs,e-power  Linked to GMRA Open System,RACES net Wed 1930 Hrs Local,http://GMRA.org,CCARC,,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,163.4,WNW,yes,449.3,444.3,107.2,107.2,Mesa,On-Air,,,yes,,,,,,,,,Wide Area I-70 West Rifle to Western Utah,e-power Linked to GMRA Open System,Closed IRLP out,http://www.gmra.org/,CCARC,,3710,,RACES Wed 1930 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,166.4,NW,yes,449.8,444.8,107.2,,Garfield,On-Air,,,yes,,,,,,,,,,8,,GMRA Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,188.5,WNW,yes,449.575,444.575,131.8,131.8,Mesa,On-Air,Grand Mesa Repeater Assoc,,yes,,,,,,,,,Grand Junction,e-power. Linked to GMRA Open System,Closed IRLP out,GMRA Repeaters,CCARC,,3710,,Wed RACES Net 1930 Hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,121.1,NNE,yes,448.15,443.15,141.3,141.3,Denver,On-Air,,Full-time to the  The Fun Machine System .,yes,,,,,,,,DM79pt,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",E-power (batt).  2 meter and 70cm channel steerable remote bases.,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,k0jsc.com,CCARC,24340,,29436,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",Listen Live,K0GUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,123.2,N,yes,224.6,223,100,,Gilpin,,,,yes,,,,,,,,,,,,,CCARC,,,,,,W0RM,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,123.4,S,yes,147.34,147.94,100,,Colfax,On-Air,,,yes,,,,,,,,,Wide area.,E-power.,,Taos Amateur Radio Club,NMFCC,,,,,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,123.7,NNE,yes,147.045,147.645,123,CSQ,Adams,On-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,Northglenn RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,123.8,NE,yes,449.25,444.25,123,123,Elbert,On-Air,,,yes,,,,,,,,,"I-70 Limon, Co area.",Full duplex node.,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,CCARC,3349,3349,,,,K0UPS Club c/o N1UPS,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,124.6,E,yes,447,442,103.5,,Lincoln,On-Air,,,yes,,,,,,,,DM89gb,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",APRS repeater &amp; I-Gate / Weather station,,,,,,,,,Delbert Noakes (KC0VJD),,,,,,,,,,Yes; analog capable.,,,,yes,Open ↑ / Open ↓,30534,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,125.1,N,yes,448.925,443.925,131.8,,Boulder,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,W0LMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,125.6,WNW,yes,147.33,147.93,107.2,,Delta,On-Air,,,yes,,,,,,,,,Wide area.,,,,CCARC,,,,,,North Fork Repeater Assoc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,126.5,N,yes,447.45,442.45,103.5,,Grand,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,W0IG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,127.7,N,yes,146.7,146.1,100,,Boulder,On-Air,,,yes,,,,,,,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",6,,BARC Repeaters,CCARC,,,,,,Boulder Co ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,127.8,N,yes,146.61,146.01,100,,Boulder,Off-Air,,,yes,,,,,,,,,,,,,CCARC,,7007,,,,Boulder Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,127.8,N,yes,448.9,443.9,100,,Boulder,On-Air,,,yes,,,,,,,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",6,,,CCARC,,,,,,Boulder ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,130.3,N,yes,1299.5,1279.5,,,Boulder,On-Air,,,yes,,,,,,,,,,E-power.,,,CCARC,,,,,,Boulder County ARES,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,130.3,N,yes,446.8625,441.8625,,,Boulder,On-Air,,,yes,,,,,,,,,,,,,CCARC,,,,,,Boulder County ARES,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,132.1,N,yes,1283.8625,1263.8625,,,Boulder,On-Air,,,yes,,,,,,,,,20,E-power.,,,CCARC,,,,,,Boulder County ARES,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,132.1,N,yes,145.3875,144.7875,,,Boulder,On-Air,,,yes,,,,,,,,,20,E-power.,,http://bouldercountyares.org/technical/d-star,CCARC,,,,,,Boulder County ARES,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
