Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Features,YSF Digital Enabled,DG-ID,Coverage,Affiliate,On-air,Web links,Downlink Tone,Links,Nets,Commands,Mixed-Mode,Notes,DMR Enabled,Color Code,Wide Network,Talkgroups,Worldwide,North America,Local/Cluster,Talkgroup Network,Colorado,Southern Colorado,Denver Regional,Northern Colorado,IRLP,Local Network,Feed,D-STAR Enabled,Node,Sources,Grid,EchoLink,AllStar,Location Photo,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,Worldwide English,DCI Bridge,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,63.1,N,yes,447.925,442.925,100,Denver,On-Air,RADOPS El Jebel Shriners,CCARC,yes,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,69.7,NNW,yes,146.985,146.385,100,Denver,On-Air,El Jebel RADOPS,CCARC,yes,E-power.,,,,,,,100,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,63.1,N,yes,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,63.2,N,yes,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,CCARC,yes,E-power.,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,69.7,NNW,yes,145.28,144.68,100,Jefferson,On-Air,,CCARC,yes,"Closed autopatch, e-power, linked.",,,Wide area.,,,Intermountain Repeater Group,,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",Sun at 19:30. Everyone welcome.,,,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,69.7,NNW,yes,449.525,444.525,CSQ,Jefferson,On-Air,KE0SJ,CCARC,yes,E-power.,,,,,,Intermountain Repeater Group,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,81.3,N,yes,447.625,442.625,100,Adams,On-Air,Intermountain Repeater Group,,yes,,,,Local/North Metro,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,63.2,N,yes,448.55,443.55,82.5,Denver,Off-Air,HPRA,CCARC,yes,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,63.2,N,yes,448.075,443.075,123,Denver,On-Air,W0IG,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,63.2,N,yes,146.715,146.115,123,Denver,On-Air,EARS,CCARC,yes,E-power.,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,64.3,N,yes,447.175,442.175,100,Denver,On-Air,W0JRL,CCARC,yes,,,,,,,,100,,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,201712,29997,,,,,,,,,,,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,65.4,NNW,yes,448.35,443.35,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),CCARC,yes,,yes,Open ↑ / Open ↓,Denver Metro and surrounding,,,http://www.DWARC.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,65.4,NNW,yes,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,yes,,,,,,,http://www.dwarc.com,100,,,,Yes; analog capable.,,,,,,,,,,,,,,3241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,65.7,NNW,yes,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,yes,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,65.7,NNW,yes,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,yes,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,65.7,NNW,yes,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,yes,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,65.7,NNW,yes,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,CCARC,yes,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,65.7,NNW,yes,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,CCARC,yes,200,,,,,,,,Full-time to the  Colorado TRBO System .,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,66,NNW,yes,449.625,444.625,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,yes,E-power,,,,,,,141.3,,,,,,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,66.1,NE,yes,449.25,444.25,123,Elbert,On-Air,K0UPS Club c/o N1UPS,CCARC,yes,Full duplex node.,,,"I-70 Limon, Co area.",,,,123,,,** [StarStar] Prefix for Echolink Node.,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,,,,,,,,,,,,3349,,,,,,,3349,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,66.6,N,yes,448.15,443.15,141.3,Denver,On-Air,K0GUR,CCARC,yes,E-power (batt).  2 meter and 70cm channel steerable remote bases.,,,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",,,k0jsc.com,141.3,Full-time to the  The Fun Machine System .,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,,,,,,,,,,,,,,,Listen Live,,,,DM79pt,24340,29436,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,66.8,WSW,yes,446.975,441.975,,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,CCARC,yes,,,,,Crestone Amateur Radio Emergency Services,,KD0QPG,,,,,,,,,,,,,,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,67.2,NNW,yes,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,yes,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,67.2,NNW,yes,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,68.3,NNW,yes,147.3,147.9,103.5,Clear Creek,On-Air,Denver PD EEB,CCARC,yes,,,,Wide area.,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,67.2,NNW,yes,448.975,443.975,123,Jefferson,On-Air,FRG,CCARC,yes,Linkable VHF/UHF Remote Base,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,68.3,NNW,yes,448.675,443.675,100,Denver,On-Air,W0CFI,CCARC,yes,,,,Wide area.,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,68.6,NNW,yes,146.94,146.34,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,CCARC,yes,11,,,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",,,Repeater,103.5,"Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .","Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",Autopatch: 911* / Off 0*.,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,76.4,N,yes,449.825,444.825,103.5,Boulder,On-Air,Rocky Mountain Radio League,CCARC,yes,6,,,Along the foothills and into Boulder where the 94 repeater is shadowed.,,,Repeater,,,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,68.6,NNW,yes,449.45,444.45,103.5,Clear Creek,On-Air,Rocky Mountain Radio League,CCARC,yes,11,,,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,,Repeater,127.3,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,69,NNW,yes,446.975,441.975,,Jefferson,On-Air,W0DMR,,yes,,,,Denver Metro Area,,,http://www.w0dmr.org/,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.","TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,119.3,N,yes,145.265,144.665,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,CCARC,yes,,,,Northern Colorado Front Range Wide Area coverage.,Brandmeister Network,,http://www.w0dmr.org/,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,BrandMeister US,2,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,69.5,NNW,yes,447.85,442.85,141.3,Clear Creek,On-Air,AC0KQ,CCARC,yes,AllStar node repeater providing wide area coverage along the Front Range,,,Wide area at 9500',Rocky Mountain Ham Radio,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,70.2,N,yes,449.3,444.3,100,Adams,On-Air,N1UPS,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,3699,,,,,,,43699,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,70.6,NNW,yes,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,yes,8,,,Wide area.,,,Repeater,103.5,,,,Yes; analog capable.,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,70.6,NNW,yes,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),CCARC,yes,e-power,,,"Denver metro, central front range",,,ARA Repeaters,100,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,70.6,NNW,yes,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,CCARC,yes,e-power,,,,,,ARA Repeaters,88.5,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,70.6,NNW,yes,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,CCARC,yes,8,,,,,,Repeater,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,70.6,NNW,yes,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,yes,8,,,,,,Repeater,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,70.6,NNW,yes,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,CCARC,yes,e-power.,,,"Denver metro, central front range",,,ARA Repeaters,88.5,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,72.7,WNW,yes,447.125,442.125,103.5,Park,On-Air,KC0UFO,CCARC,yes,Emergency automatic generator.,,,"Covers Fairplay, Alma, and western South Park.","Park County Radio Club, AB0PC",,,103.5,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,,,,,,,,,,,,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,72.9,NNW,yes,449.05,444.05,107.2,Denver,On-Air,WG0N,CCARC,yes,E-power.,,,Wide area.,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,73.2,N,yes,147.045,147.645,123,Adams,On-Air,Northglenn RA,CCARC,yes,E-power.,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,73.7,E,yes,447,442,103.5,Lincoln,On-Air,Delbert Noakes (KC0VJD),,yes,APRS repeater &amp; I-Gate / Weather station,yes,Open ↑ / Open ↓,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,DM89gb,,,,,,,30534,,,,,,,,,,,,,,,
146.745,-0.6,100,W0LSD,Nathrop,CO,OPEN,,74.7,W,yes,146.745,146.145,100,Chaffee,Off-Air,CLARA,CCARC,yes,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,76.4,N,yes,448.925,443.925,131.8,Boulder,On-Air,W0LMA,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,77.3,E,yes,446.7375,441.7375,,Lincoln,On-Air,K0RTS KC0VJD,CCARC,yes,,,,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",RMHam,,,,,,,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",yes,8,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,77.6,E,yes,147.06,147.66,103.5,Lincoln,On-Air,BSARC,CCARC,yes,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",yes,Open ↑ / Open ↓,"I-70, US-71, US-287, US-40, US-24",,,http://www.bigsandyradio.com/,,,Big Sandy Net: Wed 19:00,,Yes; analog capable.,,,,,,,,,,,,,,3794,,,,,,,791116,42740,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,123.2,E,yes,146.895,146.295,103.5,Kit Carson,On-Air,Big Sandy ARC,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,79.1,NW,yes,146.7,146.1,107.2,Summit,On-Air,GRARC,CCARC,yes,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,82.5,N,yes,447.3,442.3,107.2,Weld,On-Air,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,3887,,,,,,,405804,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,86.4,N,yes,224.96,223.36,CSQ,Weld,On-Air,AC0KC,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,82.5,N,yes,449.925,444.925,114.8,Weld,On-Air,KD0RG,CCARC,yes,,,,,K0UPS Club,,,114.8,,,,,,,,,,,,,,,,,,,,,,,,DN70,448035,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,82.7,NNW,yes,448.9,443.9,100,Boulder,On-Air,Boulder ARC,CCARC,yes,6,,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,82.7,NNW,yes,146.61,146.01,100,Boulder,Off-Air,Boulder Amateur Radio Club,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,82.7,NNW,yes,146.7,146.1,100,Boulder,On-Air,Boulder Co ARC,CCARC,yes,6,,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,85.1,NNW,yes,1299.5,1279.5,,Boulder,On-Air,Boulder County ARES,CCARC,yes,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,83.2,NNW,yes,224.6,223,100,Gilpin,,W0RM,CCARC,yes,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,84.1,WNW,yes,147.24,147.84,156.7,Lake,Off-Air,,CCARC,yes,,,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,103.8,S,yes,449.75,444.75,100,Las Animas,On-Air,N0ZSN,CCARC,yes,,,,,The Fun Machine,,The Fun Machine,100,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,7301,,,,,,,363976,28368,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,85,NNW,yes,449.55,444.55,100,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,yes,8,,,Denver metro area.,,,,,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,86.3,NNW,yes,146.76,146.16,100,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,yes,5,,,Wide area.,Boulder County ARES,,,,,,,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,90.2,NNW,yes,224.02,222.42,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,yes,8,,,Denver metro area.,,,RMVHS repeaters,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,,,,,,,,,,217336,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,85,NNW,yes,449.4,444.4,91.5,Boulder,Off-Air,BARC,CCARC,yes,2,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,87.5,NNW,yes,146.73,146.13,91.5,Boulder,Off-Air,BARC,CCARC,yes,12,,,Local,,,http://www.ked-wireless.com/products1.htm,91.5,,,,,,,,,,,,,,,,,,,,,,,,DN70jb,115482,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,85.1,NNW,yes,446.8625,441.8625,,Boulder,On-Air,Boulder County ARES,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,86,NNW,yes,145.3875,144.7875,,Boulder,On-Air,Boulder County ARES,CCARC,yes,E-power.,,,20,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,86,NNW,yes,1283.8625,1263.8625,,Boulder,On-Air,Boulder County ARES,CCARC,yes,E-power.,,,20,,,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,"Maysville, CO",CO,OPEN,,85.3,WSW,yes,145.325,144.725,100,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,yes,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,90.6,NNW,yes,146.91,147.51,123,Boulder,On-Air,,,yes,,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Town of Gold Hill, Colorado",,http://goldhilltown.com/,127.3,,"Summer Tue at 19:30P, Winter 19:00.",,,There is a MOU With BCARES for repeater use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
