Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Web links,Coordination,Last update,Coverage,Sponsor,Links,Downlink Tone,Notes,Affiliate,IRLP,Nets,Commands,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,Local/Cluster,Mixed-Mode,Local Network,Feed,Grid,AllStar,English,Europe,TAC 310,DCI Bridge,Southwest USA,EchoLink,On-air,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Location Photo,P25 Digital Enabled,NAC,Default Reflector,Worldwide English,N. Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,Mountain Reg USA,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,152.8,SSE,yes,443.1,448.1,100,Sandoval,On-Air,"Linked, e-power.",http://nmscares.org/,NMFCC,yes,Wide area - NW NM.,Sandoval County ARES,,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",ARRL,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,185.6,SSE,yes,147.08,147.68,100,Sandoval,On-Air,"Linked, e-power.",http://www.nmscares.org,NMFCC,yes,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",Sandoval County ARES,,,25,ARRL,,Sandoval County ARES: Mon at 19:30.,,,,,,,,,,,,,,,,,,28176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,153,SSE,yes,224.04,222.44,100,Los Alamos,On-Air,,,,yes,,KA5BIW,,100,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,153,SSE,yes,442,447,100,Los Alamos,On-Air,Linked with 224.04 KA5BIW,http://ka5biw.com/ham_radio/repeater.php,,yes,,KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,153.1,SSE,yes,442.25,447.225,,Los Alamos,Off-Air,,,NMFCC,yes,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,153.2,SSE,yes,144.265,144.265,203.5,Los Alamos,On-Air,,,,yes,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,153.2,SSE,yes,442.925,447.925,,Los Alamos,On-Air,,,,yes,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,K5YEJ,"San Luis, Cabezon",NM,OPEN,,156.1,SSE,yes,443,448,100,Sandoval,On-Air,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,158.9,E,yes,146.97,146.37,100,El Paso,On-Air,"Closed autopatch, e-power.",PPFMA Repeaters,CCARC,yes,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",123,,,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,158.9,E,yes,448.45,443.45,100,El Paso,On-Air,E-power.,PPFMA Repeaters,CCARC,yes,Wide area.,Pikes Pk FM Assoc,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,162,E,yes,145.265,144.665,100,El Paso,Off-Air,"Closed autopatch, e-power.",PPFMA Repeaters,CCARC,yes,Local. Good coverage of I25 in Colorado Springs.,Pikes Peak FM Association,,100,Repeater has been moved.,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,162,E,yes,448.8,443.8,100,El Paso,Off-Air,,PPFMA Repeaters,CCARC,yes,,Pikes Peak FM Assoc,,100,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,169.5,E,yes,224.06,222.46,,El Paso,,"E-power, linked.",,CCARC,yes,Wide area.,Pikes Peak FM Association (PPFMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,159.3,E,yes,927.725,902.725,D114,Teller,On-Air,12,Yahoo Group,CCARC,yes,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",WA6IFI,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,165.1,E,yes,53.13,51.43,107.2,El Paso,On-Air,,http://www.cmrg.org,CCARC,yes,,Cheyenne Mountain Repeater Group (CMRG),,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,169.5,E,yes,447.55,442.55,123,El Paso,On-Air,,,CCARC,yes,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,184.3,SE,yes,145.43,144.83,107.2,Las Animas,On-Air,,CMRG Repeaters,CCARC,yes,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,159.3,E,yes,446.95,441.95,,Teller,On-Air,,,,yes,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,RMHAM,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,182.4,NNE,yes,446.875,441.875,,Clear Creek,On-Air,,http://www.rmham.org,,yes,,,,,,RMHAM,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,230.7,NE,yes,446.75,441.75,,Larimer,On-Air,,http://www.rmham.org,CCARC,yes,,Rocky Mountain Ham Radio,Full-time to the  Colorado TRBO System .,,See website for complete info on color codes/time slot assignment.,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,159.3,E,yes,147.18,147.78,100,El Paso,On-Air,E-power (solar).,,CCARC,yes,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,161.6,NE,yes,146.895,146.295,100,Park,On-Air,25,Park County Radio Club (PCRC),CCARC,yes,285,AB0RR,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",100,,,,Wed at 19:30.,,,,,,,,,,,,,,,,,,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,163.1,E,yes,145.415,144.815,179.9,Teller,,"Closed autopatch, e-power.",,CCARC,yes,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,163.1,E,yes,447.675,442.675,179.9,Teller,On-Air,E-power.,,CCARC,yes,,Mountain Amateur Radio Club (MARC),,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,163.1,E,yes,449.025,444.025,141.3,Teller,,Linked.,,CCARC,yes,,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,163.1,E,yes,927.9,902.9,D205,Teller,On-Air,,,CCARC,yes,,MARC,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,163.1,E,yes,449.325,444.325,103.5,Teller,On-Air,E-power. Allstar Node 27976,,CCARC,yes,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",KA4EPS,,103.5,Node # 27976,Amateur Radio Motorcycle Club,,"Sunday 1500 MST
Tuesday 1730 MST",,,,,,,,,,,,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,164,E,yes,145.16,144.56,107.2,El Paso,On-Air,"Closed autopatch, e-power.",http://www.w0cra.org/info/cosprgs.html#145160,CCARC,yes,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",Colorado Repeater Association,"Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,Switch to this repeater at mile marker 170 on I-25.,CRA VHF Link System,3990,,,,,,,,,,,,,,,,,,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,170.6,NE,yes,147.225,147.825,107.2,Douglas,On-Air,Closed autopatch,Colorado Repeater Association,CCARC,yes,Wide area,Colorado Repeater Association (CRA),"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",107.2,,CRA VHF Link System,3990,"CRA Net, Sunday 9AM",,,,,,,,,,,,,,,,,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,170.6,NE,yes,448.425,443.425,107.2,Douglas,On-Air,,http://www.w0cra.org,,yes,Wide area,Colorado Repeater Association (CRA),"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",107.2,,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,171.4,NE,yes,53.05,51.35,107.2,Jefferson,Off-Air,10,,CCARC,yes,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",Colorado Repeater Association (CRA),,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,173.6,NE,yes,1287.9,1267.9,CSQ,Jefferson,Off-Air,,,CCARC,yes,Fort Collins to Colorado Springs.,Colorado Repeater Association (CRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,173.6,NE,yes,224.98,223.38,107.2,Jefferson,Off-Air,"Closed autopatch, e-power.",,CCARC,yes,Wide area. Denver.,Colorado Repeater Association,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,173.6,NE,yes,447.15,442.15,107.2,Jefferson,Off-Air,"Closed autopatch, e-power.",,CCARC,yes,Wide area: Denver.,Colorado Repeater Association (CRA),,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,174.2,NE,yes,145.145,144.545,107.2,Clear Creek,On-Air,E-power.,http://www.w0cra.org/info/squaw.html#145145,CCARC,yes,Wide area. Denver metro.,Colorado Repeater Assoc,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,174.2,NE,yes,447.575,442.575,107.2,Clear Creek,On-Air,,http://www.w0cra.org,CCARC,yes,Wide area: Denver metro.,Colorado Repeater Association (CRA),,107.2,,,3291,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,347088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,199.5,NE,yes,145.46,144.86,107.2,Boulder,On-Air,"Closed autopatch, e-power.",,CCARC,yes,Boulder/Denver Metro,Colorado Repeater Association (CRA),"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",107.2,,CRA VHF Link System,3990,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,199.5,NE,yes,447.975,442.975,107.2,Boulder,On-Air,Closed autopatch.,,CCARC,yes,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,166.1,SSW,yes,145.29,144.69,123,McKinley,Off-Air,,,,yes,,NARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,166.6,E,yes,448.725,443.725,123,El Paso,On-Air,,,CCARC,yes,,KA0TTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,168.4,SE,yes,147.34,147.94,100,Colfax,On-Air,E-power.,Taos Amateur Radio Club,NMFCC,yes,Wide area.,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,168.7,ESE,yes,147.24,147.84,103.5,Pueblo,Off-Air,,,CCARC,yes,Pueblo and Fremont Counties,TARA,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,169.1,E,yes,146.655,146.055,123,Pueblo,On-Air,,,CCARC,yes,,K0ST,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,169.1,E,yes,447.7,442.7,210.7,Pueblo,Off-Air,,,CCARC,yes,,,,210.7,,,7389,,,yes,0,,,,,,,,,,,Yes; analog capable.,,,,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,169.1,E,yes,449.725,444.725,100,El Paso,On-Air,,,CCARC,yes,,N0PWZ,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,169.1,E,yes,147,147.6,,Pueblo,On-Air,,,CCARC,yes,,Carl Higbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,169.5,E,yes,448.6,443.6,114.8,El Paso,,,,CCARC,yes,,W0MOG,"Full-time to  
        927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,169.5,E,yes,927.8,902.8,D116,Teller,On-Air,6,,CCARC,yes,,,"Full-time to  
        448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,169.6,E,yes,147.39,147.99,103.5,El Paso,On-Air,,,CCARC,yes,,W0MOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,172.4,E,yes,224.72,223.12,103.5,El Paso,On-Air,,,,yes,Local,w0mog,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,169.5,E,yes,448.3,443.3,100,El Paso,On-Air,,,CCARC,yes,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,170.7,E,yes,147.135,147.735,100,El Paso,On-Air,6,,CCARC,yes,,AA0L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,169.5,E,yes,447.35,442.35,151.4,El Paso,On-Air,E-power.,,CCARC,yes,,GGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,169.6,E,yes,146.91,146.31,151.4,El Paso,On-Air,E-power.,,CCARC,yes,,GGARC,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,169.5,E,yes,447.025,442.025,123,El Paso,Off-Air,"Closed autopatch, e-power, linked, remote base.",,CCARC,yes,,Colorado Springs ARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,169.5,E,yes,448.25,443.25,123,El Paso,Off-Air,,,CCARC,yes,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,169.6,E,yes,146.85,146.25,103.5,El Paso,On-Air,,,CCARC,yes,,W0RSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,170.5,NE,yes,446.925,441.925,,Douglas,On-Air,,Rocky Mountain Ham Radio,CCARC,yes,,,Full-time to the  Colorado TRBO System .,,See the website for programming info.,,,,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,170.5,NE,yes,447.525,442.525,146.2,Douglas,On-Air,,,CCARC,yes,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,146.2,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,191.8,NE,yes,447.525,442.525,203.5,Douglas,On-Air,,,CCARC,yes,"Denver metropolitan area, front range foothills",EmComm Colorado,,146.2,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,171.4,NE,yes,147.12,147.72,88.5,Jefferson,On-Air,E-power.,http://www.n0ara.org,CCARC,yes,Denver metro and east.,Aurora Repeater Association,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,174,E,yes,145.19,144.59,131.8,Douglas,On-Air,,,,yes,Wide area coverage at 8300,N0OBA Owner,,131.8,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,,,,,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,174.2,NE,yes,145.49,144.89,100,Jefferson,On-Air,E-power.,DRC Repeaters,CCARC,yes,,"KB0VIU,  Denver Radio Club","Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",100,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,174.2,NE,yes,449.35,444.35,100,Clear Creek,On-Air,11,DRC Repeaters,CCARC,yes,Wide area.,Denver Radio Club,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,182.8,NE,yes,448.625,443.625,100,Jefferson,On-Air,E-power.,DRC Repeaters,CCARC,yes,Denver metro area.,Denver Radio Club,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",100,,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
