Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,Features,Links,Notes,Nets,Web links,Coordination,Last update,IRLP,On-air,Sponsor,EchoLink,Feed,AllStar,Grid,Commands,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Mixed-Mode,Local Network,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,D-STAR Enabled,Node,Sources,Location Photo,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,N. Colorado,English,TAC 310,WIRES-X,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,127.2,SE,yes,927.9,902.9,D205,D205,Teller,On-Air,,,,,,,,CCARC,yes,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,127.3,SE,yes,145.415,144.815,179.9,,Teller,,,,"Closed autopatch, e-power.",,,,,CCARC,yes,,Unknown,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,127.3,SE,yes,449.025,444.025,141.3,,Teller,,,,Linked.,,,,,CCARC,yes,,Unknown,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,127.2,SE,yes,449.325,444.325,103.5,103.5,Teller,On-Air,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",Amateur Radio Motorcycle Club,E-power. Allstar Node 27976,,Node # 27976,"Sunday 1500 MST
Tuesday 1730 MST",,CCARC,yes,,,KA4EPS,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,128.3,WSW,yes,146.76,146.16,88.5,,Grand,On-Air,Moab and immediate surroundings.,,,,8,,http://www.sdarc.us/repeaters/bald.html,UVHFS,yes,,,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,128.5,WSW,yes,449.1,444.1,107.2,107.2,Grand,On-Air,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,8,,,RACES Wed. 1930 hours,GMRA Repeaters,UVHFS,yes,,,Grand Mesa Repeater Association (GMRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,137.1,WSW,yes,146.9,146.3,88.5,,Grand,On-Air,Moab and immediate surroundings.,,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,http://sdarc.us/repeaters/moab.html,UVHFS,yes,,,Sinbad Desert ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,165.1,SW,yes,223.94,222.34,,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,11,,,,,UVHFS,yes,,Unknown,Grand Mesa Rptr Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,165.1,SW,yes,447.1,442.1,107.2,107.2,San Juan,On-Air,Wide area.,,E-power.,Full-time to the  GMRA Open System .,11,,http://gmra.org,UVHFS,yes,,,Grand Mesa Repeater Association (GMRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,165.1,SW,yes,447.4,442.4,,,San Juan,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Cactus-Intertie,11,,,,,UVHFS,yes,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,128.3,NNE,yes,147.015,147.615,146.2,,Albany,On-Air,Albany County,,,,,,http://www.uwyo.edu/uarc/,,yes,,,"Albany County ARES/RACES, University Amateur Radio",82070,,,,,,,,,,,,,,Yes; analog capable.,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,152.5,NE,yes,146.61,146.01,,,Albany,On-Air,Laramie Valley  30 mi radius.,,,,,,http://www.uwyo.edu/uarc,WRCG,yes,,,University ARC,,,,,,,,,,,,,,,Yes; analog capable.,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,128.7,NE,yes,447.7,442.7,100,100,Larimer,On-Air,Wide Area Coverage,,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,http://ncarc.net/,,yes,,,Northern Colorado Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,128.8,NE,yes,146.625,146.025,100,100,Larimer,On-Air,Wide area: Northern front range.,,E-power.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,CCARC,yes,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,128.8,NE,yes,224.84,223.24,100,100,Larimer,On-Air,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,"E-power, 25 watts.","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,yes,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,131.7,E,yes,145.115,144.515,100,100,Larimer,On-Air,Wide area.,,7,,,,,CCARC,yes,,,Northern Colorado ARC,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,131.7,E,yes,224.52,222.92,100,100,Larimer,Off-Air,,,E-power.,,,,,CCARC,yes,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,131.7,E,yes,447.275,442.275,100,100,Larimer,On-Air,Wide area.,,"Closed autopatch, e-power.",,,,,CCARC,yes,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,138.2,E,yes,448.025,443.025,100,100,Larimer,On-Air,,,,,,,,CCARC,yes,,,Northern Colorado ARC,,,,,,,,,,,,,,,Yes; analog capable.,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,150.9,E,yes,146.85,146.25,100,100,Weld,On-Air,,,"E-power, WX.",,,,,CCARC,yes,,,Northern Colorado ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,129,NE,yes,449.425,444.425,94.8,,Larimer,On-Air,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,129,NE,yes,927.875,902.875,D114,,Larimer,Off-Air,,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",Down due to lightning strike. Scheduled to return end of June 2012.,,,CCARC,yes,,,WA6IMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,133.2,ESE,yes,448.4,443.4,94.8,,Arapahoe,On-Air,,,,,,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,129.6,ESE,yes,449.95,444.95,77,77,Douglas,On-Air,Primarily to the North along I-25 corridor,,,,,,,CCARC,yes,,,W9SL Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,130.4,E,yes,147.195,147.795,100,,Larimer,On-Air,,,"Closed autopatch, e-power.",,,,,CCARC,yes,,,Loveland Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,132.8,E,yes,449.575,444.575,100,,Larimer,On-Air,,,"Closed autopatch, e-power.",,,,,CCARC,yes,,,Loveland Rptr Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,130.5,SSW,yes,147.27,147.87,127.3,,San Juan,On-Air,Wide area.,Durango ARC,E-power.,,,,,CCARC,yes,,,KB5ITT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,131.3,SE,yes,145.19,144.59,131.8,131.8,Douglas,On-Air,Wide area coverage at 8300,,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,yes,,,N0OBA Owner,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,131.7,SE,yes,146.97,146.37,100,123,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,"Closed autopatch, e-power.","Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",PPFMA Repeaters,CCARC,yes,,,Pikes Peak FM Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,131.7,SE,yes,448.45,443.45,100,,El Paso,On-Air,Wide area.,,E-power.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,PPFMA Repeaters,CCARC,yes,,,Pikes Pk FM Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,142.6,SE,yes,145.265,144.665,100,100,El Paso,Off-Air,Local. Good coverage of I25 in Colorado Springs.,,"Closed autopatch, e-power.",,Repeater has been moved.,,PPFMA Repeaters,CCARC,yes,,,Pikes Peak FM Association,,,,,,,,,,,,,,,Yes; analog capable.,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,142.6,SE,yes,448.8,443.8,100,100,El Paso,Off-Air,,,,,,,PPFMA Repeaters,CCARC,yes,,,Pikes Peak FM Assoc,,,,,,,,,,,,,,,Yes; analog capable.,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,142.9,SE,yes,224.06,222.46,,,El Paso,,Wide area.,,"E-power, linked.",,,,,CCARC,yes,,Unknown,Pikes Peak FM Association (PPFMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,131.7,E,yes,927.95,902.95,100,100,Larimer,On-Air,Northern Front Range,,25,,,,,CCARC,yes,,,K1TJ Repeater System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,133.1,E,yes,1283.55,1263.55,100,,Larimer,On-Air,Northern Colorado Front Range,,,,,,http://www.k1tj.com/,CCARC,yes,,,K1TJ Repeater System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,131.7,E,yes,927.825,902.825,100,100,Larimer,On-Air,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,CCARC,yes,,,AB0SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,132.8,E,yes,224.32,222.72,100,100,Larimer,Off-Air,,,"Closed autopatch, e-power.",,,,,CCARC,yes,,,KN6VV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,132.9,SE,yes,145.49,144.89,103.5,103.5,Fremont,On-Air,,Colorado ARES Region 5 District 1,E-power (Bat),,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,CCARC,yes,,,Royal Gorge Amateur Radio Club,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,132.9,SE,yes,223.96,222.36,103.5,103.5,Fremont,On-Air,"Wide area. 
   Repeater Coverage Map",,"E-power (Bat), Remote Base",,,,,CCARC,yes,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,132.9,SE,yes,447.75,442.75,103.5,103.5,Fremont,On-Air,,,E-power (Bat),,,,Royal Gorge Amateur Radio Club,CCARC,yes,3081,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,133.1,SE,yes,927.7,902.7,D114,D114,Fremont,On-Air,,,,,,,,CCARC,yes,,,Royal Gorge ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,139.9,SE,yes,147.06,147.66,77,77,Custer,On-Air,,,E-power,,,,,CCARC,yes,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,139.9,SE,yes,448.15,443.15,103.5,103.5,Custer,On-Air,,,E-power.,,,,http://www.qsl.net/rghc,CCARC,yes,,,Royal George ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,139.9,SE,yes,927.775,902.775,D116,D116,Custer,On-Air,,,,,System uses digital PL,,,CCARC,yes,,,Royal Gorge Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,133.1,E,yes,447.45,442.45,123,,Larimer,On-Air,,,,,,,,CCARC,yes,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,133.1,E,yes,446.7375,441.7375,,,Larimer,On-Air,Wide area: North Front Range.,,DMR-MARC World Wide Network,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,CCARC,yes,,,N0AOL - NoCo C-Bridge Network,,,,,,yes,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,1,1,2,,,,,,,,,,,,,,,,,2,1,1,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,133.2,ESE,yes,448.275,443.275,156.7,,Arapahoe,On-Air,,,,,,,,CCARC,yes,,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,133.2,ESE,yes,448.825,443.825,,,Arapahoe,On-Air,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,30584,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,,134.8,ESE,yes,448.7,443.7,146.2,,Douglas,On-Air,Local North Parker only,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,134.9,SE,yes,447.725,442.725,100,100,El Paso,On-Air,Local.,,30,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,yes,,,K0NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,135.6,E,yes,447.725,442.725,131.8,,Larimer,On-Air,,,,,,,,CCARC,yes,,,W7RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,136,SE,yes,927.725,902.725,D114,D114,Teller,On-Air,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",,12,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,Yahoo Group,CCARC,yes,,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,142.9,SE,yes,447.55,442.55,123,,El Paso,On-Air,,,,,,,,CCARC,yes,,,WA6IFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,143.2,SE,yes,53.13,51.43,107.2,107.2,El Paso,On-Air,,,,,,,http://www.cmrg.org,CCARC,yes,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,234.8,SE,yes,145.43,144.83,107.2,,Las Animas,On-Air,,,,,,,CMRG Repeaters,CCARC,yes,,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,136,SE,yes,147.18,147.78,100,,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,E-power (solar).,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,CCARC,yes,,,AA0SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,136.8,ESE,yes,145.19,144.59,151.4,131.8,Arapahoe,On-Air,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",,Autopatch (please contact trustee).,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,yes,,,N0OBA,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,137.7,E,yes,446.8125,441.8125,,,Larimer,On-Air,Fort Collins Local Area,,D-Star Gateway,,Free Star,,,CCARC,yes,,,W0QEY CSU,,,,,,,,,,,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,138.2,E,yes,147.36,147.96,100,100,Larimer,On-Air,Map,,Closed autopatch.,,,,,CCARC,yes,,,CO State Univ ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,138.4,E,yes,449.85,444.85,100,100,Larimer,On-Air,Map,,Closed autopatch.,,,,,CCARC,yes,,,CO State Univ ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,K0GUR,"Denver, Green Valley Ranch",CO,OPEN,EA,138.1,ESE,yes,448.15,443.15,141.3,141.3,Denver,On-Air,"Small coverage of the East Denver area SW of DIA. 
   Repeater Coverage Map",,E-power (batt).  2 meter and 70cm channel steerable remote bases.,Full-time to the  The Fun Machine System .,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list.  The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",k0jsc.com,CCARC,yes,,,K0GUR,24340,Listen Live,29436,DM79pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,D023,K0PWO,Centennial,CO,OPEN,A,138.2,ESE,yes,449.425,444.425,D023,D023,Arapahoe,Off-Air,,,,,Colorado SNP (Shared non-protected pair),,,,yes,,,K0PWO,,,29791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,138.3,E,yes,224.96,223.36,CSQ,,Weld,On-Air,,,,,,,,CCARC,yes,,,AC0KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,138.6,E,yes,447.3,442.3,107.2,,Weld,On-Air,,,,,,,,CCARC,yes,3887,,,405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,139.9,SE,yes,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Wide area.,,,,,,,CCARC,yes,,,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,155.4,SE,yes,224.32,222.72,88.5,,Custer,Off-Air,,,11,,,,PHC repeaters,CCARC,yes,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,155.4,SE,yes,447.175,442.175,88.5,,Pueblo,Off-Air,Wide area: Southeast Colorado.,,11,,,,Pueblo Ham Club,CCARC,yes,,,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,168.9,SE,yes,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Wide area.,,E-power.,,,,Pueblo Ham Club,CCARC,yes,,,Pueblo HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,168.9,SE,yes,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Wide area.,,E-power.,,,,PHC repeaters,CCARC,yes,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,168.9,SE,yes,447.95,442.95,88.5,,Pueblo,On-Air,Wide area.,,E-power.,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,Pueblo Ham Club,CCARC,yes,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,171.3,SE,yes,145.115,144.515,88.5,,Pueblo,Off-Air,,,E-power.,,,,,CCARC,yes,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
