Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Features,Coverage,Sponsor,Links,Notes,Downlink Tone,Nets,Affiliate,Feed,Grid,IRLP,EchoLink,Location Photo,AllStar,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Mixed-Mode
147.08,0.6,77,WX7Y,"Draper, Lake Mountain",UT,OPEN,EI,199.4,WNW,yes,147.08,147.68,77,Salt Lake,On-Air,http://sdarc.us,UVHFS,yes,,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,Sinbad Desert ARC,,,,,,,,3270,64264,,,,,,,,,
448.15,-5,127.3,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,yes,448.15,443.15,127.3,Salt Lake,On-Air,,UVHFS,yes,9,Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,WA7X,"Full-time to  
        53.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",,,,,,,,,,,,,,,,,
53.15,-1,146.2,KI7DX,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,yes,53.15,52.15,146.2,Salt Lake,On-Air,http://www.wa7x.com/ki7dx_rpt.html,UVHFS,yes,9,"Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson. Tooele Valley and communities from Grantsville down toward Vernon. Interstate 80 corridor west of the Wasatch Front to the Nevada border. South Davis County, from North Salt Lake to Farmington.",WA7X,"Full-time to  
        448.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,184.6,ESE,yes,447.525,442.525,146.2,Douglas,On-Air,,CCARC,yes,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",EmComm Colorado,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",146.2,,Colorado ARES,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,200.9,ESE,yes,447.525,442.525,203.5,Douglas,On-Air,,CCARC,yes,,"Denver metropolitan area, front range foothills",EmComm Colorado,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",146.2,,Colorado ARES,,,,,,,,,,,,,
449.95,-5,,N7ZOI,Midway,UT,OPEN,,184.6,WNW,yes,449.95,444.95,,Wasatch,On-Air,,UVHFS,yes,,Heber city and surrounding communities.,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,186.6,NW,yes,147.2,147.8,88.5,Wasatch,On-Air,,UVHFS,yes,8,Heber city and surrounding communities.,,"Full-time to  
        449.52500 (K7JL) at Brighton, Scott's Peak, UT .",,,HVARC: Wed at 20:00.,High Valley ARC,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,184.8,E,yes,449.8,444.8,123,Larimer,On-Air,,CCARC,yes,E-Power,,Estes Valley ARC,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,ARES D-10: Thu at 19:00.,,,,7268,625757,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,187.5,E,yes,146.685,146.085,123,Larimer,On-Air,,CCARC,yes,E-power.,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,ARES D-10: Thu at 19:00.,,,,7268,625757,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,
147.24,0.6,79.7,N7RRZ,Logan,UT,OPEN,,253.4,NW,yes,147.24,147.84,79.7,Cache,On-Air,,UVHFS,yes,,Logan and immediately surrounding communities.,Bridgerland ARC,"Full-time to  
        449.32500 (N7RRZ) at Logan, UT .",4,,,,,,,,,,,,,,,,
449.325,-5,156.7,N7RRZ,Logan,UT,OPEN,,253.4,NW,yes,449.325,444.325,156.7,Cache,On-Air,,UVHFS,yes,4,Logan and immediately surrounding communities.,,"Full-time to  
        147.24000 (N7RRZ) at Logan, UT .",,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,185.4,E,yes,146.7,146.1,100,Boulder,On-Air,BARC Repeaters,CCARC,yes,6,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",Boulder Co ARC,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,185.6,E,yes,448.9,443.9,100,Boulder,On-Air,,CCARC,yes,6,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,241.5,NW,yes,449.7,444.7,100,Rich,On-Air,,UVHFS,yes,,Wide area: Bear Lake and surrounding communities.,,,,,State RACES: 3rd Thursday of even-numbered months.,Intermountain Intertie,,,,,,,,,,,,,
147.02,0.6,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,241.5,NW,yes,147.02,147.62,100,Rich,On-Air,,UVHFS,yes,7,Wide area: Bear Lake and surrounding communities.,K7JL,"Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",,,State RACES: 3rd Thursday of even-numbered months.,Intermountain Intertie,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,162.4,S,yes,146.85,146.25,100,San Juan,On-Air,,NMFCC,yes,Closed autopatch.,,Totah ARC,,,100,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,165.5,S,yes,146.92,146.32,100,San Juan,On-Air,,NMFCC,yes,,,San Juan County OEM,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,214,NW,yes,146.7,146.1,100,Salt Lake,On-Air,http://www.slcoares.net/,UVHFS,yes,"E-power, 5,911'.",Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Salt Lake Co ARES,,,,Weekly Net: Wed at 20:30 except 4th Wednesday.,,,,,,,,,,,,,,
448.45,-5,100,KC7IIB,"Salt Lake City, Ensign Peak",UT,OPEN,,214,NW,yes,448.45,443.45,100,Salt Lake,On-Air,,UVHFS,yes,,,Salt Lake Co ARES,,5,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,67.5,E,yes,146.88,146.28,107.2,Garfield,On-Air,,CCARC,yes,,,Ski Country ARC,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,67.5,E,yes,447.1,442.1,107.2,Garfield,On-Air,,CCARC,yes,,,Ski Country ARC,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,160.1,SE,yes,447.1,442.1,77,Saguache,On-Air,,,yes,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,160.2,SE,yes,146.64,146.04,77,Rio Grande,On-Air,,,yes,,Low level local coverage,,,,77,,,,,,,,28781,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,4,NNE,yes,145.175,144.575,107.2,Mesa,On-Air,,CCARC,yes,"E-power,",Greater grand Junction area.,,,,,,,,,3161,,,,Standard IRLP node commands.,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,10.6,W,yes,146.94,146.34,107.2,Mesa,On-Air,http://w0rrz.org,CCARC,yes,E-power and autopatch for WCARC members,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,,,107.2,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,189.1,ESE,yes,448.45,443.45,100,El Paso,On-Air,PPFMA Repeaters,CCARC,yes,E-power.,Wide area.,Pikes Pk FM Assoc,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,189.1,ESE,yes,146.97,146.37,100,El Paso,On-Air,PPFMA Repeaters,CCARC,yes,"Closed autopatch, e-power.","Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Peak FM Assoc,"Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,123,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,211.7,E,yes,147.36,147.96,100,Larimer,On-Air,,CCARC,yes,Closed autopatch.,Map,CO State Univ ARC,,,100,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,211.8,E,yes,449.85,444.85,100,Larimer,On-Air,,CCARC,yes,Closed autopatch.,Map,CO State Univ ARC,,,100,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,211.2,E,yes,447.3,442.3,107.2,Weld,On-Air,,CCARC,yes,,,,,,,,,,,3887,405804,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,211.2,E,yes,224.96,223.36,CSQ,Weld,On-Air,,CCARC,yes,,,AC0KC,,,,,,,,,,,,,,,,,,
146.76,-0.6,,W7SP,"Provo, Lake Mountain",UT,OPEN,EI,198.7,WNW,yes,146.76,146.16,,Utah,On-Air,http://utaharc.org/rptr/76rpt.html,UVHFS,yes,Closed autopatch.,"Wide area: Via mobile (50 watts, 1/4 wave or better): This repeater covers the Utah and Salt Lake Valleys, south along I-15 as far south as Filmore (spotty coverage,) portions of the west desert, and points north to the Idaho border. Very spotty coverage eastwards into the Wasatch. Via handie-talkie: Coverage is good in Utah county, marginal in many parts of Salt Lake county, particularly in the southern part of the valley.  Map . 90 mi radius.",Utah ARC,,7,,Wednesday at 19:00,,,DN40ag,3352,703269,,,"While anyone may Dial In to this node, only UARC members will be given the ""prefix code"" that will allow them to Dial Out into the IRLP network.",,,,,,
146.62,-0.6,,W7SP,"Salt Lake City, Farnsworth Peak",UT,OPEN,,222.8,WNW,yes,146.62,146.02,,Salt Lake,On-Air,,UVHFS,yes,E-power.,Wide area: Wasatch Front from Payson to Tremonton.  Tooele Valley and communities from Grantsville down toward Vernon.  Interstate 80 corridor west of the Wasatch Front to the Nevada border.  West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,Utah ARC,,,,UARC: Sun at 21:00.,,,,,,,,Synchroneous.,,,,,,
448.1,-5,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,210.3,NW,yes,448.1,443.1,114.8,Salt Lake,On-Air,,UVHFS,yes,4,Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,
146.74,-0.6,114.8,KD7NX,"Salt Lake City,  U of U Hospital",UT,OPEN,,210.3,NW,yes,146.74,146.14,114.8,Salt Lake,On-Air,,UVHFS,yes,4,Salt Lake Valley communities from Salt Lake City to Draper.,Mercury ARA,,,,MARA: Wed at 2100.,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,198.8,E,yes,448.8,443.8,88.5,Boulder,On-Air,,CCARC,yes,30,,Longmont ARC,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,88.5,LARC: Sun at 20:00.,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,198.8,E,yes,147.27,147.87,100,Boulder,On-Air,http://w0eno.org/?q=node/11,CCARC,yes,"Closed autopatch, e-power, EchoLink.",Wide area: Northern Colorado.,Longmont ARC (LARC),"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,100,,,,,,,,,,,,,,,
224.78,-1.6,100,KD0J,"Salt Lake City, Jordan Vly Hospital",UT,OPEN,,210.1,WNW,yes,224.78,223.18,100,Salt Lake,On-Air,,UVHFS,yes,5,Salt Lake Valley communities from Salt Lake City to Draper.,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,KD0J,"Salt Lake City, SLCC",UT,OPEN,,211.1,NW,yes,146.88,146.28,88.5,Salt Lake,On-Air,http://www.slcoares.net/,UVHFS,yes,,"Salt Lake Valley communities from Salt Lake City to Draper. 
North Salt Lake to South Ogden.",Utah VHF Society,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,156.4,W,yes,146.66,146.06,100,Sanpete,On-Air,,UVHFS,yes,"Autopatch, 10,350'.",Wide area: Provo to Salina.,Skyline Repeater System,,,,,,,,3576,,,,,,,,,,
447.45,-5,114.8,W7DHH,"Monroe, Monroe Peak",UT,OPEN,,193.1,W,yes,447.45,442.45,114.8,Sevier,On-Air,,UVHFS,yes,,"Wide area: Richfield and its surrounding communities including Nephi to the north, Fillmore to the west, Ferron and Emery to the east, and Panguitch to the south.",,Full-time to the  Skyline Repeater System .,11,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,201,ESE,yes,448.3,443.3,100,El Paso,On-Air,,CCARC,yes,,,AA0L,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,202.1,ESE,yes,147.135,147.735,100,El Paso,On-Air,,CCARC,yes,6,,AA0L,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,201,ESE,yes,447.35,442.35,151.4,El Paso,On-Air,,CCARC,yes,E-power.,,GGARC,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,201,ESE,yes,146.91,146.31,151.4,El Paso,On-Air,,CCARC,yes,E-power.,,GGARC,,,151.4,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,0,ESE,yes,146.82,146.22,107.2,Mesa,On-Air,,CCARC,yes,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,28515,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,11.8,SSE,yes,448.15,443.15,100,Mesa,On-Air,,CCARC,yes,,,,,,,,,,,7963,312189,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,202.3,E,yes,449.425,444.425,94.8,Larimer,On-Air,,,yes,,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,203.8,E,yes,448.4,443.4,94.8,Arapahoe,On-Air,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,204,E,yes,147.195,147.795,100,Larimer,On-Air,,CCARC,yes,"Closed autopatch, e-power.",,Loveland Repeater Assoc,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,206.4,E,yes,449.575,444.575,100,Larimer,On-Air,,CCARC,yes,"Closed autopatch, e-power.",,Loveland Rptr Assoc,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,205.1,E,yes,927.95,902.95,100,Larimer,On-Air,,CCARC,yes,25,Northern Front Range,K1TJ Repeater System,,,100,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,206.6,E,yes,1283.55,1263.55,100,Larimer,On-Air,http://www.k1tj.com/,CCARC,yes,,Northern Colorado Front Range,K1TJ Repeater System,,,,,,,,,,,,,,,,,,
147.14,0.6,127.3,K7MLA,"West Jordan, Butterfield Peak",UT,OPEN,I,215.3,WNW,yes,147.14,147.74,127.3,Salt Lake,On-Air,,UVHFS,yes,9,Wide area: Wasatch Front from Payson to the Utah/Idaho border.,,"Full-time to  
        147.24000 (K7HEN) at Coalville, Lewis Peak, UT .
 


Full-time to  
        147.16000 (WA7SNS) at Salt Lake City, Ensign Peak, UT .",For IRLP dial D before the node number. To disconnect dial D73.,,,,,,3215,,,,,,,,,,
146.96,-0.6,100,K7MLA,"Layton,  Francis Peak",UT,OPEN,,220.4,NW,yes,146.96,146.36,100,Davis,On-Air,,UVHFS,yes,,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,ERC,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,224.4,E,yes,449.725,444.725,127.3,Weld,On-Air,,CCARC,yes,"Autopatch, WX.",,K0OJ,,,,,,,,,,,,,,,,,,
145.49,-0.6,136.5,W7BYU,"Myton, Flat Top",UT,OPEN,,115,NW,yes,145.49,144.89,136.5,Duchesne,On-Air,http://sdarc.us/repeaters/flat-top.html,UVHFS,yes,E-power.,"Duchesne, UT area.",,,5,,,Sinbad Desert ARC (SDARC),,,,,,,,,,,,,
449.6,-5,136.5,AI7J,"Layton,  Kaysville Peak",UT,OPEN,,221.7,NW,yes,449.6,444.6,136.5,Weber,On-Air,,UVHFS,yes,9,Wide area: Wasatch Front from Ogden to the Utah/Idaho border.,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,166.4,N,yes,146.94,146.34,100,Sweetwater,On-Air,,WRCG,yes,,Wide area.,Sweetwater ARC,Full-time to the  HERC System .,,,,,,,,357388,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,166.4,N,yes,146.61,146.01,100,Sweetwater,On-Air,http://wy7u.angelfire.com,WRCG,yes,Autopatch.,Wide area: SW Wyoming,Sweetwater RACES,,,,Sun at 19:30.,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,166.4,ESE,yes,146.895,146.295,100,Park,On-Air,Park County Radio Club (PCRC),CCARC,yes,25,285,AB0RR,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,100,Wed at 19:30.,,,,,,,45835,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,53.2,SE,yes,147.33,147.93,107.2,Delta,On-Air,,CCARC,yes,,Wide area.,North Fork Repeater Assoc.,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,220.3,SE,yes,145.355,144.755,100,Huerfano,On-Air,,CCARC,yes,"E-power, linked.",,N0JPX,,,,,,,,3974,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,168.8,E,yes,449.45,444.45,103.5,Clear Creek,On-Air,Repeater,CCARC,yes,11,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,,,127.3,RMRL: Mon at 20:30.,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,102.6,SSE,yes,147.27,147.87,127.3,San Juan,On-Air,,CCARC,yes,E-power.,Wide area.,KB5ITT,,,,,Durango ARC,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,168.8,E,yes,449.05,444.05,107.2,Denver,On-Air,,CCARC,yes,E-power.,Wide area.,WG0N,,,107.2,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,54.4,SE,yes,146.91,146.31,107.2,Montrose,On-Air,,CCARC,yes,E-Power,,,,,107.2,,,,,,,,,,,,,,,
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,139.2,W,yes,447.625,442.625,100,Emery,On-Air,,UVHFS,yes,,Wide area.,San Rafael Cactus Assoc,,,,,Cactus-Intertie,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,243.8,NE,yes,449.9,444.9,100,Laramie,On-Air,,,yes,,From 5 miles to 25 miles,N7JJY,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,100,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,54.4,SE,yes,146.79,146.19,107.2,Montrose,On-Air,,CCARC,yes,E-power.,,KC0UXX,,,107.2,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,169,E,yes,448.675,443.675,100,Denver,On-Air,,CCARC,yes,,Wide area.,W0CFI,,,100,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,169.3,E,yes,449,444,136.5,Clear Creek,On-Air,,CCARC,yes,,,CARN,,,136.5,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,118.5,S,yes,146.79,146.19,127.3,Montezuma,On-Air,,CCARC,yes,,,KD5LWU,,,127.3,4,,,,,24336,,29317,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,172.1,E,yes,447.85,442.85,141.3,Clear Creek,On-Air,,CCARC,yes,AllStar node repeater providing wide area coverage along the Front Range,Wide area at 9500',AC0KQ,,,141.3,,Rocky Mountain Ham Radio,,,,,,29571,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,220,E,yes,447.2,442.2,82.5,Weld,On-Air,,CCARC,yes,,,N6RFI,,,,,,,,,,,,,,,,,,
448.275,-5,107.2,KD7YE,"Manti, Barton Peak",UT,OPEN,I,173.4,W,yes,448.275,443.275,107.2,Sanpete,On-Air,http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,yes,Autopatch.,"Manti and surroundings, as well as Nephi and Fairview to the north and Richfield to the south.",Sanpete Co SO,,,,,,,,3576,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,173.8,E,yes,147.12,147.72,88.5,Jefferson,On-Air,http://www.n0ara.org,CCARC,yes,E-power.,Denver metro and east.,Aurora Repeater Association,,,88.5,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,119.4,SE,yes,449.525,444.525,100,Mineral,On-Air,,,yes,,,N0PKT,Full-time to the  The Fun Machine System .,,100,,The Fun Machine,,DM67lt,,,,43265,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,219.9,SE,yes,449.725,444.725,100,El Paso,On-Air,,CCARC,yes,,,N0PWZ,,,,,,,,3043,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,219.9,SE,yes,146.655,146.055,123,Pueblo,On-Air,,CCARC,yes,,,K0ST,,,CSQ,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,243.5,SE,yes,444.975,449.975,123,Taos,On-Air,,NMFCC,yes,,,N5TSV,,,,,,,,,,,,,,,,,,
146.68,-0.6,123,N7JSQ,"Huntsville, Herd Mountain",UT,OPEN,,219.4,NW,yes,146.68,146.08,123,Morgan,On-Air,,UVHFS,yes,"Autopatch, linked to (145.490).","Wide area: City of Morgan and surrounding communities, southern Bear Lake.","Amateur Radio, Inc",,,CSQ,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,0,W,yes,147.105,147.705,,Mesa,On-Air,,CCARC,yes,,,K0SSI,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,225.5,SE,yes,449.75,444.75,100,Las Animas,On-Air,The Fun Machine,CCARC,yes,,,N0ZSN,Full-time to the  The Fun Machine System .,,100,,The Fun Machine,,,7301,363976,,28368,,,,,,,
145.35,-0.6,123,W6DZL,Bryce Canyon,UT,OPEN,,233.7,WSW,yes,145.35,144.75,123,Garfield,On-Air,,,yes,Emergency Power,"Wide Area: Covers much of south-central Utah and parts of northern Arizona from Page, Arizona on the east to Zion National Park on the west.",,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,177.2,E,yes,145.34,144.74,103.5,Jefferson,On-Air,Repeater,CCARC,yes,E-power.,Wide area.,Rocky Mtn Radio League,,,127.3,,,,,3350,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,177.3,WNW,yes,146.8,146.2,100,Utah,On-Air,,UVHFS,yes,,,,,,,,ERC CERT,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,219.3,E,yes,448.325,443.325,110.9,Larimer,On-Air,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,
447.3,-5,77,WB7RPF,Woodland Hills,UT,OPEN,,177.7,WNW,yes,447.3,442.3,77,Utah,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,250.9,SE,yes,147.04,147.64,141.3,Colfax,On-Air,,NMFCC,yes,,,NMEMA ARC,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,218.5,E,yes,449.925,444.925,114.8,Weld,On-Air,,CCARC,yes,,,KD0RG,,,114.8,,K0UPS Club,,DN70,,448035,,,,,,,,,
447.425,5,192.8,KD7RTO,"Bountiful,  QTH",UT,OPEN,,217.7,NW,yes,447.425,452.425,192.8,Davis,On-Air,,UVHFS,yes,4,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,123.1,E,yes,146.61,146.01,107.2,Eagle,On-Air,,CCARC,yes,11,,ECHO,,,,,,,,,,,,,,,,,,
